time,DEG07
2021-01-01,-0.015000004
2021-01-02,-0.46788457
2021-01-03,-4.5890384
2021-01-04,-7.337884
2021-01-05,-9.995769
2021-01-06,-11.037884
2021-01-07,-6.25173
2021-01-08,-4.6259613
2021-01-09,-4.075769
2021-01-10,-5.522692
2021-01-11,-8.692307
2021-01-12,-8.729615
2021-01-13,-7.5099998
2021-01-14,-12.372692
2021-01-15,-11.984038
2021-01-16,-9.260962
2021-01-17,-7.3640385
2021-01-18,-10.8573065
2021-01-19,-7.489423
2021-01-20,-2.3194232
2021-01-21,-0.11980769
2021-01-22,0.915
2021-01-23,0.17596152
2021-01-24,-4.3442307
2021-01-25,-4.4421153
2021-01-26,-10.032693
2021-01-27,-12.232692
2021-01-28,-9.668462
2021-01-29,-14.946154
2021-01-30,-16.272306
2021-01-31,-13.927885
2021-02-01,-12.967115
2021-02-02,-13.770578
2021-02-03,-12.769808
2021-02-04,-11.533269
2021-02-05,-9.072885
2021-02-06,-10.029038
2021-02-07,-10.096924
2021-02-08,-8.451923
2021-02-09,-11.882884
2021-02-10,-10.377692
2021-02-11,-14.4648075
2021-02-12,-5.8759613
2021-02-13,-5.8611546
2021-02-14,-3.0557692
2021-02-15,-10.096538
2021-02-16,-8.8009615
2021-02-17,-6.738269
2021-02-18,-5.8734612
2021-02-19,-2.1703846
2021-02-20,1.3455768
2021-02-21,1.2886537
2021-02-22,-1.6842307
2021-02-23,0.79019225
2021-02-24,3.713846
2021-02-25,4.284038
2021-02-26,3.9
2021-02-27,1.6126924
2021-02-28,4.530769
2021-03-01,2.7807693
2021-03-02,2.5992308
2021-03-03,2.2767305
2021-03-04,-1.379423
2021-03-05,-2.4476924
2021-03-06,1.4096153
2021-03-07,-2.6265383
2021-03-08,-3.9955766
2021-03-09,-3.5774999
2021-03-10,-7.8913455
2021-03-11,-2.6942308
2021-03-12,-0.10326923
2021-03-13,0.24249998
2021-03-14,0.17249998
2021-03-15,0.3644231
2021-03-16,0.5846154
2021-03-17,-0.92884606
2021-03-18,-1.7292308
2021-03-19,-4.003269
2021-03-20,3.669423
2021-03-21,1.5715384
2021-03-22,4.4178843
2021-03-23,6.06
2021-03-24,6.036154
2021-03-25,3.6125002
2021-03-26,2.5807695
2021-03-27,5.638461
2021-03-28,1.9584615
2021-03-29,5.5923076
2021-03-30,6.761538
2021-03-31,4.270577
2021-04-01,2.6934614
2021-04-02,2.8249998
2021-04-03,2.895577
2021-04-04,5.1653843
2021-04-05,0.6165384
2021-04-06,2.0846152
2021-04-07,2.1928847
2021-04-08,0.19480768
2021-04-09,2.4765384
2021-04-10,2.2336538
2021-04-11,1.2138461
2021-04-12,0.38326925
2021-04-13,1.1603845
2021-04-14,1.8698076
2021-04-15,3.4469228
2021-04-16,4.643461
2021-04-17,5.2473073
2021-04-18,6.089615
2021-04-19,6.763077
2021-04-20,7.645192
2021-04-21,4.7109613
2021-04-22,2.3159614
2021-04-23,2.9048078
2021-04-24,2.283077
2021-04-25,1.6846154
2021-04-26,2.7286534
2021-04-27,1.8730768
2021-04-28,2.1521153
2021-04-29,2.493846
2021-04-30,3.0815382
2021-05-01,3.0338461
2021-05-02,3.5925
2021-05-03,3.7615383
2021-05-04,4.058654
2021-05-05,2.9655766
2021-05-06,1.7028846
2021-05-07,2.9878845
2021-05-08,4.4817305
2021-05-09,4.0967307
2021-05-10,7.2626925
2021-05-11,11.109229
2021-05-12,12.24
2021-05-13,14.260769
2021-05-14,10.153076
2021-05-15,6.2061534
2021-05-16,7.8221154
2021-05-17,6.8348074
2021-05-18,10.357499
2021-05-19,10.515192
2021-05-20,10.372499
2021-05-21,8.72173
2021-05-22,8.373269
2021-05-23,5.2111535
2021-05-24,6.759807
2021-05-25,8.314424
2021-05-26,9.08923
2021-05-27,6.6336536
2021-05-28,10.573653
2021-05-29,12.308653
2021-05-30,15.867308
2021-05-31,14.618077
2021-06-01,12.360769
2021-06-02,13.678077
2021-06-03,14.817885
2021-06-04,16.099037
2021-06-05,17.720768
2021-06-06,17.889809
2021-06-07,16.82673
2021-06-08,16.831154
2021-06-09,16.284422
2021-06-10,17.651924
2021-06-11,18.414999
2021-06-12,15.106539
2021-06-13,13.408654
2021-06-14,14.295577
2021-06-15,13.341731
2021-06-16,11.312885
2021-06-17,17.41846
2021-06-18,18.168653
2021-06-19,11.873653
2021-06-20,11.746346
2021-06-21,14.840384
2021-06-22,13.299807
2021-06-23,14.549423
2021-06-24,17.187115
2021-06-25,16.8175
2021-06-26,17.01327
2021-06-27,15.670384
2021-06-28,17.546154
2021-06-29,16.49077
