time,DE12C
2021-01-01,1.8285713
2021-01-02,1.3228571
2021-01-03,0.5585714
2021-01-04,0.51142853
2021-01-05,1.232857
2021-01-06,1.4714285
2021-01-07,0.84000003
2021-01-08,0.39285713
2021-01-09,0.78000003
2021-01-10,-0.1942857
2021-01-11,0.3642857
2021-01-12,1.2928572
2021-01-13,1.2957143
2021-01-14,0.81142855
2021-01-15,-0.65
2021-01-16,-2.6200001
2021-01-17,-3.9614284
2021-01-18,-0.5885714
2021-01-19,2.337143
2021-01-20,5.7042856
2021-01-21,8.342857
2021-01-22,6.3599997
2021-01-23,1.4671428
2021-01-24,0.63571423
2021-01-25,0.6814285
2021-01-26,0.28714284
2021-01-27,1.3828572
2021-01-28,1.7342856
2021-01-29,-1.2757143
2021-01-30,-1.91
2021-01-31,-6.4928565
2021-02-01,-4.4157143
2021-02-02,0.9771429
2021-02-03,4.928571
2021-02-04,1.3185713
2021-02-05,-0.092857145
2021-02-06,-1.922857
2021-02-07,-6.1885715
2021-02-08,-9.241429
2021-02-09,-9.674286
2021-02-10,-9.238571
2021-02-11,-5.397143
2021-02-12,-6.0057144
2021-02-13,-8.485714
2021-02-14,-8.157143
2021-02-15,-4.965714
2021-02-16,2.0328572
2021-02-17,4.5114284
2021-02-18,6.365714
2021-02-19,5.6185713
2021-02-20,6.5614285
2021-02-21,9.055715
2021-02-22,6.4085717
2021-02-23,10.894285
2021-02-24,12.658571
2021-02-25,11.942856
2021-02-26,7.077143
2021-02-27,4.301429
2021-02-28,2.152857
2021-03-01,2.7571428
2021-03-02,2.55
2021-03-03,6.3542852
2021-03-04,3.2785716
2021-03-05,1.5628573
2021-03-06,1.0728571
2021-03-07,2.7157142
2021-03-08,1.5685713
2021-03-09,1.4871428
2021-03-10,2.7171426
2021-03-11,6.852857
2021-03-12,6.8828573
2021-03-13,5.694286
2021-03-14,4.9928575
2021-03-15,4.4414287
2021-03-16,4.2557144
2021-03-17,1.8271427
2021-03-18,1.8814286
2021-03-19,0.5542857
2021-03-20,0.5914286
2021-03-21,5.2357144
2021-03-22,4.877143
2021-03-23,5.508571
2021-03-24,8.025714
2021-03-25,8.92
2021-03-26,10.311429
2021-03-27,6.1700006
2021-03-28,7.2757144
2021-03-29,13.464286
2021-03-30,14.415715
2021-03-31,14.818571
2021-04-01,11.43857
2021-04-02,6.0214286
2021-04-03,5.3199997
2021-04-04,4.442857
2021-04-05,3.042857
2021-04-06,1.2971429
2021-04-07,2.8714283
2021-04-08,3.9342859
2021-04-09,7.305714
2021-04-10,6.6757135
2021-04-11,10.697143
2021-04-12,4.345714
2021-04-13,4.0785713
2021-04-14,3.937143
2021-04-15,3.7614284
2021-04-16,6.924286
2021-04-17,8.265715
2021-04-18,7.225714
2021-04-19,8.017142
2021-04-20,10.445714
2021-04-21,10.308571
2021-04-22,7.1299996
2021-04-23,8.065714
2021-04-24,6.7442856
2021-04-25,6.0828567
2021-04-26,4.735714
2021-04-27,6.805714
2021-04-28,10.831429
2021-04-29,11.144285
2021-04-30,8.248571
2021-05-01,9.662857
2021-05-02,8.351428
2021-05-03,7.2442856
2021-05-04,10.267142
2021-05-05,8.367143
2021-05-06,7.202857
2021-05-07,5.607143
2021-05-08,9.7300005
2021-05-09,18.99
2021-05-10,21.674286
2021-05-11,18.73714
2021-05-12,12.597142
2021-05-13,10.842856
2021-05-14,10.731428
2021-05-15,12.804285
2021-05-16,12.092856
2021-05-17,12.8
2021-05-18,11.651428
2021-05-19,12.087143
2021-05-20,12.498571
2021-05-21,14.887141
2021-05-22,12.409999
2021-05-23,11.607142
2021-05-24,15.431428
2021-05-25,11.781428
2021-05-26,11.847143
2021-05-27,11.154286
2021-05-28,12.008571
2021-05-29,11.54
2021-05-30,14.295714
2021-05-31,14.682857
2021-06-01,17.297144
2021-06-02,18.488571
2021-06-03,20.884287
2021-06-04,20.264286
2021-06-05,21.117142
2021-06-06,20.678572
2021-06-07,20.267141
2021-06-08,20.618572
2021-06-09,21.087143
2021-06-10,21.939999
2021-06-11,22.058573
2021-06-12,18.274286
2021-06-13,14.894285
2021-06-14,19.112856
2021-06-15,19.584286
2021-06-16,21.571428
2021-06-17,26.29143
2021-06-18,27.464285
2021-06-19,27.424286
2021-06-20,26.841427
2021-06-21,23.882856
2021-06-22,17.569998
2021-06-23,15.8714285
2021-06-24,16.698572
2021-06-25,18.965714
2021-06-26,20.148571
2021-06-27,21.29143
2021-06-28,24.387142
2021-06-29,22.435713
2021-06-30,17.431429
2021-07-01,15.428572
2021-07-02,18.428572
2021-07-03,18.928572
2021-07-04,21.535715
2021-07-05,19.528568
2021-07-06,21.914286
2021-07-07,18.588572
2021-07-08,18.48714
2021-07-09,16.345715
2021-07-10,19.054285
2021-07-11,21.960001
2021-07-12,21.322859
2021-07-13,23.385714
2021-07-14,20.292858
2021-07-15,20.99857
2021-07-16,22.147142
2021-07-17,22.46857
2021-07-18,21.307142
2021-07-19,17.102858
2021-07-20,16.902857
2021-07-21,17.722857
2021-07-22,19.119999
2021-07-23,19.178572
2021-07-24,22.534285
2021-07-25,23.622854
2021-07-26,23.267141
2021-07-27,22.395712
2021-07-28,20.199999
2021-07-29,19.602858
2021-07-30,19.869999
2021-07-31,19.83
2021-08-01,17.312857
2021-08-02,16.885714
2021-08-03,16.942858
2021-08-04,17.812855
2021-08-05,17.671429
2021-08-06,18.249998
2021-08-07,18.905714
2021-08-08,18.428572
2021-08-09,16.931429
2021-08-10,17.477142
2021-08-11,17.182858
2021-08-12,20.08
2021-08-13,23.232859
2021-08-14,21.267141
2021-08-15,20.061428
2021-08-16,17.695713
2021-08-17,15.04
2021-08-18,16.551428
2021-08-19,17.872858
2021-08-20,17.477142
2021-08-21,18.70286
2021-08-22,17.55857
2021-08-23,16.301428
2021-08-24,15.892858
2021-08-25,14.861428
2021-08-26,13.932857
2021-08-27,13.798571
2021-08-28,14.997142
2021-08-29,15.468572
2021-08-30,15.411428
2021-08-31,15.822856
2021-09-01,15.174286
2021-09-02,15.141428
2021-09-03,16.305714
2021-09-04,13.555715
2021-09-05,14.932857
2021-09-06,16.017141
2021-09-07,16.77857
2021-09-08,17.652857
2021-09-09,19.301426
2021-09-10,20.502855
2021-09-11,18.991428
2021-09-12,17.144285
2021-09-13,15.55
2021-09-14,16.789999
2021-09-15,18.45143
2021-09-16,16.954285
2021-09-17,14.64857
2021-09-18,13.867142
2021-09-19,12.752856
2021-09-20,12.13
2021-09-21,12.532858
2021-09-22,13.618571
2021-09-23,14.909999
2021-09-24,15.04
2021-09-25,17.082857
2021-09-26,18.588572
2021-09-27,17.231428
2021-09-28,14.82857
2021-09-29,12.728571
2021-09-30,10.839999
2021-10-01,11.947143
2021-10-02,14.070001
2021-10-03,17.768572
2021-10-04,13.478571
2021-10-05,11.760001
2021-10-06,12.084285
2021-10-07,10.687142
2021-10-08,10.744286
2021-10-09,8.291429
2021-10-10,6.968571
2021-10-11,8.364285
2021-10-12,8.415714
2021-10-13,6.8885717
2021-10-14,10.748571
2021-10-15,10.252856
2021-10-16,8.302857
2021-10-17,9.161428
2021-10-18,10.841429
2021-10-19,12.409999
2021-10-20,15.541429
2021-10-21,12.367143
2021-10-22,7.151428
2021-10-23,6.9714284
2021-10-24,6.7614284
2021-10-25,6.455714
2021-10-26,10.007142
2021-10-27,11.682857
2021-10-28,10.0342865
2021-10-29,8.527143
2021-10-30,9.8
2021-10-31,12.977142
2021-11-01,10.299998
2021-11-02,8.685714
2021-11-03,6.8714285
2021-11-04,6.9028573
2021-11-05,7.714286
2021-11-06,8.421429
2021-11-07,8.034286
2021-11-08,8.365714
2021-11-09,7.9357147
2021-11-10,4.2957144
2021-11-11,3.9614284
2021-11-12,5.454285
2021-11-13,5.3885717
2021-11-14,6.37
2021-11-15,5.342857
2021-11-16,5.517143
2021-11-17,5.4271426
2021-11-18,7.7428565
2021-11-19,11.057142
2021-11-20,10.542856
2021-11-21,7.292857
2021-11-22,3.087143
2021-11-23,4.4885716
2021-11-24,6.344285
2021-11-25,4.155714
2021-11-26,3.8742855
2021-11-27,1.8728571
2021-11-28,1.0871428
2021-11-29,1.9871427
2021-11-30,3.424286
2021-12-01,6.0442853
2021-12-02,1.88
2021-12-03,0.47285715
2021-12-04,1.5071429
2021-12-05,1.4028571
2021-12-06,-0.10857142
2021-12-07,-0.41
2021-12-08,-0.0028571445
2021-12-09,-0.90857136
2021-12-10,-0.08714286
2021-12-11,-1.0642856
2021-12-12,1.1899999
2021-12-13,6.75
2021-12-14,6.9700003
2021-12-15,7.962857
2021-12-16,6.952857
2021-12-17,5.345714
2021-12-18,6.048571
2021-12-19,6.088572
2021-12-20,0.54571426
2021-12-21,-0.12857142
2021-12-22,-1.6871427
2021-12-23,-0.8585714
2021-12-24,2.4199998
2021-12-25,-6.424286
2021-12-26,-7.5342855
2021-12-27,-2.3042858
2021-12-28,0.66571426
2021-12-29,4.327143
2021-12-30,9.190001
2021-12-31,12.388572
