time,ITG17
2021-01-01,0.24749997
2021-01-02,-0.26749998
2021-01-03,1.5074999
2021-01-04,2.0149999
2021-01-05,1.7649999
2021-01-06,1.6125
2021-01-07,-2.125
2021-01-08,-0.5575
2021-01-09,1.2399999
2021-01-10,0.84999996
2021-01-11,4.7599998
2021-01-12,4.6450005
2021-01-13,1.7425001
2021-01-14,2.3975
2021-01-15,-0.2175
2021-01-16,3.5875
2021-01-17,5.2924995
2021-01-18,3.925
2021-01-19,7.675
2021-01-20,8.817499
2021-01-21,3.06
2021-01-22,2.2325
2021-01-23,-0.05250001
2021-01-24,-1.8499999
2021-01-25,-0.5775
2021-01-26,1.275
2021-01-27,4.8275
2021-01-28,6.7825
2021-01-29,7.4875
2021-01-30,3.0749998
2021-01-31,-0.1625
2021-02-01,2.6
2021-02-02,3.4024997
2021-02-03,6.5975
2021-02-04,4.8424997
2021-02-05,6.5175
2021-02-06,4.265
2021-02-07,0.9975
2021-02-08,-0.625
2021-02-09,-0.72749996
2021-02-10,-0.6925
2021-02-11,-1.8575001
2021-02-12,-0.9625
2021-02-13,-1.345
2021-02-14,1.6774999
2021-02-15,7.45
2021-02-16,8.815
2021-02-17,7.9325
2021-02-18,8.37
2021-02-19,6.035
2021-02-20,10.434999
2021-02-21,9.12
2021-02-22,8.2725
2021-02-23,8.199999
2021-02-24,12.224999
2021-02-25,8.9175
2021-02-26,5.5275
2021-02-27,5.3975
2021-02-28,4.7075
2021-03-01,2.7875
2021-03-02,3.935
2021-03-03,3.3525
2021-03-04,4.4249997
2021-03-05,3.55
2021-03-06,2.175
2021-03-07,3.3325
2021-03-08,4.755
2021-03-09,5.965
2021-03-10,7.3975
2021-03-11,8.5175
2021-03-12,5.975
2021-03-13,5.3925
2021-03-14,5.87
2021-03-15,8.254999
2021-03-16,9.602499
2021-03-17,6.9674997
2021-03-18,6.9674997
2021-03-19,7.225
2021-03-20,8.407499
2021-03-21,7.7425003
2021-03-22,6.205
2021-03-23,7.475
2021-03-24,9.2425
2021-03-25,8.5225
2021-03-26,8.5475
2021-03-27,5.12
2021-03-28,9.929999
2021-03-29,12.9
2021-03-30,12.032499
2021-03-31,14.49
2021-04-01,7.9974995
2021-04-02,6.1125
2021-04-03,6.0874996
2021-04-04,6.9300003
2021-04-05,4.015
2021-04-06,2.3474998
2021-04-07,1.8249999
2021-04-08,6.7074995
2021-04-09,5.6525
2021-04-10,3.2150002
2021-04-11,3.27
2021-04-12,3.5700002
2021-04-13,4.625
2021-04-14,5.8724995
2021-04-15,4.5499997
2021-04-16,4.5874996
2021-04-17,5.425
2021-04-18,6.465
2021-04-19,7.9074993
2021-04-20,9.190001
2021-04-21,9.0199995
2021-04-22,6.2275
2021-04-23,8.224999
2021-04-24,8.68
2021-04-25,6.6499996
2021-04-26,6.6175003
2021-04-27,7.6699996
2021-04-28,7.3149996
2021-04-29,5.0849996
2021-04-30,5.625
2021-05-01,5.825
2021-05-02,6.2249994
2021-05-03,7.205
2021-05-04,7.0199995
2021-05-05,5.1949997
2021-05-06,5.6025
2021-05-07,6.7174997
2021-05-08,8.715
2021-05-09,13.907499
2021-05-10,11.6275
2021-05-11,9.7075
2021-05-12,9.985
2021-05-13,11.25
2021-05-14,9.125
2021-05-15,9.3925
2021-05-16,10.139999
2021-05-17,10.94
2021-05-18,10.53
2021-05-19,10.589999
2021-05-20,8.2975
2021-05-21,10.36
2021-05-22,9.065
2021-05-23,7.915
2021-05-24,8.4574995
2021-05-25,9.577499
2021-05-26,10.049999
2021-05-27,11.325
2021-05-28,13.225
2021-05-29,15.4625
2021-05-30,13.022499
2021-05-31,14.29
2021-06-01,16.125
2021-06-02,17.0425
2021-06-03,16.395
2021-06-04,13.7575
2021-06-05,14.545
2021-06-06,16.137499
2021-06-07,16.5825
2021-06-08,15.5525
2021-06-09,16.9275
2021-06-10,18.5
2021-06-11,17.739998
2021-06-12,14.985001
2021-06-13,17.557499
2021-06-14,17.84
2021-06-15,14.73
2021-06-16,18.9725
2021-06-17,16.07
2021-06-18,13.74
2021-06-19,12.6675
2021-06-20,12.612499
2021-06-21,11.8025
2021-06-22,12.379999
2021-06-23,13.0199995
2021-06-24,16.265
2021-06-25,13.575
2021-06-26,14.049999
2021-06-27,15.065
2021-06-28,14.07
2021-06-29,15.804999
2021-06-30,14.367499
2021-07-01,14.897499
2021-07-02,17.3225
2021-07-03,18.064999
2021-07-04,17.2875
2021-07-05,15.5575
2021-07-06,14.904999
2021-07-07,16.829998
2021-07-08,17.057499
2021-07-09,16.795
2021-07-10,17.48
2021-07-11,16.19
2021-07-12,16.4125
2021-07-13,17.745
2021-07-14,17.377499
2021-07-15,17.557499
2021-07-16,18.93
2021-07-17,21.3725
2021-07-18,21.805
2021-07-19,21.6975
2021-07-20,21.477499
2021-07-21,20.9925
2021-07-22,21.217499
2021-07-23,18.06
2021-07-24,17.3875
2021-07-25,17.4525
2021-07-26,19.3325
2021-07-27,18.375
2021-07-28,16.505001
2021-07-29,15.3775
2021-07-30,14.59
2021-07-31,15.905
2021-08-01,14.8175
2021-08-02,14.665
2021-08-03,14.759999
2021-08-04,16.122501
2021-08-05,15.692499
2021-08-06,16.805
2021-08-07,15.424999
2021-08-08,15.615
2021-08-09,15.5824995
2021-08-10,16.5425
2021-08-11,16.3625
2021-08-12,16.05
2021-08-13,17.1775
2021-08-14,16.95
2021-08-15,16.6525
2021-08-16,14.5125
2021-08-17,14.779999
2021-08-18,16.0825
2021-08-19,16.037498
2021-08-20,17.1875
2021-08-21,17.227499
2021-08-22,17.217499
2021-08-23,16.945
2021-08-24,15.46
2021-08-25,15.9425
2021-08-26,15.392499
2021-08-27,13.6175
2021-08-28,15.027499
2021-08-29,14.147499
2021-08-30,15.1725
2021-08-31,13.9025
2021-09-01,14.2425
2021-09-02,15.125
2021-09-03,14.807499
2021-09-04,15.247499
2021-09-05,17.439999
2021-09-06,19.4425
2021-09-07,20.657501
2021-09-08,20.509998
2021-09-09,19.287498
2021-09-10,18.8175
2021-09-11,17.72
2021-09-12,14.264999
2021-09-13,14.872499
2021-09-14,15.15
2021-09-15,15.784999
2021-09-16,15.7825
2021-09-17,15.055
2021-09-18,16.555
2021-09-19,16.1075
2021-09-20,14.2225
2021-09-21,14.407499
2021-09-22,14.715
2021-09-23,15.662499
2021-09-24,15.7925
2021-09-25,18.025
2021-09-26,17.067501
2021-09-27,14.8825
2021-09-28,12.744999
2021-09-29,10.122499
2021-09-30,11.317499
2021-10-01,12.905
2021-10-02,9.3075
2021-10-03,10.2025
2021-10-04,11.622499
2021-10-05,10.4575
2021-10-06,11.9925
2021-10-07,15.4375
2021-10-08,15.075
2021-10-09,15.209999
2021-10-10,13.639999
2021-10-11,11.125
2021-10-12,11.66
2021-10-13,12.367499
2021-10-14,12.1925
2021-10-15,10.280001
2021-10-16,9.73
2021-10-17,12.4
2021-10-18,12.44
2021-10-19,16.0225
2021-10-20,13.512499
2021-10-21,7.7400002
2021-10-22,8.787499
2021-10-23,9.8125
2021-10-24,11.697499
2021-10-25,11.172501
2021-10-26,10.5725
2021-10-27,14.5875
2021-10-28,13.7074995
2021-10-29,12.122499
2021-10-30,9.9375
2021-10-31,8.567499
2021-11-01,8.88
2021-11-02,6.6575
2021-11-03,5.7599998
2021-11-04,6.29
2021-11-05,6.0525
2021-11-06,9.98
2021-11-07,9.8275
2021-11-08,7.3225
2021-11-09,11.3025
2021-11-10,10.35
2021-11-11,9.0824995
2021-11-12,10.3225
2021-11-13,11.262501
2021-11-14,9.5825
2021-11-15,8.645
2021-11-16,8.7075
2021-11-17,8.5225
2021-11-18,9.73
2021-11-19,11.4225
2021-11-20,9.827499
2021-11-21,5.8125
2021-11-22,4.9249997
2021-11-23,4.815
2021-11-24,5.7825
2021-11-25,3.3224998
2021-11-26,4.45
2021-11-27,2.3925
2021-11-28,0.23
2021-11-29,-0.21249999
2021-11-30,7.275
2021-12-01,7.29
2021-12-02,2.1425
2021-12-03,3.7424998
2021-12-04,5.075
2021-12-05,4.1975
2021-12-06,2.1875
2021-12-07,2.9474998
2021-12-08,4.4174995
2021-12-09,4.7825
2021-12-10,4.49
2021-12-11,3.9875
2021-12-12,9.9375
2021-12-13,9.617499
2021-12-14,8.6
2021-12-15,9.7775
2021-12-16,7.5374994
2021-12-17,5.6874995
2021-12-18,4.9375
2021-12-19,2.63
2021-12-20,4.385
2021-12-21,3.26
2021-12-22,0.35249996
2021-12-23,5.24
2021-12-24,5.68
2021-12-25,4.73
2021-12-26,3.775
2021-12-27,5.9475
2021-12-28,7.6599994
2021-12-29,7.64
2021-12-30,11.309999
2021-12-31,12.924999
