time,NL421
2021-01-01,-0.5728572
2021-01-02,1.6442858
2021-01-03,2.0328572
2021-01-04,2.9299998
2021-01-05,2.5457141
2021-01-06,1.99
2021-01-07,-1.6371428
2021-01-08,-0.2742857
2021-01-09,0.56571424
2021-01-10,1.47
2021-01-11,5.058571
2021-01-12,7.2200003
2021-01-13,4.502857
2021-01-14,7.574286
2021-01-15,1.0071429
2021-01-16,3.845714
2021-01-17,5.352857
2021-01-18,4.15
2021-01-19,8.672857
2021-01-20,9.661428
2021-01-21,4.827143
2021-01-22,3.432857
2021-01-23,1.04
2021-01-24,-1.0414284
2021-01-25,0.27142856
2021-01-26,2.0828571
2021-01-27,6.68
2021-01-28,9.209999
2021-01-29,9.091429
2021-01-30,4.9157143
2021-01-31,0.8242857
2021-02-01,2.5314288
2021-02-02,7.0699997
2021-02-03,8.334285
2021-02-04,5.5
2021-02-05,7.2771425
2021-02-06,3.5671427
2021-02-07,1.9114285
2021-02-08,-0.8228571
2021-02-09,-0.68142855
2021-02-10,-0.20428571
2021-02-11,-2.252857
2021-02-12,-0.58428574
2021-02-13,-1.2028571
2021-02-14,1.6014284
2021-02-15,7.06
2021-02-16,9.005713
2021-02-17,8.49
2021-02-18,8.535714
2021-02-19,6.56
2021-02-20,10.935715
2021-02-21,10.332857
2021-02-22,8.3242855
2021-02-23,8.501429
2021-02-24,13.0128565
2021-02-25,9.868571
2021-02-26,5.7214284
2021-02-27,5.5457144
2021-02-28,5.4085717
2021-03-01,4.8114285
2021-03-02,5.067143
2021-03-03,5.587143
2021-03-04,4.66
2021-03-05,4.04
2021-03-06,2.2657142
2021-03-07,2.5085716
2021-03-08,5.171428
2021-03-09,6.0914283
2021-03-10,7.48
2021-03-11,9.28
2021-03-12,7.145714
2021-03-13,6.8514285
2021-03-14,6.7085714
2021-03-15,9.629999
2021-03-16,10.4657135
2021-03-17,6.8899994
2021-03-18,6.675714
2021-03-19,8.001428
2021-03-20,7.7771425
2021-03-21,8.3714285
2021-03-22,6.23
2021-03-23,7.2314286
2021-03-24,9.024285
2021-03-25,7.997143
2021-03-26,9.2228565
2021-03-27,6.161428
2021-03-28,10.165715
2021-03-29,12.934285
2021-03-30,12.46
2021-03-31,14.93857
2021-04-01,9.998571
2021-04-02,7.092857
2021-04-03,6.001429
2021-04-04,7.3157144
2021-04-05,6.169999
2021-04-06,3.385714
2021-04-07,1.9485713
2021-04-08,6.8714285
2021-04-09,7.555714
2021-04-10,5.0
2021-04-11,3.9714284
2021-04-12,4.4057145
2021-04-13,5.8957143
2021-04-14,6.741428
2021-04-15,4.822857
2021-04-16,4.674286
2021-04-17,5.9157143
2021-04-18,7.122857
2021-04-19,8.481429
2021-04-20,9.557143
2021-04-21,9.611428
2021-04-22,7.06
2021-04-23,9.1214285
2021-04-24,9.374285
2021-04-25,7.981429
2021-04-26,7.317143
2021-04-27,8.09
2021-04-28,7.54
2021-04-29,5.788571
2021-04-30,6.877143
2021-05-01,5.9028573
2021-05-02,7.337143
2021-05-03,8.3
2021-05-04,9.688571
