time,FRD11
2021-11-09,6.5616665
2021-11-10,5.705
2021-11-11,5.8483334
2021-11-12,5.6166663
2021-11-13,8.065
2021-11-14,6.8833337
2021-11-15,5.963333
2021-11-16,5.233333
2021-11-17,6.035
2021-11-18,5.8216667
2021-11-19,5.0816665
2021-11-20,6.115
2021-11-21,6.3416667
2021-11-22,4.6183333
2021-11-23,3.9016666
2021-11-24,2.0049999
2021-11-25,4.2916665
2021-11-26,5.0916667
2021-11-27,4.055
2021-11-28,4.8116665
2021-11-29,0.9516666
2021-11-30,1.3983332
2021-12-01,8.163333
2021-12-02,7.7899995
2021-12-03,2.1449997
2021-12-04,1.0866667
2021-12-05,3.8566666
2021-12-06,2.7283332
2021-12-07,0.76
2021-12-08,0.011666675
2021-12-09,0.8666666
2021-12-10,0.45166668
2021-12-11,0.8583333
2021-12-12,0.45166662
2021-12-13,0.95
2021-12-14,4.1183333
2021-12-15,4.068333
2021-12-16,3.515
2021-12-17,4.2766666
2021-12-18,1.7033333
2021-12-19,4.088333
2021-12-20,0.72
2021-12-21,-1.0383333
2021-12-22,-0.33166668
2021-12-23,1.7183332
2021-12-24,8.163333
2021-12-25,10.131667
2021-12-26,2.7633333
2021-12-27,1.4316667
2021-12-28,3.5766666
2021-12-29,6.023333
2021-12-30,6.911667
2021-12-31,7.5466666
