time,FRC11
2021-01-01,3.86
2021-01-02,5.4133334
2021-01-03,6.34
2021-01-04,5.226667
2021-01-05,5.8266664
2021-01-06,4.73
2021-01-07,2.1066666
2021-01-08,1.4966666
2021-01-09,0.39666665
2021-01-10,0.33
2021-01-11,-0.33666667
2021-01-12,-1.4
2021-01-13,-0.016666666
2021-01-14,0.12666667
2021-01-15,-0.4533333
2021-01-16,-0.7466666
2021-01-17,-1.9499999
2021-01-18,-2.1166666
2021-01-19,0.7833333
2021-01-20,6.786667
2021-01-21,8.04
2021-01-22,10.503333
2021-01-23,9.643333
2021-01-24,5.1666665
2021-01-25,1.5066667
2021-01-26,1.5733334
2021-01-27,1.3866667
2021-01-28,1.5833334
2021-01-29,6.023333
2021-01-30,6.4466667
2021-01-31,1.43
2021-02-01,0.11666667
2021-02-02,-0.13666667
2021-02-03,6.1566663
2021-02-04,11.513332
2021-02-05,10.43
2021-02-06,9.366667
2021-02-07,9.753333
2021-02-08,8.533333
2021-02-09,3.7466667
2021-02-10,5.03
2021-02-11,-1.1833333
2021-02-12,-4.2266665
2021-02-13,-5.1666665
2021-02-14,-1.8566666
2021-02-15,-1.34
2021-02-16,1.4766666
2021-02-17,4.433333
2021-02-18,5.7666664
2021-02-19,7.9066663
2021-02-20,6.7466664
2021-02-21,8.436666
2021-02-22,10.956666
2021-02-23,9.989999
2021-02-24,10.84
2021-02-25,11.719998
2021-02-26,11.656667
2021-02-27,9.150001
2021-02-28,6.013333
2021-03-01,5.5699997
2021-03-02,5.7966666
2021-03-03,7.043333
2021-03-04,9.383332
2021-03-05,9.746667
2021-03-06,3.7399998
2021-03-07,1.9733334
2021-03-08,4.2666664
2021-03-09,4.4599996
2021-03-10,3.5766666
2021-03-11,4.22
2021-03-12,9.393333
2021-03-13,9.826666
2021-03-14,8.889999
2021-03-15,6.2966666
2021-03-16,5.8366666
2021-03-17,5.306667
2021-03-18,4.9566665
2021-03-19,2.5633333
2021-03-20,2.3
2021-03-21,1.4033333
2021-03-22,4.7066665
2021-03-23,5.316666
2021-03-24,7.843333
2021-03-25,7.433333
2021-03-26,9.923333
2021-03-27,13.3533325
2021-03-28,10.893333
2021-03-29,10.956666
2021-03-30,15.18
2021-03-31,15.116666
2021-04-01,16.293333
2021-04-02,16.283333
2021-04-03,10.156667
2021-04-04,6.636667
2021-04-05,7.566666
2021-04-06,3.9566667
2021-04-07,2.4366667
2021-04-08,4.44
2021-04-09,6.9733334
2021-04-10,12.32
2021-04-11,12.993333
2021-04-12,13.186666
2021-04-13,5.2099996
2021-04-14,5.6966667
2021-04-15,5.233333
2021-04-16,5.7433333
2021-04-17,6.73
2021-04-18,7.736666
2021-04-19,8.306666
2021-04-20,10.093333
2021-04-21,11.193333
2021-04-22,12.886666
2021-04-23,10.933333
2021-04-24,10.753334
2021-04-25,12.276668
2021-04-26,9.866666
2021-04-27,7.85
2021-04-28,9.973332
2021-04-29,14.91
2021-04-30,17.616667
2021-05-01,19.656666
2021-05-02,18.26
2021-05-03,11.856667
2021-05-04,12.756667
2021-05-05,15.916667
2021-05-06,11.196667
2021-05-07,10.876667
2021-05-08,10.28
2021-05-09,14.839999
2021-05-10,18.786667
2021-05-11,20.333332
2021-05-12,17.476667
2021-05-13,15.089999
2021-05-14,14.926666
2021-05-15,15.296666
2021-05-16,16.436666
2021-05-17,14.353333
2021-05-18,13.989999
2021-05-19,12.693333
2021-05-20,13.363334
2021-05-21,14.193333
2021-05-22,16.246668
2021-05-23,16.46
2021-05-24,12.639999
2021-05-25,14.0
2021-05-26,13.829999
2021-05-27,15.43
2021-05-28,15.036667
2021-05-29,14.099999
2021-05-30,13.466667
2021-05-31,14.139999
2021-06-01,14.676666
2021-06-02,15.313334
2021-06-03,17.17
2021-06-04,19.279999
2021-06-05,21.33
2021-06-06,20.176666
2021-06-07,20.656668
2021-06-08,20.906668
2021-06-09,21.743334
2021-06-10,21.686666
2021-06-11,20.42
2021-06-12,20.949999
2021-06-13,20.203333
2021-06-14,16.31
2021-06-15,18.116667
2021-06-16,21.659998
2021-06-17,22.25
2021-06-18,23.01
2021-06-19,24.49
2021-06-20,25.323334
2021-06-21,27.286667
2021-06-22,27.276665
2021-06-23,26.76
2021-06-24,28.483332
2021-06-25,25.809998
2021-06-26,22.699999
2021-06-27,23.573334
2021-06-28,25.38
2021-06-29,26.779999
2021-06-30,25.636667
2021-07-01,19.703333
2021-07-02,19.473333
2021-07-03,21.159998
2021-07-04,21.086668
2021-07-05,22.050001
2021-07-06,23.566666
2021-07-07,27.429998
2021-07-08,28.196665
2021-07-09,27.549997
2021-07-10,23.599998
2021-07-11,23.543333
2021-07-12,24.116667
2021-07-13,27.403334
2021-07-14,25.386667
2021-07-15,22.699999
2021-07-16,23.033333
2021-07-17,22.253334
2021-07-18,22.75
2021-07-19,23.07
2021-07-20,22.003332
2021-07-21,20.58
2021-07-22,20.699999
2021-07-23,20.866667
2021-07-24,22.89
2021-07-25,25.519999
2021-07-26,25.89
2021-07-27,25.243332
2021-07-28,27.326666
2021-07-29,24.933334
2021-07-30,26.216667
2021-07-31,24.546667
2021-08-01,24.243332
2021-08-02,21.88
2021-08-03,21.99
2021-08-04,22.160002
2021-08-05,20.49
2021-08-06,20.673332
2021-08-07,23.07
2021-08-08,24.19
2021-08-09,23.743332
2021-08-10,24.32
2021-08-11,25.296667
2021-08-12,25.033333
2021-08-13,25.483332
2021-08-14,26.636665
2021-08-15,27.406668
2021-08-16,26.753332
2021-08-17,20.619999
2021-08-18,18.963333
2021-08-19,19.333334
2021-08-20,21.33
2021-08-21,21.86
2021-08-22,23.656668
2021-08-23,20.803333
2021-08-24,19.106667
2021-08-25,17.166666
2021-08-26,16.743332
2021-08-27,16.369999
2021-08-28,14.926666
2021-08-29,15.843333
2021-08-30,15.649999
2021-08-31,17.786665
2021-09-01,17.81
2021-09-02,17.109999
2021-09-03,17.153334
2021-09-04,18.143333
2021-09-05,18.136665
2021-09-06,17.32
2021-09-07,17.303333
2021-09-08,17.836666
2021-09-09,17.32
2021-09-10,17.523333
2021-09-11,18.523333
2021-09-12,20.063334
2021-09-13,20.19
2021-09-14,20.976667
2021-09-15,22.07
2021-09-16,23.106667
2021-09-17,19.6
2021-09-18,17.123331
2021-09-19,16.519999
2021-09-20,13.8
2021-09-21,13.423333
2021-09-22,12.956666
2021-09-23,13.333332
2021-09-24,16.479998
2021-09-25,17.406664
2021-09-26,18.416666
2021-09-27,18.73
2021-09-28,18.74
2021-09-29,17.123335
2021-09-30,15.706665
2021-10-01,12.746666
2021-10-02,13.889999
2021-10-03,16.363333
2021-10-04,18.68
2021-10-05,18.613333
2021-10-06,16.01
2021-10-07,12.416667
2021-10-08,11.866666
2021-10-09,9.46
2021-10-10,7.2233334
2021-10-11,9.753333
2021-10-12,9.076667
2021-10-13,8.176667
2021-10-14,7.383333
2021-10-15,8.176666
2021-10-16,9.316666
2021-10-17,9.023333
2021-10-18,8.823333
2021-10-19,9.653333
2021-10-20,12.913333
2021-10-21,16.259998
2021-10-22,12.5
2021-10-23,10.326667
2021-10-24,7.6200004
2021-10-25,6.2766666
2021-10-26,6.6266665
2021-10-27,7.7666664
2021-10-28,7.0166664
2021-10-29,6.0933337
2021-10-30,6.8033333
2021-10-31,8.516666
2021-11-01,10.666667
2021-11-02,9.906667
2021-11-03,10.48
2021-11-04,13.98
2021-11-05,8.4
2021-11-06,8.693333
2021-11-07,9.346667
2021-11-08,8.62
2021-11-09,7.306667
2021-11-10,5.0066667
2021-11-11,5.3799996
2021-11-12,4.6033335
2021-11-13,5.9599996
2021-11-14,7.4466667
2021-11-15,6.66
2021-11-16,6.886667
2021-11-17,6.91
2021-11-18,8.336666
2021-11-19,7.013334
2021-11-20,6.646666
2021-11-21,4.4166665
2021-11-22,5.34
2021-11-23,5.736666
2021-11-24,2.033333
2021-11-25,3.61
2021-11-26,3.8333333
2021-11-27,4.543333
2021-11-28,5.84
2021-11-29,3.323333
2021-11-30,2.01
2021-12-01,8.096667
2021-12-02,7.7666664
2021-12-03,4.4266667
2021-12-04,0.8966667
2021-12-05,3.0466664
2021-12-06,3.93
2021-12-07,1.0466666
2021-12-08,0.75999993
2021-12-09,0.43666664
2021-12-10,0.9066667
2021-12-11,2.3533332
2021-12-12,2.1933331
2021-12-13,2.3166666
2021-12-14,4.1
2021-12-15,5.1299996
2021-12-16,5.4466667
2021-12-17,5.39
2021-12-18,3.8533332
2021-12-19,3.7966664
2021-12-20,3.1966665
2021-12-21,0.17666666
2021-12-22,0.17666668
2021-12-23,-1.2966666
2021-12-24,5.4166665
2021-12-25,7.3299994
2021-12-26,1.1999999
2021-12-27,1.1166667
2021-12-28,1.5733333
2021-12-29,4.963333
2021-12-30,6.386667
2021-12-31,7.86
