time,MK003
2021-01-01,1.9328572
2021-01-02,-1.2485714
2021-01-03,1.2235714
2021-01-04,1.975
2021-01-05,2.3899999
2021-01-06,1.4614285
2021-01-07,-1.5342858
2021-01-08,-0.16571428
2021-01-09,-2.5835712
2021-01-10,2.3999996
2021-01-11,6.0135717
2021-01-12,2.0249999
2021-01-13,1.082143
2021-01-14,3.7942855
2021-01-15,1.2757143
2021-01-16,4.515
2021-01-17,4.491429
2021-01-18,4.846429
2021-01-19,5.109286
2021-01-20,3.2635715
2021-01-21,2.9978573
2021-01-22,2.7807143
2021-01-23,-1.1849998
2021-01-24,-1.4785713
2021-01-25,0.28142855
2021-01-26,1.5392857
2021-01-27,4.352143
2021-01-28,4.225714
2021-01-29,4.5828576
2021-01-30,2.4135716
2021-01-31,0.7992856
2021-02-01,1.615
2021-02-02,2.2235713
2021-02-03,3.8278575
2021-02-04,4.5185714
2021-02-05,4.042857
2021-02-06,3.6335714
2021-02-07,0.99642855
2021-02-08,-0.11642857
2021-02-09,-0.70714283
2021-02-10,-1.0057143
2021-02-11,-1.0664284
2021-02-12,-0.96571434
2021-02-13,-0.60785717
2021-02-14,3.0957143
2021-02-15,6.8842854
2021-02-16,8.026428
2021-02-17,6.088571
2021-02-18,6.305
2021-02-19,6.285714
2021-02-20,9.264285
2021-02-21,8.305
2021-02-22,6.3128576
2021-02-23,6.510714
2021-02-24,8.961428
2021-02-25,6.5307136
2021-02-26,4.237857
2021-02-27,6.305
2021-02-28,5.7635713
2021-03-01,4.6542854
2021-03-02,3.593571
2021-03-03,1.6914285
2021-03-04,3.2657142
2021-03-05,2.722143
2021-03-06,2.0542858
2021-03-07,4.167857
2021-03-08,6.4742856
2021-03-09,7.0728564
2021-03-10,7.2435718
2021-03-11,6.1585717
2021-03-12,4.640714
2021-03-13,3.9435713
2021-03-14,5.31
2021-03-15,7.4628572
2021-03-16,9.79
2021-03-17,6.8628573
2021-03-18,8.198571
2021-03-19,8.780714
2021-03-20,8.648572
2021-03-21,7.083571
2021-03-22,5.899286
2021-03-23,7.5299993
2021-03-24,6.8464284
2021-03-25,7.397857
2021-03-26,6.899286
2021-03-27,4.5835714
2021-03-28,8.42
2021-03-29,11.098571
2021-03-30,10.861429
2021-03-31,9.010714
2021-04-01,6.285714
2021-04-02,4.902143
2021-04-03,5.988571
2021-04-04,5.7000003
2021-04-05,2.7314284
2021-04-06,1.912857
2021-04-07,2.220714
2021-04-08,5.4042854
2021-04-09,4.3964286
2021-04-10,1.165
2021-04-11,1.537857
2021-04-12,2.2757142
2021-04-13,4.0678573
2021-04-14,5.557143
2021-04-15,5.641429
2021-04-16,5.2957144
2021-04-17,5.9507136
2021-04-18,6.097142
2021-04-19,9.344286
2021-04-20,8.379286
2021-04-21,8.169286
2021-04-22,6.637143
2021-04-23,7.8464284
2021-04-24,9.3407135
2021-04-25,7.3599997
2021-04-26,6.363571
2021-04-27,7.392857
2021-04-28,6.255
2021-04-29,4.4835715
2021-04-30,5.4764285
2021-05-01,4.285714
2021-05-02,5.2371435
2021-05-03,5.5114284
2021-05-04,6.2414284
2021-05-05,6.1671433
2021-05-06,3.2685716
2021-05-07,5.4564285
2021-05-08,6.3949995
2021-05-09,9.905
2021-05-10,10.870714
2021-05-11,10.576428
2021-05-12,8.66
2021-05-13,7.8735704
2021-05-14,8.892857
2021-05-15,9.032142
2021-05-16,10.0
2021-05-17,9.826428
2021-05-18,8.832143
2021-05-19,8.449999
2021-05-20,8.143571
2021-05-21,9.856429
2021-05-22,7.6971426
2021-05-23,6.9978566
2021-05-24,8.452143
2021-05-25,9.458571
2021-05-26,9.891428
2021-05-27,10.227858
2021-05-28,10.189285
2021-05-29,14.3878565
2021-05-30,13.880713
2021-05-31,13.417143
2021-06-01,15.520714
2021-06-02,14.746429
2021-06-03,13.70357
2021-06-04,12.543571
2021-06-05,12.059999
2021-06-06,13.863571
2021-06-07,13.344285
2021-06-08,13.737857
2021-06-09,15.330713
2021-06-10,15.774999
2021-06-11,14.919999
2021-06-12,13.205713
2021-06-13,16.11
2021-06-14,13.452142
2021-06-15,12.117142
2021-06-16,14.191428
2021-06-17,13.837142
2021-06-18,11.317856
2021-06-19,13.041428
2021-06-20,13.608571
2021-06-21,12.759286
2021-06-22,11.005714
2021-06-23,12.5
2021-06-24,15.730714
2021-06-25,11.317142
2021-06-26,11.986428
2021-06-27,14.339999
2021-06-28,15.132142
2021-06-29,16.38857
2021-06-30,14.419286
2021-07-01,13.773572
2021-07-02,14.710713
2021-07-03,15.256427
2021-07-04,16.46143
2021-07-05,14.63143
2021-07-06,12.335713
2021-07-07,15.062142
2021-07-08,13.864285
2021-07-09,15.658571
2021-07-10,15.495714
2021-07-11,16.330713
2021-07-12,16.670712
2021-07-13,16.835
2021-07-14,16.316427
2021-07-15,17.674286
2021-07-16,18.090715
2021-07-17,19.071428
2021-07-18,18.479284
2021-07-19,18.56857
2021-07-20,19.051428
2021-07-21,19.835712
2021-07-22,19.867142
