time,FRM01
2021-01-01,9.115
2021-01-02,5.7814283
2021-01-03,8.78
2021-01-04,9.905715
2021-01-05,9.647858
2021-01-06,8.037857
2021-01-07,9.897142
2021-01-08,5.5449996
2021-01-09,3.290714
2021-01-10,2.697143
2021-01-11,2.7192855
2021-01-12,3.5935712
2021-01-13,1.6614286
2021-01-14,1.6099999
2021-01-15,-0.29999998
2021-01-16,-2.0021427
2021-01-17,-6.8399997
2021-01-18,-4.285714
2021-01-19,-6.6021423
2021-01-20,-1.7157142
2021-01-21,2.5964284
2021-01-22,6.278571
2021-01-23,8.032857
2021-01-24,9.430715
2021-01-25,8.113571
2021-01-26,4.6107144
2021-01-27,2.1135714
2021-01-28,1.9064285
2021-01-29,-0.1492857
2021-01-30,4.3535714
2021-01-31,3.3071425
2021-02-01,2.7907143
2021-02-02,2.367857
2021-02-03,5.922857
2021-02-04,6.967143
2021-02-05,6.4157143
2021-02-06,4.1564283
2021-02-07,1.4178572
2021-02-08,6.3328576
2021-02-09,10.822143
2021-02-10,12.010714
2021-02-11,10.179285
2021-02-12,2.8764284
2021-02-13,-3.6542857
2021-02-14,-1.4442855
2021-02-15,-0.98999995
2021-02-16,-3.6264284
2021-02-17,-4.585
2021-02-18,1.1635715
2021-02-19,-3.9078572
2021-02-20,-0.12714286
2021-02-21,3.8957138
2021-02-22,3.2892854
2021-02-23,4.657857
2021-02-24,2.5285714
2021-02-25,6.7621427
2021-02-26,10.020714
2021-02-27,8.935
2021-02-28,6.4121428
2021-03-01,3.2214286
2021-03-02,5.1150002
2021-03-03,6.775
2021-03-04,8.16
2021-03-05,10.1285715
2021-03-06,7.0671425
2021-03-07,2.2078571
2021-03-08,4.8450003
2021-03-09,3.2114284
2021-03-10,2.1178572
2021-03-11,0.9242857
2021-03-12,1.437857
2021-03-13,3.8371427
2021-03-14,6.035714
2021-03-15,9.892858
2021-03-16,7.8199997
2021-03-17,5.666428
2021-03-18,4.9200006
2021-03-19,5.0185714
2021-03-20,4.0914288
2021-03-21,3.9599998
2021-03-22,4.1571426
2021-03-23,4.691428
2021-03-24,1.3878571
2021-03-25,3.0692856
2021-03-26,7.1899996
2021-03-27,9.455
2021-03-28,9.809285
2021-03-29,8.555715
2021-03-30,8.078571
2021-03-31,7.3442855
2021-04-01,8.944285
2021-04-02,11.441428
2021-04-03,9.136429
2021-04-04,8.370714
2021-04-05,8.124286
2021-04-06,8.982857
2021-04-07,6.95
2021-04-08,6.7221427
2021-04-09,5.7621427
2021-04-10,7.1228566
2021-04-11,7.799286
2021-04-12,11.706429
2021-04-13,12.055
2021-04-14,10.250714
2021-04-15,9.194285
2021-04-16,8.657857
2021-04-17,7.7521424
2021-04-18,9.3
2021-04-19,11.314285
2021-04-20,11.785714
2021-04-21,12.600715
2021-04-22,13.191428
2021-04-23,12.491427
2021-04-24,10.6
2021-04-25,11.004287
2021-04-26,11.162143
2021-04-27,10.898572
2021-04-28,8.547857
2021-04-29,11.64
2021-04-30,14.107857
2021-05-01,16.850714
2021-05-02,20.16357
2021-05-03,19.897142
2021-05-04,14.279286
2021-05-05,16.417856
2021-05-06,15.807142
2021-05-07,15.650001
2021-05-08,15.842142
2021-05-09,12.147857
2021-05-10,12.247857
2021-05-11,13.786428
2021-05-12,14.734999
2021-05-13,14.542144
2021-05-14,17.731428
2021-05-15,18.616428
2021-05-16,17.113573
2021-05-17,18.792856
2021-05-18,17.584286
2021-05-19,18.074286
2021-05-20,15.783571
2021-05-21,14.795713
2021-05-22,16.65357
2021-05-23,19.350002
2021-05-24,19.231428
2021-05-25,17.008572
2021-05-26,18.594286
2021-05-27,19.509287
2021-05-28,19.25357
2021-05-29,19.964998
2021-05-30,18.485714
2021-05-31,16.020714
2021-06-01,13.352142
2021-06-02,12.890715
2021-06-03,16.385714
2021-06-04,17.810715
2021-06-05,18.966427
2021-06-06,18.90714
2021-06-07,19.960712
2021-06-08,21.432144
2021-06-09,21.477856
2021-06-10,21.385712
2021-06-11,21.143572
2021-06-12,21.455715
2021-06-13,19.711428
2021-06-14,17.467855
2021-06-15,18.17
2021-06-16,19.370714
2021-06-17,20.390715
2021-06-18,21.383572
2021-06-19,19.574999
2021-06-20,20.804285
2021-06-21,22.051426
2021-06-22,22.46857
2021-06-23,24.637142
2021-06-24,25.804998
2021-06-25,27.762144
2021-06-26,26.18286
2021-06-27,25.42143
2021-06-28,24.669285
2021-06-29,25.631426
2021-06-30,26.04857
2021-07-01,24.633574
2021-07-02,23.617144
2021-07-03,22.974997
2021-07-04,22.2
2021-07-05,22.127855
2021-07-06,24.442856
2021-07-07,24.665712
2021-07-08,24.077143
2021-07-09,24.815
2021-07-10,24.296429
2021-07-11,25.090715
2021-07-12,25.37857
2021-07-13,24.483572
2021-07-14,25.835714
2021-07-15,25.799286
2021-07-16,25.989285
2021-07-17,26.619999
2021-07-18,27.126429
2021-07-19,27.770712
2021-07-20,27.042852
2021-07-21,23.682856
2021-07-22,22.73643
2021-07-23,22.377142
2021-07-24,22.447857
2021-07-25,22.988571
2021-07-26,23.169285
2021-07-27,25.244284
2021-07-28,27.947857
2021-07-29,28.000715
2021-07-30,26.302856
2021-07-31,27.025
2021-08-01,27.24
2021-08-02,29.472141
2021-08-03,25.590712
2021-08-04,25.719284
2021-08-05,27.217142
2021-08-06,26.664999
2021-08-07,23.650713
2021-08-08,23.255713
2021-08-09,24.85643
2021-08-10,26.642141
2021-08-11,25.614286
2021-08-12,25.174997
2021-08-13,23.619284
2021-08-14,22.822142
2021-08-15,23.639286
2021-08-16,24.399286
2021-08-17,24.927141
2021-08-18,23.852142
2021-08-19,21.056427
2021-08-20,21.097143
2021-08-21,22.779999
2021-08-22,23.367142
2021-08-23,22.479998
2021-08-24,22.497143
2021-08-25,23.449284
2021-08-26,21.5
2021-08-27,21.772142
2021-08-28,22.523571
2021-08-29,24.06
2021-08-30,23.650713
2021-08-31,21.133572
2021-09-01,20.757856
2021-09-02,19.73643
2021-09-03,16.680714
2021-09-04,18.99
2021-09-05,18.334286
2021-09-06,16.537857
2021-09-07,15.479286
2021-09-08,16.539999
2021-09-09,17.292856
2021-09-10,18.080713
2021-09-11,20.09357
2021-09-12,20.680714
2021-09-13,21.037857
2021-09-14,21.749285
2021-09-15,21.463572
2021-09-16,20.979284
2021-09-17,22.398571
2021-09-18,22.539288
2021-09-19,19.875
2021-09-20,16.037855
2021-09-21,13.9964285
2021-09-22,12.142142
2021-09-23,11.536428
2021-09-24,12.949286
2021-09-25,15.997856
2021-09-26,17.996428
2021-09-27,17.895716
2021-09-28,14.817143
2021-09-29,13.961428
2021-09-30,13.922857
2021-10-01,12.934999
2021-10-02,12.093572
2021-10-03,13.009286
2021-10-04,13.001429
2021-10-05,13.067142
2021-10-06,11.646429
2021-10-07,11.917856
2021-10-08,10.842142
2021-10-09,10.846429
2021-10-10,10.685714
2021-10-11,11.6521435
2021-10-12,13.247857
2021-10-13,11.534286
2021-10-14,10.126429
2021-10-15,11.641428
2021-10-16,11.602142
2021-10-17,11.527857
2021-10-18,11.497857
2021-10-19,11.925714
2021-10-20,12.187142
2021-10-21,14.626429
2021-10-22,15.931427
2021-10-23,15.459287
2021-10-24,11.082858
2021-10-25,6.825714
2021-10-26,7.612143
2021-10-27,9.853572
2021-10-28,9.9021435
2021-10-29,10.612143
2021-10-30,11.493571
2021-10-31,10.291429
2021-11-01,11.192142
2021-11-02,11.968572
2021-11-03,13.32
2021-11-04,14.176428
2021-11-05,17.33357
2021-11-06,14.9021435
2021-11-07,11.513572
2021-11-08,13.749285
2021-11-09,9.763571
2021-11-10,4.6228566
2021-11-11,5.4785714
2021-11-12,9.095714
2021-11-13,6.745
2021-11-14,11.312858
2021-11-15,9.2792845
2021-11-16,6.925714
2021-11-17,5.478572
2021-11-18,6.645
2021-11-19,7.875714
2021-11-20,10.763572
2021-11-21,8.3714285
2021-11-22,7.715
2021-11-23,5.6814284
2021-11-24,4.028571
2021-11-25,3.5192857
2021-11-26,7.2914286
2021-11-27,11.737856
2021-11-28,11.119286
2021-11-29,12.461428
2021-11-30,6.161428
2021-12-01,4.9914284
2021-12-02,7.109286
2021-12-03,9.952142
2021-12-04,4.012857
2021-12-05,4.5278573
2021-12-06,8.035714
2021-12-07,9.437858
2021-12-08,3.9321425
2021-12-09,3.7514286
2021-12-10,9.874999
2021-12-11,9.477142
2021-12-12,11.244287
2021-12-13,7.5092854
2021-12-14,4.289285
2021-12-15,3.257857
2021-12-16,2.5592859
2021-12-17,4.8442855
2021-12-18,3.722143
2021-12-19,2.8964286
2021-12-20,4.0678573
2021-12-21,0.095714286
2021-12-22,-3.6635716
2021-12-23,-3.5985715
2021-12-24,-1.3521429
2021-12-25,7.1207147
2021-12-26,4.292143
2021-12-27,2.6542854
2021-12-28,1.545
2021-12-29,-0.40571427
2021-12-30,0.48642853
2021-12-31,2.5349998
