time,ITF21
2021-01-01,0.82
2021-01-02,-0.60999995
2021-01-03,1.42
2021-01-04,1.77
2021-01-05,2.605
2021-01-06,1.9399999
2021-01-07,-0.88
2021-01-08,-0.22
2021-01-09,-0.265
2021-01-10,2.175
2021-01-11,5.7749996
2021-01-12,3.5499997
2021-01-13,1.9
2021-01-14,3.4049997
2021-01-15,0.89
2021-01-16,3.6899998
2021-01-17,5.415
2021-01-18,4.5150003
2021-01-19,6.2999997
2021-01-20,5.615
2021-01-21,3.1349998
2021-01-22,2.03
2021-01-23,-0.13
2021-01-24,-1.0899999
2021-01-25,0.42000002
2021-01-26,2.24
2021-01-27,4.9799995
2021-01-28,5.5099998
2021-01-29,5.58
2021-01-30,3.56
2021-01-31,0.13
2021-02-01,2.915
2021-02-02,3.8449998
2021-02-03,5.725
2021-02-04,5.4449997
2021-02-05,5.77
2021-02-06,4.3999996
2021-02-07,1.9849999
2021-02-08,0.305
2021-02-09,-0.42
2021-02-10,-0.705
2021-02-11,-1.405
2021-02-12,0.15
2021-02-13,0.22
2021-02-14,3.67
2021-02-15,7.555
2021-02-16,8.915
2021-02-17,7.3849998
2021-02-18,7.1849995
2021-02-19,6.665
2021-02-20,9.52
2021-02-21,8.834999
2021-02-22,8.43
2021-02-23,7.79
2021-02-24,11.174999
2021-02-25,7.825
2021-02-26,5.6499996
2021-02-27,5.9849997
2021-02-28,5.94
2021-03-01,4.755
2021-03-02,3.8049998
2021-03-03,3.625
2021-03-04,4.56
2021-03-05,3.7649999
2021-03-06,2.655
2021-03-07,3.7599998
2021-03-08,5.785
2021-03-09,7.72
2021-03-10,8.29
2021-03-11,7.69
2021-03-12,5.8999996
2021-03-13,5.08
2021-03-14,6.555
2021-03-15,8.184999
2021-03-16,9.745
2021-03-17,7.345
2021-03-18,7.8149996
2021-03-19,8.6449995
2021-03-20,8.455
2021-03-21,8.225
2021-03-22,7.08
2021-03-23,7.74
2021-03-24,8.33
2021-03-25,8.085
2021-03-26,8.504999
2021-03-27,5.63
2021-03-28,9.434999
2021-03-29,11.805
2021-03-30,11.69
2021-03-31,10.735
2021-04-01,7.54
2021-04-02,6.015
2021-04-03,6.1049995
2021-04-04,6.6949997
2021-04-05,4.32
2021-04-06,3.0949998
2021-04-07,2.99
2021-04-08,6.5649996
2021-04-09,5.055
2021-04-10,2.75
2021-04-11,2.8449998
2021-04-12,3.8
2021-04-13,5.055
2021-04-14,6.3549995
2021-04-15,5.96
2021-04-16,5.92
2021-04-17,6.705
2021-04-18,6.785
2021-04-19,9.049999
2021-04-20,8.715
2021-04-21,8.555
2021-04-22,6.615
2021-04-23,8.32
2021-04-24,8.75
2021-04-25,7.5249996
2021-04-26,6.7
2021-04-27,7.835
2021-04-28,7.2
2021-04-29,5.835
2021-04-30,6.255
2021-05-01,5.665
2021-05-02,6.66
2021-05-03,7.8549995
2021-05-04,7.67
2021-05-05,6.045
2021-05-06,5.25
2021-05-07,6.6049995
2021-05-08,8.29
2021-05-09,11.025
2021-05-10,11.775
2021-05-11,10.605
2021-05-12,9.335
2021-05-13,10.075
2021-05-14,9.8949995
2021-05-15,10.059999
2021-05-16,10.43
2021-05-17,10.705
2021-05-18,10.41
2021-05-19,10.405
