time,DE71C
2021-01-01,1.8699999
2021-01-02,3.7533333
2021-01-03,4.3799996
2021-01-04,3.7699997
2021-01-05,4.1466665
2021-01-06,3.1733332
2021-01-07,2.0366666
2021-01-08,1.38
2021-01-09,0.44333336
2021-01-10,0.49333334
2021-01-11,-1.3699999
2021-01-12,-1.1133332
2021-01-13,0.19
2021-01-14,0.43999997
2021-01-15,1.15
2021-01-16,-0.14999999
2021-01-17,0.21999998
2021-01-18,-1.7133332
2021-01-19,-2.6200001
2021-01-20,0.22666664
2021-01-21,2.32
2021-01-22,4.0766664
2021-01-23,5.25
2021-01-24,2.0166667
2021-01-25,0.9733333
2021-01-26,2.1166668
2021-01-27,0.56333333
2021-01-28,1.5666666
2021-01-29,1.32
2021-01-30,4.153333
2021-01-31,5.2566667
2021-02-01,3.4333334
2021-02-02,3.1666667
2021-02-03,4.813333
2021-02-04,7.236666
2021-02-05,8.07
2021-02-06,8.536667
2021-02-07,9.04
2021-02-08,8.78
2021-02-09,8.186666
2021-02-10,7.5033336
2021-02-11,5.4066663
2021-02-12,2.02
2021-02-13,-0.34333333
2021-02-14,-0.83
2021-02-15,0.22333334
2021-02-16,3.9266665
2021-02-17,6.84
2021-02-18,7.5266666
2021-02-19,8.356667
2021-02-20,8.23
2021-02-21,7.1166663
2021-02-22,6.9266663
2021-02-23,6.806667
2021-02-24,9.543334
2021-02-25,9.820001
2021-02-26,10.106667
2021-02-27,8.900001
2021-02-28,6.943333
2021-03-01,6.153333
2021-03-02,6.713333
2021-03-03,7.386667
2021-03-04,7.6666665
2021-03-05,10.283333
2021-03-06,6.443333
2021-03-07,4.84
2021-03-08,5.5033336
2021-03-09,6.903333
2021-03-10,7.0033326
2021-03-11,7.28
2021-03-12,10.156667
2021-03-13,9.04
2021-03-14,7.6200004
2021-03-15,7.7966666
2021-03-16,8.41
2021-03-17,7.9066663
2021-03-18,5.653333
2021-03-19,3.9333334
2021-03-20,3.55
2021-03-21,3.7266667
2021-03-22,6.223333
2021-03-23,6.8766665
2021-03-24,8.013333
2021-03-25,9.583333
2021-03-26,10.856667
2021-03-27,10.88
2021-03-28,11.969998
2021-03-29,12.633332
2021-03-30,13.906666
2021-03-31,14.666667
2021-04-01,16.793333
2021-04-02,17.21
2021-04-03,12.18
2021-04-04,9.37
2021-04-05,9.543333
2021-04-06,5.843333
2021-04-07,5.0466666
2021-04-08,8.063333
2021-04-09,9.63
2021-04-10,10.72
2021-04-11,10.13
2021-04-12,10.900001
2021-04-13,7.8033333
2021-04-14,7.25
2021-04-15,6.7766666
2021-04-16,7.483333
2021-04-17,8.006667
2021-04-18,9.32
2021-04-19,10.016666
2021-04-20,11.816667
2021-04-21,12.2
2021-04-22,12.816666
2021-04-23,13.106667
2021-04-24,14.403333
2021-04-25,15.899999
2021-04-26,13.066666
2021-04-27,12.083333
2021-04-28,14.316666
2021-04-29,14.916667
2021-04-30,16.94
2021-05-01,15.233333
2021-05-02,15.676666
2021-05-03,13.966666
2021-05-04,14.366666
2021-05-05,15.653333
2021-05-06,15.456666
2021-05-07,17.493334
2021-05-08,15.583333
2021-05-09,16.69
2021-05-10,18.493332
2021-05-11,14.57
2021-05-12,15.709999
2021-05-13,15.863334
2021-05-14,13.733333
2021-05-15,15.163333
2021-05-16,15.849999
2021-05-17,17.32
2021-05-18,16.933332
2021-05-19,15.863334
2021-05-20,15.953334
2021-05-21,16.74
2021-05-22,17.566668
2021-05-23,18.696667
2021-05-24,13.876666
2021-05-25,16.956665
2021-05-26,16.730001
2021-05-27,18.463333
2021-05-28,18.67
2021-05-29,19.266668
2021-05-30,18.466667
2021-05-31,18.156664
2021-06-01,18.63
2021-06-02,20.003334
2021-06-03,21.916666
2021-06-04,23.06
2021-06-05,23.089998
2021-06-06,21.09
2021-06-07,19.933332
2021-06-08,20.976667
2021-06-09,22.256666
2021-06-10,22.203333
2021-06-11,21.536667
2021-06-12,23.659998
2021-06-13,25.56
2021-06-14,24.113333
2021-06-15,23.81
2021-06-16,23.676666
2021-06-17,25.976667
2021-06-18,25.766665
2021-06-19,25.799997
2021-06-20,26.216667
2021-06-21,26.943335
2021-06-22,26.07
2021-06-23,25.0
2021-06-24,25.233332
2021-06-25,24.173332
2021-06-26,24.623335
2021-06-27,25.783333
2021-06-28,26.186666
2021-06-29,26.336664
2021-06-30,24.423332
2021-07-01,24.213333
2021-07-02,24.883333
2021-07-03,25.116667
2021-07-04,21.583334
2021-07-05,23.019999
2021-07-06,25.07
2021-07-07,26.513334
2021-07-08,24.356667
2021-07-09,22.946665
2021-07-10,24.57
2021-07-11,25.373331
2021-07-12,25.769999
2021-07-13,24.229998
2021-07-14,20.953333
2021-07-15,22.06
2021-07-16,21.596664
2021-07-17,22.470001
2021-07-18,25.376665
2021-07-19,26.183332
2021-07-20,26.633333
2021-07-21,26.406668
2021-07-22,26.163332
2021-07-23,25.736666
2021-07-24,26.913332
2021-07-25,26.699999
2021-07-26,24.496666
2021-07-27,22.76
2021-07-28,24.396666
2021-07-29,25.409998
2021-07-30,25.743332
2021-07-31,26.529999
2021-08-01,23.463333
2021-08-02,21.366667
2021-08-03,22.856667
2021-08-04,22.516668
2021-08-05,23.476664
2021-08-06,24.106667
2021-08-07,25.013334
2021-08-08,26.113333
2021-08-09,25.029999
2021-08-10,25.063334
2021-08-11,26.6
2021-08-12,27.696665
2021-08-13,27.769999
2021-08-14,28.97
2021-08-15,29.179998
2021-08-16,27.546667
2021-08-17,24.233332
2021-08-18,23.023333
2021-08-19,23.606667
2021-08-20,25.159998
2021-08-21,25.813334
2021-08-22,26.449999
2021-08-23,21.793333
2021-08-24,21.873331
2021-08-25,22.21
2021-08-26,22.856667
2021-08-27,18.896666
2021-08-28,19.31
2021-08-29,19.843332
2021-08-30,20.143333
2021-08-31,19.953333
2021-09-01,21.246666
2021-09-02,21.236666
2021-09-03,20.85
2021-09-04,20.753334
2021-09-05,21.753332
2021-09-06,21.843332
2021-09-07,21.660002
2021-09-08,21.596664
2021-09-09,21.583334
2021-09-10,21.883333
2021-09-11,21.87
2021-09-12,22.339998
2021-09-13,23.326666
2021-09-14,23.223333
2021-09-15,23.893333
2021-09-16,21.926666
2021-09-17,22.279999
2021-09-18,21.793333
2021-09-19,19.876665
2021-09-20,18.616667
2021-09-21,18.326666
2021-09-22,17.443333
2021-09-23,17.723333
2021-09-24,18.766668
2021-09-25,20.436666
2021-09-26,18.296667
2021-09-27,18.323334
2021-09-28,19.5
2021-09-29,19.81
2021-09-30,18.519999
2021-10-01,17.18
2021-10-02,17.173334
2021-10-03,19.646666
2021-10-04,19.636665
2021-10-05,18.793333
2021-10-06,14.926666
2021-10-07,14.276666
2021-10-08,15.133334
2021-10-09,13.959999
2021-10-10,11.579999
2021-10-11,12.31
2021-10-12,11.986667
2021-10-13,11.79
2021-10-14,10.009999
2021-10-15,9.863334
2021-10-16,11.543334
2021-10-17,11.663333
2021-10-18,11.779999
2021-10-19,11.41
2021-10-20,14.133332
2021-10-21,14.913333
2021-10-22,12.186666
2021-10-23,12.396667
2021-10-24,11.923332
2021-10-25,9.823334
2021-10-26,10.29
2021-10-27,10.87
2021-10-28,9.636666
2021-10-29,9.46
2021-10-30,9.19
2021-10-31,11.799999
2021-11-01,11.166667
2021-11-02,10.406667
2021-11-03,11.186666
2021-11-04,10.419999
2021-11-05,7.596667
2021-11-06,8.463333
2021-11-07,8.046666
2021-11-08,8.2699995
2021-11-09,9.49
2021-11-10,9.86
2021-11-11,10.253333
2021-11-12,9.06
2021-11-13,9.87
2021-11-14,11.446667
2021-11-15,11.12
2021-11-16,9.186667
2021-11-17,10.05
2021-11-18,9.946666
2021-11-19,9.293334
2021-11-20,7.643333
2021-11-21,6.5166664
2021-11-22,8.399999
2021-11-23,9.046666
2021-11-24,5.133333
2021-11-25,4.153333
2021-11-26,6.963333
2021-11-27,6.9233336
2021-11-28,5.53
2021-11-29,2.7066667
2021-11-30,4.0
2021-12-01,4.863333
2021-12-02,5.1766663
2021-12-03,5.0933332
2021-12-04,1.8433332
2021-12-05,3.4599998
2021-12-06,2.0366666
2021-12-07,1.0533333
2021-12-08,1.3066667
2021-12-09,1.6999999
2021-12-10,-0.07666666
2021-12-11,1.9733334
2021-12-12,1.6833334
2021-12-13,2.1533332
2021-12-14,1.8233333
2021-12-15,-0.21999998
2021-12-16,0.15333332
2021-12-17,0.94000006
2021-12-18,-0.06666666
2021-12-19,-0.07333333
2021-12-20,1.16
2021-12-21,3.0366669
2021-12-22,3.2033331
2021-12-23,1.6566668
2021-12-24,3.3933332
2021-12-25,4.08
2021-12-26,4.0633335
2021-12-27,5.436667
2021-12-28,5.6666665
2021-12-29,3.7866666
2021-12-30,3.8133333
2021-12-31,3.2399998
