time,FRD22
2021-01-01,1.7122223
2021-01-02,4.004444
2021-01-03,6.2000003
2021-01-04,5.67
2021-01-05,3.9466662
2021-01-06,3.4011111
2021-01-07,2.29
2021-01-08,1.75
2021-01-09,0.83
2021-01-10,-0.6122222
2021-01-11,-0.9077778
2021-01-12,-2.511111
2021-01-13,0.96666664
2021-01-14,-0.27888888
2021-01-15,-0.48666668
2021-01-16,-2.2255554
2021-01-17,-3.3166666
2021-01-18,-5.8855553
2021-01-19,-0.006666667
2021-01-20,4.912222
2021-01-21,6.1755548
2021-01-22,8.012222
2021-01-23,8.62
2021-01-24,5.1966667
2021-01-25,2.811111
2021-01-26,1.0588889
2021-01-27,0.5044444
2021-01-28,-0.22555555
2021-01-29,3.0855553
2021-01-30,6.154444
2021-01-31,1.2044444
2021-02-01,-0.94
2021-02-02,0.20222221
2021-02-03,5.2666664
2021-02-04,9.977778
2021-02-05,7.1199994
2021-02-06,5.881111
2021-02-07,5.3111105
2021-02-08,5.4577775
2021-02-09,2.5122223
2021-02-10,2.7744443
2021-02-11,-2.852222
2021-02-12,-6.0399995
2021-02-13,-6.5088887
2021-02-14,-3.1222224
2021-02-15,-2.7377775
2021-02-16,-1.221111
2021-02-17,3.1699998
2021-02-18,6.2511115
2021-02-19,4.298889
2021-02-20,3.7933333
2021-02-21,4.8977776
2021-02-22,7.9444447
2021-02-23,6.6788883
2021-02-24,8.618889
2021-02-25,10.615555
2021-02-26,11.006666
2021-02-27,8.207778
2021-02-28,4.9433336
2021-03-01,5.116667
2021-03-02,5.326666
2021-03-03,7.207777
2021-03-04,8.447778
2021-03-05,7.221111
2021-03-06,2.2655554
2021-03-07,2.3777776
2021-03-08,2.572222
2021-03-09,1.5733333
2021-03-10,2.26
2021-03-11,2.0722222
2021-03-12,8.278889
2021-03-13,9.158889
2021-03-14,9.363333
2021-03-15,5.9466667
2021-03-16,5.856666
2021-03-17,5.564444
2021-03-18,3.9044445
2021-03-19,1.8299999
2021-03-20,1.1222223
2021-03-21,-0.07222222
2021-03-22,3.4099998
2021-03-23,4.6044445
2021-03-24,6.8922224
2021-03-25,6.2355556
2021-03-26,8.724444
2021-03-27,11.886666
2021-03-28,9.76
2021-03-29,10.265555
2021-03-30,14.932222
2021-03-31,15.30111
2021-04-01,15.958888
2021-04-02,14.514443
2021-04-03,8.304444
2021-04-04,5.3111115
2021-04-05,7.255555
2021-04-06,4.828889
2021-04-07,2.3688889
2021-04-08,3.3877776
2021-04-09,6.2422223
2021-04-10,10.741111
2021-04-11,11.173333
2021-04-12,13.724444
2021-04-13,5.185556
2021-04-14,4.6611114
2021-04-15,4.6688886
2021-04-16,4.7388887
2021-04-17,5.896666
2021-04-18,7.2644444
2021-04-19,8.362222
2021-04-20,10.185555
2021-04-21,11.155555
2021-04-22,12.146667
2021-04-23,9.441111
2021-04-24,9.272222
2021-04-25,10.518888
2021-04-26,7.8900003
2021-04-27,7.4022217
2021-04-28,10.495556
2021-04-29,15.601111
2021-04-30,17.042223
2021-05-01,18.087776
2021-05-02,17.72889
2021-05-03,11.214444
2021-05-04,12.002223
2021-05-05,15.449999
2021-05-06,10.736667
2021-05-07,11.702222
2021-05-08,9.716666
2021-05-09,13.424443
2021-05-10,17.935555
2021-05-11,20.264444
2021-05-12,18.012222
2021-05-13,14.08889
2021-05-14,14.147777
2021-05-15,14.319999
2021-05-16,15.624444
2021-05-17,13.185555
2021-05-18,14.534444
2021-05-19,12.259999
2021-05-20,12.956666
2021-05-21,13.96
2021-05-22,14.575555
2021-05-23,13.88111
