time,FRD22
2021-05-24,11.877778
2021-05-25,14.66
2021-05-26,13.36889
2021-05-27,14.868888
2021-05-28,14.873333
2021-05-29,14.198888
2021-05-30,12.658888
2021-05-31,13.414444
2021-06-01,14.255556
2021-06-02,15.011112
2021-06-03,16.518888
2021-06-04,18.58111
2021-06-05,20.590002
2021-06-06,20.565554
2021-06-07,20.73111
2021-06-08,21.083332
2021-06-09,21.77111
2021-06-10,21.352224
2021-06-11,19.794445
2021-06-12,21.065556
2021-06-13,19.214443
2021-06-14,16.167778
2021-06-15,18.133335
2021-06-16,21.534443
2021-06-17,22.99
2021-06-18,23.711111
2021-06-19,24.490002
2021-06-20,25.267776
2021-06-21,25.95111
2021-06-22,27.464441
2021-06-23,27.027777
2021-06-24,28.712223
2021-06-25,26.494442
2021-06-26,23.133333
2021-06-27,23.190002
2021-06-28,24.791111
2021-06-29,26.924444
2021-06-30,25.503332
2021-07-01,20.985556
2021-07-02,20.127775
2021-07-03,21.11222
2021-07-04,21.14111
2021-07-05,22.713331
2021-07-06,24.057777
2021-07-07,26.54
2021-07-08,28.841112
2021-07-09,27.728888
2021-07-10,23.515556
2021-07-11,23.231112
2021-07-12,24.057777
2021-07-13,27.176664
2021-07-14,27.463333
2021-07-15,24.321112
2021-07-16,24.306665
2021-07-17,24.131111
2021-07-18,24.39
2021-07-19,22.825554
2021-07-20,21.82111
2021-07-21,20.61111
2021-07-22,20.27111
2021-07-23,20.994444
2021-07-24,22.726667
2021-07-25,24.549997
2021-07-26,25.380001
2021-07-27,25.606667
2021-07-28,27.562222
2021-07-29,24.92889
2021-07-30,25.274443
2021-07-31,24.897776
2021-08-01,24.039997
2021-08-02,21.147776
2021-08-03,21.393333
2021-08-04,21.635553
2021-08-05,20.1
2021-08-06,19.747778
2021-08-07,22.045555
2021-08-08,24.043331
2021-08-09,23.553335
2021-08-10,24.22
2021-08-11,24.28111
2021-08-12,23.124443
2021-08-13,24.624447
2021-08-14,25.977777
2021-08-15,27.16
2021-08-16,26.755554
2021-08-17,20.413332
2021-08-18,18.118889
2021-08-19,19.10889
2021-08-20,20.91111
2021-08-21,21.398888
2021-08-22,22.793331
2021-08-23,21.104443
2021-08-24,19.117775
2021-08-25,16.049997
2021-08-26,15.756666
2021-08-27,15.152222
2021-08-28,14.686666
2021-08-29,15.543333
2021-08-30,15.968889
2021-08-31,16.813332
2021-09-01,17.647778
2021-09-02,17.141111
2021-09-03,16.788889
2021-09-04,17.882223
2021-09-05,17.855556
2021-09-06,16.648888
2021-09-07,16.562222
2021-09-08,17.789999
2021-09-09,18.146666
2021-09-10,17.785555
2021-09-11,18.55
2021-09-12,19.898888
2021-09-13,20.435555
2021-09-14,20.717777
2021-09-15,21.913332
2021-09-16,23.325556
2021-09-17,19.86111
2021-09-18,16.286665
2021-09-19,15.182222
2021-09-20,12.233333
2021-09-21,12.688889
2021-09-22,12.224444
2021-09-23,13.047777
2021-09-24,16.325554
2021-09-25,17.384447
2021-09-26,18.368889
2021-09-27,17.76889
2021-09-28,18.753332
2021-09-29,15.488888
2021-09-30,14.735555
2021-10-01,12.806666
2021-10-02,14.158889
2021-10-03,15.665554
2021-10-04,17.677778
2021-10-05,18.537777
2021-10-06,14.577778
2021-10-07,12.907778
2021-10-08,12.174444
2021-10-09,9.008888
2021-10-10,7.383333
2021-10-11,9.955555
2021-10-12,9.26
2021-10-13,8.157778
2021-10-14,7.1555557
2021-10-15,8.583333
2021-10-16,9.746667
2021-10-17,8.544445
2021-10-18,8.861111
2021-10-19,9.700001
2021-10-20,12.638889
2021-10-21,14.688889
2021-10-22,12.291111
2021-10-23,9.468889
2021-10-24,6.6299996
2021-10-25,7.1466665
2021-10-26,6.8633337
2021-10-27,7.4955554
2021-10-28,7.3111115
2021-10-29,8.357778
2021-10-30,9.475554
2021-10-31,9.247778
2021-11-01,9.466666
2021-11-02,8.388889
2021-11-03,8.151112
2021-11-04,14.049999
2021-11-05,8.114444
2021-11-06,6.703333
2021-11-07,8.301111
2021-11-08,7.644444
2021-11-09,6.744444
2021-11-10,5.775555
2021-11-11,5.3877773
2021-11-12,3.541111
2021-11-13,3.0522223
2021-11-14,5.8966665
2021-11-15,5.81
2021-11-16,6.3966665
2021-11-17,5.195555
2021-11-18,7.0144444
2021-11-19,7.005555
2021-11-20,8.695555
2021-11-21,5.517778
2021-11-22,4.407778
2021-11-23,4.046667
2021-11-24,1.2588887
2021-11-25,1.6199999
2021-11-26,2.998889
2021-11-27,2.3611112
2021-11-28,5.592222
2021-11-29,2.5533333
2021-11-30,1.7088888
2021-12-01,5.291111
2021-12-02,7.0188885
2021-12-03,4.004444
2021-12-04,-0.68888885
2021-12-05,1.5344443
2021-12-06,2.7233334
2021-12-07,0.75555557
2021-12-08,-0.26
2021-12-09,0.9777778
2021-12-10,0.32777777
2021-12-11,1.2033334
2021-12-12,0.80222213
2021-12-13,1.1677778
2021-12-14,0.74666667
2021-12-15,2.387778
2021-12-16,3.7588887
2021-12-17,4.744444
2021-12-18,3.3922224
2021-12-19,3.7588887
2021-12-20,2.4866667
2021-12-21,-0.84999996
2021-12-22,-2.5688887
2021-12-23,-3.3622222
2021-12-24,3.4299998
2021-12-25,4.6099997
2021-12-26,-0.19888888
2021-12-27,-0.6311111
2021-12-28,-0.42333332
2021-12-29,1.842222
2021-12-30,4.5077777
2021-12-31,8.577778
