time,ITI12
2021-01-01,2.03
2021-01-02,-0.049999997
2021-01-03,1.39
2021-01-04,1.5
2021-01-05,2.51
2021-01-06,0.89
2021-01-07,-0.69
2021-01-08,-0.049999997
2021-01-09,-1.49
2021-01-10,1.4399999
2021-01-11,5.18
2021-01-12,1.9399999
2021-01-13,1.62
2021-01-14,4.54
2021-01-15,2.49
2021-01-16,5.04
2021-01-17,4.47
2021-01-18,3.9099998
2021-01-19,3.11
2021-01-20,1.91
2021-01-21,2.3999999
2021-01-22,1.9399999
2021-01-23,-1.49
2021-01-24,-1.4
2021-01-25,0.71999997
2021-01-26,1.02
2021-01-27,3.75
2021-01-28,4.19
2021-01-29,4.0299997
2021-01-30,2.25
2021-01-31,-0.07
2021-02-01,0.96999997
2021-02-02,2.06
2021-02-03,4.11
2021-02-04,3.7099998
2021-02-05,3.28
2021-02-06,3.01
2021-02-07,0.84999996
2021-02-08,-0.48
2021-02-09,-0.42999998
2021-02-10,-0.84999996
2021-02-11,-2.05
2021-02-12,-0.81
2021-02-13,0.76
2021-02-14,3.29
2021-02-15,6.91
2021-02-16,8.389999
2021-02-17,5.22
2021-02-18,5.16
2021-02-19,5.2
2021-02-20,7.48
2021-02-21,7.3999996
2021-02-22,5.3599997
2021-02-23,5.75
2021-02-24,8.57
2021-02-25,5.5099998
2021-02-26,4.56
2021-02-27,7.27
2021-02-28,5.71
2021-03-01,4.7
2021-03-02,2.78
2021-03-03,1.9699999
2021-03-04,2.99
2021-03-05,2.46
2021-03-06,2.25
2021-03-07,4.5
2021-03-08,6.79
2021-03-09,7.08
2021-03-10,6.7
2021-03-11,5.73
2021-03-12,4.2599998
2021-03-13,3.11
2021-03-14,5.15
2021-03-15,6.0
2021-03-16,8.809999
2021-03-17,6.85
2021-03-18,8.24
2021-03-19,7.83
2021-03-20,7.72
2021-03-21,7.06
2021-03-22,6.73
2021-03-23,8.01
2021-03-24,6.72
2021-03-25,7.48
2021-03-26,5.6299996
2021-03-27,3.76
2021-03-28,7.68
2021-03-29,11.08
2021-03-30,11.04
2021-03-31,7.45
2021-04-01,5.2599998
2021-04-02,4.7999997
2021-04-03,5.69
2021-04-04,5.94
2021-04-05,1.39
2021-04-06,1.36
2021-04-07,1.9
2021-04-08,5.65
2021-04-09,3.35
2021-04-10,1.12
2021-04-11,1.05
2021-04-12,2.7
2021-04-13,3.6
2021-04-14,5.02
2021-04-15,5.25
2021-04-16,5.71
2021-04-17,6.49
2021-04-18,6.42
2021-04-19,8.48
2021-04-20,8.09
2021-04-21,6.49
2021-04-22,6.02
2021-04-23,7.0899997
2021-04-24,7.8799996
2021-04-25,6.37
2021-04-26,6.7599998
2021-04-27,6.6
2021-04-28,5.65
2021-04-29,4.25
2021-04-30,4.63
2021-05-01,4.19
2021-05-02,5.5499997
2021-05-03,5.54
2021-05-04,6.14
2021-05-05,5.0099998
2021-05-06,3.98
2021-05-07,5.29
2021-05-08,6.33
2021-05-09,8.599999
2021-05-10,10.12
2021-05-11,10.19
2021-05-12,7.93
2021-05-13,7.21
2021-05-14,8.46
2021-05-15,8.22
2021-05-16,8.61
2021-05-17,9.22
2021-05-18,8.92
2021-05-19,8.48
2021-05-20,8.5
2021-05-21,8.73
2021-05-22,6.56
2021-05-23,6.49
2021-05-24,7.3199997
2021-05-25,8.49
2021-05-26,9.26
2021-05-27,10.07
2021-05-28,10.3
2021-05-29,13.179999
2021-05-30,12.889999
2021-05-31,13.21
2021-06-01,13.429999
2021-06-02,12.809999
2021-06-03,13.58
2021-06-04,12.7699995
2021-06-05,12.74
2021-06-06,13.36
2021-06-07,12.809999
2021-06-08,14.11
2021-06-09,15.86
2021-06-10,16.67
2021-06-11,14.92
2021-06-12,13.13
2021-06-13,16.1
2021-06-14,13.4
2021-06-15,11.389999
2021-06-16,13.94
2021-06-17,12.62
2021-06-18,10.46
2021-06-19,11.3
2021-06-20,12.75
2021-06-21,11.01
2021-06-22,10.179999
2021-06-23,13.45
2021-06-24,15.089999
2021-06-25,11.099999
2021-06-26,11.73
2021-06-27,13.15
2021-06-28,13.74
2021-06-29,14.09
2021-06-30,12.809999
2021-07-01,11.849999
2021-07-02,12.87
2021-07-03,15.0199995
2021-07-04,16.039999
2021-07-05,14.37
2021-07-06,12.7
2021-07-07,14.24
2021-07-08,14.099999
2021-07-09,14.599999
2021-07-10,14.74
2021-07-11,15.82
2021-07-12,15.429999
2021-07-13,14.9
2021-07-14,15.429999
2021-07-15,15.66
2021-07-16,17.58
2021-07-17,18.67
2021-07-18,16.949999
2021-07-19,16.77
2021-07-20,17.83
2021-07-21,17.859999
2021-07-22,18.19
2021-07-23,17.33
2021-07-24,15.75
2021-07-25,14.969999
2021-07-26,15.21
2021-07-27,15.38
2021-07-28,14.86
2021-07-29,14.179999
2021-07-30,14.639999
2021-07-31,13.09
2021-08-01,12.34
2021-08-02,10.78
2021-08-03,12.94
2021-08-04,14.719999
2021-08-05,14.929999
2021-08-06,14.58
2021-08-07,14.12
2021-08-08,14.389999
2021-08-09,14.04
2021-08-10,14.49
2021-08-11,14.83
2021-08-12,12.84
2021-08-13,14.67
2021-08-14,14.549999
2021-08-15,13.87
2021-08-16,13.15
2021-08-17,14.809999
2021-08-18,14.46
2021-08-19,13.48
2021-08-20,14.23
2021-08-21,15.69
2021-08-22,16.06
2021-08-23,15.11
2021-08-24,15.13
2021-08-25,14.559999
2021-08-26,14.139999
2021-08-27,13.09
2021-08-28,12.42
2021-08-29,12.889999
2021-08-30,13.28
2021-08-31,12.82
2021-09-01,12.719999
2021-09-02,12.21
2021-09-03,12.349999
2021-09-04,13.25
2021-09-05,14.21
2021-09-06,16.449999
2021-09-07,17.789999
2021-09-08,17.46
2021-09-09,15.03
2021-09-10,14.99
2021-09-11,14.99
2021-09-12,11.509999
2021-09-13,12.24
2021-09-14,13.549999
2021-09-15,14.19
2021-09-16,12.75
2021-09-17,14.73
2021-09-18,12.259999
2021-09-19,13.04
2021-09-20,10.57
2021-09-21,13.259999
2021-09-22,15.15
2021-09-23,13.48
2021-09-24,14.5199995
2021-09-25,15.54
2021-09-26,15.37
2021-09-27,11.0
2021-09-28,9.5
2021-09-29,8.139999
2021-09-30,9.11
2021-10-01,9.94
2021-10-02,8.94
2021-10-03,8.45
2021-10-04,9.5199995
2021-10-05,7.43
2021-10-06,9.49
2021-10-07,13.12
2021-10-08,15.389999
2021-10-09,13.94
2021-10-10,10.099999
2021-10-11,10.07
2021-10-12,10.2
2021-10-13,11.58
2021-10-14,11.74
2021-10-15,7.6499996
2021-10-16,7.98
2021-10-17,11.23
2021-10-18,13.23
2021-10-19,13.23
2021-10-20,10.3
2021-10-21,6.19
2021-10-22,8.58
2021-10-23,9.13
2021-10-24,12.809999
2021-10-25,9.9
2021-10-26,9.309999
2021-10-27,13.5
2021-10-28,11.469999
2021-10-29,9.01
2021-10-30,8.08
2021-10-31,6.15
2021-11-01,7.18
2021-11-02,6.6099997
2021-11-03,5.85
2021-11-04,4.85
2021-11-05,7.19
2021-11-06,10.679999
2021-11-07,8.51
2021-11-08,8.45
2021-11-09,10.94
2021-11-10,6.58
2021-11-11,7.96
2021-11-12,9.71
2021-11-13,9.07
2021-11-14,9.16
2021-11-15,9.0
2021-11-16,8.28
2021-11-17,6.46
2021-11-18,10.929999
2021-11-19,12.08
2021-11-20,10.17
2021-11-21,5.1
2021-11-22,4.2599998
2021-11-23,5.96
2021-11-24,6.02
2021-11-25,3.74
2021-11-26,4.8399997
2021-11-27,3.05
2021-11-28,2.1
2021-11-29,3.3899999
2021-11-30,6.8599997
2021-12-01,5.0099998
2021-12-02,2.36
2021-12-03,4.13
2021-12-04,3.85
2021-12-05,3.6499999
2021-12-06,2.36
2021-12-07,2.6599998
2021-12-08,3.9499998
2021-12-09,3.06
2021-12-10,2.22
2021-12-11,4.87
2021-12-12,7.41
2021-12-13,5.45
2021-12-14,6.22
2021-12-15,8.46
2021-12-16,7.6
2021-12-17,5.93
2021-12-18,4.0
2021-12-19,3.4199998
2021-12-20,4.19
2021-12-21,3.06
2021-12-22,2.34
2021-12-23,5.12
2021-12-24,4.8599997
2021-12-25,2.55
2021-12-26,3.24
2021-12-27,4.5699997
2021-12-28,4.12
2021-12-29,3.55
2021-12-30,8.65
2021-12-31,9.07
