time,FR105
2021-01-01,2.409091
2021-01-02,3.3781815
2021-01-03,4.550909
2021-01-04,3.2172728
2021-01-05,3.6136363
2021-01-06,3.654545
2021-01-07,2.7954543
2021-01-08,-0.10545456
2021-01-09,-1.55
2021-01-10,-2.7581818
2021-01-11,-2.7572727
2021-01-12,-2.801818
2021-01-13,-2.551818
2021-01-14,-7.820908
2021-01-15,-4.3636365
2021-01-16,-7.0954547
2021-01-17,-8.353637
2021-01-18,-7.776363
2021-01-19,-5.0972724
2021-01-20,-1.3772727
2021-01-21,3.020909
2021-01-22,6.218181
2021-01-23,7.0063634
2021-01-24,4.656364
2021-01-25,0.53
2021-01-26,-2.6509092
2021-01-27,-3.8245454
2021-01-28,-2.1518183
2021-01-29,2.3763635
2021-01-30,5.053636
2021-01-31,4.6663637
2021-02-01,3.494545
2021-02-02,4.351818
2021-02-03,6.0945454
2021-02-04,7.9963636
2021-02-05,7.3518186
2021-02-06,7.955455
2021-02-07,10.158181
2021-02-08,8.827272
2021-02-09,6.938182
2021-02-10,7.4036365
2021-02-11,2.6709092
2021-02-12,-7.0127263
2021-02-13,-10.412726
2021-02-14,-9.746365
2021-02-15,-4.995455
2021-02-16,-5.753636
2021-02-17,0.51363635
2021-02-18,3.1681817
2021-02-19,2.6736364
2021-02-20,4.865454
2021-02-21,4.9545455
2021-02-22,5.9345455
2021-02-23,8.078182
2021-02-24,6.6754537
2021-02-25,8.450909
2021-02-26,9.574546
2021-02-27,4.342727
2021-02-28,3.8290908
2021-03-01,1.8909091
2021-03-02,3.36
2021-03-03,5.5418177
2021-03-04,7.128182
2021-03-05,5.5254545
2021-03-06,-0.90363634
2021-03-07,-0.042727258
2021-03-08,1.9963638
2021-03-09,-0.0409091
2021-03-10,-1.3036363
2021-03-11,-0.8472727
2021-03-12,4.472727
2021-03-13,7.0036364
2021-03-14,6.3781815
2021-03-15,0.0063636345
2021-03-16,0.3790909
2021-03-17,-0.4754546
2021-03-18,-0.23818181
2021-03-19,-0.6372727
2021-03-20,-1.3709091
2021-03-21,-1.9881817
2021-03-22,-1.8154545
2021-03-23,-2.0145454
2021-03-24,-0.2118182
2021-03-25,-0.16000003
2021-03-26,2.4527273
2021-03-27,5.890909
2021-03-28,6.920909
2021-03-29,7.359091
2021-03-30,6.3336363
2021-03-31,8.783636
2021-04-01,10.331819
2021-04-02,10.243636
2021-04-03,6.2636366
2021-04-04,1.3936363
2021-04-05,4.26
2021-04-06,4.118181
2021-04-07,-1.32
2021-04-08,-0.6236363
2021-04-09,1.9054545
2021-04-10,5.63
2021-04-11,7.1454544
2021-04-12,12.621818
2021-04-13,7.1963634
2021-04-14,0.81
2021-04-15,1.3900001
2021-04-16,1.7499999
2021-04-17,0.7681818
2021-04-18,2.9809089
2021-04-19,3.5672724
2021-04-20,5.1618176
2021-04-21,7.1536365
2021-04-22,6.9890904
2021-04-23,7.3190904
2021-04-24,6.293636
2021-04-25,8.231818
2021-04-26,8.75
2021-04-27,9.591818
2021-04-28,10.956364
2021-04-29,12.526364
2021-04-30,16.039091
2021-05-01,17.955454
2021-05-02,17.456364
2021-05-03,11.879999
2021-05-04,11.869091
2021-05-05,14.070001
2021-05-06,11.821817
2021-05-07,14.636362
2021-05-08,8.772727
2021-05-09,10.538181
2021-05-10,16.06
2021-05-11,17.414545
2021-05-12,14.917273
2021-05-13,11.13
2021-05-14,11.400001
2021-05-15,11.41
2021-05-16,12.639999
2021-05-17,13.419091
2021-05-18,11.720908
2021-05-19,12.23
2021-05-20,8.149091
2021-05-21,11.872727
2021-05-22,14.310909
2021-05-23,16.752728
2021-05-24,17.26091
2021-05-25,20.546364
2021-05-26,14.377273
2021-05-27,15.119999
2021-05-28,11.137272
2021-05-29,12.66091
2021-05-30,9.159091
2021-05-31,9.47
2021-06-01,9.45909
2021-06-02,10.985455
2021-06-03,12.197272
2021-06-04,13.604547
2021-06-05,15.428181
2021-06-06,16.473635
2021-06-07,15.574545
2021-06-08,16.237272
2021-06-09,16.622728
2021-06-10,16.32091
2021-06-11,15.726364
2021-06-12,15.3554535
2021-06-13,14.056362
2021-06-14,11.384545
2021-06-15,12.804546
2021-06-16,17.025454
2021-06-17,17.404547
2021-06-18,18.343636
2021-06-19,19.749998
2021-06-20,20.073637
2021-06-21,21.942726
2021-06-22,24.449999
2021-06-23,24.551819
2021-06-24,25.706362
2021-06-25,24.317272
2021-06-26,21.798182
2021-06-27,20.68091
2021-06-28,21.870909
2021-06-29,23.67182
2021-06-30,24.635456
2021-07-01,20.940908
2021-07-02,17.105455
2021-07-03,16.99909
2021-07-04,16.355455
2021-07-05,18.696363
2021-07-06,21.181816
2021-07-07,22.200909
2021-07-08,23.707273
2021-07-09,24.610909
2021-07-10,20.652727
2021-07-11,20.260908
2021-07-12,21.07182
2021-07-13,23.804546
2021-07-14,25.398182
2021-07-15,22.608181
2021-07-16,21.051817
2021-07-17,18.18
2021-07-18,17.711817
2021-07-19,17.272726
2021-07-20,18.021818
2021-07-21,17.07
2021-07-22,17.106363
2021-07-23,17.67818
2021-07-24,19.487272
2021-07-25,21.713636
2021-07-26,23.554543
2021-07-27,24.626362
2021-07-28,25.40727
2021-07-29,24.520906
2021-07-30,23.98
2021-07-31,24.194548
2021-08-01,24.589998
2021-08-02,23.044544
2021-08-03,19.832726
2021-08-04,21.724543
2021-08-05,22.925453
2021-08-06,18.41818
2021-08-07,19.58909
2021-08-08,23.255455
2021-08-09,24.469091
2021-08-10,23.648182
2021-08-11,23.471815
2021-08-12,21.677273
2021-08-13,20.749998
2021-08-14,21.290909
2021-08-15,22.369997
2021-08-16,24.30818
2021-08-17,22.369091
2021-08-18,15.732726
2021-08-19,16.233637
2021-08-20,17.662727
2021-08-21,19.381817
2021-08-22,19.055454
