time,DEB33
2021-01-01,7.1433334
2021-01-02,9.160001
2021-01-03,7.525
2021-01-04,6.1949997
2021-01-05,6.063333
2021-01-06,5.693333
2021-01-07,5.4449997
2021-01-08,5.8833337
2021-01-09,4.0916667
2021-01-10,5.106666
2021-01-11,3.86
2021-01-12,4.605
2021-01-13,6.1766663
2021-01-14,7.3716664
2021-01-15,6.593333
2021-01-16,4.285
2021-01-17,1.4366665
2021-01-18,4.5633335
2021-01-19,6.3483334
2021-01-20,8.171666
2021-01-21,10.363334
2021-01-22,12.274999
2021-01-23,10.601666
2021-01-24,8.538333
2021-01-25,7.2433333
2021-01-26,5.9216666
2021-01-27,4.728333
2021-01-28,5.566667
2021-01-29,9.244999
2021-01-30,10.081666
2021-01-31,9.825
2021-02-01,8.663333
2021-02-02,9.501666
2021-02-03,10.605
2021-02-04,12.108334
2021-02-05,12.041667
2021-02-06,11.898334
2021-02-07,12.57
2021-02-08,10.181666
2021-02-09,10.57
2021-02-10,11.724999
2021-02-11,10.371667
2021-02-12,7.7433333
2021-02-13,2.3716667
2021-02-14,0.8566666
2021-02-15,2.2933333
2021-02-16,4.8683333
2021-02-17,8.321667
2021-02-18,9.886666
2021-02-19,10.061666
2021-02-20,10.834999
2021-02-21,10.105
2021-02-22,11.491666
2021-02-23,11.256665
2021-02-24,12.185
2021-02-25,13.866666
2021-02-26,11.758334
2021-02-27,10.598333
2021-02-28,9.608333
2021-03-01,7.531667
2021-03-02,8.591666
2021-03-03,10.313333
2021-03-04,8.929999
2021-03-05,9.908333
2021-03-06,8.128333
2021-03-07,7.7066665
2021-03-08,8.323333
2021-03-09,8.023333
2021-03-10,7.9216666
2021-03-11,8.168334
2021-03-12,11.04
2021-03-13,10.893333
2021-03-14,9.655
2021-03-15,8.035
2021-03-16,8.976666
2021-03-17,7.28
2021-03-18,6.011667
2021-03-19,5.2516665
2021-03-20,6.013334
2021-03-21,6.51
2021-03-22,7.576666
2021-03-23,6.93
2021-03-24,8.233333
2021-03-25,10.191667
2021-03-26,11.495
2021-03-27,11.638333
2021-03-28,12.296666
2021-03-29,12.55
2021-03-30,14.043332
2021-03-31,14.658333
2021-04-01,18.243332
2021-04-02,15.834999
2021-04-03,13.174999
2021-04-04,11.201667
2021-04-05,10.126666
2021-04-06,9.488334
2021-04-07,5.7999997
2021-04-08,7.293333
2021-04-09,8.976666
2021-04-10,9.828332
2021-04-11,11.001666
2021-04-12,11.528333
2021-04-13,9.42
2021-04-14,8.55
2021-04-15,8.656667
2021-04-16,9.141666
2021-04-17,9.266666
2021-04-18,9.29
2021-04-19,9.281667
2021-04-20,10.5183325
2021-04-21,12.121666
2021-04-22,11.579999
2021-04-23,12.118333
2021-04-24,14.185
2021-04-25,14.068334
2021-04-26,13.134999
2021-04-27,13.07
2021-04-28,13.745
2021-04-29,14.990001
2021-04-30,16.823332
2021-05-01,16.269999
2021-05-02,14.726666
2021-05-03,13.165
2021-05-04,12.983333
2021-05-05,13.823333
2021-05-06,15.336666
2021-05-07,15.588333
2021-05-08,15.191667
2021-05-09,16.591667
2021-05-10,18.131666
2021-05-11,17.31833
2021-05-12,14.181666
2021-05-13,14.301666
2021-05-14,12.871666
2021-05-15,12.925
2021-05-16,14.796666
2021-05-17,16.32
2021-05-18,15.264999
2021-05-19,15.028333
2021-05-20,14.491666
2021-05-21,15.54
2021-05-22,15.849999
2021-05-23,18.198332
2021-05-24,17.806665
2021-05-25,16.0
2021-05-26,15.716666
2021-05-27,16.638332
2021-05-28,16.96
2021-05-29,17.473333
2021-05-30,16.656666
2021-05-31,16.37
2021-06-01,16.685
2021-06-02,18.196665
2021-06-03,18.6
2021-06-04,20.15
2021-06-05,20.013334
2021-06-06,19.444998
2021-06-07,17.908333
2021-06-08,18.108334
2021-06-09,18.946667
2021-06-10,19.62
2021-06-11,19.713331
2021-06-12,21.086668
2021-06-13,22.201666
2021-06-14,21.819998
2021-06-15,21.486664
2021-06-16,21.15
2021-06-17,22.025
2021-06-18,22.168333
2021-06-19,22.448334
2021-06-20,23.833334
2021-06-21,24.775
2021-06-22,24.159998
2021-06-23,24.168335
2021-06-24,23.823334
2021-06-25,23.135
2021-06-26,21.845
2021-06-27,22.875
2021-06-28,24.669998
2021-06-29,24.355001
2021-06-30,22.553331
2021-07-01,21.796667
2021-07-02,22.13
2021-07-03,22.896666
2021-07-04,21.851667
2021-07-05,22.235
2021-07-06,24.025
2021-07-07,25.358332
2021-07-08,25.5
2021-07-09,23.403334
2021-07-10,22.758331
2021-07-11,22.891668
2021-07-12,23.566666
2021-07-13,23.486666
2021-07-14,20.418333
2021-07-15,21.126665
2021-07-16,20.176666
2021-07-17,20.56
2021-07-18,23.791666
2021-07-19,24.086664
2021-07-20,23.646667
2021-07-21,23.956665
2021-07-22,24.06
2021-07-23,23.585
2021-07-24,24.333334
2021-07-25,25.515
2021-07-26,25.476664
2021-07-27,24.956667
2021-07-28,25.298332
2021-07-29,24.598333
2021-07-30,25.798334
2021-07-31,25.585
2021-08-01,25.548332
2021-08-02,22.353333
2021-08-03,23.068335
2021-08-04,24.913332
2021-08-05,23.196665
2021-08-06,23.324999
2021-08-07,24.246668
2021-08-08,26.238333
2021-08-09,25.771667
2021-08-10,25.633331
2021-08-11,26.481667
2021-08-12,26.765
2021-08-13,26.82
2021-08-14,26.693335
2021-08-15,26.851667
2021-08-16,26.444998
2021-08-17,24.301666
2021-08-18,22.993332
2021-08-19,22.768333
2021-08-20,23.171667
2021-08-21,24.135
2021-08-22,24.953333
2021-08-23,22.528334
2021-08-24,22.498331
2021-08-25,21.551666
2021-08-26,22.924997
2021-08-27,20.869999
2021-08-28,19.733332
2021-08-29,19.566666
2021-08-30,20.243334
2021-08-31,19.738333
2021-09-01,20.705
2021-09-02,21.421667
2021-09-03,21.315
2021-09-04,21.301666
2021-09-05,21.435
2021-09-06,20.976665
2021-09-07,21.5
2021-09-08,20.571665
2021-09-09,20.945
2021-09-10,21.661667
2021-09-11,21.938334
2021-09-12,21.406668
2021-09-13,21.688334
2021-09-14,22.078333
2021-09-15,23.291666
2021-09-16,21.403334
2021-09-17,21.61
2021-09-18,21.726667
2021-09-19,20.69
2021-09-20,18.391668
2021-09-21,17.730001
2021-09-22,18.085
2021-09-23,17.928333
2021-09-24,19.213333
2021-09-25,20.588331
2021-09-26,20.034998
2021-09-27,19.843332
2021-09-28,19.683332
2021-09-29,20.654999
2021-09-30,19.323332
2021-10-01,19.35
2021-10-02,19.166666
2021-10-03,20.248335
2021-10-04,21.096666
2021-10-05,18.345
2021-10-06,18.633333
2021-10-07,15.501666
2021-10-08,15.881665
2021-10-09,15.779999
2021-10-10,13.561666
2021-10-11,12.826665
2021-10-12,13.925
2021-10-13,13.738332
2021-10-14,12.408333
2021-10-15,12.461666
2021-10-16,12.183333
2021-10-17,13.959999
2021-10-18,13.836666
2021-10-19,14.1050005
2021-10-20,14.481667
2021-10-21,16.188334
2021-10-22,16.681665
2021-10-23,16.394999
2021-10-24,16.68
2021-10-25,14.72
2021-10-26,14.055
2021-10-27,14.543332
2021-10-28,13.575
2021-10-29,14.053333
2021-10-30,14.626666
2021-10-31,14.615001
2021-11-01,15.886665
2021-11-02,15.946667
2021-11-03,16.646666
2021-11-04,15.388333
2021-11-05,12.723332
2021-11-06,13.985001
2021-11-07,15.178332
2021-11-08,14.166667
2021-11-09,14.311666
2021-11-10,15.745
2021-11-11,14.633332
2021-11-12,14.259999
2021-11-13,14.736667
2021-11-14,13.59
2021-11-15,14.274999
2021-11-16,12.231667
2021-11-17,13.1033325
2021-11-18,13.281666
2021-11-19,12.963333
2021-11-20,12.555
2021-11-21,12.488334
2021-11-22,12.661667
2021-11-23,12.224999
2021-11-24,11.898334
2021-11-25,10.873333
2021-11-26,10.938333
2021-11-27,12.316666
2021-11-28,10.016666
2021-11-29,6.4966664
2021-11-30,6.108333
2021-12-01,8.901668
2021-12-02,11.0199995
2021-12-03,9.013333
2021-12-04,8.201667
2021-12-05,11.63
2021-12-06,6.5699997
2021-12-07,6.0033336
2021-12-08,9.253333
2021-12-09,8.285
2021-12-10,6.5149994
2021-12-11,6.5849996
2021-12-12,6.905
2021-12-13,8.418334
2021-12-14,9.341666
2021-12-15,8.761666
2021-12-16,8.915
2021-12-17,8.97
2021-12-18,8.016666
2021-12-19,9.911667
2021-12-20,8.366668
2021-12-21,8.103333
2021-12-22,7.9549994
2021-12-23,8.913333
2021-12-24,11.501666
2021-12-25,10.078334
2021-12-26,11.393333
2021-12-27,10.826667
2021-12-28,11.226666
2021-12-29,12.695
2021-12-30,11.901668
2021-12-31,11.875
