time,ES424
2021-01-01,-0.23799999
2021-01-02,1.0449998
2021-01-03,1.908
2021-01-04,2.279
2021-01-05,2.617
2021-01-06,1.4339999
2021-01-07,1.633
2021-01-08,0.41599998
2021-01-09,-0.60300004
2021-01-10,-0.28899997
2021-01-11,-1.553
2021-01-12,-2.322
2021-01-13,-0.464
2021-01-14,-1.5710001
2021-01-15,-3.9129996
2021-01-16,-7.0099998
2021-01-17,-9.912
2021-01-18,-14.523001
2021-01-19,-9.9
2021-01-20,-0.87299997
2021-01-21,1.8659999
2021-01-22,3.9689999
2021-01-23,4.1050005
2021-01-24,3.029
2021-01-25,0.296
2021-01-26,0.182
2021-01-27,-0.445
2021-01-28,-1.436
2021-01-29,-1.9319999
2021-01-30,-2.5970001
2021-01-31,-4.8389997
2021-02-01,-9.667999
2021-02-02,-2.176
2021-02-03,3.291
2021-02-04,2.735
2021-02-05,-2.11
2021-02-06,-4.194
2021-02-07,-9.164
2021-02-08,-8.844
2021-02-09,-6.614
2021-02-10,-6.9339995
2021-02-11,-8.898001
2021-02-12,-11.395999
2021-02-13,-7.375
2021-02-14,-3.6219997
2021-02-15,-5.4
2021-02-16,-6.0889993
2021-02-17,-1.7149999
2021-02-18,-4.1239996
2021-02-19,-4.288
2021-02-20,2.5809999
2021-02-21,2.315
2021-02-22,4.1870003
2021-02-23,2.787
2021-02-24,7.2330003
2021-02-25,8.154001
2021-02-26,7.266
2021-02-27,4.803
2021-02-28,2.0990002
2021-03-01,3.207
2021-03-02,5.516
2021-03-03,4.259
2021-03-04,3.5839996
2021-03-05,1.0070001
2021-03-06,-0.684
2021-03-07,1.0439999
2021-03-08,-0.204
2021-03-09,-2.5850003
2021-03-10,-1.3479999
2021-03-11,-1.6189998
2021-03-12,4.52
2021-03-13,5.2469997
2021-03-14,6.711
2021-03-15,3.2760003
2021-03-16,2.8400002
2021-03-17,2.4259999
2021-03-18,0.66999996
2021-03-19,-0.611
2021-03-20,-2.065
2021-03-21,-1.975
2021-03-22,1.008
2021-03-23,3.539
2021-03-24,4.539
2021-03-25,5.8949995
2021-03-26,6.625
2021-03-27,10.372
2021-03-28,6.478999
2021-03-29,5.4329996
2021-03-30,10.867
2021-03-31,12.820002
2021-04-01,12.962
2021-04-02,7.445999
2021-04-03,4.3929996
2021-04-04,3.155
2021-04-05,5.929
2021-04-06,2.8409998
2021-04-07,0.956
2021-04-08,2.907
2021-04-09,5.372
2021-04-10,9.8689995
2021-04-11,12.299999
2021-04-12,12.852
2021-04-13,5.8849998
2021-04-14,2.915
2021-04-15,3.6009998
2021-04-16,4.297
2021-04-17,6.0509996
2021-04-18,8.59
2021-04-19,10.228001
2021-04-20,9.842
2021-04-21,10.899
2021-04-22,8.28
2021-04-23,4.908
2021-04-24,5.79
2021-04-25,5.2120004
2021-04-26,2.91
2021-04-27,3.7019997
2021-04-28,7.0049996
2021-04-29,11.280001
2021-04-30,13.411
2021-05-01,8.439
2021-05-02,10.806
2021-05-03,6.4009995
2021-05-04,8.6779995
2021-05-05,12.807001
2021-05-06,9.092999
2021-05-07,8.83
2021-05-08,7.3690004
2021-05-09,10.138999
2021-05-10,16.578999
2021-05-11,18.949
2021-05-12,19.064999
2021-05-13,15.141001
2021-05-14,14.719
2021-05-15,14.242999
2021-05-16,14.534999
2021-05-17,13.407
2021-05-18,12.601
2021-05-19,12.748999
2021-05-20,11.764999
2021-05-21,12.502001
2021-05-22,14.132998
2021-05-23,12.578999
2021-05-24,12.078001
2021-05-25,14.6970005
2021-05-26,13.270001
2021-05-27,13.872999
2021-05-28,12.803999
2021-05-29,12.233
2021-05-30,12.398999
2021-05-31,12.188999
2021-06-01,11.891
2021-06-02,14.668001
2021-06-03,15.661
2021-06-04,16.627
2021-06-05,17.962
2021-06-06,17.489002
2021-06-07,18.237001
2021-06-08,18.496
2021-06-09,18.619999
2021-06-10,17.887999
2021-06-11,17.345001
2021-06-12,17.811003
2021-06-13,14.926001
2021-06-14,15.309999
2021-06-15,16.348999
2021-06-16,18.953
2021-06-17,19.7
2021-06-18,21.349
2021-06-19,23.144
2021-06-20,22.876999
2021-06-21,24.076
2021-06-22,24.973
2021-06-23,23.758997
2021-06-24,24.689999
2021-06-25,20.947998
2021-06-26,19.626999
2021-06-27,18.976997
2021-06-28,19.598999
2021-06-29,20.914
2021-06-30,22.319
2021-07-01,20.982
2021-07-02,19.229
2021-07-03,19.289
2021-07-04,19.809
2021-07-05,20.673
2021-07-06,21.649
2021-07-07,23.817001
2021-07-08,24.682999
2021-07-09,25.115
2021-07-10,20.332998
2021-07-11,20.341
2021-07-12,22.824997
2021-07-13,23.289997
2021-07-14,25.977
2021-07-15,24.014
2021-07-16,24.332
2021-07-17,24.473
2021-07-18,23.699001
2021-07-19,21.041998
2021-07-20,19.274
2021-07-21,18.695
2021-07-22,18.634998
2021-07-23,19.794
2021-07-24,20.337
2021-07-25,21.752998
2021-07-26,23.293001
2021-07-27,23.255
2021-07-28,23.679998
2021-07-29,22.922998
2021-07-30,21.175999
2021-07-31,21.031998
2021-08-01,19.798
2021-08-02,18.079
2021-08-03,17.695
2021-08-04,17.179
2021-08-05,16.058
2021-08-06,16.097998
2021-08-07,18.584
2021-08-08,19.651
2021-08-09,19.563
2021-08-10,19.501
2021-08-11,18.322
2021-08-12,17.120998
2021-08-13,18.587997
2021-08-14,22.16
2021-08-15,22.567999
2021-08-16,22.896
2021-08-17,17.957
2021-08-18,15.646998
2021-08-19,16.494
2021-08-20,18.762
2021-08-21,17.664999
2021-08-22,17.076
2021-08-23,17.278
2021-08-24,14.35
2021-08-25,12.108
2021-08-26,12.5529995
2021-08-27,14.273
2021-08-28,14.044001
2021-08-29,13.351001
2021-08-30,13.9279995
2021-08-31,15.046999
2021-09-01,15.219
2021-09-02,14.091001
2021-09-03,14.428001
2021-09-04,13.471001
2021-09-05,11.180999
2021-09-06,11.160999
2021-09-07,13.922999
2021-09-08,15.662
2021-09-09,17.032999
2021-09-10,16.883999
2021-09-11,17.141
2021-09-12,17.661
2021-09-13,17.519
2021-09-14,16.220997
2021-09-15,16.606998
2021-09-16,17.620998
2021-09-17,16.022999
2021-09-18,11.537001
2021-09-19,8.664
2021-09-20,7.7890005
2021-09-21,8.398001
2021-09-22,9.219
2021-09-23,11.162
2021-09-24,13.025
2021-09-25,14.141001
2021-09-26,15.319
2021-09-27,13.797999
2021-09-28,11.941
2021-09-29,11.082
2021-09-30,10.712
2021-10-01,10.015
2021-10-02,12.662
2021-10-03,13.551
2021-10-04,14.825
2021-10-05,15.658002
2021-10-06,14.164
2021-10-07,11.689001
2021-10-08,7.4979997
2021-10-09,6.3710003
2021-10-10,6.378
2021-10-11,5.98
2021-10-12,7.8669996
2021-10-13,6.358
2021-10-14,6.5020003
2021-10-15,10.012999
2021-10-16,8.857
2021-10-17,7.5839996
2021-10-18,7.519
2021-10-19,9.537999
2021-10-20,13.478999
2021-10-21,13.671002
2021-10-22,9.584001
2021-10-23,7.3510003
2021-10-24,5.37
2021-10-25,6.234
2021-10-26,6.199
2021-10-27,8.619
2021-10-28,9.567999
2021-10-29,9.743999
2021-10-30,10.875
2021-10-31,11.028999
2021-11-01,8.741
2021-11-02,5.8189993
2021-11-03,8.419001
2021-11-04,9.650999
2021-11-05,8.383
2021-11-06,7.4129996
2021-11-07,5.4940004
2021-11-08,6.7179995
2021-11-09,3.9290001
2021-11-10,4.714
2021-11-11,4.6309996
2021-11-12,3.355
2021-11-13,4.0199995
2021-11-14,3.5989997
2021-11-15,4.461
2021-11-16,4.573
2021-11-17,2.563
2021-11-18,4.981
2021-11-19,7.9899993
2021-11-20,10.061999
2021-11-21,7.997
2021-11-22,4.536
2021-11-23,2.071
2021-11-24,3.668
2021-11-25,2.359
2021-11-26,2.941
2021-11-27,2.4810002
2021-11-28,2.011
2021-11-29,2.285
2021-11-30,1.532
2021-12-01,1.487
2021-12-02,4.9719996
2021-12-03,0.306
2021-12-04,-0.81399995
2021-12-05,-0.629
2021-12-06,0.52
2021-12-07,-2.145
2021-12-08,-4.931
2021-12-09,-3.2629998
2021-12-10,-0.62999994
2021-12-11,-0.9379999
2021-12-12,-2.1929998
2021-12-13,-3.242
2021-12-14,-3.103
2021-12-15,0.349
2021-12-16,4.743
2021-12-17,2.6639998
2021-12-18,1.7760003
2021-12-19,2.337
2021-12-20,-0.55399996
2021-12-21,-4.6259995
2021-12-22,-5.49
2021-12-23,-6.342
2021-12-24,-0.18899998
2021-12-25,-3.31
2021-12-26,-8.295
2021-12-27,-9.918
2021-12-28,-5.5059996
2021-12-29,-3.6249995
2021-12-30,0.263
2021-12-31,6.308999
