time,FRJ26
2021-01-01,-5.389848
2021-01-02,-5.8920074
2021-01-03,-8.134242
2021-01-04,-4.1508713
2021-01-05,-3.377424
2021-01-06,-4.3121967
2021-01-07,-9.607235
2021-01-08,-10.573749
2021-01-09,-10.9325
2021-01-10,-10.726591
2021-01-11,-12.98928
2021-01-12,-13.555492
2021-01-13,-17.847916
2021-01-14,-9.798751
2021-01-15,-1.2575378
2021-01-16,-1.8101515
2021-01-17,-3.909735
2021-01-18,-5.679205
2021-01-19,-10.696402
2021-01-20,-14.632045
2021-01-21,-16.106476
2021-01-22,-15.921477
2021-01-23,-15.726212
2021-01-24,-14.924734
2021-01-25,-13.569545
2021-01-26,-9.601553
2021-01-27,-8.808485
2021-01-28,-9.757273
2021-01-29,-12.568636
2021-01-30,-9.373182
2021-01-31,-7.8397346
2021-02-01,-10.372803
2021-02-02,-12.462424
2021-02-03,-12.631136
2021-02-04,-5.821439
2021-02-05,-5.3632574
2021-02-06,-6.297197
2021-02-07,-6.279394
2021-02-08,-9.287462
2021-02-09,-13.11072
2021-02-10,-10.15644
2021-02-11,-9.910189
2021-02-12,-8.706667
2021-02-13,-10.505492
2021-02-14,-10.838447
2021-02-15,-5.057689
2021-02-16,-13.337461
2021-02-17,-16.316895
2021-02-18,-14.031666
2021-02-19,-16.399961
2021-02-20,-15.596402
2021-02-21,-15.886478
2021-02-22,-14.284924
2021-02-23,-11.054621
2021-02-24,-7.6249995
2021-02-25,-2.4092803
2021-02-26,-2.0804546
2021-02-27,-2.3278785
2021-02-28,1.0751514
2021-03-01,-1.554659
2021-03-02,-3.9495451
2021-03-03,-6.483371
2021-03-04,-8.138864
2021-03-05,-8.952613
2021-03-06,-7.6475377
2021-03-07,-8.064886
2021-03-08,-13.332765
2021-03-09,-15.164204
2021-03-10,-13.832993
2021-03-11,-10.880417
2021-03-12,-7.3816667
2021-03-13,-6.49731
2021-03-14,-4.6932955
2021-03-15,-4.3215528
2021-03-16,-8.04409
2021-03-17,-9.194318
2021-03-18,-9.948712
2021-03-19,-6.582727
2021-03-20,-2.347083
2021-03-21,-5.9781437
2021-03-22,-5.5850754
2021-03-23,-0.7056818
2021-03-24,-0.5719697
2021-03-25,-1.995568
