time,FRJ25
2021-01-01,-4.544576
2021-01-02,-6.2847457
2021-01-03,-3.8264406
2021-01-04,-1.8024578
2021-01-05,-1.8155084
2021-01-06,-1.0563558
2021-01-07,-8.315424
2021-01-08,-11.607288
2021-01-09,-8.194323
2021-01-10,-4.4627967
2021-01-11,-7.95
2021-01-12,-7.199492
2021-01-13,-10.010593
2021-01-14,-8.30144
2021-01-15,-3.4986439
2021-01-16,-3.823644
2021-01-17,-9.185424
2021-01-18,-10.604322
2021-01-19,-7.865763
2021-01-20,-7.947712
2021-01-21,-9.729152
2021-01-22,-9.524406
2021-01-23,-10.659323
2021-01-24,-10.847543
2021-01-25,-7.942627
2021-01-26,-6.572034
2021-01-27,-7.241271
2021-01-28,-9.177542
2021-01-29,-12.834067
2021-01-30,-11.843559
2021-01-31,-11.912796
2021-02-01,-12.243729
2021-02-02,-11.77322
2021-02-03,-13.665339
2021-02-04,-12.382033
2021-02-05,-9.355085
2021-02-06,-8.980678
2021-02-07,-9.059153
2021-02-08,-8.902034
2021-02-09,-10.038898
2021-02-10,-15.232287
2021-02-11,-7.553474
2021-02-12,-1.2931355
2021-02-13,-2.8907626
2021-02-14,-4.557796
2021-02-15,-7.797881
2021-02-16,-8.786526
2021-02-17,-9.186356
2021-02-18,-9.660593
2021-02-19,-6.9811864
2021-02-20,-5.4892373
2021-02-21,-6.2675424
2021-02-22,-4.7948303
2021-02-23,-4.144407
2021-02-24,1.3030506
2021-02-25,2.177373
2021-02-26,-0.07661016
2021-02-27,1.2490678
2021-02-28,3.0370338
2021-03-01,0.32906777
2021-03-02,-0.22406779
2021-03-03,-2.895932
2021-03-04,-6.321864
2021-03-05,-5.691017
2021-03-06,-6.907966
2021-03-07,-7.9573727
2021-03-08,-5.7071185
2021-03-09,-7.9123726
2021-03-10,-9.510254
2021-03-11,-5.383729
2021-03-12,-2.48839
2021-03-13,-2.6527965
2021-03-14,-2.8954234
2021-03-15,-2.4245763
2021-03-16,-5.2597456
2021-03-17,-4.9058475
2021-03-18,-6.2714405
2021-03-19,-3.8249152
2021-03-20,-0.054576274
2021-03-21,-5.047627
