time,DE93A
2021-01-01,2.5440001
2021-01-02,2.03
2021-01-03,0.54399997
2021-01-04,0.326
2021-01-05,1.028
2021-01-06,1.6579998
2021-01-07,0.69799995
2021-01-08,1.4039999
2021-01-09,-0.088
2021-01-10,1.046
2021-01-11,1.654
2021-01-12,0.328
2021-01-13,-0.688
2021-01-14,-0.444
2021-01-15,-3.3199997
2021-01-16,-1.8880001
2021-01-17,-4.806
2021-01-18,-1.9
2021-01-19,-0.041999996
2021-01-20,2.462
2021-01-21,4.962
2021-01-22,4.924
2021-01-23,3.338
2021-01-24,2.428
2021-01-25,0.764
2021-01-26,0.1
2021-01-27,-1.268
2021-01-28,0.376
2021-01-29,-1.1719999
2021-01-30,-2.148
2021-01-31,-2.484
2021-02-01,-1.6
2021-02-02,-1.2159998
2021-02-03,-2.2419999
2021-02-04,-3.332
2021-02-05,-5.278
2021-02-06,-6.422
2021-02-07,-6.238
2021-02-08,-4.4379997
2021-02-09,-5.382
2021-02-10,-5.068
2021-02-11,-6.134
2021-02-12,-2.988
2021-02-13,-0.64
2021-02-14,-0.28399998
2021-02-15,-1.7459999
2021-02-16,-3.744
2021-02-17,-3.3739998
2021-02-18,-3.5180001
2021-02-19,0.58000004
2021-02-20,2.358
2021-02-21,3.5279999
2021-02-22,3.428
2021-02-23,4.6699996
2021-02-24,6.3959994
2021-02-25,8.483999
2021-02-26,5.634
2021-02-27,3.8039997
2021-02-28,3.7219996
2021-03-01,4.3599997
2021-03-02,3.824
2021-03-03,1.266
2021-03-04,0.662
2021-03-05,-1.0239999
2021-03-06,1.2859999
2021-03-07,1.1539999
2021-03-08,-1.082
2021-03-09,-0.058
2021-03-10,-1.7360001
2021-03-11,0.368
2021-03-12,4.012
2021-03-13,2.92
2021-03-14,2.2779999
2021-03-15,3.348
2021-03-16,2.0619998
2021-03-17,0.816
2021-03-18,0.91
2021-03-19,-2.072
2021-03-20,0.67999995
2021-03-21,3.324
2021-03-22,4.1540003
2021-03-23,5.3459997
2021-03-24,5.352
2021-03-25,6.7139997
2021-03-26,6.5239997
2021-03-27,5.648
2021-03-28,4.9379997
2021-03-29,6.482
2021-03-30,9.836
2021-03-31,8.5199995
2021-04-01,3.6879997
2021-04-02,4.164
2021-04-03,3.174
2021-04-04,4.526
2021-04-05,2.528
2021-04-06,3.4459999
2021-04-07,2.218
2021-04-08,3.3119998
2021-04-09,4.776
2021-04-10,4.324
2021-04-11,3.3419998
2021-04-12,6.028
2021-04-13,3.784
2021-04-14,2.624
2021-04-15,3.7599998
2021-04-16,5.3159995
2021-04-17,7.1940002
2021-04-18,8.128
2021-04-19,8.257999
2021-04-20,7.148
2021-04-21,6.946
2021-04-22,3.3400002
2021-04-23,3.698
2021-04-24,3.646
2021-04-25,2.582
2021-04-26,2.416
2021-04-27,4.362
2021-04-28,5.042
2021-04-29,5.834
2021-04-30,5.696
2021-05-01,5.854
2021-05-02,5.338
2021-05-03,5.8919997
2021-05-04,5.266
2021-05-05,6.3459997
2021-05-06,5.606
2021-05-07,4.548
2021-05-08,6.3259997
2021-05-09,7.6080003
2021-05-10,12.524
2021-05-11,13.709999
2021-05-12,14.986
2021-05-13,14.168001
2021-05-14,10.086
2021-05-15,9.66
2021-05-16,9.41
2021-05-17,9.966
2021-05-18,10.589999
2021-05-19,11.958
2021-05-20,11.308001
2021-05-21,10.441999
2021-05-22,10.944
2021-05-23,10.943999
2021-05-24,11.46
2021-05-25,10.364
2021-05-26,9.969999
2021-05-27,9.098
2021-05-28,8.476
2021-05-29,9.608
2021-05-30,10.283999
2021-05-31,12.026
2021-06-01,11.525999
2021-06-02,15.266001
2021-06-03,15.156
2021-06-04,14.628
2021-06-05,15.384
2021-06-06,16.782001
2021-06-07,16.244
2021-06-08,16.714
2021-06-09,16.836
2021-06-10,16.882
2021-06-11,17.364
2021-06-12,16.706
2021-06-13,16.3
2021-06-14,15.598
2021-06-15,16.095999
2021-06-16,14.522
2021-06-17,16.99
2021-06-18,20.661999
2021-06-19,21.156
2021-06-20,22.053997
2021-06-21,22.855999
2021-06-22,22.516
2021-06-23,18.869999
2021-06-24,19.175999
2021-06-25,17.826
2021-06-26,18.369999
2021-06-27,18.896
2021-06-28,19.332
2021-06-29,19.992
2021-06-30,18.81
2021-07-01,19.714
2021-07-02,21.184
2021-07-03,20.972
2021-07-04,20.796
2021-07-05,21.419998
2021-07-06,20.901999
2021-07-07,20.291998
2021-07-08,19.458
2021-07-09,19.584
2021-07-10,21.548
2021-07-11,19.902
2021-07-12,20.36
2021-07-13,23.935999
2021-07-14,24.292
2021-07-15,23.556
2021-07-16,22.254
2021-07-17,20.697998
2021-07-18,21.5
2021-07-19,18.472
2021-07-20,19.778
2021-07-21,18.286
2021-07-22,20.91
2021-07-23,20.357998
2021-07-24,18.079998
2021-07-25,19.476
2021-07-26,22.706
2021-07-27,22.216
2021-07-28,20.231998
2021-07-29,20.056
2021-07-30,17.14
2021-07-31,18.651999
2021-08-01,17.454
2021-08-02,16.522
2021-08-03,16.191998
2021-08-04,15.061999
2021-08-05,15.614
2021-08-06,16.499998
2021-08-07,16.053999
2021-08-08,16.717999
2021-08-09,17.328
2021-08-10,17.685999
2021-08-11,16.444
2021-08-12,16.845999
2021-08-13,18.439999
2021-08-14,17.638
2021-08-15,17.178
2021-08-16,16.773998
2021-08-17,15.191999
2021-08-18,15.384
2021-08-19,16.436
2021-08-20,15.662
2021-08-21,15.357999
2021-08-22,14.251999
2021-08-23,13.492
2021-08-24,13.160001
2021-08-25,14.829999
2021-08-26,14.01
2021-08-27,15.417999
2021-08-28,15.698
2021-08-29,15.716001
2021-08-30,15.68
2021-08-31,14.398
2021-09-01,13.751999
2021-09-02,13.834
2021-09-03,12.387999
2021-09-04,10.685999
2021-09-05,11.098
2021-09-06,14.07
2021-09-07,15.114
2021-09-08,17.394001
2021-09-09,17.838
2021-09-10,17.422
2021-09-11,16.776
2021-09-12,17.608
2021-09-13,12.474
2021-09-14,11.8
2021-09-15,12.575999
2021-09-16,12.43
2021-09-17,12.351999
2021-09-18,10.806
2021-09-19,9.682
2021-09-20,9.221999
2021-09-21,7.63
2021-09-22,9.601999
2021-09-23,12.378
2021-09-24,10.981999
2021-09-25,13.360001
2021-09-26,11.875999
2021-09-27,12.422
2021-09-28,12.766
2021-09-29,13.098
2021-09-30,12.15
2021-10-01,12.794
2021-10-02,12.564
2021-10-03,13.87
2021-10-04,13.328
2021-10-05,11.9800005
2021-10-06,12.859999
2021-10-07,11.3
2021-10-08,10.176001
2021-10-09,10.572
2021-10-10,11.202
2021-10-11,10.208
2021-10-12,7.922
2021-10-13,6.5740004
2021-10-14,7.9199996
2021-10-15,10.162
2021-10-16,9.132
2021-10-17,8.3
2021-10-18,5.928
2021-10-19,6.864
2021-10-20,12.639999
2021-10-21,10.506
2021-10-22,7.2879996
2021-10-23,5.182
2021-10-24,6.7880006
2021-10-25,8.431999
2021-10-26,8.526
2021-10-27,9.96
2021-10-28,11.506
2021-10-29,9.518
2021-10-30,8.7439995
2021-10-31,9.478
2021-11-01,9.398
2021-11-02,8.441999
2021-11-03,8.217999
2021-11-04,6.853999
2021-11-05,7.2179995
2021-11-06,7.9160004
2021-11-07,8.462
2021-11-08,3.9059997
2021-11-09,4.7279997
2021-11-10,9.2439995
2021-11-11,7.336
2021-11-12,5.646
2021-11-13,5.89
2021-11-14,4.3079996
2021-11-15,4.044
2021-11-16,5.768
2021-11-17,5.856
2021-11-18,6.4660006
2021-11-19,9.445999
2021-11-20,7.631999
2021-11-21,4.2
2021-11-22,1.5799999
2021-11-23,3.184
2021-11-24,5.612
2021-11-25,5.586
2021-11-26,2.382
2021-11-27,2.454
2021-11-28,1.2019999
2021-11-29,0.976
2021-11-30,-2.1959999
2021-12-01,-1.934
2021-12-02,0.05999999
2021-12-03,-1.9939998
2021-12-04,-1.2459999
2021-12-05,-2.2859998
2021-12-06,-5.804
2021-12-07,-6.338
2021-12-08,-1.596
2021-12-09,-0.53199995
2021-12-10,1.886
2021-12-11,1.368
2021-12-12,0.77199996
2021-12-13,0.162
2021-12-14,3.8719997
2021-12-15,5.29
2021-12-16,6.07
2021-12-17,3.786
2021-12-18,5.302
2021-12-19,4.362
2021-12-20,-0.80999994
2021-12-21,-2.922
2021-12-22,-7.5220003
2021-12-23,-1.4979999
2021-12-24,-3.0919998
2021-12-25,-2.332
2021-12-26,-1.6439998
2021-12-27,-2.8439999
2021-12-28,-0.43800002
2021-12-29,0.69399995
2021-12-30,2.8279998
2021-12-31,5.762
