time,DE25B
2021-01-01,2.493333
2021-01-02,3.53
2021-01-03,3.03
2021-01-04,2.4033334
2021-01-05,2.6899998
2021-01-06,1.1866666
2021-01-07,0.8866666
2021-01-08,1.1566666
2021-01-09,0.6266666
2021-01-10,1.9633332
2021-01-11,3.3133333
2021-01-12,4.0066667
2021-01-13,2.3433332
2021-01-14,0.8333333
2021-01-15,-0.003333335
2021-01-16,-0.35999998
2021-01-17,-0.22333334
2021-01-18,4.103333
2021-01-19,6.4133325
2021-01-20,8.213333
2021-01-21,7.7766666
2021-01-22,4.33
2021-01-23,1.9766666
2021-01-24,0.9166667
2021-01-25,0.7266667
2021-01-26,1.7433333
2021-01-27,1.9566666
2021-01-28,1.9566666
2021-01-29,-0.05333333
2021-01-30,-2.41
2021-01-31,-4.9066663
2021-02-01,-3.0
2021-02-02,-0.14666666
2021-02-03,3.6033332
2021-02-04,1.64
2021-02-05,1.5033332
2021-02-06,-0.49
2021-02-07,-4.92
2021-02-08,-5.273333
2021-02-09,-5.09
2021-02-10,-3.6666667
2021-02-11,-5.61
2021-02-12,-6.726667
2021-02-13,-8.47
2021-02-14,-6.0533333
2021-02-15,0.37
2021-02-16,3.83
2021-02-17,7.2866664
2021-02-18,8.093333
2021-02-19,6.9666667
2021-02-20,9.846666
2021-02-21,10.5199995
2021-02-22,10.403333
2021-02-23,12.389999
2021-02-24,13.22
2021-02-25,11.616666
2021-02-26,6.706667
2021-02-27,5.1733336
2021-02-28,2.8100002
2021-03-01,4.0866666
2021-03-02,4.0533333
2021-03-03,5.2333336
2021-03-04,3.2233334
2021-03-05,1.3466667
2021-03-06,2.493333
2021-03-07,2.8733332
2021-03-08,2.7299998
2021-03-09,2.0166667
2021-03-10,5.003333
2021-03-11,7.836666
2021-03-12,6.1666665
2021-03-13,5.6566663
2021-03-14,5.33
2021-03-15,5.043333
2021-03-16,4.7999997
2021-03-17,3.6733334
2021-03-18,2.993333
2021-03-19,2.3799999
2021-03-20,2.1366665
2021-03-21,5.61
2021-03-22,5.75
2021-03-23,6.5
2021-03-24,8.413333
2021-03-25,7.7766666
2021-03-26,9.713333
2021-03-27,5.74
2021-03-28,8.08
2021-03-29,13.026666
2021-03-30,13.139999
2021-03-31,13.47
2021-04-01,9.013333
2021-04-02,5.3466663
2021-04-03,6.7533326
2021-04-04,5.806667
2021-04-05,2.7466667
2021-04-06,1.1166667
2021-04-07,2.1433332
2021-04-08,4.0
2021-04-09,6.4133334
2021-04-10,5.646667
2021-04-11,5.19
2021-04-12,3.3566666
2021-04-13,4.0666666
2021-04-14,3.323333
2021-04-15,4.56
2021-04-16,7.1633334
2021-04-17,6.8566666
2021-04-18,9.839999
2021-04-19,9.833333
2021-04-20,10.503334
2021-04-21,7.0533333
2021-04-22,6.8766665
2021-04-23,7.4966664
2021-04-24,6.78
2021-04-25,7.066666
2021-04-26,6.0699997
2021-04-27,7.6
2021-04-28,10.453332
2021-04-29,9.406666
2021-04-30,9.216666
2021-05-01,8.926666
2021-05-02,6.31
2021-05-03,6.4599996
2021-05-04,8.783333
2021-05-05,6.9166665
2021-05-06,6.2099996
2021-05-07,6.7899995
2021-05-08,8.483334
2021-05-09,19.163332
2021-05-10,18.85
2021-05-11,12.79
2021-05-12,13.110001
2021-05-13,11.476666
2021-05-14,10.37
2021-05-15,10.123333
2021-05-16,11.459999
2021-05-17,10.836666
2021-05-18,11.133332
2021-05-19,9.776666
2021-05-20,11.233333
2021-05-21,11.533333
2021-05-22,10.406666
2021-05-23,10.216667
2021-05-24,13.07
2021-05-25,9.866666
2021-05-26,10.563333
2021-05-27,11.36
2021-05-28,11.726666
2021-05-29,11.09
2021-05-30,11.943333
2021-05-31,16.08
2021-06-01,17.903334
2021-06-02,18.26
2021-06-03,19.300001
2021-06-04,20.116667
2021-06-05,18.326666
2021-06-06,15.45
2021-06-07,15.68
2021-06-08,17.62
2021-06-09,19.84
2021-06-10,19.893333
2021-06-11,19.806665
2021-06-12,16.936666
2021-06-13,15.646667
2021-06-14,19.516666
2021-06-15,16.710001
2021-06-16,20.666666
2021-06-17,26.476667
2021-06-18,24.203333
2021-06-19,22.966665
2021-06-20,20.243334
2021-06-21,13.919999
2021-06-22,14.613334
2021-06-23,14.726666
2021-06-24,15.239999
2021-06-25,17.076668
2021-06-26,19.146667
2021-06-27,20.39
2021-06-28,21.873335
2021-06-29,18.993332
2021-06-30,16.013334
2021-07-01,16.756666
2021-07-02,16.806665
2021-07-03,18.19
2021-07-04,18.426666
2021-07-05,17.813334
2021-07-06,19.749998
2021-07-07,18.49
2021-07-08,19.746666
2021-07-09,18.160002
2021-07-10,17.396666
2021-07-11,19.396666
2021-07-12,20.796667
2021-07-13,21.63
2021-07-14,20.356667
2021-07-15,19.376665
2021-07-16,18.973333
2021-07-17,19.84
2021-07-18,19.22
2021-07-19,16.193335
2021-07-20,16.933334
2021-07-21,17.943335
2021-07-22,17.336668
2021-07-23,15.53
2021-07-24,19.773333
2021-07-25,21.656668
2021-07-26,21.173332
2021-07-27,19.393332
2021-07-28,18.613333
2021-07-29,17.21
2021-07-30,18.116667
2021-07-31,16.383331
2021-08-01,15.78
2021-08-02,14.893333
2021-08-03,16.1
2021-08-04,16.519999
2021-08-05,17.493334
2021-08-06,17.086666
2021-08-07,17.816666
2021-08-08,16.6
2021-08-09,16.229998
2021-08-10,15.573334
2021-08-11,17.033333
2021-08-12,19.143332
2021-08-13,19.02
2021-08-14,18.109999
2021-08-15,19.63
2021-08-16,15.246666
2021-08-17,14.886666
2021-08-18,16.406666
2021-08-19,16.156666
2021-08-20,16.713333
2021-08-21,17.993334
2021-08-22,17.65
2021-08-23,17.453333
2021-08-24,15.916667
2021-08-25,14.813333
2021-08-26,15.43
2021-08-27,15.163333
2021-08-28,15.446666
2021-08-29,15.889999
2021-08-30,16.936666
2021-08-31,16.476667
2021-09-01,15.833333
2021-09-02,14.44
2021-09-03,14.2
2021-09-04,15.423332
2021-09-05,13.843333
2021-09-06,14.580001
2021-09-07,16.64
2021-09-08,17.746666
2021-09-09,19.566666
2021-09-10,19.553331
2021-09-11,18.25
2021-09-12,17.283333
2021-09-13,15.056666
2021-09-14,16.339998
2021-09-15,17.783333
2021-09-16,15.686666
2021-09-17,14.399999
2021-09-18,13.786667
2021-09-19,12.673333
2021-09-20,11.883332
2021-09-21,12.683333
