time,DE94H
2021-05-12,14.545
2021-05-13,13.0725
2021-05-14,13.23
2021-05-15,13.2699995
2021-05-16,15.002499
2021-05-17,15.849999
2021-05-18,14.907499
2021-05-19,13.7125
2021-05-20,13.3925
2021-05-21,14.844999
2021-05-22,15.375
2021-05-23,17.6425
2021-05-24,18.232498
2021-05-25,16.7425
2021-05-26,16.125
2021-05-27,16.9
2021-05-28,15.3925
2021-05-29,16.155
2021-05-30,14.965
2021-05-31,14.4575
2021-06-01,14.5925
2021-06-02,16.98
2021-06-03,18.07
2021-06-04,18.9475
2021-06-05,19.797499
2021-06-06,18.505
2021-06-07,17.1725
2021-06-08,17.6125
2021-06-09,18.85
2021-06-10,19.05
2021-06-11,18.869999
2021-06-12,19.8525
2021-06-13,19.539999
2021-06-14,19.0
2021-06-15,19.939999
2021-06-16,19.4875
2021-06-17,20.8775
2021-06-18,21.2775
2021-06-19,22.3225
2021-06-20,24.0975
2021-06-21,25.095
2021-06-22,24.5875
2021-06-23,25.3025
2021-06-24,25.765
2021-06-25,24.182499
2021-06-26,22.925
2021-06-27,23.279999
2021-06-28,24.4725
2021-06-29,25.002499
2021-06-30,24.0
2021-07-01,22.1875
2021-07-02,22.1575
2021-07-03,23.14
2021-07-04,22.349998
2021-07-05,21.7775
2021-07-06,22.945
2021-07-07,25.8625
2021-07-08,26.7375
2021-07-09,24.8925
2021-07-10,22.934998
2021-07-11,23.2925
2021-07-12,23.5225
2021-07-13,24.467499
2021-07-14,21.634998
2021-07-15,22.24
2021-07-16,19.4475
2021-07-17,19.182499
2021-07-18,21.05
2021-07-19,21.8675
2021-07-20,22.529999
2021-07-21,22.75
2021-07-22,22.49
2021-07-23,23.202497
2021-07-24,24.222502
2021-07-25,26.24
2021-07-26,26.8675
2021-07-27,25.6675
2021-07-28,26.69
2021-07-29,25.63
2021-07-30,26.335
2021-07-31,26.6575
2021-08-01,27.449999
2021-08-02,23.9075
2021-08-03,23.4875
2021-08-04,25.830002
2021-08-05,23.485
2021-08-06,23.162498
2021-08-07,24.9525
2021-08-08,26.8875
2021-08-09,26.824999
2021-08-10,26.445
2021-08-11,26.977497
2021-08-12,26.7925
2021-08-13,26.685001
2021-08-14,26.932499
2021-08-15,27.037498
2021-08-16,27.164999
2021-08-17,24.055
2021-08-18,22.457499
2021-08-19,22.0525
2021-08-20,22.6125
2021-08-21,23.5925
2021-08-22,24.9575
2021-08-23,21.495
2021-08-24,21.43
2021-08-25,20.1975
2021-08-26,22.22
2021-08-27,20.0075
2021-08-28,18.4375
2021-08-29,17.83
2021-08-30,18.502499
2021-08-31,19.134998
2021-09-01,20.119999
2021-09-02,21.2275
2021-09-03,21.205002
2021-09-04,20.555
2021-09-05,21.4575
2021-09-06,21.380001
2021-09-07,21.195
2021-09-08,19.74
2021-09-09,20.182499
2021-09-10,21.525
2021-09-11,21.322498
2021-09-12,20.815
2021-09-13,21.2825
2021-09-14,22.0325
2021-09-15,23.627499
2021-09-16,21.782501
2021-09-17,21.1075
2021-09-18,21.4
2021-09-19,21.11
2021-09-20,19.7925
2021-09-21,17.24
2021-09-22,16.7125
2021-09-23,17.0625
2021-09-24,18.067501
2021-09-25,19.5775
2021-09-26,19.8475
2021-09-27,20.467499
2021-09-28,19.7625
2021-09-29,20.447498
2021-09-30,18.885
2021-10-01,18.765
2021-10-02,17.97
2021-10-03,20.095001
2021-10-04,21.0
2021-10-05,19.075
2021-10-06,17.97
2021-10-07,14.535
2021-10-08,14.379999
2021-10-09,13.2925
2021-10-10,12.5525
2021-10-11,12.9175
2021-10-12,12.64
2021-10-13,12.3475
2021-10-14,11.1025
2021-10-15,11.3975
2021-10-16,12.555
2021-10-17,14.5275
2021-10-18,14.469999
2021-10-19,14.599999
2021-10-20,14.2074995
2021-10-21,16.0175
2021-10-22,16.887499
2021-10-23,16.717499
2021-10-24,15.4275
2021-10-25,14.94
2021-10-26,14.709999
2021-10-27,14.5075
2021-10-28,13.66
2021-10-29,13.8575
2021-10-30,14.43
2021-10-31,15.485001
2021-11-01,15.195
2021-11-02,16.435
2021-11-03,16.5475
2021-11-04,16.502499
2021-11-05,13.75
2021-11-06,14.115
2021-11-07,16.2925
2021-11-08,13.495
2021-11-09,13.832499
2021-11-10,15.377499
2021-11-11,15.295
2021-11-12,15.377501
2021-11-13,15.407499
2021-11-14,12.88
2021-11-15,14.5824995
2021-11-16,11.849999
2021-11-17,12.559999
2021-11-18,12.249999
2021-11-19,11.7825
2021-11-20,13.7575
2021-11-21,13.5425
2021-11-22,12.59
2021-11-23,10.78
2021-11-24,11.304999
2021-11-25,11.714999
2021-11-26,11.884999
2021-11-27,13.16
2021-11-28,10.8225
2021-11-29,5.555
2021-11-30,5.8424997
2021-12-01,8.795
2021-12-02,9.719999
2021-12-03,7.5649996
2021-12-04,8.16
2021-12-05,10.1775
2021-12-06,6.6625004
2021-12-07,6.01
2021-12-08,7.4925
2021-12-09,8.535
2021-12-10,6.7025
2021-12-11,6.08
2021-12-12,4.9975
2021-12-13,7.4475
2021-12-14,8.2975
2021-12-15,8.3475
2021-12-16,9.2575
2021-12-17,9.690001
2021-12-18,7.4975
2021-12-19,9.2475
2021-12-20,7.7250004
2021-12-21,6.335
2021-12-22,5.8599997
2021-12-23,7.295
2021-12-24,10.9025
2021-12-25,10.9574995
2021-12-26,11.3375
2021-12-27,11.614999
2021-12-28,11.867499
2021-12-29,12.8325
2021-12-30,12.0475
2021-12-31,12.237499
