time,DE94H
2021-01-01,8.5125
2021-01-02,9.33
2021-01-03,8.955
2021-01-04,5.965
2021-01-05,5.13
2021-01-06,6.6499996
2021-01-07,5.8475
2021-01-08,6.285
2021-01-09,5.8925
2021-01-10,5.4925003
2021-01-11,4.3525
2021-01-12,4.6375
2021-01-13,5.0175
2021-01-14,5.3075
2021-01-15,4.7
2021-01-16,3.2525
2021-01-17,0.9275
2021-01-18,2.7374997
2021-01-19,4.165
2021-01-20,7.3199997
2021-01-21,11.8125
2021-01-22,12.469999
2021-01-23,10.075
2021-01-24,8.139999
2021-01-25,5.5874996
2021-01-26,4.4525
2021-01-27,3.77
2021-01-28,5.29
2021-01-29,8.777499
2021-01-30,11.242499
2021-01-31,8.389999
2021-02-01,7.62
2021-02-02,9.327499
2021-02-03,11.2325
2021-02-04,11.317499
2021-02-05,11.6075
2021-02-06,11.025
2021-02-07,12.744999
2021-02-08,9.795
2021-02-09,10.025
2021-02-10,9.8125
2021-02-11,10.179999
2021-02-12,3.35
2021-02-13,0.4525
2021-02-14,0.09749997
2021-02-15,1.05
2021-02-16,3.0575
2021-02-17,5.685
2021-02-18,7.7774997
2021-02-19,8.4025
2021-02-20,10.1775
2021-02-21,9.78
2021-02-22,10.625
2021-02-23,11.190001
2021-02-24,13.0275
2021-02-25,13.5875
2021-02-26,11.577499
2021-02-27,9.09
2021-02-28,7.6449995
2021-03-01,7.5125
2021-03-02,8.4625
2021-03-03,10.9425
2021-03-04,8.537499
2021-03-05,8.1375
2021-03-06,4.63
2021-03-07,4.5024996
2021-03-08,6.85
2021-03-09,6.5374994
2021-03-10,6.6
2021-03-11,6.6275
2021-03-12,9.585
2021-03-13,10.26
2021-03-14,7.7174997
2021-03-15,6.6625
2021-03-16,6.3424997
2021-03-17,4.8575
2021-03-18,3.975
2021-03-19,3.2024999
2021-03-20,4.25
2021-03-21,4.6425
2021-03-22,5.3325
2021-03-23,5.305
2021-03-24,6.745
2021-03-25,8.465
2021-03-26,9.179999
2021-03-27,10.0975
2021-03-28,11.587501
2021-03-29,11.715
2021-03-30,13.0425
2021-03-31,14.6675
2021-04-01,17.18
2021-04-02,14.415001
2021-04-03,11.94
2021-04-04,7.9900002
2021-04-05,7.8075
2021-04-06,6.095
2021-04-07,3.87
2021-04-08,5.8
2021-04-09,7.3824997
2021-04-10,8.3025
2021-04-11,10.169999
2021-04-12,11.305
2021-04-13,7.0649996
2021-04-14,6.0874996
2021-04-15,6.8099995
2021-04-16,7.6299996
2021-04-17,7.7574997
2021-04-18,8.049999
2021-04-19,7.6674995
2021-04-20,8.6525
2021-04-21,11.06
2021-04-22,10.049999
2021-04-23,11.195
2021-04-24,12.122499
2021-04-25,12.934999
2021-04-26,12.234999
2021-04-27,11.497499
2021-04-28,12.627501
2021-04-29,15.254999
2021-04-30,16.9875
2021-05-01,17.029999
2021-05-02,15.5525
2021-05-03,11.9625
2021-05-04,12.584999
2021-05-05,13.7725
2021-05-06,14.032499
2021-05-07,15.2225
2021-05-08,13.505
2021-05-09,15.4625
2021-05-10,16.3975
2021-05-11,17.102499
