time,FRL03
2021-01-01,8.523334
2021-01-02,5.9988885
2021-01-03,8.202222
2021-01-04,9.621111
2021-01-05,8.924443
2021-01-06,7.133333
2021-01-07,9.322223
2021-01-08,5.0777774
2021-01-09,3.0055554
2021-01-10,2.2266667
2021-01-11,2.298889
2021-01-12,2.7066665
2021-01-13,1.6333332
2021-01-14,1.3777777
2021-01-15,0.0100000035
2021-01-16,-2.891111
2021-01-17,-7.2644444
2021-01-18,-4.2344446
2021-01-19,-6.634444
2021-01-20,-0.8688889
2021-01-21,3.451111
2021-01-22,5.961111
2021-01-23,7.841111
2021-01-24,9.033333
2021-01-25,7.658889
2021-01-26,4.0699997
2021-01-27,1.7777778
2021-01-28,1.7488889
2021-01-29,0.41666666
2021-01-30,4.7999997
2021-01-31,2.8855555
2021-02-01,1.7144444
2021-02-02,1.9433331
2021-02-03,4.73
2021-02-04,8.131111
2021-02-05,7.1133337
2021-02-06,4.427778
2021-02-07,0.9644444
2021-02-08,5.3177776
2021-02-09,9.9
2021-02-10,11.773334
2021-02-11,10.36889
2021-02-12,1.5733333
2021-02-13,-4.237777
2021-02-14,-1.9244444
2021-02-15,-0.06888889
2021-02-16,-3.7588892
2021-02-17,-3.5555553
2021-02-18,1.9922221
2021-02-19,-2.9922223
2021-02-20,0.46111113
2021-02-21,4.341111
2021-02-22,2.3
2021-02-23,4.673333
2021-02-24,3.2699997
2021-02-25,8.102222
2021-02-26,10.84
2021-02-27,9.096666
2021-02-28,6.4766665
2021-03-01,3.96
2021-03-02,6.372222
2021-03-03,7.644444
2021-03-04,8.38
2021-03-05,10.477778
2021-03-06,7.328889
2021-03-07,2.9199998
2021-03-08,4.3855557
2021-03-09,3.3366666
2021-03-10,2.4466665
2021-03-11,1.24
2021-03-12,2.701111
2021-03-13,4.733333
2021-03-14,8.367778
2021-03-15,9.226667
2021-03-16,7.8855557
2021-03-17,5.3099995
2021-03-18,5.611111
2021-03-19,4.8433332
2021-03-20,4.157778
2021-03-21,4.381111
2021-03-22,4.372222
2021-03-23,4.9288893
