time,FRF24
2021-01-01,-1.2166667
2021-01-02,0.080000006
2021-01-03,2.3933332
2021-01-04,2.8633335
2021-01-05,1.3933333
2021-01-06,0.7166667
2021-01-07,0.22999997
2021-01-08,0.44999996
2021-01-09,-0.90333337
2021-01-10,-0.78
2021-01-11,-2.2566664
2021-01-12,-1.6666666
2021-01-13,-0.4766667
2021-01-14,-0.8233333
2021-01-15,-3.1766665
2021-01-16,-4.7866664
2021-01-17,-9.079999
2021-01-18,-11.996666
2021-01-19,-2.6366665
2021-01-20,3.72
2021-01-21,4.233333
2021-01-22,5.726667
2021-01-23,6.2533326
2021-01-24,2.1766665
2021-01-25,0.24333332
2021-01-26,-0.59666663
2021-01-27,-0.95666665
2021-01-28,-1.7833333
2021-01-29,-0.9266667
2021-01-30,-0.23333335
2021-01-31,-6.1433334
2021-02-01,-7.4566665
2021-02-02,-1.6833333
2021-02-03,4.846667
2021-02-04,4.023333
2021-02-05,0.15333332
2021-02-06,-1.3699999
2021-02-07,-5.2266665
2021-02-08,-7.463333
2021-02-09,-8.399999
2021-02-10,-6.976667
2021-02-11,-9.083333
2021-02-12,-11.673333
2021-02-13,-6.52
2021-02-14,-4.39
2021-02-15,-6.563333
2021-02-16,-5.31
2021-02-17,0.77666664
2021-02-18,2.4333332
2021-02-19,2.22
2021-02-20,3.1599998
2021-02-21,3.6466668
2021-02-22,5.223333
2021-02-23,4.83
2021-02-24,9.33
2021-02-25,9.133334
2021-02-26,8.806666
2021-02-27,5.563333
2021-02-28,4.6266665
2021-03-01,3.8799999
2021-03-02,5.14
2021-03-03,7.24
2021-03-04,6.2666664
2021-03-05,2.1499999
2021-03-06,-0.0133333355
2021-03-07,1.2233334
2021-03-08,0.3333333
2021-03-09,-1.5766667
2021-03-10,-0.9266667
2021-03-11,-0.29
2021-03-12,6.0466666
2021-03-13,6.1766663
2021-03-14,6.86
2021-03-15,4.5066667
2021-03-16,2.3433332
2021-03-17,3.3566666
2021-03-18,1.5033332
2021-03-19,-0.42
2021-03-20,-2.5533333
2021-03-21,-2.6033332
2021-03-22,1.6133333
2021-03-23,3.283333
2021-03-24,8.72
2021-03-25,7.056666
2021-03-26,8.709999
2021-03-27,13.06
2021-03-28,5.736666
2021-03-29,7.7033334
2021-03-30,13.683333
2021-03-31,13.996666
2021-04-01,14.176666
2021-04-02,8.646667
2021-04-03,4.273333
2021-04-04,3.3766668
2021-04-05,6.0633335
2021-04-06,6.293333
2021-04-07,5.6866665
2021-04-08,2.1699998
2021-04-09,5.2666664
2021-04-10,10.283333
2021-04-11,9.93
2021-04-12,8.426666
2021-04-13,2.9366665
2021-04-14,3.1899998
2021-04-15,1.8733333
2021-04-16,2.6066666
2021-04-17,3.8966665
2021-04-18,6.8099995
2021-04-19,8.453334
2021-04-20,8.61
2021-04-21,10.096666
2021-04-22,7.53
2021-04-23,4.8666663
2021-04-24,7.103333
2021-04-25,5.853333
2021-04-26,3.5199997
2021-04-27,4.4966664
2021-04-28,8.453333
2021-04-29,11.283333
2021-04-30,13.693334
2021-05-01,10.22
2021-05-02,8.533333
2021-05-03,7.19
2021-05-04,9.773334
2021-05-05,11.696667
2021-05-06,8.323333
2021-05-07,9.51
2021-05-08,7.81
2021-05-09,12.626666
2021-05-10,16.699999
2021-05-11,20.966667
2021-05-12,19.23
2021-05-13,17.213333
2021-05-14,13.136666
2021-05-15,13.209999
2021-05-16,13.360001
2021-05-17,11.496666
2021-05-18,12.54
2021-05-19,11.266666
2021-05-20,12.899999
2021-05-21,12.503333
2021-05-22,12.526666
2021-05-23,11.443333
2021-05-24,12.03
2021-05-25,13.346667
2021-05-26,12.243333
2021-05-27,14.153333
2021-05-28,11.216666
2021-05-29,11.63
2021-05-30,12.026666
