time,DE24A
2021-01-01,-4.0354285
2021-01-02,-4.012571
2021-01-03,-4.7164283
2021-01-04,-13.757713
2021-01-05,-11.483428
2021-01-06,-9.918715
2021-01-07,-8.726428
2021-01-08,-11.111856
2021-01-09,-18.771713
2021-01-10,-20.868856
2021-01-11,-15.738428
2021-01-12,-19.196
2021-01-13,-25.18857
2021-01-14,-30.005713
2021-01-15,-21.179428
2021-01-16,-13.452714
2021-01-17,-6.158857
2021-01-18,-5.201143
2021-01-19,-6.4252853
2021-01-20,-12.875856
2021-01-21,-14.570999
2021-01-22,-13.833142
2021-01-23,-11.247714
2021-01-24,-1.2652856
2021-01-25,-1.8281428
2021-01-26,-1.5971429
2021-01-27,-5.0241427
2021-01-28,-7.7110004
2021-01-29,-6.1414285
2021-01-30,-8.546286
2021-01-31,-8.372
2021-02-01,-12.175143
2021-02-02,-18.019142
2021-02-03,-18.94043
2021-02-04,-13.843857
2021-02-05,-14.071142
2021-02-06,-12.578142
2021-02-07,-8.903428
2021-02-08,-14.521856
2021-02-09,-21.584427
2021-02-10,-23.376572
2021-02-11,-19.678715
2021-02-12,-14.770714
2021-02-13,-10.867428
2021-02-14,-15.144001
2021-02-15,-13.003714
2021-02-16,-15.95443
2021-02-17,-26.085714
2021-02-18,-20.599142
2021-02-19,-16.389715
2021-02-20,-16.176712
2021-02-21,-16.957144
2021-02-22,-19.20957
2021-02-23,-17.046429
2021-02-24,-11.909856
2021-02-25,-3.6009998
2021-02-26,-0.038714286
2021-02-27,-1.6401428
2021-02-28,-0.652
2021-03-01,1.9219999
2021-03-02,-1.6448572
2021-03-03,-3.2331429
2021-03-04,-7.650429
2021-03-05,-11.710142
2021-03-06,-9.721
2021-03-07,-8.788285
2021-03-08,-17.290142
2021-03-09,-23.370571
2021-03-10,-20.301857
2021-03-11,-14.959286
2021-03-12,-9.137142
2021-03-13,-5.049857
2021-03-14,-0.93971425
2021-03-15,-0.3432857
2021-03-16,-1.1661428
2021-03-17,-5.75
2021-03-18,-9.373857
2021-03-19,-10.5224285
2021-03-20,-4.3454285
2021-03-21,-1.6994286
2021-03-22,-7.365143
2021-03-23,-3.1555712
2021-03-24,3.9767141
2021-03-25,1.8538572
2021-03-26,-0.7664286
2021-03-27,0.58299994
2021-03-28,4.3482857
2021-03-29,1.4315714
2021-03-30,2.9574287
2021-03-31,1.9827144
2021-04-01,0.9775713
2021-04-02,0.076857135
2021-04-03,0.14799999
2021-04-04,1.3467141
2021-04-05,1.1872858
2021-04-06,-0.4961428
2021-04-07,0.30542853
2021-04-08,-0.9634286
2021-04-09,-1.4449999
2021-04-10,1.1235714
2021-04-11,1.531
2021-04-12,1.6581427
2021-04-13,3.7125714
2021-04-14,0.5805714
2021-04-15,0.9082856
2021-04-16,2.8058572
2021-04-17,3.7312858
2021-04-18,4.687857
2021-04-19,5.622
2021-04-20,4.272143
2021-04-21,4.0354285
2021-04-22,2.7488568
2021-04-23,1.3058571
2021-04-24,2.0455713
2021-04-25,1.3501428
2021-04-26,0.8375714
2021-04-27,0.09885714
2021-04-28,-1.1472857
2021-04-29,-0.8048571
2021-04-30,0.203
2021-05-01,-1.1431428
2021-05-02,0.78671426
2021-05-03,2.8944283
2021-05-04,2.4747143
2021-05-05,0.39371428
2021-05-06,0.2905714
2021-05-07,-1.0414284
2021-05-08,2.3012857
2021-05-09,4.4145713
2021-05-10,5.153857
