time,FI1D1
2021-06-17,17.560001
2021-06-18,19.626665
2021-06-19,17.979998
2021-06-20,17.677778
2021-06-21,19.31889
2021-06-22,21.483332
2021-06-23,23.273335
2021-06-24,23.657778
2021-06-25,24.524443
2021-06-26,20.386667
2021-06-27,19.042223
2021-06-28,19.187777
2021-06-29,20.741112
2021-06-30,22.89111
2021-07-01,19.67111
2021-07-02,16.565556
2021-07-03,14.621111
2021-07-04,16.42222
2021-07-05,18.214443
2021-07-06,20.417778
2021-07-07,21.31111
2021-07-08,22.065557
2021-07-09,22.35111
2021-07-10,20.796667
2021-07-11,20.57111
2021-07-12,21.46
2021-07-13,21.263332
2021-07-14,23.21
2021-07-15,22.885555
2021-07-16,22.159998
2021-07-17,22.363333
2021-07-18,22.53111
2021-07-19,20.634443
2021-07-20,18.681112
2021-07-21,16.313332
2021-07-22,16.746666
2021-07-23,16.953333
2021-07-24,17.696665
2021-07-25,18.51111
2021-07-26,21.147778
2021-07-27,23.285553
2021-07-28,23.302223
2021-07-29,22.463335
2021-07-30,21.457777
2021-07-31,22.024445
2021-08-01,21.716667
2021-08-02,21.029999
2021-08-03,18.502222
2021-08-04,19.164442
2021-08-05,20.30889
2021-08-06,17.517776
2021-08-07,17.264444
2021-08-08,19.341112
2021-08-09,21.124445
2021-08-10,20.464443
2021-08-11,19.833332
2021-08-12,18.57778
2021-08-13,17.944447
2021-08-14,19.37111
2021-08-15,21.28222
2021-08-16,22.242222
2021-08-17,22.082222
2021-08-18,16.113333
2021-08-19,14.215555
2021-08-20,16.293335
2021-08-21,17.115555
2021-08-22,17.855555
2021-08-23,18.953333
2021-08-24,18.094444
2021-08-25,14.863334
2021-08-26,14.184444
2021-08-27,13.342222
2021-08-28,13.531111
2021-08-29,13.674445
2021-08-30,14.450001
2021-08-31,13.012221
2021-09-01,13.711111
2021-09-02,12.929999
2021-09-03,12.633332
2021-09-04,13.663333
2021-09-05,12.835556
2021-09-06,11.679999
2021-09-07,12.151112
2021-09-08,13.756667
2021-09-09,14.22
2021-09-10,14.841112
2021-09-11,15.923333
2021-09-12,15.935554
2021-09-13,16.42
2021-09-14,16.772223
2021-09-15,16.676666
2021-09-16,17.312222
2021-09-17,17.515556
2021-09-18,14.240001
2021-09-19,11.515554
2021-09-20,8.928889
2021-09-21,7.106667
2021-09-22,5.8622227
2021-09-23,7.118889
2021-09-24,9.397778
2021-09-25,11.291111
2021-09-26,14.668888
2021-09-27,13.98
2021-09-28,12.38111
2021-09-29,10.896665
2021-09-30,10.178888
2021-10-01,11.053334
2021-10-02,9.948889
2021-10-03,10.533333
2021-10-04,11.328888
2021-10-05,11.561111
2021-10-06,9.658889
2021-10-07,8.637777
2021-10-08,5.7233334
2021-10-09,4.245556
2021-10-10,6.384444
2021-10-11,7.226667
2021-10-12,7.2799997
2021-10-13,5.382222
2021-10-14,4.626667
2021-10-15,5.6588883
2021-10-16,7.591111
2021-10-17,7.1966662
2021-10-18,6.211111
2021-10-19,6.5955553
2021-10-20,7.8955545
2021-10-21,10.055555
2021-10-22,11.503333
2021-10-23,8.567778
2021-10-24,3.8922222
2021-10-25,3.571111
2021-10-26,5.698889
2021-10-27,5.6688886
2021-10-28,6.5077777
2021-10-29,8.493334
2021-10-30,9.736667
2021-10-31,7.633333
2021-11-01,4.8944435
2021-11-02,5.1877775
2021-11-03,7.4500003
2021-11-04,11.921111
2021-11-05,12.452221
2021-11-06,8.788888
2021-11-07,6.913333
2021-11-08,6.4144444
2021-11-09,3.9922218
2021-11-10,2.5966666
2021-11-11,2.3166668
2021-11-12,2.9099998
2021-11-13,4.4644446
2021-11-14,5.582222
2021-11-15,4.4466662
2021-11-16,4.372222
2021-11-17,1.8211112
2021-11-18,0.60222214
2021-11-19,2.4677777
2021-11-20,6.204444
2021-11-21,4.886667
2021-11-22,2.048889
2021-11-23,2.1577775
2021-11-24,0.17333333
2021-11-25,-0.33777776
2021-11-26,3.212222
2021-11-27,5.8766665
2021-11-28,6.1355553
2021-11-29,4.793333
2021-11-30,-0.5288888
2021-12-01,1.0333333
2021-12-02,3.993333
2021-12-03,2.0655553
2021-12-04,-2.7188885
2021-12-05,-0.95222217
2021-12-06,1.9444444
2021-12-07,0.026666693
2021-12-08,-0.2622222
2021-12-09,0.2211111
2021-12-10,2.7544446
2021-12-11,2.0688887
2021-12-12,2.381111
2021-12-13,0.6922223
2021-12-14,-0.93
2021-12-15,-1.121111
2021-12-16,-0.093333334
2021-12-17,0.4711111
2021-12-18,0.08444444
2021-12-19,2.4555557
2021-12-20,-0.7433333
2021-12-21,-5.466666
2021-12-22,-8.514445
2021-12-23,-7.9466662
2021-12-24,-2.11
2021-12-25,2.5233333
2021-12-26,0.86
2021-12-27,-0.67333335
2021-12-28,-0.99888885
2021-12-29,-0.13333334
2021-12-30,0.6877778
2021-12-31,2.8055556
