time,FI1D1
2021-01-01,2.7166667
2021-01-02,1.3966666
2021-01-03,2.5688887
2021-01-04,3.6633334
2021-01-05,4.074445
2021-01-06,1.2766665
2021-01-07,2.707778
2021-01-08,-1.0433333
2021-01-09,-2.4233332
2021-01-10,-3.4855554
2021-01-11,-3.3477774
2021-01-12,-1.8122221
2021-01-13,-1.5977777
2021-01-14,-3.4822223
2021-01-15,-4.9433327
2021-01-16,-10.082222
2021-01-17,-10.115556
2021-01-18,-10.845554
2021-01-19,-10.797778
2021-01-20,-4.0133333
2021-01-21,1.5322223
2021-01-22,2.583333
2021-01-23,3.7833333
2021-01-24,4.695555
2021-01-25,2.1133332
2021-01-26,-1.9099998
2021-01-27,-3.4977777
2021-01-28,-3.444444
2021-01-29,-2.6533332
2021-01-30,0.88333327
2021-01-31,0.5511111
2021-02-01,0.2633333
2021-02-02,1.3188888
2021-02-03,2.5233333
2021-02-04,6.7322216
2021-02-05,3.831111
2021-02-06,3.0744445
2021-02-07,3.6599998
2021-02-08,5.411111
2021-02-09,3.87
2021-02-10,5.097778
2021-02-11,2.0855553
2021-02-12,-9.223332
2021-02-13,-10.911112
2021-02-14,-7.7200003
2021-02-15,-5.7799993
2021-02-16,-6.7022223
2021-02-17,-4.5333333
2021-02-18,-2.0622222
2021-02-19,-3.39
2021-02-20,0.99888885
2021-02-21,1.358889
2021-02-22,2.64
2021-02-23,3.9733336
2021-02-24,4.185556
2021-02-25,7.3344445
2021-02-26,7.4133334
2021-02-27,4.72
2021-02-28,2.7422223
2021-03-01,3.1644444
2021-03-02,3.821111
2021-03-03,4.821111
2021-03-04,4.134444
2021-03-05,4.0899997
2021-03-06,-0.14333332
2021-03-07,-2.006667
2021-03-08,-0.6922222
2021-03-09,-1.2966666
2021-03-10,-1.2933333
2021-03-11,-1.6633333
2021-03-12,1.1322222
2021-03-13,3.512222
2021-03-14,5.031111
2021-03-15,4.08
2021-03-16,1.3277776
2021-03-17,0.74222225
2021-03-18,0.8377777
2021-03-19,-1.0077777
2021-03-20,-1.8166665
2021-03-21,-1.4911112
2021-03-22,-0.7733333
2021-03-23,-0.97111106
2021-03-24,-0.5444444
2021-03-25,0.7699999
2021-03-26,3.191111
2021-03-27,5.6844435
2021-03-28,5.1233335
2021-03-29,3.8700001
2021-03-30,6.5244446
2021-03-31,7.9611106
2021-04-01,10.597777
2021-04-02,8.928889
2021-04-03,4.7822223
2021-04-04,2.7811112
2021-04-05,3.9611113
2021-04-06,3.5022218
2021-04-07,1.0566667
2021-04-08,0.22777772
2021-04-09,2.4533334
2021-04-10,5.2077775
2021-04-11,8.742222
2021-04-12,12.233334
2021-04-13,10.4
2021-04-14,5.3488894
2021-04-15,2.72
2021-04-16,2.5466666
2021-04-17,4.5677776
2021-04-18,5.5822225
2021-04-19,7.2255545
2021-04-20,8.044444
2021-04-21,8.03111
2021-04-22,8.676666
2021-04-23,7.217777
2021-04-24,5.583333
2021-04-25,7.0155554
2021-04-26,5.954444
2021-04-27,5.2011113
2021-04-28,7.25
2021-04-29,11.349999
2021-04-30,13.276666
2021-05-01,13.774444
2021-05-02,16.664446
2021-05-03,11.113333
2021-05-04,8.247778
2021-05-05,12.926666
2021-05-06,10.335555
2021-05-07,9.764444
2021-05-08,8.343333
2021-05-09,7.837778
2021-05-10,13.635554
2021-05-11,15.722222
2021-05-12,16.550001
2021-05-13,14.036666
2021-05-14,12.375555
2021-05-15,13.722222
2021-05-16,13.432223
2021-05-17,13.456667
2021-05-18,11.69
2021-05-19,12.5211115
2021-05-20,10.368888
2021-05-21,12.34
2021-05-22,12.752223
2021-05-23,14.937778
2021-05-24,13.667778
2021-05-25,17.357777
2021-05-26,15.455555
2021-05-27,15.074444
2021-05-28,14.515555
2021-05-29,12.74
2021-05-30,11.586666
2021-05-31,10.246666
2021-06-01,9.81
2021-06-02,10.092221
2021-06-03,12.475556
2021-06-04,14.606666
2021-06-05,14.356666
2021-06-06,15.284444
2021-06-07,15.898889
2021-06-08,16.365555
2021-06-09,16.812222
2021-06-10,15.564445
2021-06-11,15.720001
2021-06-12,16.074444
2021-06-13,14.154446
2021-06-14,12.171111
2021-06-15,14.562222
2021-06-16,17.121109
