time,FRI33
2021-01-01,-1.618
2021-01-02,-0.5659999
2021-01-03,0.266
2021-01-04,0.43799996
2021-01-05,0.644
2021-01-06,0.95199996
2021-01-07,-0.0020000055
2021-01-08,0.024000004
2021-01-09,0.058
2021-01-10,0.098
2021-01-11,-0.858
2021-01-12,-0.21399999
2021-01-13,-0.576
2021-01-14,-1.29
2021-01-15,-3.106
2021-01-16,-3.9219997
2021-01-17,-10.6
2021-01-18,-13.137999
2021-01-19,-5.4379997
2021-01-20,1.54
2021-01-21,3.848
2021-01-22,5.676
2021-01-23,2.9359996
2021-01-24,1.558
2021-01-25,0.732
2021-01-26,0.34999996
2021-01-27,0.324
2021-01-28,-0.48400003
2021-01-29,-0.91800004
2021-01-30,-2.184
2021-01-31,-4.1519995
2021-02-01,-5.4040003
2021-02-02,-2.336
2021-02-03,0.34199998
2021-02-04,-0.576
2021-02-05,-5.7920003
2021-02-06,-6.66
2021-02-07,-9.4539995
2021-02-08,-11.278
2021-02-09,-8.25
2021-02-10,-9.76
2021-02-11,-9.912
2021-02-12,-9.127999
2021-02-13,-4.4399996
2021-02-14,-2.282
2021-02-15,-3.8040001
2021-02-16,-4.83
2021-02-17,-1.168
2021-02-18,-2.034
2021-02-19,-0.582
2021-02-20,2.794
2021-02-21,3.144
2021-02-22,3.2859998
2021-02-23,3.5619998
2021-02-24,8.26
2021-02-25,8.414
2021-02-26,6.378
2021-02-27,5.24
2021-02-28,3.0119998
2021-03-01,3.7219996
2021-03-02,3.7
2021-03-03,3.2059999
2021-03-04,2.402
2021-03-05,0.072
2021-03-06,-0.077999994
2021-03-07,2.1679997
2021-03-08,0.045999996
2021-03-09,-2.1339998
2021-03-10,-0.55799997
2021-03-11,-0.43199998
2021-03-12,5.566
2021-03-13,5.778
2021-03-14,5.2
2021-03-15,3.77
2021-03-16,3.4019997
2021-03-17,3.0839999
2021-03-18,1.292
2021-03-19,-0.688
2021-03-20,-1.832
2021-03-21,1.9139999
2021-03-22,2.74
2021-03-23,5.008
2021-03-24,4.864
2021-03-25,7.28
2021-03-26,8.356
2021-03-27,10.492
2021-03-28,6.456
2021-03-29,8.712
2021-03-30,13.857999
2021-03-31,13.081999
2021-04-01,10.931999
2021-04-02,5.4259996
2021-04-03,4.0299997
2021-04-04,3.52
2021-04-05,4.4
2021-04-06,3.188
2021-04-07,2.656
2021-04-08,4.406
2021-04-09,6.028
2021-04-10,5.496
2021-04-11,11.877999
2021-04-12,9.07
2021-04-13,5.736
2021-04-14,4.906
2021-04-15,3.4220002
2021-04-16,5.754
2021-04-17,8.334
2021-04-18,10.01
2021-04-19,11.636
2021-04-20,10.521999
2021-04-21,10.24
2021-04-22,7.604
2021-04-23,5.996
2021-04-24,5.796
2021-04-25,3.834
2021-04-26,2.566
2021-04-27,4.158
2021-04-28,7.482
2021-04-29,11.447999
2021-04-30,9.075999
2021-05-01,6.872
2021-05-02,6.7739997
2021-05-03,6.852
2021-05-04,7.91
2021-05-05,11.906
2021-05-06,9.13
2021-05-07,6.8199997
2021-05-08,7.84
2021-05-09,12.457999
2021-05-10,18.244
2021-05-11,20.810001
2021-05-12,21.284
2021-05-13,17.796
2021-05-14,14.403999
2021-05-15,13.951999
2021-05-16,14.24
2021-05-17,12.937999
2021-05-18,12.951999
