time,DE300
2021-01-01,3.1933334
2021-01-02,6.0499997
2021-01-03,6.525
2021-01-04,5.3716664
2021-01-05,5.155
2021-01-06,4.665
2021-01-07,3.2133331
2021-01-08,1.3116666
2021-01-09,0.13166668
2021-01-10,-1.1750001
2021-01-11,-0.35166666
2021-01-12,-0.44666663
2021-01-13,0.82333326
2021-01-14,0.45000002
2021-01-15,-1.3533334
2021-01-16,-3.9516666
2021-01-17,-4.2516665
2021-01-18,-7.021666
2021-01-19,-1.125
2021-01-20,3.3033333
2021-01-21,5.03
2021-01-22,6.7949996
2021-01-23,8.711667
2021-01-24,6.863333
2021-01-25,2.5933335
2021-01-26,1.4333333
2021-01-27,-0.095
2021-01-28,-0.99666667
2021-01-29,3.04
2021-01-30,6.3766665
2021-01-31,0.52833337
2021-02-01,-0.7833333
2021-02-02,0.7849999
2021-02-03,6.278333
2021-02-04,11.6449995
2021-02-05,7.3000007
2021-02-06,6.068333
2021-02-07,6.986666
2021-02-08,6.8316665
2021-02-09,5.1566663
2021-02-10,6.6566663
2021-02-11,-0.8883333
2021-02-12,-5.9566665
2021-02-13,-6.5816665
2021-02-14,-3.1433332
2021-02-15,-1.8549999
2021-02-16,-2.2633333
2021-02-17,1.9033332
2021-02-18,5.845
2021-02-19,3.6133335
2021-02-20,3.8649998
2021-02-21,4.4866667
2021-02-22,6.6649995
2021-02-23,7.8116665
2021-02-24,8.543333
2021-02-25,9.958333
2021-02-26,10.696667
2021-02-27,7.625
2021-02-28,5.0133333
2021-03-01,4.8316665
2021-03-02,5.02
2021-03-03,7.4149995
2021-03-04,7.89
2021-03-05,7.213333
2021-03-06,3.575
2021-03-07,1.685
2021-03-08,2.6
2021-03-09,1.4200001
2021-03-10,1.9716667
2021-03-11,1.5749998
2021-03-12,7.935
2021-03-13,9.23
2021-03-14,9.465
2021-03-15,6.188333
2021-03-16,5.9466667
2021-03-17,5.72
2021-03-18,4.12
2021-03-19,3.05
2021-03-20,2.0183334
2021-03-21,1.2833333
2021-03-22,2.5466666
2021-03-23,3.9133332
2021-03-24,6.056667
2021-03-25,4.1466665
2021-03-26,6.7683334
2021-03-27,9.776667
2021-03-28,9.868333
2021-03-29,8.581666
2021-03-30,12.165001
2021-03-31,14.891665
2021-04-01,14.419999
2021-04-02,14.2
2021-04-03,8.506666
2021-04-04,5.933333
2021-04-05,5.741667
2021-04-06,4.898333
2021-04-07,3.29
2021-04-08,3.14
2021-04-09,5.1983333
2021-04-10,9.521667
2021-04-11,10.678333
2021-04-12,13.778333
2021-04-13,7.4583335
2021-04-14,4.7599998
2021-04-15,5.123333
2021-04-16,4.23
2021-04-17,6.728334
2021-04-18,7.373333
2021-04-19,8.673333
2021-04-20,10.378333
2021-04-21,11.535
2021-04-22,12.674999
2021-04-23,9.969999
2021-04-24,9.386666
2021-04-25,10.275001
2021-04-26,8.448333
2021-04-27,9.796666
2021-04-28,11.295001
2021-04-29,15.799999
2021-04-30,17.506668
2021-05-01,18.841665
2021-05-02,20.159998
2021-05-03,11.766666
2021-05-04,11.358333
2021-05-05,16.066668
2021-05-06,12.2716675
2021-05-07,11.884999
2021-05-08,10.576667
2021-05-09,12.245
2021-05-10,17.366667
2021-05-11,19.273333
2021-05-12,17.983332
2021-05-13,15.213333
2021-05-14,15.13
2021-05-15,15.4783325
2021-05-16,15.498333
2021-05-17,13.556666
2021-05-18,14.974998
2021-05-19,12.491666
2021-05-20,12.751666
2021-05-21,14.066666
2021-05-22,15.428332
2021-05-23,17.826666
2021-05-24,13.334999
2021-05-25,17.835
2021-05-26,14.561666
2021-05-27,15.333333
2021-05-28,16.58
2021-05-29,15.028333
2021-05-30,13.693334
2021-05-31,13.043332
2021-06-01,14.506665
2021-06-02,14.646667
2021-06-03,15.435
2021-06-04,17.726667
2021-06-05,19.288332
2021-06-06,20.866667
2021-06-07,19.621666
2021-06-08,20.66
2021-06-09,21.32
2021-06-10,21.07
2021-06-11,19.823332
2021-06-12,20.636665
2021-06-13,20.050001
2021-06-14,15.845
2021-06-15,18.263332
2021-06-16,20.966667
2021-06-17,22.426666
2021-06-18,22.961664
2021-06-19,24.136667
2021-06-20,23.57
2021-06-21,24.886665
2021-06-22,27.733332
2021-06-23,28.341667
2021-06-24,28.695
2021-06-25,28.87
2021-06-26,24.40333
2021-06-27,23.585001
2021-06-28,25.01333
2021-06-29,27.088333
2021-06-30,28.431665
2021-07-01,23.646666
2021-07-02,20.861666
2021-07-03,21.581665
2021-07-04,21.88833
2021-07-05,23.241663
2021-07-06,24.896667
2021-07-07,26.308334
2021-07-08,28.345
2021-07-09,29.038336
2021-07-10,24.843332
2021-07-11,25.518333
2021-07-12,25.435
2021-07-13,27.779999
2021-07-14,30.339998
2021-07-15,26.408333
2021-07-16,25.376665
2021-07-17,25.338333
2021-07-18,25.814997
2021-07-19,22.76333
2021-07-20,23.478333
2021-07-21,21.095001
2021-07-22,21.495
2021-07-23,21.909998
2021-07-24,23.179998
2021-07-25,25.063334
2021-07-26,27.571665
2021-07-27,27.596664
2021-07-28,28.788332
2021-07-29,27.158333
2021-07-30,25.998331
2021-07-31,26.18
2021-08-01,26.761667
2021-08-02,22.699999
2021-08-03,22.371666
2021-08-04,23.991669
2021-08-05,22.421667
2021-08-06,21.088331
2021-08-07,21.955002
2021-08-08,26.074999
2021-08-09,25.598333
2021-08-10,25.433332
2021-08-11,24.685
2021-08-12,23.703333
2021-08-13,24.118332
2021-08-14,26.39833
2021-08-15,27.824999
2021-08-16,28.865
2021-08-17,22.44
2021-08-18,18.769999
2021-08-19,18.92
2021-08-20,20.519999
2021-08-21,21.793333
2021-08-22,23.001665
2021-08-23,24.211664
2021-08-24,20.855
2021-08-25,17.429998
2021-08-26,17.761665
2021-08-27,15.4783325
2021-08-28,14.768333
2021-08-29,16.868332
2021-08-30,17.456665
2021-08-31,17.845
2021-09-01,18.021666
2021-09-02,17.433332
2021-09-03,18.036667
2021-09-04,17.741667
2021-09-05,18.644999
2021-09-06,17.166666
2021-09-07,16.99
2021-09-08,17.713333
2021-09-09,17.826666
2021-09-10,18.22
2021-09-11,18.796665
2021-09-12,19.538332
2021-09-13,20.613333
2021-09-14,21.168333
2021-09-15,22.091665
2021-09-16,23.443335
2021-09-17,22.534998
2021-09-18,17.255
2021-09-19,16.63
2021-09-20,12.588333
2021-09-21,12.078334
2021-09-22,11.456666
2021-09-23,11.918332
2021-09-24,16.285
2021-09-25,17.904999
2021-09-26,19.771666
2021-09-27,18.696665
2021-09-28,18.488333
2021-09-29,16.271667
2021-09-30,14.631665
2021-10-01,15.389999
2021-10-02,14.501666
2021-10-03,15.408333
2021-10-04,16.873331
2021-10-05,17.578333
2021-10-06,14.965
2021-10-07,14.156667
2021-10-08,11.908333
2021-10-09,8.613334
2021-10-10,8.974999
2021-10-11,9.964999
2021-10-12,11.043332
2021-10-13,8.318334
2021-10-14,6.918333
2021-10-15,7.5616665
2021-10-16,11.053333
2021-10-17,9.36
2021-10-18,9.143333
2021-10-19,9.348332
2021-10-20,11.724999
2021-10-21,14.211666
2021-10-22,14.101666
2021-10-23,11.428333
2021-10-24,7.043333
2021-10-25,7.411667
2021-10-26,8.133333
2021-10-27,7.515
2021-10-28,7.468333
2021-10-29,9.15
2021-10-30,10.653333
2021-10-31,9.541667
2021-11-01,9.398334
2021-11-02,8.898334
2021-11-03,8.865
2021-11-04,16.816668
2021-11-05,10.48
2021-11-06,7.983333
2021-11-07,8.791667
2021-11-08,8.661667
2021-11-09,7.929999
2021-11-10,5.8700004
2021-11-11,5.433333
2021-11-12,3.7633333
2021-11-13,2.765
2021-11-14,6.895
2021-11-15,5.8799996
2021-11-16,6.123333
2021-11-17,5.1
2021-11-18,5.185
2021-11-19,5.903333
2021-11-20,8.4783325
2021-11-21,5.815
2021-11-22,3.9449997
2021-11-23,5.771666
2021-11-24,1.4866667
2021-11-25,3.1449997
2021-11-26,5.81
2021-11-27,5.611666
2021-11-28,8.97
2021-11-29,4.515
2021-11-30,2.465
2021-12-01,6.28
2021-12-02,8.663333
