time,FRI31
2021-01-01,-1.3455557
2021-01-02,-0.3811111
2021-01-03,2.331111
2021-01-04,1.8688889
2021-01-05,0.9277777
2021-01-06,0.49444443
2021-01-07,0.097777784
2021-01-08,0.22777778
2021-01-09,-0.7066667
2021-01-10,-0.38666666
2021-01-11,-2.2988892
2021-01-12,-0.045555558
2021-01-13,0.63
2021-01-14,-0.43555558
2021-01-15,-2.1622221
2021-01-16,-3.781111
2021-01-17,-10.2288885
2021-01-18,-8.387776
2021-01-19,0.25777778
2021-01-20,5.602222
2021-01-21,5.7899995
2021-01-22,7.798888
2021-01-23,5.9688888
2021-01-24,1.271111
2021-01-25,0.28777775
2021-01-26,-0.10111111
2021-01-27,-0.2822222
2021-01-28,0.22999996
2021-01-29,-0.78
2021-01-30,-1.1466666
2021-01-31,-6.438888
2021-02-01,-6.9222217
2021-02-02,1.321111
2021-02-03,6.568888
2021-02-04,4.327778
2021-02-05,0.5111111
2021-02-06,-1.5911112
2021-02-07,-6.24
2021-02-08,-8.331112
2021-02-09,-8.411112
2021-02-10,-8.691111
2021-02-11,-9.068889
2021-02-12,-9.768888
2021-02-13,-5.143333
2021-02-14,-5.1788883
2021-02-15,-7.417778
2021-02-16,-2.192222
2021-02-17,2.992222
2021-02-18,3.6911108
2021-02-19,3.7866664
2021-02-20,3.5222223
2021-02-21,4.4277773
2021-02-22,4.6555557
2021-02-23,6.9111114
2021-02-24,10.307777
2021-02-25,10.423332
2021-02-26,6.9266667
2021-02-27,4.95
2021-02-28,4.4066663
2021-03-01,2.712222
2021-03-02,4.7566667
2021-03-03,7.061111
2021-03-04,6.1366663
2021-03-05,0.8833333
2021-03-06,0.3511111
2021-03-07,0.9322221
2021-03-08,-0.22222222
2021-03-09,-1.501111
2021-03-10,-0.42
2021-03-11,2.774444
2021-03-12,6.1433334
2021-03-13,7.249999
2021-03-14,6.1277776
2021-03-15,3.8533335
2021-03-16,2.8988886
2021-03-17,2.7277777
2021-03-18,0.9322221
2021-03-19,0.27666667
2021-03-20,-3.478889
2021-03-21,0.61444443
2021-03-22,1.6077777
2021-03-23,4.133333
2021-03-24,5.117778
2021-03-25,7.2311115
2021-03-26,10.542222
2021-03-27,9.944446
2021-03-28,5.6122217
2021-03-29,9.927776
2021-03-30,14.164444
2021-03-31,14.335554
2021-04-01,13.798888
2021-04-02,7.1011105
2021-04-03,4.051111
2021-04-04,3.8744442
2021-04-05,5.638889
2021-04-06,1.5433333
2021-04-07,2.1477778
2021-04-08,2.622222
2021-04-09,7.298889
2021-04-10,9.241111
2021-04-11,11.18111
2021-04-12,6.1244445
2021-04-13,3.3
2021-04-14,3.5144446
2021-04-15,1.7599998
2021-04-16,2.9299998
2021-04-17,4.602222
2021-04-18,6.245556
2021-04-19,7.993334
2021-04-20,8.737778
2021-04-21,10.178888
2021-04-22,7.404444
2021-04-23,5.5266666
2021-04-24,7.5977783
2021-04-25,6.0122223
2021-04-26,4.4344444
2021-04-27,4.7499995
2021-04-28,9.841111
2021-04-29,13.176667
2021-04-30,12.19
2021-05-01,10.1
2021-05-02,8.433333
2021-05-03,6.928889
2021-05-04,12.179999
2021-05-05,10.446667
2021-05-06,9.481111
2021-05-07,8.994445
2021-05-08,8.053333
2021-05-09,15.416667
2021-05-10,19.064445
2021-05-11,21.724443
2021-05-12,19.034443
2021-05-13,14.756666
2021-05-14,12.376666
2021-05-15,13.00111
2021-05-16,13.046667
2021-05-17,12.209999
