time,DE718
2021-01-01,-1.4487499
2021-01-02,0.48375002
2021-01-03,0.7987499
2021-01-04,-1.0
2021-01-05,-0.4625001
2021-01-06,-0.94999987
2021-01-07,-2.48
2021-01-08,-3.6362498
2021-01-09,-3.82125
2021-01-10,-4.20375
2021-01-11,-5.1587496
2021-01-12,-2.97
2021-01-13,-0.40374997
2021-01-14,-0.61
2021-01-15,-2.3312497
2021-01-16,-3.8162498
2021-01-17,-2.29375
2021-01-18,-3.16625
2021-01-19,-3.8237495
2021-01-20,-1.96125
2021-01-21,0.9125
2021-01-22,2.535
2021-01-23,2.1475
2021-01-24,-1.62875
2021-01-25,-2.24875
2021-01-26,-1.4074999
2021-01-27,-2.52375
2021-01-28,0.5775
2021-01-29,1.10125
2021-01-30,2.50125
2021-01-31,3.30125
2021-02-01,1.8262501
2021-02-02,1.8449999
2021-02-03,2.8049996
2021-02-04,4.67375
2021-02-05,5.25875
2021-02-06,5.88375
2021-02-07,5.99625
2021-02-08,4.995
2021-02-09,4.56
2021-02-10,4.44125
2021-02-11,1.8062499
2021-02-12,-2.375
2021-02-13,-4.8875
2021-02-14,-5.44625
2021-02-15,-2.8225
2021-02-16,2.29125
2021-02-17,4.6775
2021-02-18,3.8237498
2021-02-19,4.7925
2021-02-20,4.6275
2021-02-21,3.73125
2021-02-22,4.30375
2021-02-23,5.42
2021-02-24,6.76125
2021-02-25,7.6812496
2021-02-26,8.0512495
2021-02-27,6.8962502
2021-02-28,4.0875
2021-03-01,3.9787498
2021-03-02,5.0175
2021-03-03,5.1375
2021-03-04,5.8987503
2021-03-05,6.3475
2021-03-06,3.1275
2021-03-07,2.6574998
2021-03-08,3.6999998
2021-03-09,3.6725001
2021-03-10,3.9424999
2021-03-11,4.8312497
2021-03-12,7.155
2021-03-13,5.7874994
2021-03-14,5.29625
2021-03-15,4.46
2021-03-16,4.8925
2021-03-17,4.42375
2021-03-18,1.8637499
2021-03-19,0.255
2021-03-20,-0.02124989
2021-03-21,0.09374994
2021-03-22,2.7487497
2021-03-23,3.5175
2021-03-24,5.6337495
2021-03-25,7.5187497
2021-03-26,8.485
2021-03-27,8.03625
2021-03-28,8.51375
2021-03-29,10.276249
2021-03-30,11.89375
2021-03-31,12.59
2021-04-01,14.2675
2021-04-02,13.95
2021-04-03,9.12125
2021-04-04,6.1662493
2021-04-05,7.02375
2021-04-06,3.86875
2021-04-07,1.0662498
2021-04-08,4.14375
2021-04-09,5.9762497
2021-04-10,7.2125
2021-04-11,7.1575
2021-04-12,7.27375
2021-04-13,4.54875
2021-04-14,3.53375
2021-04-15,3.6350002
2021-04-16,3.965
2021-04-17,4.96375
