time,BE345
2021-01-01,4.015
2021-01-02,1.665
2021-01-03,2.815
2021-01-04,1.9749999
2021-01-05,1.55
2021-01-06,1.15
2021-01-07,-0.14499998
2021-01-08,0.0
2021-01-09,0.105
2021-01-10,1.2049999
2021-01-11,2.45
2021-01-12,3.955
2021-01-13,5.8999996
2021-01-14,6.47
2021-01-15,7.375
2021-01-16,6.93
2021-01-17,6.3
2021-01-18,6.6949997
2021-01-19,7.7599993
2021-01-20,10.264999
2021-01-21,12.105
2021-01-22,8.695
2021-01-23,7.37
2021-01-24,7.9699993
2021-01-25,7.2749996
2021-01-26,7.415
2021-01-27,12.51
2021-01-28,13.295
2021-01-29,13.57
2021-01-30,12.15
2021-01-31,10.485
2021-02-01,11.745
2021-02-02,13.465
2021-02-03,13.334999
2021-02-04,11.385
2021-02-05,10.129999
2021-02-06,7.58
2021-02-07,7.3949995
2021-02-08,9.115
2021-02-09,9.08
2021-02-10,7.4449997
2021-02-11,10.15
2021-02-12,10.469999
2021-02-13,9.014999
2021-02-14,9.875
2021-02-15,10.94
2021-02-16,11.655
2021-02-17,11.975
2021-02-18,11.6449995
2021-02-19,14.085
2021-02-20,16.56
2021-02-21,11.225
2021-02-22,7.095
2021-02-23,10.28
2021-02-24,14.37
2021-02-25,11.275
2021-02-26,10.405
2021-02-27,8.74
2021-02-28,7.325
2021-03-01,10.395
2021-03-02,12.459999
2021-03-03,11.49
2021-03-04,10.915
2021-03-05,8.785
2021-03-06,7.725
2021-03-07,6.56
2021-03-08,7.5249996
2021-03-09,5.22
2021-03-10,7.5699997
2021-03-11,12.725
2021-03-12,8.15
2021-03-13,8.285
2021-03-14,8.299999
2021-03-15,8.014999
2021-03-16,9.575
2021-03-17,9.53
2021-03-18,6.64
2021-03-19,5.99
2021-03-20,4.66
2021-03-21,6.975
2021-03-22,7.68
2021-03-23,8.65
2021-03-24,9.1449995
2021-03-25,10.635
2021-03-26,9.79
2021-03-27,9.73
2021-03-28,12.679999
2021-03-29,17.09
2021-03-30,18.775
2021-03-31,19.005
2021-04-01,18.195
2021-04-02,14.5199995
2021-04-03,10.13
2021-04-04,8.68
2021-04-05,9.184999
2021-04-06,7.2349997
2021-04-07,6.545
2021-04-08,11.145
2021-04-09,11.87
2021-04-10,13.924999
2021-04-11,7.3199997
