time,DEE01
2021-04-14,14.558799
2021-04-15,12.978398
2021-04-16,12.4016
2021-04-17,10.5036
2021-04-18,11.8028
2021-04-19,14.587599
2021-04-20,15.1648
2021-04-21,13.606
2021-04-22,14.254399
2021-04-23,14.5624
2021-04-24,14.1568
2021-04-25,12.6736
2021-04-26,14.952401
2021-04-27,14.953199
2021-04-28,14.8888
2021-04-29,12.893201
2021-04-30,11.971999
2021-05-01,11.877599
2021-05-02,13.170801
2021-05-03,13.970399
2021-05-04,15.3488
2021-05-05,17.352
2021-05-06,18.51
2021-05-07,20.0536
2021-05-08,20.344
2021-05-09,15.261999
2021-05-10,12.691599
2021-05-11,11.930401
2021-05-12,15.170799
2021-05-13,14.617201
2021-05-14,16.5428
2021-05-15,18.9656
2021-05-16,19.575201
2021-05-17,20.102798
2021-05-18,20.0592
2021-05-19,19.8524
2021-05-20,20.9336
2021-05-21,21.76
2021-05-22,17.8732
2021-05-23,15.8108
2021-05-24,15.645599
2021-05-25,18.775599
2021-05-26,20.75
2021-05-27,21.140398
2021-05-28,22.0488
2021-05-29,23.231201
2021-05-30,24.937603
2021-05-31,24.321602
2021-06-01,20.4648
2021-06-02,20.1224
2021-06-03,22.3972
2021-06-04,21.9388
2021-06-05,19.4524
2021-06-06,21.643599
2021-06-07,24.2752
2021-06-08,25.4008
2021-06-09,26.480398
2021-06-10,26.604399
2021-06-11,26.011198
2021-06-12,24.6484
2021-06-13,26.239199
2021-06-14,26.0512
2021-06-15,26.239199
2021-06-16,25.533602
2021-06-17,19.9784
2021-06-18,20.3016
2021-06-19,19.4208
2021-06-20,18.2808
2021-06-21,18.078001
2021-06-22,18.5
2021-06-23,19.105999
2021-06-24,21.935198
2021-06-25,25.016
2021-06-26,26.134802
2021-06-27,24.215199
2021-06-28,21.7224
2021-06-29,22.904797
2021-06-30,24.9152
2021-07-01,26.051199
2021-07-02,26.857597
2021-07-03,25.7016
2021-07-04,25.499598
2021-07-05,26.667198
2021-07-06,20.7528
2021-07-07,20.6416
2021-07-08,22.9772
2021-07-09,26.258001
2021-07-10,29.041199
2021-07-11,30.9996
2021-07-12,23.577997
2021-07-13,21.638401
2021-07-14,22.7028
2021-07-15,24.906801
2021-07-16,27.321999
2021-07-17,28.497997
2021-07-18,29.067598
2021-07-19,28.2432
2021-07-20,28.574797
2021-07-21,28.661999
2021-07-22,29.6032
2021-07-23,27.780397
2021-07-24,25.09
2021-07-25,24.968801
2021-07-26,24.4608
2021-07-27,26.135998
2021-07-28,28.3424
2021-07-29,28.5808
2021-07-30,27.155998
2021-07-31,22.228
2021-08-01,21.312397
2021-08-02,23.692
2021-08-03,25.474
2021-08-04,26.9396
2021-08-05,27.5604
2021-08-06,26.9528
2021-08-07,23.658398
2021-08-08,23.920399
2021-08-09,26.9488
2021-08-10,28.3492
2021-08-11,31.231201
2021-08-12,31.2792
2021-08-13,32.428402
2021-08-14,33.9484
2021-08-15,32.8276
2021-08-16,29.0224
2021-08-17,26.2056
2021-08-18,26.4188
2021-08-19,26.389198
2021-08-20,27.230398
2021-08-21,27.8576
2021-08-22,28.4096
2021-08-23,29.131199
2021-08-24,27.317202
2021-08-25,26.0608
2021-08-26,27.1096
2021-08-27,27.8144
2021-08-28,26.105999
2021-08-29,25.297602
2021-08-30,24.647999
2021-08-31,25.3796
2021-09-01,22.0284
2021-09-02,21.603998
2021-09-03,22.9156
2021-09-04,23.8196
2021-09-05,26.037199
2021-09-06,27.658401
2021-09-07,26.160799
2021-09-08,23.1388
2021-09-09,22.306398
2021-09-10,22.4596
2021-09-11,22.350801
2021-09-12,24.190401
2021-09-13,23.1956
2021-09-14,19.088402
2021-09-15,19.7456
2021-09-16,20.533197
2021-09-17,21.113197
2021-09-18,20.650799
2021-09-19,18.9212
2021-09-20,18.9156
2021-09-21,17.1076
2021-09-22,17.955198
2021-09-23,19.855198
2021-09-24,20.4548
2021-09-25,19.0936
2021-09-26,18.2316
2021-09-27,19.383999
2021-09-28,19.5232
2021-09-29,18.9152
2021-09-30,19.6204
2021-10-01,19.552399
2021-10-02,19.5488
2021-10-03,15.4232
2021-10-04,14.115998
2021-10-05,16.4544
2021-10-06,17.9912
2021-10-07,17.796398
2021-10-08,18.2072
2021-10-09,17.3196
2021-10-10,17.7732
2021-10-11,18.0428
2021-10-12,17.484
2021-10-13,17.132801
2021-10-14,16.645998
2021-10-15,17.153198
2021-10-16,16.3948
2021-10-17,18.7864
2021-10-18,20.0108
2021-10-19,19.919199
2021-10-20,19.1928
2021-10-21,16.701998
2021-10-22,14.4772
2021-10-23,13.763198
2021-10-24,13.286799
2021-10-25,13.2136
2021-10-26,14.701599
2021-10-27,14.308001
2021-10-28,14.523201
2021-10-29,14.958798
2021-10-30,17.0268
2021-10-31,18.0872
2021-11-01,14.0768
2021-11-02,11.306
2021-11-03,9.5256
2021-11-04,7.8867993
2021-11-05,7.6252
2021-11-06,7.1763997
2021-11-07,7.26
2021-11-08,10.885999
2021-11-09,9.910399
2021-11-10,9.518001
2021-11-11,9.398001
2021-11-12,10.42
2021-11-13,10.3152
2021-11-14,10.4812
2021-11-15,9.7676
2021-11-16,8.0772
2021-11-17,8.2268
2021-11-18,8.4855995
2021-11-19,10.3935995
2021-11-20,10.686801
2021-11-21,11.285999
2021-11-22,7.5904
2021-11-23,4.7920003
2021-11-24,4.668
2021-11-25,5.4584
2021-11-26,6.178
2021-11-27,5.6568
2021-11-28,4.7559996
2021-11-29,9.498799
2021-11-30,7.404
2021-12-01,5.6252003
2021-12-02,6.3412
2021-12-03,7.3128004
2021-12-04,7.704799
2021-12-05,7.8483996
2021-12-06,8.6756
2021-12-07,8.3704
2021-12-08,7.6695995
2021-12-09,8.1112
2021-12-10,10.651999
2021-12-11,11.5928
2021-12-12,9.434
2021-12-13,7.9419994
2021-12-14,7.4395995
2021-12-15,8.088
2021-12-16,6.7731996
2021-12-17,6.7127995
2021-12-18,6.3428
2021-12-19,7.4219995
2021-12-20,7.2768006
2021-12-21,9.9696
2021-12-22,10.6376
2021-12-23,9.4316
2021-12-24,10.404
2021-12-25,9.4
2021-12-26,11.288
2021-12-27,13.0324
2021-12-28,11.512399
2021-12-29,10.059199
2021-12-30,9.455199
2021-12-31,9.848
