time,FI1D5
2021-01-01,4.0812497
2021-01-02,4.57375
2021-01-03,4.7662497
2021-01-04,5.2875
2021-01-05,6.245
2021-01-06,3.3275
2021-01-07,4.29125
2021-01-08,1.39625
2021-01-09,-0.17250001
2021-01-10,-0.4475
2021-01-11,-0.7674999
2021-01-12,-0.575
2021-01-13,0.20499998
2021-01-14,-1.375
2021-01-15,-1.5512499
2021-01-16,-6.05125
2021-01-17,-6.45
2021-01-18,-9.37125
2021-01-19,-8.0125
2021-01-20,-1.265
2021-01-21,3.2675
2021-01-22,4.97125
2021-01-23,7.3699994
2021-01-24,6.515
2021-01-25,2.965
2021-01-26,0.58000004
2021-01-27,-0.78125
2021-01-28,-1.3575
2021-01-29,-0.47125
2021-01-30,3.5162497
2021-01-31,0.88624996
2021-02-01,-0.35999998
2021-02-02,1.9312501
2021-02-03,4.5837502
2021-02-04,9.23
2021-02-05,5.4975
2021-02-06,3.8725
2021-02-07,3.09875
2021-02-08,5.62875
2021-02-09,4.2400002
2021-02-10,4.895
2021-02-11,-0.2775
2021-02-12,-7.56625
2021-02-13,-8.76625
2021-02-14,-4.4925
2021-02-15,-3.105
2021-02-16,-4.3849998
2021-02-17,-1.61875
2021-02-18,0.3225
2021-02-19,-1.1725
2021-02-20,3.17375
2021-02-21,3.0124998
2021-02-22,4.1837497
2021-02-23,5.0175
2021-02-24,6.00375
2021-02-25,8.419999
2021-02-26,9.455
2021-02-27,6.4987497
2021-02-28,4.36875
2021-03-01,4.1724997
2021-03-02,4.61
2021-03-03,6.325
2021-03-04,6.74125
2021-03-05,6.46375
2021-03-06,2.13375
2021-03-07,0.7275
2021-03-08,1.915
2021-03-09,0.71625
2021-03-10,1.0325
2021-03-11,0.1825
2021-03-12,5.45
2021-03-13,7.2275
2021-03-14,9.190001
2021-03-15,5.8275
2021-03-16,4.8175
2021-03-17,4.52375
2021-03-18,4.1449995
2021-03-19,1.9675
2021-03-20,0.55625
2021-03-21,0.57374996
2021-03-22,2.05625
2021-03-23,3.0075
2021-03-24,4.0175
2021-03-25,3.9424999
2021-03-26,6.3075
2021-03-27,8.95125
2021-03-28,8.482499
2021-03-29,6.27
2021-03-30,10.23375
2021-03-31,12.283751
2021-04-01,13.75
2021-04-02,12.016251
2021-04-03,7.55375
2021-04-04,5.1375
2021-04-05,6.42875
2021-04-06,5.0275
2021-04-07,2.875
2021-04-08,3.0549998
2021-04-09,5.15375
2021-04-10,8.68
2021-04-11,10.992499
2021-04-12,15.37125
2021-04-13,10.904999
2021-04-14,6.3475
2021-04-15,4.8037496
2021-04-16,4.7099996
2021-04-17,6.8312497
2021-04-18,7.7650003
2021-04-19,9.402499
2021-04-20,10.860001
2021-04-21,11.035001
2021-04-22,11.8625
2021-04-23,9.14
2021-04-24,8.1475
2021-04-25,9.1762495
2021-04-26,7.5025
2021-04-27,7.9799995
2021-04-28,9.4625
2021-04-29,14.293751
2021-04-30,16.45
2021-05-01,15.737501
2021-05-02,19.31625
2021-05-03,12.28875
2021-05-04,10.4325
2021-05-05,15.33125
2021-05-06,12.373749
2021-05-07,11.60125
2021-05-08,9.9574995
2021-05-09,10.215
2021-05-10,15.47625
2021-05-11,18.114998
2021-05-12,19.8625
2021-05-13,15.893749
2021-05-14,14.6775
2021-05-15,15.266251
2021-05-16,14.68875
2021-05-17,14.928751
2021-05-18,13.822499
2021-05-19,13.939999
2021-05-20,13.282499
2021-05-21,14.54875
2021-05-22,15.41625
2021-05-23,15.76375
2021-05-24,15.05875
2021-05-25,19.1775
2021-05-26,15.983749
2021-05-27,16.6675
2021-05-28,16.48375
2021-05-29,14.76625
2021-05-30,13.641249
2021-05-31,12.9575
2021-06-01,13.292499
2021-06-02,13.163749
2021-06-03,15.080001
2021-06-04,17.645
2021-06-05,17.697498
2021-06-06,18.6425
2021-06-07,18.746252
2021-06-08,19.52
2021-06-09,19.923748
2021-06-10,18.848751
2021-06-11,18.748749
2021-06-12,19.5175
2021-06-13,17.61125
2021-06-14,15.31875
2021-06-15,17.115002
2021-06-16,20.5625
2021-06-17,22.13
2021-06-18,22.888748
2021-06-19,22.365002
2021-06-20,21.68375
2021-06-21,23.23625
2021-06-22,25.03625
2021-06-23,26.529999
2021-06-24,27.1075
2021-06-25,27.70625
2021-06-26,22.8
2021-06-27,22.098751
2021-06-28,22.535
2021-06-29,24.2325
2021-06-30,26.056248
2021-07-01,22.91125
2021-07-02,19.393751
2021-07-03,18.4825
2021-07-04,19.56625
2021-07-05,20.934998
2021-07-06,22.977499
2021-07-07,24.43875
2021-07-08,26.0025
2021-07-09,26.408749
2021-07-10,23.669998
2021-07-11,23.802498
2021-07-12,24.457499
2021-07-13,24.755001
2021-07-14,26.8
2021-07-15,25.8375
2021-07-16,25.16625
2021-07-17,25.4925
2021-07-18,25.4275
2021-07-19,23.11875
2021-07-20,21.636251
2021-07-21,19.47375
2021-07-22,20.306252
2021-07-23,20.074999
2021-07-24,21.204998
2021-07-25,21.931252
2021-07-26,23.824999
2021-07-27,25.2025
2021-07-28,26.10375
