time,DEB32
2021-01-01,8.61
2021-01-02,9.91
2021-01-03,9.599999
2021-01-04,6.83
2021-01-05,6.6299996
2021-01-06,7.85
2021-01-07,6.2599998
2021-01-08,6.2799997
2021-01-09,5.69
2021-01-10,5.68
2021-01-11,4.5899997
2021-01-12,5.0
2021-01-13,5.41
2021-01-14,6.79
2021-01-15,6.2599998
2021-01-16,4.14
2021-01-17,2.74
2021-01-18,3.77
2021-01-19,4.22
2021-01-20,7.77
2021-01-21,10.059999
2021-01-22,13.17
2021-01-23,11.469999
2021-01-24,8.78
2021-01-25,5.46
2021-01-26,5.66
2021-01-27,4.74
2021-01-28,5.17
2021-01-29,7.8799996
2021-01-30,11.21
2021-01-31,10.16
2021-02-01,8.13
2021-02-02,8.849999
2021-02-03,10.219999
2021-02-04,10.86
2021-02-05,10.7699995
2021-02-06,11.33
2021-02-07,13.49
2021-02-08,11.88
2021-02-09,11.37
2021-02-10,11.91
2021-02-11,9.86
2021-02-12,4.3199997
2021-02-13,2.25
2021-02-14,2.06
2021-02-15,2.4199998
2021-02-16,4.87
2021-02-17,6.41
2021-02-18,8.23
2021-02-19,9.45
2021-02-20,10.929999
2021-02-21,9.57
2021-02-22,10.25
2021-02-23,11.059999
2021-02-24,13.34
2021-02-25,14.219999
2021-02-26,12.44
2021-02-27,10.46
2021-02-28,8.8
2021-03-01,8.36
2021-03-02,8.67
2021-03-03,9.79
2021-03-04,9.15
2021-03-05,10.599999
2021-03-06,6.5699997
2021-03-07,5.21
2021-03-08,7.5499997
2021-03-09,8.15
2021-03-10,7.5099998
2021-03-11,8.42
2021-03-12,11.559999
2021-03-13,11.69
2021-03-14,9.66
2021-03-15,8.33
2021-03-16,8.45
2021-03-17,7.66
2021-03-18,6.22
2021-03-19,4.98
2021-03-20,5.7999997
2021-03-21,5.72
2021-03-22,7.2999997
2021-03-23,7.3999996
2021-03-24,8.639999
2021-03-25,10.23
2021-03-26,10.76
2021-03-27,12.09
2021-03-28,13.429999
2021-03-29,13.349999
2021-03-30,14.509999
2021-03-31,15.91
2021-04-01,18.14
2021-04-02,17.56
2021-04-03,13.19
2021-04-04,9.389999
2021-04-05,9.0199995
2021-04-06,7.6499996
2021-04-07,4.93
2021-04-08,7.6499996
2021-04-09,9.23
2021-04-10,10.63
2021-04-11,11.36
2021-04-12,12.799999
2021-04-13,8.32
2021-04-14,7.77
2021-04-15,8.08
2021-04-16,8.92
2021-04-17,9.37
2021-04-18,9.69
2021-04-19,9.559999
2021-04-20,11.429999
2021-04-21,12.87
2021-04-22,12.41
2021-04-23,12.54
2021-04-24,13.42
2021-04-25,14.99
2021-04-26,13.62
2021-04-27,12.259999
2021-04-28,13.5
2021-04-29,16.19
2021-04-30,17.949999
2021-05-01,17.84
2021-05-02,17.42
2021-05-03,14.28
2021-05-04,14.69
2021-05-05,16.07
2021-05-06,16.77
2021-05-07,17.34
2021-05-08,15.33
2021-05-09,16.23
2021-05-10,18.67
2021-05-11,18.81
2021-05-12,16.22
2021-05-13,15.929999
2021-05-14,15.54
2021-05-15,15.24
2021-05-16,16.63
2021-05-17,17.76
2021-05-18,17.49
2021-05-19,15.179999
2021-05-20,15.469999
2021-05-21,17.58
2021-05-22,17.859999
2021-05-23,19.99
2021-05-24,18.67
2021-05-25,17.949999
2021-05-26,16.859999
2021-05-27,18.65
2021-05-28,18.08
2021-05-29,18.82
2021-05-30,17.74
