time,ITF31
2021-01-01,-0.55
2021-01-02,-1.35
2021-01-03,0.29
2021-01-04,0.98999995
2021-01-05,1.54
2021-01-06,1.26
2021-01-07,-2.1499999
2021-01-08,-0.9
2021-01-09,-0.82
2021-01-10,1.22
2021-01-11,4.64
2021-01-12,2.85
2021-01-13,0.81
2021-01-14,2.54
2021-01-15,-0.38
2021-01-16,3.1299999
2021-01-17,4.46
2021-01-18,3.77
2021-01-19,5.8599997
2021-01-20,4.83
2021-01-21,2.0
2021-01-22,0.63
2021-01-23,-1.06
2021-01-24,-2.4199998
2021-01-25,-0.5
2021-01-26,1.31
2021-01-27,4.0299997
2021-01-28,4.25
2021-01-29,5.15
2021-01-30,2.98
2021-01-31,-1.03
2021-02-01,2.1299999
2021-02-02,3.24
2021-02-03,5.2
2021-02-04,4.33
2021-02-05,5.27
2021-02-06,2.98
2021-02-07,0.59
2021-02-08,-0.89
2021-02-09,-1.17
2021-02-10,-1.24
2021-02-11,-1.92
2021-02-12,-1.04
2021-02-13,-0.64
2021-02-14,3.28
2021-02-15,6.7799997
2021-02-16,8.2699995
2021-02-17,6.8999996
2021-02-18,6.81
2021-02-19,5.42
2021-02-20,8.76
2021-02-21,8.37
2021-02-22,7.6099997
2021-02-23,6.83
2021-02-24,10.46
2021-02-25,7.0699997
2021-02-26,4.85
2021-02-27,5.04
2021-02-28,5.1099997
2021-03-01,3.54
2021-03-02,3.03
2021-03-03,2.79
2021-03-04,3.86
2021-03-05,3.03
2021-03-06,1.54
2021-03-07,2.6499999
2021-03-08,4.65
2021-03-09,6.46
2021-03-10,7.1099997
2021-03-11,7.2
2021-03-12,5.3599997
2021-03-13,4.67
2021-03-14,5.71
2021-03-15,7.3199997
2021-03-16,8.63
2021-03-17,6.47
2021-03-18,6.81
2021-03-19,7.3999996
2021-03-20,7.7
2021-03-21,7.0299997
2021-03-22,6.27
2021-03-23,6.8999996
2021-03-24,8.21
2021-03-25,7.48
2021-03-26,8.07
2021-03-27,4.43
2021-03-28,8.79
2021-03-29,11.2
2021-03-30,11.059999
2021-03-31,10.99
2021-04-01,6.94
2021-04-02,4.93
2021-04-03,5.3399997
2021-04-04,6.52
2021-04-05,3.26
2021-04-06,2.11
2021-04-07,2.02
2021-04-08,5.85
2021-04-09,4.04
2021-04-10,2.01
2021-04-11,2.03
2021-04-12,2.71
2021-04-13,4.0
2021-04-14,5.3599997
2021-04-15,4.92
2021-04-16,4.5899997
2021-04-17,5.49
2021-04-18,5.8399997
2021-04-19,8.139999
2021-04-20,8.15
2021-04-21,7.6699996
2021-04-22,5.37
2021-04-23,7.4199996
2021-04-24,7.5699997
2021-04-25,5.7999997
2021-04-26,5.43
2021-04-27,6.54
2021-04-28,6.25
2021-04-29,4.56
2021-04-30,5.39
2021-05-01,4.5699997
2021-05-02,5.5899997
2021-05-03,6.99
2021-05-04,6.7599998
2021-05-05,4.97
2021-05-06,4.54
2021-05-07,5.65
2021-05-08,7.71
2021-05-09,10.58
2021-05-10,10.82
2021-05-11,9.25
2021-05-12,8.37
2021-05-13,9.599999
2021-05-14,8.79
2021-05-15,8.9
2021-05-16,9.51
2021-05-17,9.82
2021-05-18,10.01
2021-05-19,9.849999
2021-05-20,8.57
2021-05-21,9.559999
2021-05-22,8.349999
2021-05-23,7.3399997
2021-05-24,7.81
2021-05-25,9.09
2021-05-26,9.22
2021-05-27,10.139999
2021-05-28,11.34
2021-05-29,13.679999
2021-05-30,12.65
2021-05-31,13.7
2021-06-01,15.62
2021-06-02,15.86
2021-06-03,14.29
2021-06-04,12.95
2021-06-05,13.37
2021-06-06,14.98
2021-06-07,14.509999
2021-06-08,14.759999
2021-06-09,16.07
2021-06-10,17.57
2021-06-11,16.26
2021-06-12,14.25
2021-06-13,16.529999
2021-06-14,15.65
2021-06-15,13.469999
2021-06-16,16.14
2021-06-17,14.549999
2021-06-18,12.509999
2021-06-19,11.87
2021-06-20,12.66
2021-06-21,11.82
2021-06-22,11.54
2021-06-23,12.679999
2021-06-24,15.2
2021-06-25,12.37
2021-06-26,12.96
2021-06-27,15.0199995
2021-06-28,15.21
2021-06-29,15.78
2021-06-30,14.299999
2021-07-01,14.139999
2021-07-02,16.289999
2021-07-03,16.97
2021-07-04,16.88
2021-07-05,14.969999
2021-07-06,13.86
2021-07-07,15.66
2021-07-08,16.14
2021-07-09,15.91
2021-07-10,16.3
2021-07-11,15.63
2021-07-12,16.19
2021-07-13,16.99
2021-07-14,16.69
2021-07-15,17.039999
2021-07-16,18.15
2021-07-17,19.6
2021-07-18,19.98
2021-07-19,19.73
2021-07-20,19.91
2021-07-21,19.58
2021-07-22,19.99
2021-07-23,17.84
2021-07-24,16.52
2021-07-25,16.82
2021-07-26,18.38
2021-07-27,17.48
2021-07-28,16.119999
2021-07-29,15.299999
2021-07-30,14.7
2021-07-31,15.42
2021-08-01,14.13
2021-08-02,13.389999
2021-08-03,13.54
2021-08-04,14.78
2021-08-05,15.29
2021-08-06,15.679999
2021-08-07,14.87
2021-08-08,15.23
2021-08-09,15.2699995
2021-08-10,15.92
2021-08-11,15.179999
2021-08-12,14.91
2021-08-13,16.19
2021-08-14,15.54
2021-08-15,15.25
2021-08-16,13.969999
2021-08-17,14.28
2021-08-18,15.79
2021-08-19,14.95
2021-08-20,15.719999
2021-08-21,16.39
2021-08-22,16.18
2021-08-23,15.75
2021-08-24,15.389999
2021-08-25,15.509999
2021-08-26,14.82
2021-08-27,13.469999
2021-08-28,14.13
2021-08-29,14.13
2021-08-30,14.849999
2021-08-31,14.08
2021-09-01,13.58
2021-09-02,13.98
2021-09-03,13.53
2021-09-04,14.69
2021-09-05,15.809999
2021-09-06,17.779999
2021-09-07,19.25
2021-09-08,18.97
2021-09-09,17.0
2021-09-10,17.279999
2021-09-11,16.57
2021-09-12,13.009999
2021-09-13,13.639999
2021-09-14,14.7699995
2021-09-15,14.74
2021-09-16,14.04
2021-09-17,14.94
2021-09-18,15.54
2021-09-19,15.15
2021-09-20,12.37
2021-09-21,13.61
2021-09-22,15.099999
2021-09-23,14.54
2021-09-24,15.2
2021-09-25,16.32
2021-09-26,16.77
2021-09-27,12.94
2021-09-28,12.15
2021-09-29,9.87
2021-09-30,10.82
2021-10-01,12.03
2021-10-02,9.26
2021-10-03,9.51
2021-10-04,11.04
2021-10-05,9.75
2021-10-06,10.849999
2021-10-07,14.389999
2021-10-08,15.45
2021-10-09,13.5199995
2021-10-10,11.25
2021-10-11,10.73
2021-10-12,10.96
2021-10-13,12.389999
2021-10-14,11.99
2021-10-15,9.26
2021-10-16,9.24
2021-10-17,11.66
2021-10-18,12.17
2021-10-19,14.88
2021-10-20,11.78
2021-10-21,6.97
2021-10-22,8.53
2021-10-23,9.8
2021-10-24,11.69
2021-10-25,10.28
2021-10-26,9.59
2021-10-27,13.809999
2021-10-28,12.36
2021-10-29,10.849999
2021-10-30,8.53
2021-10-31,7.27
2021-11-01,7.2999997
2021-11-02,5.64
2021-11-03,4.8399997
2021-11-04,5.29
2021-11-05,5.81
2021-11-06,9.79
2021-11-07,9.51
2021-11-08,7.0699997
2021-11-09,10.7699995
2021-11-10,8.7699995
2021-11-11,7.7599998
2021-11-12,9.349999
2021-11-13,10.11
2021-11-14,8.639999
2021-11-15,8.12
2021-11-16,7.89
2021-11-17,7.44
2021-11-18,9.55
2021-11-19,11.49
2021-11-20,9.24
2021-11-21,5.65
2021-11-22,3.75
2021-11-23,5.19
2021-11-24,4.52
2021-11-25,2.5
2021-11-26,4.47
2021-11-27,1.8399999
2021-11-28,0.29
2021-11-29,1.04
2021-11-30,6.95
2021-12-01,6.02
2021-12-02,1.26
2021-12-03,4.2
2021-12-04,3.4099998
2021-12-05,3.27
2021-12-06,1.67
2021-12-07,2.11
2021-12-08,3.27
2021-12-09,3.82
2021-12-10,3.3999999
2021-12-11,3.84
2021-12-12,8.41
2021-12-13,7.6099997
2021-12-14,7.79
2021-12-15,9.22
2021-12-16,7.2599998
2021-12-17,6.33
2021-12-18,4.08
2021-12-19,2.62
2021-12-20,4.0899997
2021-12-21,3.21
2021-12-22,-0.47
2021-12-23,3.97
2021-12-24,5.1099997
2021-12-25,3.6399999
2021-12-26,3.73
2021-12-27,5.5099998
2021-12-28,5.0899997
2021-12-29,5.33
2021-12-30,9.849999
2021-12-31,11.179999
