time,ITF34
2021-01-01,0.82
2021-01-02,0.26
2021-01-03,2.56
2021-01-04,2.3449998
2021-01-05,2.705
2021-01-06,1.875
2021-01-07,-1.335
2021-01-08,0.53
2021-01-09,1.065
2021-01-10,1.31
2021-01-11,6.1749997
2021-01-12,6.035
2021-01-13,3.335
2021-01-14,3.78
2021-01-15,0.135
2021-01-16,4.2650003
2021-01-17,5.915
2021-01-18,4.0299997
2021-01-19,7.8099995
2021-01-20,9.084999
2021-01-21,3.94
2021-01-22,2.6
2021-01-23,0.79999995
2021-01-24,-1.005
2021-01-25,-0.615
2021-01-26,1.555
2021-01-27,5.5099998
2021-01-28,7.555
2021-01-29,7.91
2021-01-30,3.495
2021-01-31,0.62
2021-02-01,3.31
2021-02-02,5.505
2021-02-03,7.0299997
2021-02-04,5.8199997
2021-02-05,5.58
2021-02-06,4.435
2021-02-07,2.0049999
2021-02-08,0.60999995
2021-02-09,-0.11
2021-02-10,-0.11
2021-02-11,-1.5149999
2021-02-12,0.195
2021-02-13,-0.875
2021-02-14,2.855
2021-02-15,7.5599995
2021-02-16,9.059999
2021-02-17,8.37
2021-02-18,8.184999
2021-02-19,7.08
2021-02-20,10.78
2021-02-21,9.44
2021-02-22,9.04
2021-02-23,8.445
2021-02-24,12.184999
2021-02-25,8.969999
2021-02-26,5.6449995
2021-02-27,5.7799997
2021-02-28,5.305
2021-03-01,3.775
2021-03-02,4.385
2021-03-03,4.2799997
2021-03-04,4.6400003
2021-03-05,3.52
2021-03-06,2.31
2021-03-07,2.77
2021-03-08,4.865
2021-03-09,6.46
2021-03-10,8.514999
2021-03-11,8.77
2021-03-12,6.37
2021-03-13,5.43
2021-03-14,6.3499994
2021-03-15,8.664999
2021-03-16,10.105
2021-03-17,6.6899996
2021-03-18,7.105
2021-03-19,8.299999
2021-03-20,8.835
2021-03-21,9.08
2021-03-22,6.4799995
2021-03-23,8.059999
2021-03-24,9.365
2021-03-25,8.599999
2021-03-26,8.914999
2021-03-27,6.2149997
2021-03-28,10.125
2021-03-29,12.84
2021-03-30,11.565
2021-03-31,13.2
2021-04-01,8.5
2021-04-02,6.1849995
2021-04-03,6.37
2021-04-04,7.0499997
2021-04-05,4.9849997
2021-04-06,3.17
2021-04-07,2.745
2021-04-08,7.12
2021-04-09,5.835
2021-04-10,2.915
2021-04-11,4.025
2021-04-12,4.3149996
2021-04-13,5.21
2021-04-14,6.0649996
2021-04-15,5.4449997
2021-04-16,5.4449997
2021-04-17,6.0999994
2021-04-18,7.0699997
2021-04-19,8.035
2021-04-20,9.1449995
2021-04-21,9.365
2021-04-22,7.0
2021-04-23,8.875
2021-04-24,9.405
2021-04-25,8.15
2021-04-26,7.21
2021-04-27,8.33
2021-04-28,7.97
2021-04-29,6.085
2021-04-30,6.955
2021-05-01,5.7599998
2021-05-02,6.075
2021-05-03,8.084999
2021-05-04,7.895
2021-05-05,5.2599998
2021-05-06,5.935
2021-05-07,6.435
2021-05-08,9.36
2021-05-09,13.035
2021-05-10,12.1
2021-05-11,10.225
2021-05-12,9.82
2021-05-13,11.23
2021-05-14,10.035
2021-05-15,10.514999
2021-05-16,9.98
2021-05-17,11.1449995
2021-05-18,11.07
2021-05-19,10.324999
2021-05-20,9.255
2021-05-21,10.565
2021-05-22,9.629999
2021-05-23,8.445
2021-05-24,9.184999
2021-05-25,10.78
2021-05-26,10.334999
2021-05-27,11.365
2021-05-28,13.035
2021-05-29,15.224999
2021-05-30,13.629999
2021-05-31,14.344999
2021-06-01,17.244999
2021-06-02,17.325
2021-06-03,16.564999
2021-06-04,13.66
2021-06-05,14.5199995
2021-06-06,16.045
2021-06-07,15.584999
2021-06-08,14.865
2021-06-09,16.68
2021-06-10,18.829998
2021-06-11,17.435
2021-06-12,15.475
2021-06-13,17.665
2021-06-14,17.145
2021-06-15,14.504999
2021-06-16,18.055
2021-06-17,15.745
2021-06-18,14.025
2021-06-19,13.465
2021-06-20,13.305
2021-06-21,12.84
2021-06-22,12.465
2021-06-23,12.715
2021-06-24,16.619999
2021-06-25,13.549999
2021-06-26,14.28
2021-06-27,15.11
2021-06-28,14.789999
2021-06-29,17.175
2021-06-30,14.665
2021-07-01,15.27
2021-07-02,17.555
2021-07-03,17.675
2021-07-04,17.25
2021-07-05,15.68
2021-07-06,15.065
2021-07-07,17.24
2021-07-08,16.83
2021-07-09,16.43
2021-07-10,17.205
2021-07-11,16.33
2021-07-12,16.94
2021-07-13,17.965
2021-07-14,16.785
2021-07-15,17.33
2021-07-16,18.59
2021-07-17,20.544998
2021-07-18,21.455
2021-07-19,21.509998
2021-07-20,21.505
2021-07-21,20.945
2021-07-22,21.685
2021-07-23,19.3
2021-07-24,18.164999
2021-07-25,17.505001
2021-07-26,18.775
2021-07-27,18.21
2021-07-28,16.98
2021-07-29,15.915
2021-07-30,15.18
2021-07-31,16.115
2021-08-01,15.645
2021-08-02,14.855
2021-08-03,14.684999
2021-08-04,15.959999
2021-08-05,15.575
2021-08-06,17.105
2021-08-07,16.02
2021-08-08,16.345
2021-08-09,15.82
2021-08-10,17.235
2021-08-11,16.545
2021-08-12,15.705
2021-08-13,17.005
2021-08-14,16.949999
2021-08-15,16.755001
2021-08-16,14.41
2021-08-17,15.245
2021-08-18,16.509998
2021-08-19,16.134998
2021-08-20,16.725
2021-08-21,17.189999
2021-08-22,16.81
2021-08-23,16.735
2021-08-24,16.055
2021-08-25,16.064999
2021-08-26,15.914999
2021-08-27,13.735
2021-08-28,14.785
2021-08-29,14.61
2021-08-30,15.459999
2021-08-31,14.45
2021-09-01,14.184999
2021-09-02,15.5199995
2021-09-03,15.099999
2021-09-04,15.869999
2021-09-05,17.52
2021-09-06,19.364998
2021-09-07,20.65
2021-09-08,20.435
2021-09-09,19.085
2021-09-10,18.364998
2021-09-11,17.725
2021-09-12,14.315
2021-09-13,15.09
2021-09-14,15.9
2021-09-15,15.179999
2021-09-16,15.639999
2021-09-17,15.525
2021-09-18,16.869999
2021-09-19,16.23
2021-09-20,13.525
2021-09-21,15.045
2021-09-22,14.799999
2021-09-23,16.175
2021-09-24,16.380001
2021-09-25,18.18
2021-09-26,16.52
2021-09-27,14.049999
2021-09-28,12.610001
2021-09-29,10.599999
2021-09-30,12.474999
2021-10-01,13.375
2021-10-02,10.254999
2021-10-03,10.455
2021-10-04,12.115
2021-10-05,11.58
2021-10-06,12.315001
2021-10-07,16.15
2021-10-08,15.0199995
2021-10-09,14.719999
2021-10-10,13.5199995
2021-10-11,11.57
2021-10-12,11.86
2021-10-13,13.035
2021-10-14,11.965
2021-10-15,10.754999
2021-10-16,10.275
2021-10-17,13.059999
2021-10-18,13.135
2021-10-19,15.815
2021-10-20,12.9
2021-10-21,8.285
2021-10-22,9.51
2021-10-23,9.91
2021-10-24,12.5199995
2021-10-25,11.9
2021-10-26,11.084999
2021-10-27,15.195
2021-10-28,14.389999
2021-10-29,12.065001
2021-10-30,10.099999
2021-10-31,9.334999
2021-11-01,9.575
2021-11-02,6.87
2021-11-03,6.075
2021-11-04,6.5899997
2021-11-05,6.365
2021-11-06,10.575
2021-11-07,9.985
2021-11-08,7.995
2021-11-09,12.025
2021-11-10,10.315001
2021-11-11,9.139999
2021-11-12,11.035
2021-11-13,11.385
2021-11-14,8.690001
2021-11-15,8.035
2021-11-16,9.434999
2021-11-17,8.71
2021-11-18,10.13
2021-11-19,11.375
2021-11-20,10.344999
2021-11-21,5.7
2021-11-22,4.59
2021-11-23,4.955
2021-11-24,5.43
2021-11-25,3.5449998
2021-11-26,4.795
2021-11-27,3.245
2021-11-28,0.815
2021-11-29,1.025
2021-11-30,8.059999
2021-12-01,7.465
2021-12-02,2.62
2021-12-03,4.71
2021-12-04,5.5649996
2021-12-05,4.625
2021-12-06,3.31
2021-12-07,3.3999999
2021-12-08,5.1499996
2021-12-09,5.865
2021-12-10,5.1499996
2021-12-11,4.8450003
2021-12-12,10.615
2021-12-13,8.799999
2021-12-14,8.440001
2021-12-15,10.065
2021-12-16,8.49
2021-12-17,6.955
2021-12-18,5.18
2021-12-19,3.7599998
2021-12-20,4.7599998
2021-12-21,3.7849998
2021-12-22,0.97999996
2021-12-23,6.2749996
2021-12-24,6.2200003
2021-12-25,5.99
2021-12-26,5.41
2021-12-27,6.9449997
2021-12-28,7.8599997
2021-12-29,7.7549996
2021-12-30,11.264999
2021-12-31,12.25
