time,FRK28
2021-01-01,-0.9499999
2021-01-02,2.71
2021-01-03,4.9249997
2021-01-04,4.8849998
2021-01-05,3.1699998
2021-01-06,1.5500001
2021-01-07,1.7525
2021-01-08,0.35
2021-01-09,0.75749993
2021-01-10,-1.4124999
2021-01-11,-2.8774998
2021-01-12,-4.8624997
2021-01-13,0.355
2021-01-14,0.27749997
2021-01-15,-0.18999998
2021-01-16,-2.6425
2021-01-17,-3.4524999
2021-01-18,-6.69
2021-01-19,0.2225
2021-01-20,2.7425
2021-01-21,3.385
2021-01-22,7.2200003
2021-01-23,6.9500003
2021-01-24,3.1574998
2021-01-25,2.715
2021-01-26,1.0175
2021-01-27,1.05
2021-01-28,-0.13999999
2021-01-29,1.7075
2021-01-30,6.1699996
2021-01-31,0.7675
2021-02-01,-1.6574999
2021-02-02,-0.255
2021-02-03,2.855
2021-02-04,7.4225
2021-02-05,4.4975
2021-02-06,4.115
2021-02-07,2.3449998
2021-02-08,1.3449999
2021-02-09,-1.2325
2021-02-10,-1.4849999
2021-02-11,-4.855
2021-02-12,-7.6425
2021-02-13,-6.3325
2021-02-14,-3.9924998
2021-02-15,-4.4799995
2021-02-16,-3.2299998
2021-02-17,3.435
2021-02-18,6.3075
2021-02-19,2.5025
2021-02-20,1.035
2021-02-21,3.2475
2021-02-22,6.2
2021-02-23,5.6375
2021-02-24,7.2099996
2021-02-25,9.272499
2021-02-26,8.744999
2021-02-27,6.3199997
2021-02-28,4.58
2021-03-01,5.22
2021-03-02,4.81
2021-03-03,5.0625
2021-03-04,6.7374997
2021-03-05,5.2599998
2021-03-06,0.96250004
2021-03-07,1.33
2021-03-08,0.56
2021-03-09,-0.3525
2021-03-10,1.9049999
2021-03-11,1.12
2021-03-12,7.6699996
2021-03-13,6.5525
2021-03-14,7.2625
2021-03-15,5.6
2021-03-16,4.8475
2021-03-17,4.7525
2021-03-18,3.3549998
2021-03-19,1.2049999
2021-03-20,-0.03500001
2021-03-21,-2.6499999
2021-03-22,3.6475
2021-03-23,4.0200005
2021-03-24,5.7000003
2021-03-25,6.5874996
2021-03-26,8.8575
2021-03-27,10.1975
2021-03-28,8.35
2021-03-29,8.735
2021-03-30,15.339999
2021-03-31,14.075
2021-04-01,15.6125
2021-04-02,13.9075
2021-04-03,7.315
2021-04-04,5.5025
2021-04-05,6.6074996
2021-04-06,4.7374997
2021-04-07,2.3999999
2021-04-08,3.5149999
2021-04-09,5.4249997
2021-04-10,10.747499
2021-04-11,11.4175
2021-04-12,11.719999
2021-04-13,3.1150002
2021-04-14,4.6674995
2021-04-15,4.325
2021-04-16,5.0775
2021-04-17,6.8774996
2021-04-18,8.0425
2021-04-19,9.0425
2021-04-20,10.775001
2021-04-21,11.295
2021-04-22,10.4975
2021-04-23,8.3075
2021-04-24,8.33
2021-04-25,9.4125
2021-04-26,6.0
2021-04-27,6.8849998
2021-04-28,10.977499
2021-04-29,15.192499
2021-04-30,15.77
2021-05-01,16.269999
2021-05-02,12.989999
2021-05-03,10.33
2021-05-04,11.3324995
2021-05-05,13.617499
2021-05-06,9.1775
2021-05-07,12.009999
2021-05-08,8.985001
2021-05-09,13.727499
2021-05-10,18.6225
2021-05-11,21.145
2021-05-12,17.154999
2021-05-13,12.49
2021-05-14,12.699999
2021-05-15,12.262499
2021-05-16,15.26
2021-05-17,12.7699995
2021-05-18,13.4175
2021-05-19,12.065001
2021-05-20,14.1675
2021-05-21,13.3325
2021-05-22,12.75
2021-05-23,10.525
2021-05-24,10.325
2021-05-25,12.5175
2021-05-26,11.254999
2021-05-27,13.565
2021-05-28,13.615001
2021-05-29,13.955
2021-05-30,12.782499
2021-05-31,13.1
2021-06-01,13.35
2021-06-02,15.522501
2021-06-03,16.6875
2021-06-04,18.06
2021-06-05,19.994999
2021-06-06,21.0075
2021-06-07,19.7125
2021-06-08,20.227499
2021-06-09,21.630001
2021-06-10,21.142502
2021-06-11,20.297499
2021-06-12,21.78
2021-06-13,17.637499
2021-06-14,15.647499
2021-06-15,17.4875
2021-06-16,21.314999
2021-06-17,22.064999
2021-06-18,23.5
2021-06-19,24.33
2021-06-20,25.095
2021-06-21,25.9625
2021-06-22,25.164999
