time,DEF06
2021-01-01,9.58
2021-01-02,6.6329994
2021-01-03,6.1949997
2021-01-04,6.2489996
2021-01-05,7.66
2021-01-06,7.914
2021-01-07,8.400999
2021-01-08,10.351999
2021-01-09,7.8129997
2021-01-10,4.8550005
2021-01-11,6.0
2021-01-12,6.35
2021-01-13,6.9329996
2021-01-14,8.086
2021-01-15,7.486
2021-01-16,9.271
2021-01-17,8.785
2021-01-18,9.588999
2021-01-19,10.476
2021-01-20,12.028999
2021-01-21,13.597
2021-01-22,14.332998
2021-01-23,13.1710005
2021-01-24,14.154001
2021-01-25,14.679998
2021-01-26,16.05
2021-01-27,16.726
2021-01-28,14.970999
2021-01-29,13.546
2021-01-30,14.723
2021-01-31,14.063001
2021-02-01,14.407001
2021-02-02,14.669001
2021-02-03,14.656
2021-02-04,14.063001
2021-02-05,12.873999
2021-02-06,12.349
2021-02-07,11.417
2021-02-08,13.470999
2021-02-09,13.403999
2021-02-10,14.976001
2021-02-11,15.3880005
2021-02-12,13.741
2021-02-13,12.721999
2021-02-14,13.233999
2021-02-15,13.601999
2021-02-16,13.061999
2021-02-17,13.0529995
2021-02-18,12.458
2021-02-19,12.444999
2021-02-20,14.022
2021-02-21,11.313
2021-02-22,10.958
2021-02-23,12.44
2021-02-24,14.023
2021-02-25,14.014999
2021-02-26,13.356
2021-02-27,13.232999
2021-02-28,13.289999
2021-03-01,13.653999
2021-03-02,13.8029995
2021-03-03,13.976999
2021-03-04,13.829999
2021-03-05,13.292
2021-03-06,12.546
2021-03-07,13.463
2021-03-08,12.05
2021-03-09,11.879
2021-03-10,12.51
2021-03-11,12.942999
2021-03-12,14.05
2021-03-13,12.551001
2021-03-14,14.006
2021-03-15,14.289999
2021-03-16,14.5269985
2021-03-17,14.87
2021-03-18,13.875
2021-03-19,12.131
2021-03-20,10.925
2021-03-21,9.720999
2021-03-22,11.783
2021-03-23,12.582999
2021-03-24,13.44
2021-03-25,13.421
2021-03-26,14.028
2021-03-27,15.931999
2021-03-28,16.301
2021-03-29,17.225
2021-03-30,17.419998
2021-03-31,18.364
2021-04-01,17.022999
2021-04-02,15.432999
2021-04-03,14.898999
2021-04-04,16.421
2021-04-05,16.507
2021-04-06,16.6
2021-04-07,16.398998
2021-04-08,15.625
2021-04-09,15.053999
2021-04-10,15.884
2021-04-11,16.378
2021-04-12,16.623999
2021-04-13,16.844997
2021-04-14,15.031
2021-04-15,14.671
2021-04-16,15.775
2021-04-17,16.546999
2021-04-18,16.717
2021-04-19,17.435999
2021-04-20,16.492
2021-04-21,15.895999
2021-04-22,17.375
2021-04-23,16.604
2021-04-24,15.169001
2021-04-25,14.8550005
2021-04-26,16.209
2021-04-27,17.91
2021-04-28,17.435001
2021-04-29,15.8029995
2021-04-30,14.807001
2021-05-01,13.631999
2021-05-02,14.172999
2021-05-03,15.356
2021-05-04,17.679
2021-05-05,17.629
2021-05-06,18.683
2021-05-07,19.07
2021-05-08,20.057
2021-05-09,17.401999
2021-05-10,15.45
2021-05-11,14.520999
2021-05-12,16.641
2021-05-13,17.364
2021-05-14,18.967
2021-05-15,20.646
2021-05-16,23.018
2021-05-17,21.937
2021-05-18,20.824
2021-05-19,22.336998
2021-05-20,21.184
2021-05-21,21.176
2021-05-22,20.532001
2021-05-23,18.062
2021-05-24,16.713001
2021-05-25,20.216
2021-05-26,20.472
2021-05-27,17.569
2021-05-28,19.813
2021-05-29,21.768
2021-05-30,21.897
2021-05-31,21.629002
2021-06-01,18.806997
2021-06-02,18.897999
2021-06-03,19.263
2021-06-04,20.359
2021-06-05,20.738998
2021-06-06,22.169
2021-06-07,23.464
2021-06-08,23.880001
2021-06-09,24.032999
2021-06-10,23.756
2021-06-11,22.703
2021-06-12,22.428
2021-06-13,22.714
2021-06-14,22.097
2021-06-15,21.821999
2021-06-16,21.864
2021-06-17,20.286
2021-06-18,19.723
2021-06-19,19.101
2021-06-20,18.985998
2021-06-21,19.614
2021-06-22,19.637
2021-06-23,21.175
2021-06-24,22.465
2021-06-25,24.053997
2021-06-26,22.551998
2021-06-27,22.166998
2021-06-28,21.513
2021-06-29,21.678
2021-06-30,21.563
2021-07-01,23.074
2021-07-02,22.689001
2021-07-03,23.488998
2021-07-04,23.963
2021-07-05,23.967999
2021-07-06,22.858997
2021-07-07,22.363
2021-07-08,23.17
2021-07-09,26.163
2021-07-10,26.823002
2021-07-11,26.321
2021-07-12,24.043
2021-07-13,21.944998
2021-07-14,23.008
2021-07-15,24.848
2021-07-16,25.661001
2021-07-17,25.603998
2021-07-18,24.235998
2021-07-19,23.32
2021-07-20,22.638998
2021-07-21,23.962997
2021-07-22,25.532
2021-07-23,26.422998
2021-07-24,25.228998
2021-07-25,23.623001
2021-07-26,23.491999
2021-07-27,24.717
2021-07-28,26.063
2021-07-29,25.956
2021-07-30,24.998001
2021-07-31,22.492
2021-08-01,20.914
2021-08-02,22.360998
2021-08-03,24.224998
2021-08-04,25.314
2021-08-05,25.73
2021-08-06,24.794
