time,DK011
2021-01-01,0.09843751
2021-01-02,-0.90437496
2021-01-03,-1.9537499
2021-01-04,-2.1346874
2021-01-05,-0.501875
2021-01-06,-1.5931249
2021-01-07,-2.6709375
2021-01-08,-3.5959373
2021-01-09,-5.2659373
2021-01-10,-7.053437
2021-01-11,-4.6137495
2021-01-12,-2.5884376
2021-01-13,-2.8590624
2021-01-14,-8.724062
2021-01-15,-16.500938
2021-01-16,-19.751251
2021-01-17,-17.926874
2021-01-18,-12.002187
2021-01-19,-10.8012495
2021-01-20,-10.469999
2021-01-21,-3.0971875
2021-01-22,1.4143751
2021-01-23,0.89187497
2021-01-24,1.1599998
2021-01-25,1.31
2021-01-26,0.22312498
2021-01-27,0.29625
2021-01-28,-1.3671875
2021-01-29,-2.464375
2021-01-30,-2.93375
2021-01-31,-3.42375
2021-02-01,-3.245
2021-02-02,-5.520625
2021-02-03,-3.0453124
2021-02-04,-8.079062
2021-02-05,-11.045313
2021-02-06,-16.551563
2021-02-07,-16.60625
2021-02-08,-12.290625
2021-02-09,-10.903749
2021-02-10,-12.845312
2021-02-11,-14.095938
2021-02-12,-14.761562
2021-02-13,-11.689062
2021-02-14,-5.836562
2021-02-15,-11.358125
2021-02-16,-8.16125
2021-02-17,-11.932188
2021-02-18,-16.504375
2021-02-19,-14.583125
2021-02-20,-7.774688
2021-02-21,1.1365623
2021-02-22,1.9640625
2021-02-23,-1.4003124
2021-02-24,1.6528125
2021-02-25,5.5493746
2021-02-26,4.367812
2021-02-27,1.8824999
2021-02-28,2.1834376
2021-03-01,2.7825
2021-03-02,3.418125
2021-03-03,1.4775
2021-03-04,-0.34218746
2021-03-05,-3.4315624
2021-03-06,-3.8815625
2021-03-07,-1.7746875
2021-03-08,-5.33375
2021-03-09,-7.850625
2021-03-10,-4.6640625
2021-03-11,-4.31125
2021-03-12,-0.07468751
2021-03-13,2.8318748
2021-03-14,3.3996873
2021-03-15,2.0021873
2021-03-16,1.7790625
2021-03-17,0.49781248
2021-03-18,-0.5940625
2021-03-19,-3.0828123
2021-03-20,-4.0840626
2021-03-21,-0.87093747
2021-03-22,-1.2078125
2021-03-23,-2.44625
2021-03-24,3.2315626
2021-03-25,4.2912498
2021-03-26,4.9209375
2021-03-27,5.908125
2021-03-28,5.2284374
2021-03-29,5.096875
2021-03-30,8.104375
2021-03-31,8.578125
2021-04-01,4.73
2021-04-02,1.9978124
2021-04-03,2.2653124
2021-04-04,2.7190626
2021-04-05,4.740625
2021-04-06,0.85968745
2021-04-07,1.5393751
2021-04-08,1.3546875
2021-04-09,3.5565624
2021-04-10,5.774688
2021-04-11,8.6775
2021-04-12,12.869687
2021-04-13,9.176874
2021-04-14,5.3628125
2021-04-15,6.5359373
2021-04-16,9.447813
2021-04-17,11.677187
2021-04-18,11.675938
2021-04-19,10.590938
2021-04-20,8.702187
2021-04-21,8.127813
2021-04-22,7.147187
2021-04-23,3.7578125
2021-04-24,2.7646875
2021-04-25,1.9374999
2021-04-26,3.0878124
2021-04-27,3.2334373
2021-04-28,4.8253126
2021-04-29,7.7056246
2021-04-30,6.0359373
2021-05-01,5.2446876
2021-05-02,6.9434376
2021-05-03,3.6978123
2021-05-04,5.6274996
2021-05-05,8.496875
2021-05-06,7.2262497
2021-05-07,6.9818754
2021-05-08,5.0984373
2021-05-09,8.090313
2021-05-10,15.199686
2021-05-11,16.85125
2021-05-12,16.674374
2021-05-13,12.967187
2021-05-14,11.963125
2021-05-15,13.9375
2021-05-16,14.764687
2021-05-17,15.177187
2021-05-18,15.290625
2021-05-19,12.049375
2021-05-20,9.546875
2021-05-21,9.401563
2021-05-22,12.200313
2021-05-23,10.814062
2021-05-24,10.699062
2021-05-25,12.631874
2021-05-26,11.980624
2021-05-27,12.352501
2021-05-28,12.957188
2021-05-29,12.074374
2021-05-30,10.400624
2021-05-31,10.921562
2021-06-01,13.34375
2021-06-02,14.903125
2021-06-03,15.394375
2021-06-04,17.33406
2021-06-05,18.173437
2021-06-06,18.64375
2021-06-07,19.373436
2021-06-08,18.345936
2021-06-09,18.005312
2021-06-10,17.155312
2021-06-11,17.305939
2021-06-12,18.072498
2021-06-13,15.133437
2021-06-14,16.440624
2021-06-15,16.775938
2021-06-16,15.87
2021-06-17,18.257187
2021-06-18,21.469063
2021-06-19,23.068748
2021-06-20,24.797188
2021-06-21,25.614376
2021-06-22,25.458124
2021-06-23,25.704063
2021-06-24,22.668436
2021-06-25,22.340624
2021-06-26,20.525625
2021-06-27,18.552187
2021-06-28,19.449062
2021-06-29,18.967499
2021-06-30,20.694061
2021-07-01,21.889687
2021-07-02,20.220936
2021-07-03,18.938126
2021-07-04,20.322811
2021-07-05,20.78625
2021-07-06,22.002811
2021-07-07,23.353437
2021-07-08,24.729687
2021-07-09,25.548748
2021-07-10,24.912811
2021-07-11,24.0125
2021-07-12,24.343437
2021-07-13,25.074999
2021-07-14,23.006874
2021-07-15,24.751873
2021-07-16,24.859688
2021-07-17,23.979061
2021-07-18,22.962498
2021-07-19,19.968124
2021-07-20,18.085312
2021-07-21,17.307188
2021-07-22,17.010311
2021-07-23,18.243437
2021-07-24,17.315311
2021-07-25,19.155624
2021-07-26,21.844063
2021-07-27,22.175312
2021-07-28,22.002499
2021-07-29,20.415314
2021-07-30,19.255001
2021-07-31,19.46625
2021-08-01,19.884998
2021-08-02,15.960312
2021-08-03,15.84375
2021-08-04,15.799688
2021-08-05,15.056875
2021-08-06,14.465
2021-08-07,17.502499
2021-08-08,19.053436
2021-08-09,18.001251
2021-08-10,17.496563
2021-08-11,17.1775
2021-08-12,15.813125
2021-08-13,17.379375
2021-08-14,18.640938
2021-08-15,16.59906
2021-08-16,17.732187
2021-08-17,18.173437
2021-08-18,15.26125
2021-08-19,14.778749
2021-08-20,15.819687
