time,CH064
2021-01-01,1.3699999
2021-01-02,0.892
2021-01-03,0.43199998
2021-01-04,0.334
2021-01-05,0.061999995
2021-01-06,0.23599999
2021-01-07,0.077999994
2021-01-08,0.107999995
2021-01-09,-0.42000002
2021-01-10,-1.328
2021-01-11,-2.622
2021-01-12,-0.73599994
2021-01-13,0.516
2021-01-14,-0.724
2021-01-15,-1.472
2021-01-16,-4.69
2021-01-17,-4.832
2021-01-18,-3.3419998
2021-01-19,1.7639999
2021-01-20,4.3299994
2021-01-21,5.328
2021-01-22,6.328
2021-01-23,1.08
2021-01-24,-0.020000001
2021-01-25,0.058
2021-01-26,-0.798
2021-01-27,-0.16600001
2021-01-28,0.39000002
2021-01-29,-1.37
2021-01-30,-2.1139998
2021-01-31,-6.3479996
2021-02-01,-3.8179996
2021-02-02,1.808
2021-02-03,6.79
2021-02-04,3.98
2021-02-05,0.678
2021-02-06,-1.4219999
2021-02-07,-6.854
2021-02-08,-9.556001
2021-02-09,-10.6
2021-02-10,-11.351999
2021-02-11,-8.108
2021-02-12,-9.497999
2021-02-13,-7.4519997
2021-02-14,-7.6299996
2021-02-15,-6.5579996
2021-02-16,0.13000001
2021-02-17,3.984
2021-02-18,5.948
2021-02-19,5.088
2021-02-20,5.9900002
2021-02-21,4.442
2021-02-22,4.8
2021-02-23,7.602
2021-02-24,9.9
2021-02-25,10.532001
2021-02-26,5.5959997
2021-02-27,3.3039997
2021-02-28,4.442
2021-03-01,2.238
2021-03-02,4.44
2021-03-03,4.828
2021-03-04,4.5559998
2021-03-05,0.11
2021-03-06,0.516
2021-03-07,1.794
2021-03-08,0.294
2021-03-09,-0.896
2021-03-10,0.718
2021-03-11,4.1239996
2021-03-12,5.8580003
2021-03-13,6.116
2021-03-14,4.406
2021-03-15,3.2540002
2021-03-16,2.6279998
2021-03-17,0.778
2021-03-18,0.766
2021-03-19,-0.27199998
2021-03-20,-2.668
2021-03-21,1.6120001
2021-03-22,2.832
2021-03-23,3.9940002
2021-03-24,5.7699995
2021-03-25,7.886
2021-03-26,9.286
2021-03-27,6.928
2021-03-28,6.3599997
2021-03-29,11.94
2021-03-30,13.268
2021-03-31,13.518
2021-04-01,12.288
2021-04-02,5.7419996
2021-04-03,3.7739997
2021-04-04,3.4899998
2021-04-05,3.0040002
2021-04-06,0.238
2021-04-07,1.7379999
2021-04-08,2.3679998
2021-04-09,6.1359997
2021-04-10,7.2339997
2021-04-11,12.638
2021-04-12,3.1239998
2021-04-13,3.786
2021-04-14,3.152
2021-04-15,1.1099999
2021-04-16,3.188
2021-04-17,4.884
2021-04-18,6.184
2021-04-19,8.296
2021-04-20,9.528
2021-04-21,10.33
2021-04-22,6.324
2021-04-23,6.2019997
2021-04-24,6.0959997
2021-04-25,4.798
2021-04-26,3.428
2021-04-27,5.204
2021-04-28,9.966001
2021-04-29,11.619999
2021-04-30,8.57
2021-05-01,8.008
2021-05-02,6.39
2021-05-03,6.2359996
2021-05-04,10.079999
2021-05-05,8.684
2021-05-06,7.1259995
2021-05-07,5.622
2021-05-08,8.959999
2021-05-09,17.004
2021-05-10,20.346
2021-05-11,21.245998
2021-05-12,13.864
2021-05-13,10.931999
2021-05-14,10.916
2021-05-15,12.028001
2021-05-16,11.88
2021-05-17,12.229999
2021-05-18,11.437999
2021-05-19,10.581999
2021-05-20,10.7439995
2021-05-21,13.343999
2021-05-22,12.316
2021-05-23,11.308
2021-05-24,13.51
2021-05-25,11.238
2021-05-26,11.462
2021-05-27,10.424
2021-05-28,10.38
2021-05-29,10.477999
2021-05-30,9.502
2021-05-31,12.552
2021-06-01,14.467999
2021-06-02,16.278
2021-06-03,17.692
2021-06-04,19.05
2021-06-05,20.056
2021-06-06,19.036
2021-06-07,19.036
2021-06-08,19.828
2021-06-09,19.188
2021-06-10,18.238
2021-06-11,19.943998
2021-06-12,17.982
2021-06-13,12.297999
2021-06-14,16.142
2021-06-15,20.004
2021-06-16,20.872
2021-06-17,24.05
2021-06-18,24.528
2021-06-19,26.244
2021-06-20,26.4
2021-06-21,25.102
2021-06-22,17.146
2021-06-23,17.845999
2021-06-24,17.702
2021-06-25,16.425999
2021-06-26,17.632
2021-06-27,19.527998
2021-06-28,21.421999
2021-06-29,22.094
2021-06-30,17.774
2021-07-01,16.773998
2021-07-02,16.484
2021-07-03,17.829998
2021-07-04,19.513998
2021-07-05,18.588
2021-07-06,22.016
2021-07-07,17.24
2021-07-08,17.880001
2021-07-09,18.317999
2021-07-10,18.7
2021-07-11,19.858
2021-07-12,19.314
2021-07-13,22.5
2021-07-14,19.762
2021-07-15,20.416
2021-07-16,21.868
2021-07-17,20.49
2021-07-18,20.632
2021-07-19,16.316
2021-07-20,15.797999
2021-07-21,16.888
2021-07-22,17.762
2021-07-23,19.064
2021-07-24,21.829998
2021-07-25,21.716
2021-07-26,21.198
2021-07-27,21.406
2021-07-28,19.904001
2021-07-29,19.617998
2021-07-30,19.664
2021-07-31,20.584
2021-08-01,15.128
2021-08-02,16.152
2021-08-03,15.632001
2021-08-04,16.312
2021-08-05,15.793999
2021-08-06,17.651999
2021-08-07,19.012
2021-08-08,18.444
2021-08-09,17.314001
2021-08-10,17.734
2021-08-11,17.221998
2021-08-12,18.448
2021-08-13,22.352
2021-08-14,21.956
2021-08-15,20.82
2021-08-16,19.924
2021-08-17,14.642
2021-08-18,15.353999
2021-08-19,17.378
2021-08-20,17.226
2021-08-21,17.492
2021-08-22,18.345999
2021-08-23,15.075999
2021-08-24,14.026001
2021-08-25,14.516001
2021-08-26,13.266001
2021-08-27,12.156
2021-08-28,13.402
2021-08-29,14.2699995
2021-08-30,14.467999
2021-08-31,14.202001
2021-09-01,14.733999
2021-09-02,15.590001
2021-09-03,15.779999
2021-09-04,14.958
2021-09-05,14.964
2021-09-06,16.460001
2021-09-07,15.835999
2021-09-08,16.899998
2021-09-09,18.876
2021-09-10,20.146
2021-09-11,17.911999
2021-09-12,17.308
2021-09-13,15.839999
2021-09-14,15.994
2021-09-15,18.501999
2021-09-16,16.292
2021-09-17,13.842
2021-09-18,12.268
2021-09-19,10.63
2021-09-20,10.282
2021-09-21,11.306
2021-09-22,11.82
2021-09-23,15.547999
2021-09-24,14.271998
2021-09-25,16.944
2021-09-26,17.49
2021-09-27,17.222
2021-09-28,14.898
2021-09-29,14.242
2021-09-30,10.006
2021-10-01,11.306
2021-10-02,14.328
2021-10-03,15.848
2021-10-04,14.482
2021-10-05,15.033999
2021-10-06,12.51
2021-10-07,11.702
2021-10-08,9.859999
2021-10-09,6.4900002
2021-10-10,4.81
2021-10-11,6.5079994
2021-10-12,7.282
2021-10-13,5.558
2021-10-14,8.106
2021-10-15,10.134
2021-10-16,7.221999
2021-10-17,8.918
2021-10-18,9.828
2021-10-19,12.171999
2021-10-20,16.029999
2021-10-21,12.51
2021-10-22,7.496
2021-10-23,5.6080003
2021-10-24,5.726
2021-10-25,7.9759994
2021-10-26,8.674001
2021-10-27,8.853999
2021-10-28,10.04
2021-10-29,10.297999
2021-10-30,11.782
2021-10-31,12.101999
2021-11-01,9.515999
2021-11-02,7.486
2021-11-03,7.488
2021-11-04,7.134
2021-11-05,6.6940002
2021-11-06,6.87
2021-11-07,5.8739996
2021-11-08,6.7839994
2021-11-09,6.4359994
2021-11-10,5.7439995
2021-11-11,4.1979995
2021-11-12,3.0960002
2021-11-13,5.304
2021-11-14,5.658
2021-11-15,3.7039998
2021-11-16,4.7999997
2021-11-17,5.338
2021-11-18,6.7300005
2021-11-19,8.926001
2021-11-20,8.915999
2021-11-21,6.072
2021-11-22,3.8079998
2021-11-23,2.074
2021-11-24,4.6759996
2021-11-25,1.536
2021-11-26,1.8339999
2021-11-27,1.6299999
2021-11-28,0.422
2021-11-29,0.252
2021-11-30,2.314
2021-12-01,5.026
2021-12-02,2.3419998
2021-12-03,-0.33400002
2021-12-04,0.296
2021-12-05,1.7360001
2021-12-06,-0.62600005
2021-12-07,-0.79599994
2021-12-08,-1.194
2021-12-09,-0.80999994
2021-12-10,-0.29000002
2021-12-11,-1.8280001
2021-12-12,-0.38000003
2021-12-13,3.8259997
2021-12-14,5.43
2021-12-15,6.366
2021-12-16,6.1099997
2021-12-17,4.126
2021-12-18,4.334
2021-12-19,4.988
2021-12-20,0.24000001
2021-12-21,-1.008
2021-12-22,-2.4060001
2021-12-23,-2.096
2021-12-24,3.966
2021-12-25,-6.616
2021-12-26,-8.748
2021-12-27,-2.322
2021-12-28,0.43400002
2021-12-29,3.6200001
2021-12-30,9.086
2021-12-31,12.374
