time,NL413
2021-01-01,0.22999999
2021-01-02,2.08
2021-01-03,2.37
2021-01-04,3.3999999
2021-01-05,2.53
2021-01-06,2.54
2021-01-07,-0.099999994
2021-01-08,-0.14
2021-01-09,0.88
2021-01-10,1.1899999
2021-01-11,5.4
2021-01-12,6.43
2021-01-13,3.56
2021-01-14,5.5299997
2021-01-15,1.12
2021-01-16,3.61
2021-01-17,4.93
2021-01-18,4.47
2021-01-19,8.09
2021-01-20,9.37
2021-01-21,4.89
2021-01-22,3.1599998
2021-01-23,1.23
2021-01-24,-1.0
2021-01-25,0.77
2021-01-26,2.6499999
2021-01-27,5.81
2021-01-28,8.49
2021-01-29,8.8
2021-01-30,4.72
2021-01-31,0.72999996
2021-02-01,3.1999998
2021-02-02,6.5899997
2021-02-03,8.559999
2021-02-04,6.0699997
2021-02-05,7.7599998
2021-02-06,5.0299997
2021-02-07,1.92
2021-02-08,-1.03
2021-02-09,-0.72999996
2021-02-10,-0.34
2021-02-11,-2.06
2021-02-12,-0.98999995
2021-02-13,-1.4
2021-02-14,1.1899999
2021-02-15,7.37
2021-02-16,9.139999
2021-02-17,8.53
2021-02-18,8.69
2021-02-19,6.5499997
2021-02-20,10.929999
2021-02-21,11.349999
2021-02-22,8.45
2021-02-23,9.0199995
2021-02-24,13.44
2021-02-25,10.309999
2021-02-26,6.54
2021-02-27,5.52
2021-02-28,5.7599998
2021-03-01,4.98
2021-03-02,5.52
2021-03-03,5.5099998
2021-03-04,5.25
2021-03-05,4.5
2021-03-06,2.77
2021-03-07,3.35
2021-03-08,5.14
2021-03-09,7.1099997
2021-03-10,7.08
2021-03-11,9.65
2021-03-12,6.93
2021-03-13,7.12
2021-03-14,7.02
2021-03-15,9.49
2021-03-16,9.599999
2021-03-17,7.6299996
2021-03-18,6.74
2021-03-19,8.07
2021-03-20,7.77
2021-03-21,8.13
2021-03-22,6.5899997
2021-03-23,7.41
2021-03-24,8.929999
2021-03-25,8.54
2021-03-26,9.84
2021-03-27,6.2599998
2021-03-28,10.559999
2021-03-29,13.13
2021-03-30,13.04
2021-03-31,14.67
2021-04-01,10.24
2021-04-02,7.5
2021-04-03,6.81
2021-04-04,7.8999996
2021-04-05,5.69
2021-04-06,3.61
2021-04-07,2.78
2021-04-08,7.4199996
2021-04-09,7.46
2021-04-10,5.5099998
2021-04-11,4.2999997
2021-04-12,4.1
2021-04-13,5.66
2021-04-14,6.24
2021-04-15,5.31
2021-04-16,5.45
2021-04-17,6.1099997
2021-04-18,6.96
2021-04-19,8.95
2021-04-20,9.9
2021-04-21,9.309999
2021-04-22,6.95
2021-04-23,8.87
2021-04-24,9.26
2021-04-25,7.8599997
2021-04-26,7.64
2021-04-27,8.15
2021-04-28,8.5199995
2021-04-29,6.3199997
2021-04-30,6.95
2021-05-01,6.6499996
2021-05-02,7.95
2021-05-03,8.929999
2021-05-04,9.61
2021-05-05,7.14
2021-05-06,6.56
2021-05-07,8.34
2021-05-08,10.349999
2021-05-09,15.309999
2021-05-10,13.28
2021-05-11,11.13
2021-05-12,12.099999
2021-05-13,12.16
2021-05-14,10.28
2021-05-15,10.889999
2021-05-16,11.32
2021-05-17,12.49
2021-05-18,10.929999
2021-05-19,12.5
2021-05-20,9.76
2021-05-21,11.37
2021-05-22,10.95
2021-05-23,8.92
2021-05-24,10.0
2021-05-25,10.88
2021-05-26,10.76
2021-05-27,12.53
2021-05-28,13.549999
2021-05-29,15.9
2021-05-30,13.61
2021-05-31,15.12
2021-06-01,17.05
2021-06-02,18.92
2021-06-03,18.58
2021-06-04,14.889999
2021-06-05,15.65
2021-06-06,16.75
2021-06-07,17.56
2021-06-08,16.91
2021-06-09,17.65
2021-06-10,19.18
2021-06-11,19.21
2021-06-12,17.23
2021-06-13,18.71
2021-06-14,20.51
2021-06-15,17.369999
2021-06-16,20.47
2021-06-17,19.01
2021-06-18,15.08
2021-06-19,13.799999
2021-06-20,14.57
2021-06-21,12.61
2021-06-22,13.96
2021-06-23,14.12
2021-06-24,16.029999
2021-06-25,16.89
2021-06-26,16.75
2021-06-27,17.05
2021-06-28,16.38
2021-06-29,16.359999
2021-06-30,15.16
2021-07-01,15.599999
2021-07-02,18.279999
2021-07-03,18.84
2021-07-04,18.55
2021-07-05,17.109999
2021-07-06,16.39
2021-07-07,17.72
2021-07-08,17.69
2021-07-09,18.16
2021-07-10,16.91
2021-07-11,16.779999
2021-07-12,17.539999
2021-07-13,18.52
2021-07-14,18.859999
2021-07-15,17.779999
2021-07-16,18.529999
2021-07-17,21.43
2021-07-18,22.76
2021-07-19,22.939999
2021-07-20,22.699999
2021-07-21,22.35
2021-07-22,21.88
2021-07-23,19.55
2021-07-24,18.8
2021-07-25,18.84
2021-07-26,20.14
2021-07-27,19.9
2021-07-28,18.07
2021-07-29,17.279999
2021-07-30,16.529999
2021-07-31,17.3
2021-08-01,16.4
2021-08-02,15.82
2021-08-03,16.13
2021-08-04,16.619999
2021-08-05,17.02
2021-08-06,17.93
2021-08-07,16.48
2021-08-08,16.779999
2021-08-09,16.93
2021-08-10,17.82
2021-08-11,17.039999
2021-08-12,17.88
2021-08-13,17.77
2021-08-14,18.3
2021-08-15,18.119999
2021-08-16,15.5
2021-08-17,15.11
2021-08-18,18.029999
2021-08-19,17.01
2021-08-20,17.81
2021-08-21,18.05
2021-08-22,17.869999
2021-08-23,17.91
2021-08-24,16.98
2021-08-25,17.1
2021-08-26,16.3
2021-08-27,15.07
2021-08-28,15.83
2021-08-29,15.36
2021-08-30,16.01
2021-08-31,16.029999
2021-09-01,16.1
2021-09-02,16.67
2021-09-03,16.81
2021-09-04,16.65
2021-09-05,18.59
2021-09-06,19.96
2021-09-07,21.439999
2021-09-08,21.6
2021-09-09,19.869999
2021-09-10,19.75
2021-09-11,18.35
2021-09-12,15.79
2021-09-13,16.18
2021-09-14,17.57
2021-09-15,17.289999
2021-09-16,16.4
2021-09-17,16.56
2021-09-18,18.02
2021-09-19,17.15
2021-09-20,15.37
2021-09-21,15.19
2021-09-22,15.599999
2021-09-23,16.199999
2021-09-24,17.0
2021-09-25,17.44
