time,ITI45
2021-01-01,0.47
2021-01-02,2.86
2021-01-03,2.7
2021-01-04,3.6299999
2021-01-05,2.45
2021-01-06,3.61
2021-01-07,1.04
2021-01-08,-0.66999996
2021-01-09,0.37
2021-01-10,0.02
2021-01-11,4.64
2021-01-12,6.67
2021-01-13,3.4499998
2021-01-14,4.5099998
2021-01-15,1.6899999
2021-01-16,3.12
2021-01-17,5.23
2021-01-18,4.56
2021-01-19,8.17
2021-01-20,9.179999
2021-01-21,5.16
2021-01-22,2.99
2021-01-23,1.75
2021-01-24,-0.47
2021-01-25,1.14
2021-01-26,2.22
2021-01-27,5.98
2021-01-28,8.63
2021-01-29,9.099999
2021-01-30,4.97
2021-01-31,1.8
2021-02-01,3.4099998
2021-02-02,6.7599998
2021-02-03,8.76
2021-02-04,5.65
2021-02-05,7.97
2021-02-06,5.5299997
2021-02-07,1.91
2021-02-08,-1.66
2021-02-09,-1.14
2021-02-10,-0.84999996
2021-02-11,-2.1299999
2021-02-12,-1.16
2021-02-13,-1.56
2021-02-14,1.16
2021-02-15,6.8799996
2021-02-16,8.51
2021-02-17,8.61
2021-02-18,8.36
2021-02-19,6.5899997
2021-02-20,11.679999
2021-02-21,11.73
2021-02-22,9.0
2021-02-23,9.92
2021-02-24,12.83
2021-02-25,10.5
2021-02-26,6.45
2021-02-27,6.0099998
2021-02-28,5.48
2021-03-01,5.42
2021-03-02,6.04
2021-03-03,4.96
2021-03-04,4.91
2021-03-05,3.57
2021-03-06,2.69
2021-03-07,3.1
2021-03-08,4.5099998
2021-03-09,7.5299997
2021-03-10,6.46
2021-03-11,9.969999
2021-03-12,7.02
2021-03-13,7.52
2021-03-14,7.06
2021-03-15,8.65
2021-03-16,7.9199996
2021-03-17,7.04
2021-03-18,6.37
2021-03-19,7.3199997
2021-03-20,6.3599997
2021-03-21,7.91
2021-03-22,6.18
2021-03-23,6.83
2021-03-24,8.13
2021-03-25,8.28
2021-03-26,9.929999
2021-03-27,6.5099998
2021-03-28,10.04
2021-03-29,13.049999
2021-03-30,12.469999
2021-03-31,14.29
2021-04-01,9.679999
2021-04-02,6.97
2021-04-03,6.7999997
2021-04-04,8.28
2021-04-05,5.5
2021-04-06,2.99
2021-04-07,2.82
2021-04-08,7.41
2021-04-09,7.7999997
2021-04-10,5.96
2021-04-11,4.5
2021-04-12,3.8
2021-04-13,5.06
2021-04-14,5.9
2021-04-15,5.12
2021-04-16,5.12
2021-04-17,5.7599998
2021-04-18,6.72
2021-04-19,8.94
2021-04-20,9.17
2021-04-21,8.63
2021-04-22,6.7799997
2021-04-23,8.24
2021-04-24,9.099999
2021-04-25,7.5499997
2021-04-26,7.45
2021-04-27,7.79
2021-04-28,8.3
2021-04-29,7.1499996
2021-04-30,6.83
2021-05-01,6.58
2021-05-02,7.5299997
2021-05-03,8.76
2021-05-04,10.45
2021-05-05,7.5299997
2021-05-06,6.0499997
2021-05-07,7.81
2021-05-08,11.15
2021-05-09,15.309999
2021-05-10,13.849999
2021-05-11,12.08
2021-05-12,12.32
2021-05-13,12.17
2021-05-14,9.96
2021-05-15,10.51
2021-05-16,11.12
2021-05-17,12.24
2021-05-18,10.599999
2021-05-19,12.45
2021-05-20,9.78
2021-05-21,11.48
2021-05-22,10.91
2021-05-23,9.26
2021-05-24,10.639999
2021-05-25,10.51
2021-05-26,10.03
2021-05-27,12.059999
2021-05-28,13.049999
2021-05-29,14.86
2021-05-30,12.889999
2021-05-31,14.929999
2021-06-01,17.15
2021-06-02,19.09
2021-06-03,18.699999
2021-06-04,14.7
2021-06-05,15.44
2021-06-06,16.06
2021-06-07,17.24
2021-06-08,17.119999
2021-06-09,17.48
2021-06-10,18.77
2021-06-11,18.949999
2021-06-12,17.84
2021-06-13,18.57
2021-06-14,20.689999
2021-06-15,17.92
2021-06-16,20.59
2021-06-17,19.27
2021-06-18,15.589999
2021-06-19,13.799999
2021-06-20,14.549999
2021-06-21,12.38
2021-06-22,14.179999
2021-06-23,13.23
2021-06-24,15.15
2021-06-25,17.09
2021-06-26,17.15
2021-06-27,17.63
2021-06-28,16.529999
2021-06-29,15.94
2021-06-30,14.5
2021-07-01,14.759999
2021-07-02,18.25
2021-07-03,18.42
2021-07-04,17.92
2021-07-05,17.15
2021-07-06,16.529999
2021-07-07,16.94
2021-07-08,17.06
2021-07-09,17.859999
2021-07-10,16.22
2021-07-11,16.5
2021-07-12,17.58
2021-07-13,18.15
2021-07-14,17.99
2021-07-15,17.67
2021-07-16,17.57
2021-07-17,19.64
2021-07-18,21.85
2021-07-19,21.72
2021-07-20,21.67
2021-07-21,21.97
2021-07-22,20.64
2021-07-23,17.89
2021-07-24,18.85
2021-07-25,18.949999
2021-07-26,19.369999
2021-07-27,19.119999
2021-07-28,18.42
2021-07-29,17.07
2021-07-30,16.449999
2021-07-31,17.42
2021-08-01,16.279999
2021-08-02,15.309999
2021-08-03,16.33
2021-08-04,16.21
2021-08-05,17.3
2021-08-06,18.23
2021-08-07,16.31
2021-08-08,16.82
2021-08-09,16.76
2021-08-10,17.71
2021-08-11,17.14
2021-08-12,18.31
2021-08-13,17.74
2021-08-14,18.699999
2021-08-15,18.47
2021-08-16,15.4
2021-08-17,14.12
2021-08-18,17.859999
2021-08-19,17.21
2021-08-20,17.27
2021-08-21,18.119999
2021-08-22,17.44
2021-08-23,17.539999
2021-08-24,17.18
2021-08-25,17.24
2021-08-26,16.24
2021-08-27,15.799999
2021-08-28,15.9
2021-08-29,15.219999
2021-08-30,16.01
2021-08-31,16.619999
2021-09-01,16.52
2021-09-02,17.029999
2021-09-03,17.41
