time,DEE02
2021-01-01,6.562105
2021-01-02,4.5965786
2021-01-03,3.8828945
2021-01-04,3.6860523
2021-01-05,1.9673682
2021-01-06,2.403421
2021-01-07,3.9671052
2021-01-08,3.5884216
2021-01-09,3.03
2021-01-10,3.343158
2021-01-11,2.628421
2021-01-12,2.064737
2021-01-13,2.816842
2021-01-14,3.3507893
2021-01-15,3.9302633
2021-01-16,4.526842
2021-01-17,5.570263
2021-01-18,5.7255263
2021-01-19,5.3365793
2021-01-20,10.25921
2021-01-21,11.893684
2021-01-22,11.425525
2021-01-23,9.838421
2021-01-24,12.03921
2021-01-25,13.544474
2021-01-26,14.431053
2021-01-27,14.166051
2021-01-28,12.989474
2021-01-29,11.118156
2021-01-30,12.38342
2021-01-31,11.794736
2021-02-01,12.728157
2021-02-02,12.846051
2021-02-03,12.830525
2021-02-04,11.258684
2021-02-05,10.154211
2021-02-06,9.680525
2021-02-07,8.57737
2021-02-08,11.27579
2021-02-09,10.691578
2021-02-10,12.95921
2021-02-11,14.079999
2021-02-12,12.217894
2021-02-13,10.883158
2021-02-14,11.708947
2021-02-15,12.836579
2021-02-16,11.158157
2021-02-17,12.16579
2021-02-18,11.721316
2021-02-19,11.677631
2021-02-20,12.313421
2021-02-21,9.646579
2021-02-22,8.765
2021-02-23,10.3828945
2021-02-24,12.024736
2021-02-25,11.50079
2021-02-26,12.346841
2021-02-27,11.552367
2021-02-28,11.176579
2021-03-01,12.152893
2021-03-02,12.670789
2021-03-03,13.127104
2021-03-04,12.464999
2021-03-05,11.884737
2021-03-06,12.481841
2021-03-07,11.976842
2021-03-08,10.333158
2021-03-09,10.512367
2021-03-10,10.342369
2021-03-11,12.139473
2021-03-12,12.23421
2021-03-13,10.709474
2021-03-14,12.203421
2021-03-15,12.6389475
2021-03-16,13.285525
2021-03-17,13.697105
2021-03-18,11.350263
2021-03-19,9.836316
2021-03-20,9.258946
2021-03-21,8.3234215
2021-03-22,10.845526
2021-03-23,12.152632
2021-03-24,13.165
2021-03-25,13.071579
2021-03-26,13.261579
2021-03-27,14.500263
2021-03-28,15.795264
2021-03-29,17.163422
2021-03-30,17.396317
2021-03-31,19.871841
2021-04-01,17.595526
2021-04-02,15.599211
2021-04-03,15.213421
2021-04-04,16.004473
2021-04-05,16.11658
2021-04-06,16.980263
2021-04-07,16.114735
2021-04-08,16.079473
2021-04-09,15.768158
2021-04-10,16.085262
2021-04-11,16.180527
2021-04-12,14.996052
2021-04-13,16.706053
2021-04-14,16.226843
2021-04-15,14.944472
2021-04-16,14.951052
2021-04-17,13.999474
2021-04-18,14.771579
2021-04-19,16.985788
2021-04-20,15.734474
2021-04-21,14.439737
2021-04-22,16.58
2021-04-23,16.682367
2021-04-24,16.318684
2021-04-25,15.678947
2021-04-26,16.337105
2021-04-27,16.552368
2021-04-28,15.169474
2021-04-29,13.323158
2021-04-30,12.421316
2021-05-01,12.225263
2021-05-02,13.113685
2021-05-03,15.040262
2021-05-04,16.972366
2021-05-05,17.723948
2021-05-06,18.939735
2021-05-07,19.75921
2021-05-08,20.29263
2021-05-09,15.421579
2021-05-10,12.948947
2021-05-11,12.909473
2021-05-12,16.002104
2021-05-13,15.680526
2021-05-14,17.406052
2021-05-15,19.395788
2021-05-16,20.048681
2021-05-17,20.564213
2021-05-18,20.199738
2021-05-19,20.993683
2021-05-20,22.291052
2021-05-21,21.55763
2021-05-22,17.636578
2021-05-23,16.451317
2021-05-24,16.701052
2021-05-25,19.761316
2021-05-26,21.621315
2021-05-27,20.169209
2021-05-28,22.505264
2021-05-29,23.691843
2021-05-30,24.51158
2021-05-31,23.622892
2021-06-01,19.391317
2021-06-02,19.749739
