time,DE11A
2021-01-01,1.3175
2021-01-02,0.64916664
2021-01-03,0.091666676
2021-01-04,-0.9083333
2021-01-05,-1.3216666
2021-01-06,-0.007500013
2021-01-07,-1.5283333
2021-01-08,-1.0716666
2021-01-09,-1.005
2021-01-10,-0.8441666
2021-01-11,-2.1416667
2021-01-12,-0.46916664
2021-01-13,5.205833
2021-01-14,6.9566665
2021-01-15,3.3225
2021-01-16,0.009166658
2021-01-17,1.6841666
2021-01-18,2.925833
2021-01-19,1.5991668
2021-01-20,4.2058334
2021-01-21,8.539166
2021-01-22,6.8975005
2021-01-23,2.3416665
2021-01-24,2.9108334
2021-01-25,2.3075
2021-01-26,0.715
2021-01-27,2.7891667
2021-01-28,6.6391664
2021-01-29,10.174167
2021-01-30,5.7299995
2021-01-31,6.2324996
2021-02-01,6.5791664
2021-02-02,7.4474998
2021-02-03,10.559167
2021-02-04,7.6691666
2021-02-05,9.535
2021-02-06,9.3949995
2021-02-07,7.9808335
2021-02-08,2.4316664
2021-02-09,5.5616665
2021-02-10,6.2333336
2021-02-11,3.7849998
2021-02-12,0.01666663
2021-02-13,-0.84999996
2021-02-14,-0.9241666
2021-02-15,2.4516666
2021-02-16,6.1416664
2021-02-17,8.287499
2021-02-18,5.7966666
2021-02-19,8.578334
2021-02-20,10.100833
2021-02-21,9.490001
2021-02-22,10.9075
2021-02-23,12.358333
2021-02-24,10.616666
2021-02-25,9.539166
2021-02-26,9.6375
2021-02-27,9.445833
2021-02-28,7.2875
2021-03-01,6.873333
2021-03-02,5.9225
2021-03-03,6.6924996
2021-03-04,7.3849998
2021-03-05,7.47
2021-03-06,6.585833
2021-03-07,7.8058333
2021-03-08,8.114166
2021-03-09,5.596667
2021-03-10,6.2933335
2021-03-11,8.509999
2021-03-12,7.8099995
2021-03-13,5.465
2021-03-14,6.5724998
2021-03-15,5.1516666
2021-03-16,5.941667
2021-03-17,5.1633334
2021-03-18,3.265
2021-03-19,2.8991668
2021-03-20,2.9766667
2021-03-21,3.6975
2021-03-22,5.720833
2021-03-23,6.4341664
2021-03-24,8.271667
2021-03-25,8.945
2021-03-26,8.420833
2021-03-27,9.365832
2021-03-28,9.039166
2021-03-29,10.3324995
2021-03-30,12.91
2021-03-31,13.630833
2021-04-01,12.82
2021-04-02,12.669167
2021-04-03,11.691666
2021-04-04,8.3375
2021-04-05,9.4383335
2021-04-06,7.9283333
2021-04-07,2.8466663
2021-04-08,5.4525
2021-04-09,8.275833
2021-04-10,9.0025
2021-04-11,9.406666
2021-04-12,6.376667
2021-04-13,5.5749993
2021-04-14,5.8050003
2021-04-15,5.34
2021-04-16,3.9866664
2021-04-17,5.545
2021-04-18,6.9541664
2021-04-19,6.7924995
2021-04-20,8.729167
2021-04-21,10.178333
2021-04-22,10.3725
2021-04-23,11.925832
2021-04-24,12.784165
2021-04-25,12.631665
2021-04-26,13.289166
2021-04-27,13.325
2021-04-28,11.466667
2021-04-29,12.415
2021-04-30,10.584167
2021-05-01,8.039166
2021-05-02,8.3475
2021-05-03,9.274167
2021-05-04,10.279167
2021-05-05,11.991666
2021-05-06,9.294999
2021-05-07,12.719167
2021-05-08,14.709999
2021-05-09,17.775
2021-05-10,16.536667
2021-05-11,11.660832
2021-05-12,10.605833
2021-05-13,11.374166
2021-05-14,10.600833
2021-05-15,9.566667
2021-05-16,13.144166
2021-05-17,11.803332
2021-05-18,11.141666
2021-05-19,10.894166
2021-05-20,12.479167
2021-05-21,13.553332
2021-05-22,13.0199995
2021-05-23,12.7699995
2021-05-24,13.563333
2021-05-25,10.892499
2021-05-26,13.374166
2021-05-27,15.574165
2021-05-28,16.710833
2021-05-29,17.1925
2021-05-30,16.791666
2021-05-31,16.878332
2021-06-01,16.445
2021-06-02,17.629166
2021-06-03,18.043333
2021-06-04,18.352499
2021-06-05,17.570833
2021-06-06,17.3275
2021-06-07,18.171667
2021-06-08,19.103333
2021-06-09,19.494999
2021-06-10,20.233334
2021-06-11,20.591667
2021-06-12,21.313334
2021-06-13,22.3075
2021-06-14,23.139166
2021-06-15,22.830832
2021-06-16,22.313334
2021-06-17,23.283333
2021-06-18,22.719168
2021-06-19,22.398333
2021-06-20,21.495834
2021-06-21,20.607498
2021-06-22,18.875
2021-06-23,18.717499
2021-06-24,16.114166
2021-06-25,17.444166
2021-06-26,18.851667
2021-06-27,21.249998
2021-06-28,20.360834
2021-06-29,18.771666
2021-06-30,16.699999
2021-07-01,19.138334
2021-07-02,20.297499
2021-07-03,20.8025
2021-07-04,19.350832
2021-07-05,21.205
2021-07-06,21.260834
2021-07-07,19.523333
2021-07-08,18.271666
2021-07-09,18.304998
2021-07-10,20.281666
2021-07-11,20.570833
2021-07-12,20.880835
2021-07-13,16.134167
2021-07-14,13.839168
2021-07-15,16.987501
2021-07-16,18.821665
2021-07-17,19.88083
2021-07-18,22.440832
2021-07-19,22.914999
2021-07-20,22.874166
2021-07-21,22.889166
2021-07-22,22.93
2021-07-23,23.928331
2021-07-24,23.671667
2021-07-25,22.255
2021-07-26,21.975
2021-07-27,21.954168
2021-07-28,21.311666
2021-07-29,22.104166
2021-07-30,22.290833
2021-07-31,19.841665
2021-08-01,16.955
2021-08-02,17.593332
2021-08-03,17.425001
2021-08-04,16.834167
2021-08-05,19.120832
2021-08-06,20.566666
2021-08-07,19.323332
2021-08-08,17.458334
2021-08-09,18.548332
2021-08-10,22.305
2021-08-11,24.361664
2021-08-12,25.609167
2021-08-13,25.705832
2021-08-14,26.856665
2021-08-15,25.837502
2021-08-16,23.89
2021-08-17,19.288334
2021-08-18,18.542498
2021-08-19,19.79
2021-08-20,20.385
2021-08-21,21.659998
2021-08-22,22.7825
2021-08-23,19.819166
2021-08-24,18.652498
2021-08-25,19.07
2021-08-26,19.234167
2021-08-27,18.380833
2021-08-28,17.065832
2021-08-29,17.029165
2021-08-30,16.63
2021-08-31,17.690832
2021-09-01,18.540833
2021-09-02,19.544167
2021-09-03,18.796667
2021-09-04,19.901667
2021-09-05,20.685
2021-09-06,21.404999
2021-09-07,21.133333
2021-09-08,20.5675
2021-09-09,18.895834
2021-09-10,19.408333
2021-09-11,18.93
2021-09-12,19.205833
2021-09-13,19.846666
2021-09-14,20.7675
2021-09-15,20.489166
2021-09-16,18.7175
2021-09-17,18.929167
2021-09-18,17.789999
2021-09-19,15.014999
2021-09-20,14.214999
2021-09-21,15.650001
2021-09-22,15.673333
2021-09-23,16.126667
2021-09-24,17.7825
2021-09-25,18.304998
2021-09-26,17.86
2021-09-27,17.425
2021-09-28,16.175833
2021-09-29,15.840833
2021-09-30,13.4725
2021-10-01,14.650833
2021-10-02,17.011665
2021-10-03,17.378334
2021-10-04,12.022499
2021-10-05,10.255
2021-10-06,10.614999
2021-10-07,11.62
2021-10-08,10.665
2021-10-09,11.013333
2021-10-10,11.088333
2021-10-11,10.875
2021-10-12,11.155833
2021-10-13,11.0199995
2021-10-14,9.017499
2021-10-15,9.6475
2021-10-16,10.8175
2021-10-17,11.1175
2021-10-18,11.96
2021-10-19,12.099999
2021-10-20,14.779166
2021-10-21,14.424167
2021-10-22,10.873333
2021-10-23,9.072499
2021-10-24,10.113334
2021-10-25,10.655833
2021-10-26,10.171666
2021-10-27,10.9425
2021-10-28,10.412499
2021-10-29,12.344167
2021-10-30,13.654167
2021-10-31,14.251667
2021-11-01,12.313334
2021-11-02,9.16
2021-11-03,8.511666
2021-11-04,6.28
2021-11-05,6.0641665
2021-11-06,6.3283334
2021-11-07,6.861666
2021-11-08,7.8583336
2021-11-09,6.336666
2021-11-10,6.971667
2021-11-11,8.715834
2021-11-12,7.6974998
2021-11-13,6.8216667
2021-11-14,8.414166
2021-11-15,7.7058334
2021-11-16,8.028334
2021-11-17,6.2641664
2021-11-18,7.748333
2021-11-19,7.4533334
2021-11-20,5.875
2021-11-21,4.863333
2021-11-22,5.0558333
2021-11-23,6.5124993
2021-11-24,5.2924995
2021-11-25,4.8624997
2021-11-26,3.1650002
2021-11-27,2.0766666
2021-11-28,0.5175
2021-11-29,1.5633332
2021-11-30,0.70416665
2021-12-01,0.36416662
2021-12-02,2.7641666
2021-12-03,1.0058333
2021-12-04,2.2475
2021-12-05,0.5658333
2021-12-06,1.4125
2021-12-07,3.0616665
2021-12-08,3.5600002
2021-12-09,2.3533332
2021-12-10,0.075000025
2021-12-11,2.2766666
2021-12-12,2.6091669
2021-12-13,3.3466666
2021-12-14,3.2375
2021-12-15,2.9908333
2021-12-16,2.9133332
2021-12-17,4.3741665
2021-12-18,3.555833
2021-12-19,1.2375001
2021-12-20,0.855
2021-12-21,1.38
2021-12-22,-0.6641666
2021-12-23,3.2891667
2021-12-24,5.0191665
2021-12-25,7.433333
2021-12-26,6.74
2021-12-27,5.048333
2021-12-28,6.236666
2021-12-29,9.174167
2021-12-30,13.3324995
2021-12-31,10.540833
