time,DE117
2021-01-01,-0.68666667
2021-01-02,-3.2466667
2021-01-03,-2.6426666
2021-01-04,-3.6446664
2021-01-05,-2.964
2021-01-06,-2.5926666
2021-01-07,-2.5299997
2021-01-08,-1.9913332
2021-01-09,-3.6953332
2021-01-10,-3.1980002
2021-01-11,-5.649333
2021-01-12,-1.2613332
2021-01-13,5.5846663
2021-01-14,5.791333
2021-01-15,2.1766667
2021-01-16,-2.3946664
2021-01-17,1.9666666
2021-01-18,1.7426666
2021-01-19,3.012
2021-01-20,5.9319997
2021-01-21,8.316667
2021-01-22,4.7
2021-01-23,2.374
2021-01-24,0.021999998
2021-01-25,0.68599993
2021-01-26,-2.3946664
2021-01-27,2.9486666
2021-01-28,9.284666
2021-01-29,10.224
2021-01-30,7.3306665
2021-01-31,6.888
2021-02-01,8.224667
2021-02-02,10.410666
2021-02-03,11.521333
2021-02-04,7.3099995
2021-02-05,8.272667
2021-02-06,7.3606663
2021-02-07,5.9599996
2021-02-08,1.4973333
2021-02-09,1.5653332
2021-02-10,2.2793336
2021-02-11,-0.844
2021-02-12,-1.1426666
2021-02-13,-3.9086668
2021-02-14,0.48866665
2021-02-15,6.0559998
2021-02-16,8.907333
2021-02-17,6.9166665
2021-02-18,8.445333
2021-02-19,9.587333
2021-02-20,10.719334
2021-02-21,10.765334
2021-02-22,11.325334
2021-02-23,12.226
2021-02-24,12.056
2021-02-25,10.356
2021-02-26,7.866
2021-02-27,6.3713326
2021-02-28,3.784
2021-03-01,6.93
2021-03-02,8.065333
2021-03-03,7.315333
2021-03-04,6.502667
2021-03-05,5.791333
2021-03-06,3.389333
2021-03-07,4.3679996
2021-03-08,5.1979995
2021-03-09,0.8593333
2021-03-10,3.5386665
2021-03-11,10.167333
2021-03-12,5.787333
2021-03-13,6.7426667
2021-03-14,4.0913334
2021-03-15,5.0559998
2021-03-16,4.301333
2021-03-17,4.3333335
2021-03-18,1.1626666
2021-03-19,0.68
2021-03-20,0.98733336
2021-03-21,1.0239999
