time,FRJ12
2021-01-01,-1.5162499
2021-01-02,-0.61875
2021-01-03,-0.28999996
2021-01-04,0.13625
2021-01-05,0.81874996
2021-01-06,1.00875
2021-01-07,0.04375
2021-01-08,0.17124999
2021-01-09,-0.018749997
2021-01-10,0.34249997
2021-01-11,-0.91749996
2021-01-12,-0.23500001
2021-01-13,-0.6475
2021-01-14,-1.2524999
2021-01-15,-3.02
2021-01-16,-3.7275
2021-01-17,-10.02125
2021-01-18,-12.688749
2021-01-19,-4.995
2021-01-20,1.32875
2021-01-21,3.7949998
2021-01-22,4.96875
2021-01-23,2.2337499
2021-01-24,1.4075
2021-01-25,0.61125
2021-01-26,0.24499997
2021-01-27,-0.065
2021-01-28,-0.4475
2021-01-29,-1.0975
2021-01-30,-2.33
2021-01-31,-3.975
2021-02-01,-5.09125
2021-02-02,-2.5375
2021-02-03,-0.10875
2021-02-04,-0.9187499
2021-02-05,-6.06125
2021-02-06,-6.9124994
2021-02-07,-9.909999
2021-02-08,-11.3412485
2021-02-09,-8.33875
2021-02-10,-10.48625
2021-02-11,-8.90375
2021-02-12,-8.631249
2021-02-13,-3.58875
2021-02-14,-1.68625
2021-02-15,-4.0075
2021-02-16,-4.82875
2021-02-17,-1.3499999
2021-02-18,-2.29125
2021-02-19,-0.89625
2021-02-20,2.3724997
2021-02-21,2.7624998
2021-02-22,2.71125
2021-02-23,3.4962502
2021-02-24,8.025001
2021-02-25,8.20125
2021-02-26,6.81625
2021-02-27,4.9725
2021-02-28,2.8500001
2021-03-01,3.83125
2021-03-02,3.9687495
2021-03-03,3.1075
2021-03-04,2.33875
2021-03-05,-0.19125
2021-03-06,0.014999995
2021-03-07,1.685
2021-03-08,-0.17124999
2021-03-09,-2.0249999
2021-03-10,-0.725
2021-03-11,-0.29
2021-03-12,5.28
2021-03-13,5.4325
2021-03-14,4.7374997
2021-03-15,3.86
2021-03-16,3.2137496
2021-03-17,2.7599998
2021-03-18,1.17125
2021-03-19,-0.77125
2021-03-20,-1.8737499
2021-03-21,2.1437502
2021-03-22,2.7812498
2021-03-23,4.7662497
2021-03-24,5.01625
2021-03-25,6.9512496
2021-03-26,7.9624996
2021-03-27,9.68375
2021-03-28,6.0224996
2021-03-29,8.28875
2021-03-30,13.651249
2021-03-31,12.914999
2021-04-01,10.15625
2021-04-02,4.97125
2021-04-03,3.6262498
2021-04-04,3.6412501
2021-04-05,3.7999997
2021-04-06,2.7662497
2021-04-07,2.3749998
2021-04-08,4.4124994
2021-04-09,5.86625
2021-04-10,5.19875
2021-04-11,10.98875
2021-04-12,8.591249
2021-04-13,5.3137503
2021-04-14,4.4374995
2021-04-15,3.3762498
2021-04-16,5.4699993
2021-04-17,7.955
2021-04-18,9.42875
2021-04-19,10.8975
2021-04-20,9.77625
2021-04-21,9.871249
2021-04-22,6.6600003
2021-04-23,5.6274996
2021-04-24,5.85125
2021-04-25,3.7274997
2021-04-26,2.4575
2021-04-27,4.4587502
2021-04-28,7.475
2021-04-29,10.684999
2021-04-30,8.35
2021-05-01,6.2324996
2021-05-02,6.5212502
2021-05-03,6.5975
2021-05-04,7.59375
2021-05-05,11.287499
2021-05-06,8.67375
2021-05-07,6.526249
2021-05-08,7.35125
2021-05-09,12.102499
2021-05-10,17.895
2021-05-11,20.46
2021-05-12,20.787498
2021-05-13,16.914999
2021-05-14,13.734999
2021-05-15,13.347499
2021-05-16,13.753749
2021-05-17,12.9175
2021-05-18,13.075
2021-05-19,12.19125
2021-05-20,11.24875
2021-05-21,12.44
2021-05-22,12.235
2021-05-23,12.241249
2021-05-24,12.31125
2021-05-25,14.1025
2021-05-26,11.447501
2021-05-27,11.92125
2021-05-28,11.115
2021-05-29,10.49375
2021-05-30,12.16375
2021-05-31,12.81875
2021-06-01,13.19
2021-06-02,16.095001
2021-06-03,15.463749
2021-06-04,16.0875
2021-06-05,18.1575
2021-06-06,16.998749
2021-06-07,17.6525
2021-06-08,18.238749
2021-06-09,18.15375
2021-06-10,17.711248
2021-06-11,18.517498
2021-06-12,17.5775
2021-06-13,15.2275
2021-06-14,15.9825
2021-06-15,18.21125
2021-06-16,16.535
2021-06-17,19.726248
2021-06-18,23.7125
2021-06-19,25.442497
2021-06-20,26.292498
2021-06-21,26.811249
2021-06-22,24.387497
2021-06-23,20.08125
2021-06-24,19.845001
2021-06-25,18.83125
2021-06-26,18.575
2021-06-27,18.4275
2021-06-28,19.7
2021-06-29,21.441248
2021-06-30,22.4275
2021-07-01,19.4975
2021-07-02,18.758749
2021-07-03,18.88125
