time,FRC13
2021-01-01,3.8480003
2021-01-02,5.632
2021-01-03,6.1540003
2021-01-04,5.378
2021-01-05,5.2699995
2021-01-06,4.7619996
2021-01-07,2.3600001
2021-01-08,1.8339999
2021-01-09,1.032
2021-01-10,0.48200002
2021-01-11,-0.16199997
2021-01-12,-1.2279999
2021-01-13,-0.099999994
2021-01-14,-0.13
2021-01-15,-0.85599995
2021-01-16,-1.0459999
2021-01-17,-2.5579998
2021-01-18,-2.258
2021-01-19,0.19799998
2021-01-20,6.0880003
2021-01-21,7.9199996
2021-01-22,9.717999
2021-01-23,10.153999
2021-01-24,6.1099997
2021-01-25,1.536
2021-01-26,1.648
2021-01-27,1.002
2021-01-28,1.246
2021-01-29,5.706
2021-01-30,7.218
2021-01-31,2.8479998
2021-02-01,0.94400007
2021-02-02,1.0979999
2021-02-03,5.66
2021-02-04,11.309999
2021-02-05,10.058001
2021-02-06,9.695999
2021-02-07,10.566
2021-02-08,9.657999
2021-02-09,5.1659994
2021-02-10,6.424
2021-02-11,-0.004000014
2021-02-12,-3.5759997
2021-02-13,-4.922
2021-02-14,-2.256
2021-02-15,-1.4259999
2021-02-16,1.056
2021-02-17,3.9099998
2021-02-18,6.046
2021-02-19,7.546
2021-02-20,7.328
2021-02-21,8.4
2021-02-22,10.785999
2021-02-23,10.416
2021-02-24,10.866
2021-02-25,11.813999
2021-02-26,12.008
2021-02-27,9.584
2021-02-28,6.5559998
2021-03-01,6.046
2021-03-02,6.1299996
2021-03-03,7.832
2021-03-04,9.59
2021-03-05,10.234
2021-03-06,4.08
2021-03-07,2.114
2021-03-08,4.382
2021-03-09,4.5220003
2021-03-10,3.94
2021-03-11,4.2539997
2021-03-12,9.158
2021-03-13,9.69
2021-03-14,9.207999
2021-03-15,6.1239996
2021-03-16,5.91
2021-03-17,5.3459997
2021-03-18,4.672
2021-03-19,2.464
2021-03-20,2.764
2021-03-21,1.576
2021-03-22,4.3459997
2021-03-23,5.166
2021-03-24,7.97
2021-03-25,7.34
2021-03-26,10.028
2021-03-27,12.936
2021-03-28,11.212
2021-03-29,10.897999
2021-03-30,15.051999
2021-03-31,15.064
2021-04-01,16.108
2021-04-02,16.642
2021-04-03,10.247999
2021-04-04,6.3259993
2021-04-05,7.25
2021-04-06,4.5199995
2021-04-07,2.438
2021-04-08,4.084
2021-04-09,7.046
2021-04-10,11.991999
2021-04-11,12.32
2021-04-12,13.681999
2021-04-13,5.626
2021-04-14,5.5179996
2021-04-15,5.566
2021-04-16,5.9719996
2021-04-17,6.5360003
2021-04-18,7.1
2021-04-19,8.261999
2021-04-20,9.776
2021-04-21,11.184
2021-04-22,13.176
2021-04-23,11.37
2021-04-24,10.864
2021-04-25,12.252
2021-04-26,10.384001
2021-04-27,8.636
2021-04-28,10.497999
2021-04-29,14.624001
2021-04-30,18.188
2021-05-01,19.532001
2021-05-02,19.022
2021-05-03,12.283999
2021-05-04,12.492
2021-05-05,16.414
2021-05-06,11.952
2021-05-07,12.164
2021-05-08,10.745999
2021-05-09,14.219999
2021-05-10,18.816
2021-05-11,20.457998
2021-05-12,17.928
2021-05-13,15.422
2021-05-14,15.162
2021-05-15,15.3
2021-05-16,16.656
2021-05-17,14.434
2021-05-18,14.311999
2021-05-19,13.171999
2021-05-20,12.693999
2021-05-21,14.410001
2021-05-22,16.362
2021-05-23,17.192
2021-05-24,14.141998
2021-05-25,15.12
2021-05-26,14.205999
2021-05-27,16.24
2021-05-28,15.337999
2021-05-29,14.808001
2021-05-30,13.936
2021-05-31,14.202001
2021-06-01,14.731999
2021-06-02,15.334
2021-06-03,17.526001
2021-06-04,19.06
2021-06-05,21.166
2021-06-06,20.378
2021-06-07,20.433998
2021-06-08,20.817999
2021-06-09,21.843998
2021-06-10,21.634
2021-06-11,20.464
2021-06-12,21.032
2021-06-13,20.409998
2021-06-14,16.64
2021-06-15,18.344
2021-06-16,21.463999
2021-06-17,22.251999
2021-06-18,23.05
2021-06-19,24.668
