time,DK041
2021-01-01,-0.66333336
2021-01-02,-1.1433333
2021-01-03,-1.6433333
2021-01-04,-2.1766665
2021-01-05,-2.9533331
2021-01-06,-2.2866666
2021-01-07,-1.5766667
2021-01-08,-2.51
2021-01-09,-4.5333333
2021-01-10,-5.3566666
2021-01-11,-7.096667
2021-01-12,-1.4566666
2021-01-13,-0.19333333
2021-01-14,-1.4433333
2021-01-15,-4.9
2021-01-16,-5.043333
2021-01-17,-2.0566666
2021-01-18,-0.30999997
2021-01-19,-0.86999995
2021-01-20,0.53999996
2021-01-21,3.1833332
2021-01-22,5.27
2021-01-23,-0.16
2021-01-24,-2.1000001
2021-01-25,-2.5233333
2021-01-26,-1.9333334
2021-01-27,-2.5066664
2021-01-28,3.7333333
2021-01-29,5.8033333
2021-01-30,4.253333
2021-01-31,1.1766666
2021-02-01,3.75
2021-02-02,6.883333
2021-02-03,7.7099996
2021-02-04,6.7466664
2021-02-05,6.7433333
2021-02-06,5.0466666
2021-02-07,2.51
2021-02-08,0.98999995
2021-02-09,-1.5566667
2021-02-10,-3.653333
2021-02-11,-10.4
2021-02-12,-10.24
2021-02-13,-9.9
2021-02-14,-7.153333
2021-02-15,-3.5333335
2021-02-16,4.6299996
2021-02-17,5.116667
2021-02-18,3.6733332
2021-02-19,6.3666663
2021-02-20,5.9833336
2021-02-21,5.273333
2021-02-22,6.3199997
2021-02-23,7.3033333
2021-02-24,8.586667
2021-02-25,8.036667
2021-02-26,8.166667
2021-02-27,2.4033334
2021-02-28,1.33
2021-03-01,2.2866666
2021-03-02,4.116667
2021-03-03,4.3466663
2021-03-04,7.103333
2021-03-05,1.7399999
2021-03-06,-0.7933333
2021-03-07,1.3100001
2021-03-08,1.0799999
2021-03-09,-0.099999994
2021-03-10,2.3666666
2021-03-11,7.903333
2021-03-12,5.063333
2021-03-13,6.08
2021-03-14,1.68
2021-03-15,1.2566667
2021-03-16,0.8733333
2021-03-17,0.6166666
2021-03-18,-1.03
2021-03-19,-1.6133333
2021-03-20,-3.2133331
2021-03-21,-1.1366667
2021-03-22,0.77666664
2021-03-23,1.5066667
2021-03-24,3.993333
2021-03-25,7.2666664
2021-03-26,8.150001
2021-03-27,6.4466667
2021-03-28,6.653333
2021-03-29,9.3133335
2021-03-30,10.763333
2021-03-31,11.443334
2021-04-01,13.0199995
2021-04-02,7.646667
2021-04-03,3.1299999
2021-04-04,3.33
2021-04-05,4.306667
2021-04-06,-1.9666666
2021-04-07,-1.6266667
2021-04-08,1.4133333
2021-04-09,6.4900002
2021-04-10,9.639999
2021-04-11,11.566666
2021-04-12,1.2566665
2021-04-13,0.3633333
2021-04-14,0.29999998
2021-04-15,1.2099999
2021-04-16,0.55333334
2021-04-17,1.8233333
2021-04-18,3.2466667
2021-04-19,4.8933334
2021-04-20,6.5499997
2021-04-21,8.04
2021-04-22,7.566666
2021-04-23,6.5699997
2021-04-24,8.753333
2021-04-25,7.8699994
2021-04-26,7.353333
2021-04-27,8.34
2021-04-28,10.38
2021-04-29,9.863334
2021-04-30,8.91
2021-05-01,6.18
2021-05-02,4.52
2021-05-03,6.2966666
2021-05-04,9.886666
2021-05-05,6.5
2021-05-06,6.6299996
2021-05-07,5.9166665
2021-05-08,8.88
2021-05-09,16.793333
2021-05-10,17.016665
2021-05-11,11.41
2021-05-12,8.343333
2021-05-13,8.966666
2021-05-14,10.323333
2021-05-15,9.576667
2021-05-16,9.13
2021-05-17,8.906666
2021-05-18,8.386666
2021-05-19,7.6966667
2021-05-20,8.509999
2021-05-21,9.073333
2021-05-22,10.003333
2021-05-23,9.096666
2021-05-24,9.226666
2021-05-25,8.993333
2021-05-26,9.59
2021-05-27,8.69
2021-05-28,10.993333
2021-05-29,11.796666
2021-05-30,10.75
2021-05-31,11.736667
2021-06-01,13.659999
2021-06-02,15.88
2021-06-03,18.396666
2021-06-04,17.373333
2021-06-05,14.656667
2021-06-06,13.44
2021-06-07,16.093332
2021-06-08,16.313334
2021-06-09,16.249998
2021-06-10,17.19
2021-06-11,17.769999
2021-06-12,19.056665
2021-06-13,17.423332
2021-06-14,16.953333
2021-06-15,18.8
2021-06-16,20.146666
2021-06-17,21.856665
2021-06-18,22.69
2021-06-19,23.57
2021-06-20,20.786667
2021-06-21,19.813334
2021-06-22,17.796667
2021-06-23,18.166666
2021-06-24,16.523333
2021-06-25,15.31
2021-06-26,17.053333
2021-06-27,19.353333
2021-06-28,21.67
2021-06-29,16.69333
2021-06-30,13.366666
2021-07-01,12.6033325
2021-07-02,15.816666
2021-07-03,17.01
2021-07-04,16.38
2021-07-05,16.019999
2021-07-06,18.716665
2021-07-07,15.996666
2021-07-08,15.233333
2021-07-09,14.443333
2021-07-10,16.873333
2021-07-11,15.599999
2021-07-12,18.300001
2021-07-13,14.509999
2021-07-14,13.973332
2021-07-15,13.636666
2021-07-16,16.39
2021-07-17,16.613333
2021-07-18,17.733332
2021-07-19,18.426666
2021-07-20,17.706667
2021-07-21,17.88
2021-07-22,19.143333
2021-07-23,19.586664
2021-07-24,17.403334
2021-07-25,16.803333
2021-07-26,17.386665
2021-07-27,18.893333
2021-07-28,16.963333
2021-07-29,18.446667
2021-07-30,19.176666
2021-07-31,17.783333
2021-08-01,13.349999
2021-08-02,14.676666
2021-08-03,14.033333
2021-08-04,13.643333
2021-08-05,14.536667
2021-08-06,15.889999
2021-08-07,15.406667
2021-08-08,14.156667
2021-08-09,16.243332
2021-08-10,18.073334
2021-08-11,19.596666
2021-08-12,21.053331
2021-08-13,22.913332
2021-08-14,22.863333
2021-08-15,21.766668
2021-08-16,16.63
2021-08-17,12.94
2021-08-18,14.2
2021-08-19,16.183332
2021-08-20,17.426666
2021-08-21,18.456667
2021-08-22,16.643333
2021-08-23,14.586666
2021-08-24,13.016666
2021-08-25,13.886665
2021-08-26,12.389999
2021-08-27,11.839999
2021-08-28,10.886666
2021-08-29,11.27
2021-08-30,12.453334
2021-08-31,13.033333
2021-09-01,12.7300005
2021-09-02,13.286667
2021-09-03,14.03
2021-09-04,14.856667
2021-09-05,15.19
2021-09-06,15.256667
2021-09-07,14.863332
2021-09-08,15.613334
2021-09-09,17.176666
2021-09-10,17.483332
2021-09-11,16.22
2021-09-12,15.733333
2021-09-13,16.029999
2021-09-14,17.84
2021-09-15,17.473333
2021-09-16,15.613332
2021-09-17,12.73
2021-09-18,11.983333
2021-09-19,10.353333
2021-09-20,11.036667
2021-09-21,9.906667
2021-09-22,9.416667
2021-09-23,11.133332
2021-09-24,13.669999
2021-09-25,15.12
2021-09-26,16.793333
2021-09-27,15.273334
2021-09-28,12.936666
2021-09-29,12.759999
2021-09-30,9.12
2021-10-01,10.533334
2021-10-02,14.263333
2021-10-03,15.796666
2021-10-04,11.086666
2021-10-05,10.68
2021-10-06,8.696667
2021-10-07,8.303333
2021-10-08,9.38
2021-10-09,7.7766666
2021-10-10,4.15
2021-10-11,5.4733334
2021-10-12,6.7066665
2021-10-13,5.3700004
2021-10-14,4.47
2021-10-15,6.6200004
2021-10-16,6.6999993
2021-10-17,5.5933337
2021-10-18,6.8333335
2021-10-19,9.413333
2021-10-20,12.376666
2021-10-21,11.31
2021-10-22,6.26
2021-10-23,4.726667
2021-10-24,3.7466667
2021-10-25,5.366667
2021-10-26,7.2333336
2021-10-27,6.3333335
2021-10-28,7.0
2021-10-29,4.903333
2021-10-30,5.6699996
2021-10-31,10.413333
2021-11-01,6.7233334
2021-11-02,4.93
2021-11-03,3.38
2021-11-04,3.2966664
2021-11-05,3.2966664
2021-11-06,1.8533334
2021-11-07,3.9433334
2021-11-08,3.493333
2021-11-09,1.4933333
2021-11-10,2.7233334
2021-11-11,3.8466663
2021-11-12,2.2333333
2021-11-13,4.14
2021-11-14,5.463333
2021-11-15,3.2533333
2021-11-16,3.13
2021-11-17,3.3799999
2021-11-18,2.9733334
2021-11-19,2.1966667
2021-11-20,1.8866667
2021-11-21,2.6000001
2021-11-22,2.4333334
2021-11-23,1.2666668
2021-11-24,-0.40333334
2021-11-25,-1.5133333
2021-11-26,-1.0633334
2021-11-27,0.15666665
2021-11-28,-0.6133333
2021-11-29,-1.3199999
2021-11-30,-0.31333333
2021-12-01,4.603333
2021-12-02,1.7666668
2021-12-03,-2.0199997
2021-12-04,2.7466667
2021-12-05,0.7733333
2021-12-06,-0.8866667
2021-12-07,-0.9066666
2021-12-08,-0.82666665
2021-12-09,-0.27
2021-12-10,-3.6433334
2021-12-11,0.15666667
2021-12-12,0.4533333
2021-12-13,1.8299999
2021-12-14,1.1766666
2021-12-15,1.06
2021-12-16,0.8633333
2021-12-17,1.5099999
2021-12-18,-0.9866667
2021-12-19,-1.6933333
2021-12-20,-1.1733333
2021-12-21,-3.9333332
2021-12-22,-5.7966666
2021-12-23,-0.046666656
2021-12-24,5.3566666
2021-12-25,5.483333
2021-12-26,4.096667
2021-12-27,4.86
2021-12-28,5.303333
2021-12-29,6.9566665
2021-12-30,11.3
2021-12-31,9.653333
