time,AT226
2021-01-01,11.0825
2021-01-02,12.157499
2021-01-03,12.01
2021-01-04,10.09
2021-01-05,10.99
2021-01-06,14.235
2021-01-07,12.6449995
2021-01-08,13.9725
2021-01-09,11.44
2021-01-10,11.9
2021-01-11,12.3025
2021-01-12,11.5175
2021-01-13,9.32
2021-01-14,7.245
2021-01-15,7.47
2021-01-16,6.0924997
2021-01-17,3.7074997
2021-01-18,5.9249997
2021-01-19,5.8125
2021-01-20,9.117499
2021-01-21,15.195
2021-01-22,15.5275
2021-01-23,13.452499
2021-01-24,12.975
2021-01-25,10.0075
2021-01-26,7.67
2021-01-27,6.5175
2021-01-28,9.495
2021-01-29,11.5625
2021-01-30,14.275
2021-01-31,13.942499
2021-02-01,12.6675
2021-02-02,14.679999
2021-02-03,15.759999
2021-02-04,13.95
2021-02-05,16.137499
2021-02-06,16.35
2021-02-07,16.205
2021-02-08,13.539999
2021-02-09,13.1525
2021-02-10,13.442499
2021-02-11,15.272499
2021-02-12,7.365
2021-02-13,6.9125
2021-02-14,3.2525
2021-02-15,4.8075
2021-02-16,3.345
2021-02-17,5.665
2021-02-18,8.99
2021-02-19,9.59
2021-02-20,11.664999
2021-02-21,12.415
2021-02-22,14.139999
2021-02-23,10.75
2021-02-24,13.6375
2021-02-25,13.190001
2021-02-26,12.690001
2021-02-27,11.0975
2021-02-28,11.8075
2021-03-01,12.6675
2021-03-02,13.98
2021-03-03,14.61
2021-03-04,12.452499
2021-03-05,10.969999
2021-03-06,10.355
2021-03-07,9.21
2021-03-08,11.865
2021-03-09,11.94
2021-03-10,11.635
2021-03-11,10.365
2021-03-12,12.91
2021-03-13,16.255001
2021-03-14,14.535
2021-03-15,11.0575
2021-03-16,10.112499
2021-03-17,9.627501
2021-03-18,9.4125
2021-03-19,9.37
2021-03-20,9.955
2021-03-21,10.532499
2021-03-22,8.905
2021-03-23,8.8525
2021-03-24,9.0425
2021-03-25,9.6075
2021-03-26,10.3675
2021-03-27,12.545
2021-03-28,14.7925
2021-03-29,14.1425
2021-03-30,14.464999
2021-03-31,15.905
2021-04-01,17.6775
2021-04-02,14.182499
2021-04-03,16.435001
2021-04-04,13.5875
2021-04-05,11.41
2021-04-06,12.217499
2021-04-07,10.24
2021-04-08,9.539999
2021-04-09,11.025
2021-04-10,11.442499
2021-04-11,15.407499
2021-04-12,16.1875
2021-04-13,14.86
2021-04-14,10.24
2021-04-15,12.63
2021-04-16,14.797501
2021-04-17,12.424999
2021-04-18,13.545
2021-04-19,10.912499
2021-04-20,12.834999
2021-04-21,15.157499
2021-04-22,14.525
2021-04-23,16.43
2021-04-24,15.824999
2021-04-25,15.105
2021-04-26,17.1375
2021-04-27,19.5975
2021-04-28,18.355
2021-04-29,20.329998
2021-04-30,21.7075
2021-05-01,21.8925
2021-05-02,21.8825
2021-05-03,17.42
2021-05-04,17.3
2021-05-05,18.982498
2021-05-06,19.215
2021-05-07,19.1075
2021-05-08,17.8325
2021-05-09,18.7375
2021-05-10,18.425
2021-05-11,20.6125
2021-05-12,19.3575
2021-05-13,17.035
2021-05-14,17.7775
2021-05-15,16.6875
2021-05-16,18.6675
2021-05-17,19.335
2021-05-18,18.5175
2021-05-19,18.117498
2021-05-20,15.7125
2021-05-21,17.199999
2021-05-22,18.4575
2021-05-23,22.625
2021-05-24,25.602499
2021-05-25,24.65
2021-05-26,21.6425
2021-05-27,19.5175
2021-05-28,17.4
2021-05-29,18.8625
2021-05-30,18.17
2021-05-31,18.1775
2021-06-01,17.98
2021-06-02,19.234999
2021-06-03,20.4175
2021-06-04,20.157501
2021-06-05,21.154999
2021-06-06,22.887499
2021-06-07,22.08
2021-06-08,22.97
2021-06-09,22.41
2021-06-10,22.74
2021-06-11,23.0825
2021-06-12,22.724998
