time,FRB04
2021-01-01,3.8328571
2021-01-02,5.932857
2021-01-03,6.408571
2021-01-04,5.372857
2021-01-05,5.8885713
2021-01-06,4.428571
2021-01-07,2.8685715
2021-01-08,2.9599998
2021-01-09,1.5957142
2021-01-10,1.1014286
2021-01-11,-0.11142856
2021-01-12,-0.8028571
2021-01-13,-0.56142855
2021-01-14,0.24571428
2021-01-15,-0.86999995
2021-01-16,-0.012857126
2021-01-17,-2.3
2021-01-18,-1.6357142
2021-01-19,0.22142856
2021-01-20,6.1857142
2021-01-21,8.822856
2021-01-22,10.458571
2021-01-23,10.909999
2021-01-24,7.052857
2021-01-25,1.5771427
2021-01-26,1.4271427
2021-01-27,1.2257143
2021-01-28,2.0942855
2021-01-29,5.677143
2021-01-30,6.421428
2021-01-31,3.51
2021-02-01,1.5557142
2021-02-02,1.0057142
2021-02-03,4.7014284
2021-02-04,11.625714
2021-02-05,11.815714
2021-02-06,11.822858
2021-02-07,12.048571
2021-02-08,10.1214285
2021-02-09,5.1428566
2021-02-10,6.0114284
2021-02-11,1.4271429
2021-02-12,-2.27
2021-02-13,-3.9485714
2021-02-14,-1.8228571
2021-02-15,-0.8885714
2021-02-16,2.9071426
2021-02-17,4.9914284
2021-02-18,5.4742856
2021-02-19,7.8900003
2021-02-20,10.587143
2021-02-21,10.147142
2021-02-22,12.269999
2021-02-23,11.088571
2021-02-24,11.349999
2021-02-25,11.381429
2021-02-26,11.625714
2021-02-27,10.468572
2021-02-28,7.3157144
2021-03-01,6.1371427
2021-03-02,5.911428
2021-03-03,7.205714
2021-03-04,9.947143
2021-03-05,11.244286
2021-03-06,5.301429
2021-03-07,2.302857
2021-03-08,4.3228574
2021-03-09,5.7085714
2021-03-10,4.4914284
2021-03-11,5.6685715
2021-03-12,10.347142
2021-03-13,10.219999
2021-03-14,9.501429
2021-03-15,6.748571
2021-03-16,6.5371428
2021-03-17,5.5542855
2021-03-18,5.7042856
2021-03-19,2.502857
2021-03-20,3.1942856
2021-03-21,2.7628572
2021-03-22,5.1742854
2021-03-23,6.428571
2021-03-24,8.591429
2021-03-25,8.308572
2021-03-26,10.681429
2021-03-27,13.267142
2021-03-28,12.042856
2021-03-29,10.657143
2021-03-30,15.032858
2021-03-31,14.885714
2021-04-01,16.301428
2021-04-02,17.688572
2021-04-03,11.594285
2021-04-04,7.442857
2021-04-05,7.5899997
2021-04-06,5.147143
2021-04-07,2.9742856
2021-04-08,4.437143
2021-04-09,7.9085717
2021-04-10,13.194284
2021-04-11,13.494286
2021-04-12,13.641427
2021-04-13,6.8414283
2021-04-14,6.531429
2021-04-15,5.4442854
2021-04-16,6.6042852
2021-04-17,7.747143
2021-04-18,7.9242854
2021-04-19,8.535714
2021-04-20,9.838571
2021-04-21,10.984285
2021-04-22,13.927142
2021-04-23,12.791429
2021-04-24,11.682857
2021-04-25,13.202857
2021-04-26,12.2371435
2021-04-27,9.532857
2021-04-28,9.861427
2021-04-29,12.831428
2021-04-30,17.914286
2021-05-01,19.301426
2021-05-02,18.66
2021-05-03,12.82
2021-05-04,12.10143
2021-05-05,16.074286
2021-05-06,12.145714
2021-05-07,10.784286
2021-05-08,10.464285
2021-05-09,14.025713
2021-05-10,19.658571
2021-05-11,20.79714
2021-05-12,19.355715
2021-05-13,16.371428
2021-05-14,15.13
2021-05-15,15.674285
2021-05-16,16.939999
2021-05-17,14.672857
2021-05-18,13.832857
2021-05-19,14.135715
2021-05-20,13.15
2021-05-21,14.664285
2021-05-22,16.972857
2021-05-23,17.02857
2021-05-24,14.507143
2021-05-25,14.231428
2021-05-26,14.302856
2021-05-27,16.385714
2021-05-28,16.248571
2021-05-29,14.988571
2021-05-30,13.919999
2021-05-31,14.618571
2021-06-01,15.61
2021-06-02,16.755716
2021-06-03,18.809998
2021-06-04,20.63857
2021-06-05,22.211428
2021-06-06,21.77
2021-06-07,20.404285
2021-06-08,21.041428
2021-06-09,21.852858
2021-06-10,22.53857
2021-06-11,20.881428
2021-06-12,20.895716
2021-06-13,21.56714
2021-06-14,17.445713
2021-06-15,18.601427
2021-06-16,21.582857
2021-06-17,23.131428
2021-06-18,23.490002
2021-06-19,24.887144
2021-06-20,25.662857
2021-06-21,27.645712
2021-06-22,27.307142
2021-06-23,26.945713
2021-06-24,28.847141
2021-06-25,26.134283
2021-06-26,22.754286
2021-06-27,23.844286
2021-06-28,25.448572
2021-06-29,26.964285
2021-06-30,26.238571
2021-07-01,18.588572
2021-07-02,19.287142
2021-07-03,21.63143
2021-07-04,21.975714
2021-07-05,21.088573
2021-07-06,23.689999
2021-07-07,27.178572
2021-07-08,28.07857
2021-07-09,27.452854
2021-07-10,23.558573
2021-07-11,23.695713
2021-07-12,24.74
2021-07-13,27.625715
2021-07-14,24.001429
2021-07-15,22.577143
2021-07-16,21.819998
2021-07-17,21.979998
2021-07-18,21.895716
2021-07-19,22.625715
2021-07-20,22.08143
2021-07-21,20.81
2021-07-22,20.757141
2021-07-23,21.244287
2021-07-24,23.392857
2021-07-25,25.417143
2021-07-26,25.48143
2021-07-27,25.034286
2021-07-28,26.351427
2021-07-29,26.018572
2021-07-30,26.638569
2021-07-31,26.52
2021-08-01,25.592855
2021-08-02,23.345715
2021-08-03,22.215715
2021-08-04,23.044287
2021-08-05,21.915712
2021-08-06,21.23
