time,FRB04
2021-08-07,23.754286
2021-08-08,25.705715
2021-08-09,24.942858
2021-08-10,25.115713
2021-08-11,26.344284
2021-08-12,26.197142
2021-08-13,26.837141
2021-08-14,27.687143
2021-08-15,28.21857
2021-08-16,28.228573
2021-08-17,22.715714
2021-08-18,20.568571
2021-08-19,20.197144
2021-08-20,21.594284
2021-08-21,22.75143
2021-08-22,24.574286
2021-08-23,22.759998
2021-08-24,19.698568
2021-08-25,18.65
2021-08-26,17.52
2021-08-27,17.83
2021-08-28,15.795714
2021-08-29,16.007143
2021-08-30,15.595714
2021-08-31,18.594286
2021-09-01,18.624285
2021-09-02,17.789999
2021-09-03,18.085712
2021-09-04,18.912857
2021-09-05,18.722857
2021-09-06,19.124285
2021-09-07,18.625715
2021-09-08,18.88
2021-09-09,18.414286
2021-09-10,18.892857
2021-09-11,19.541428
2021-09-12,20.425714
2021-09-13,21.094284
2021-09-14,21.657145
2021-09-15,23.094284
2021-09-16,23.072857
2021-09-17,20.789999
2021-09-18,17.121428
2021-09-19,16.995714
2021-09-20,14.567143
2021-09-21,13.337143
2021-09-22,13.391428
2021-09-23,13.555713
2021-09-24,16.538572
2021-09-25,18.6
2021-09-26,19.94
2021-09-27,20.595715
2021-09-28,19.104284
2021-09-29,18.682858
2021-09-30,16.952858
2021-10-01,13.118571
2021-10-02,14.317143
2021-10-03,15.838571
2021-10-04,18.90857
2021-10-05,19.105715
2021-10-06,17.207142
2021-10-07,13.321428
2021-10-08,11.40857
2021-10-09,10.252856
2021-10-10,8.224286
2021-10-11,9.435715
2021-10-12,8.644285
2021-10-13,8.608572
2021-10-14,7.5228567
2021-10-15,8.237143
2021-10-16,8.942857
2021-10-17,9.525714
2021-10-18,9.377143
2021-10-19,10.288571
2021-10-20,12.498571
2021-10-21,17.104284
2021-10-22,13.157143
2021-10-23,10.4257145
2021-10-24,7.7742853
2021-10-25,6.5657144
2021-10-26,7.0914283
2021-10-27,8.391428
2021-10-28,6.805714
2021-10-29,6.717143
2021-10-30,5.6871424
2021-10-31,7.6700006
2021-11-01,10.508571
2021-11-02,10.364285
2021-11-03,10.137143
2021-11-04,13.842856
2021-11-05,8.818571
2021-11-06,9.088572
2021-11-07,9.849999
2021-11-08,8.5671425
2021-11-09,7.62
2021-11-10,6.0899997
2021-11-11,5.647143
2021-11-12,5.48
2021-11-13,7.2157145
2021-11-14,7.7242856
2021-11-15,7.312857
2021-11-16,6.821429
2021-11-17,7.3357134
2021-11-18,8.12
2021-11-19,6.1300006
2021-11-20,6.751429
2021-11-21,4.7414284
2021-11-22,4.955714
2021-11-23,6.711428
2021-11-24,2.392857
2021-11-25,5.028571
2021-11-26,5.0828567
2021-11-27,4.9085717
2021-11-28,6.1185718
2021-11-29,2.9885712
2021-11-30,2.1414285
2021-12-01,8.349999
2021-12-02,8.36
2021-12-03,4.651428
2021-12-04,1.7014285
2021-12-05,4.04
2021-12-06,4.414286
2021-12-07,1.2299999
2021-12-08,0.91857135
2021-12-09,1.6357142
2021-12-10,1.5128572
2021-12-11,3.0357144
2021-12-12,2.3614285
2021-12-13,2.3657143
2021-12-14,5.3342857
2021-12-15,5.857143
2021-12-16,5.7499995
2021-12-17,5.3642855
2021-12-18,3.5671427
2021-12-19,4.234286
2021-12-20,3.132857
2021-12-21,1.2071428
2021-12-22,1.5200001
2021-12-23,0.8
2021-12-24,7.0042853
2021-12-25,9.392858
2021-12-26,2.5757143
2021-12-27,1.2157143
2021-12-28,2.6457143
2021-12-29,5.7214284
2021-12-30,6.5800004
2021-12-31,7.074286
