time,FRL01
2021-07-24,16.877893
2021-07-25,17.509998
2021-07-26,20.682632
2021-07-27,22.167368
2021-07-28,23.092104
2021-07-29,21.751577
2021-07-30,20.963682
2021-07-31,21.501053
2021-08-01,21.062105
2021-08-02,20.65579
2021-08-03,17.757895
2021-08-04,18.56842
2021-08-05,19.786842
2021-08-06,17.408947
2021-08-07,16.62947
2021-08-08,18.50737
2021-08-09,20.343157
2021-08-10,19.754211
2021-08-11,18.860525
2021-08-12,17.688948
2021-08-13,17.067896
2021-08-14,18.225264
2021-08-15,20.473156
2021-08-16,21.39
2021-08-17,22.537893
2021-08-18,15.583158
2021-08-19,13.729473
2021-08-20,15.657895
2021-08-21,16.445265
2021-08-22,17.201578
2021-08-23,17.60579
2021-08-24,17.526316
2021-08-25,14.244211
2021-08-26,13.38
2021-08-27,13.814211
2021-08-28,13.518421
2021-08-29,13.778421
2021-08-30,14.613683
2021-08-31,13.12421
2021-09-01,13.101579
2021-09-02,11.896843
2021-09-03,11.66
2021-09-04,13.16421
2021-09-05,11.392632
2021-09-06,9.704211
2021-09-07,10.893158
2021-09-08,12.985263
2021-09-09,13.5673685
2021-09-10,14.132631
2021-09-11,15.437368
2021-09-12,15.200526
2021-09-13,15.410525
2021-09-14,15.737369
2021-09-15,15.839473
2021-09-16,15.588421
2021-09-17,15.948946
2021-09-18,13.313158
2021-09-19,9.650526
2021-09-20,7.8589478
2021-09-21,6.0726314
2021-09-22,5.0721054
2021-09-23,5.6810527
2021-09-24,8.372104
2021-09-25,10.5478945
2021-09-26,13.404209
2021-09-27,12.414737
2021-09-28,9.676842
2021-09-29,8.322631
2021-09-30,8.072105
2021-10-01,8.083158
2021-10-02,8.3889475
2021-10-03,9.553158
2021-10-04,10.343685
2021-10-05,9.822631
2021-10-06,7.6163163
2021-10-07,5.6905265
2021-10-08,2.6294737
2021-10-09,2.9226315
2021-10-10,4.0731573
2021-10-11,5.6594734
2021-10-12,6.3263154
2021-10-13,4.274737
2021-10-14,4.0431576
2021-10-15,5.0573688
2021-10-16,6.642631
2021-10-17,6.1026316
2021-10-18,5.22
2021-10-19,5.4026313
2021-10-20,7.696316
2021-10-21,10.896315
2021-10-22,10.97
2021-10-23,7.832106
2021-10-24,2.9136841
2021-10-25,2.4205263
2021-10-26,5.1515784
2021-10-27,5.166842
2021-10-28,6.6131577
2021-10-29,8.275263
2021-10-30,9.4363165
2021-10-31,7.5857887
2021-11-01,4.7026315
2021-11-02,5.7747364
2021-11-03,7.5542107
2021-11-04,9.787368
2021-11-05,12.691578
2021-11-06,7.3594737
2021-11-07,5.0878944
2021-11-08,5.288947
2021-11-09,2.8057892
2021-11-10,1.3163157
2021-11-11,4.0173683
2021-11-12,4.236842
2021-11-13,4.66579
2021-11-14,5.883684
2021-11-15,3.5152633
2021-11-16,3.7357895
2021-11-17,1.5600001
2021-11-18,0.25736842
2021-11-19,2.183158
2021-11-20,6.723684
2021-11-21,5.984737
2021-11-22,2.8431578
2021-11-23,1.2721052
2021-11-24,-0.39894742
2021-11-25,-0.5252632
2021-11-26,2.192105
2021-11-27,5.8447366
2021-11-28,4.4500003
2021-11-29,3.692105
2021-11-30,-1.1873684
2021-12-01,-0.6573683
2021-12-02,2.0926316
2021-12-03,0.6547368
2021-12-04,-3.6952631
2021-12-05,-2.2642105
2021-12-06,1.1057895
2021-12-07,-2.528421
2021-12-08,-1.4636842
2021-12-09,-0.4536842
2021-12-10,1.97
2021-12-11,1.9678946
2021-12-12,1.1673685
2021-12-13,-0.3057894
2021-12-14,-1.9831578
2021-12-15,-2.0763159
2021-12-16,-0.6789473
2021-12-17,-0.108947404
2021-12-18,-1.4389474
2021-12-19,2.2321053
2021-12-20,-1.7594737
2021-12-21,-7.272105
2021-12-22,-10.612104
2021-12-23,-9.0357895
2021-12-24,-3.3836842
2021-12-25,0.4763158
2021-12-26,-1.5910527
2021-12-27,-2.7526314
2021-12-28,-3.3957894
2021-12-29,-3.0905263
2021-12-30,-2.171579
2021-12-31,1.0100001
