time,FRF22
2021-01-01,-0.60499996
2021-01-02,2.3916667
2021-01-03,4.4166665
2021-01-04,2.78
2021-01-05,0.22499998
2021-01-06,-0.26999998
2021-01-07,-0.26333332
2021-01-08,-1.2916666
2021-01-09,-1.7283331
2021-01-10,-3.3549998
2021-01-11,-5.155
2021-01-12,-3.6033332
2021-01-13,-1.09
2021-01-14,-2.21
2021-01-15,-5.0866666
2021-01-16,-6.9500003
2021-01-17,-10.368333
2021-01-18,-12.435
2021-01-19,-3.2333333
2021-01-20,2.8966665
2021-01-21,4.4416666
2021-01-22,6.346667
2021-01-23,5.7233334
2021-01-24,1.5500001
2021-01-25,-1.335
2021-01-26,-2.8499997
2021-01-27,-3.085
2021-01-28,-3.4733334
2021-01-29,-0.7716666
2021-01-30,-0.6033333
2021-01-31,-6.226667
2021-02-01,-6.806666
2021-02-02,-1.2333335
2021-02-03,5.0216665
2021-02-04,4.9066663
2021-02-05,0.22833335
2021-02-06,-2.5383332
2021-02-07,-5.5099998
2021-02-08,-7.0466666
2021-02-09,-7.0183334
2021-02-10,-6.2516665
2021-02-11,-9.673333
2021-02-12,-11.9783325
2021-02-13,-8.648334
2021-02-14,-7.2666664
2021-02-15,-8.846667
2021-02-16,-4.7316666
2021-02-17,0.2233333
2021-02-18,2.01
2021-02-19,1.7533334
2021-02-20,3.1266668
2021-02-21,4.01
2021-02-22,5.883333
2021-02-23,4.6883335
2021-02-24,9.431666
2021-02-25,10.774999
2021-02-26,9.146667
2021-02-27,4.1
2021-02-28,2.5599997
2021-03-01,2.45
2021-03-02,4.24
2021-03-03,6.9600005
2021-03-04,5.8716664
2021-03-05,0.7183333
2021-03-06,-1.7566665
2021-03-07,0.21333337
2021-03-08,-1.5916666
2021-03-09,-3.4166667
2021-03-10,-3.4983332
2021-03-11,-1.25
2021-03-12,3.97
2021-03-13,5.728333
2021-03-14,5.155
2021-03-15,2.3066666
2021-03-16,0.120000005
2021-03-17,1.0233334
2021-03-18,-0.44833335
2021-03-19,-2.21
2021-03-20,-4.2966666
2021-03-21,-4.818333
2021-03-22,-0.48666665
2021-03-23,0.5433333
2021-03-24,3.3066666
2021-03-25,4.4533334
2021-03-26,6.535
2021-03-27,10.078333
2021-03-28,3.9116666
2021-03-29,6.721667
2021-03-30,11.288333
2021-03-31,12.8949995
2021-04-01,13.97
2021-04-02,6.998333
2021-04-03,2.2250001
2021-04-04,1.3616666
2021-04-05,4.161667
2021-04-06,2.5466666
2021-04-07,-1.0716668
2021-04-08,-0.395
2021-04-09,3.7533333
2021-04-10,10.488334
2021-04-11,9.841666
2021-04-12,8.266666
2021-04-13,1.2266666
2021-04-14,0.67
2021-04-15,0.026666641
2021-04-16,0.50833327
2021-04-17,1.96
2021-04-18,4.7433333
2021-04-19,5.361666
2021-04-20,6.725
2021-04-21,7.7983336
2021-04-22,5.7066665
2021-04-23,3.4633331
2021-04-24,5.91
2021-04-25,3.8133333
2021-04-26,2.34
2021-04-27,3.88
2021-04-28,8.468333
2021-04-29,11.169999
2021-04-30,12.768333
2021-05-01,9.679999
2021-05-02,9.253333
2021-05-03,6.035
2021-05-04,9.389999
2021-05-05,11.185
2021-05-06,7.461666
2021-05-07,8.461666
2021-05-08,6.898333
2021-05-09,12.285
2021-05-10,17.375
2021-05-11,20.631666
2021-05-12,19.046667
2021-05-13,14.04
2021-05-14,10.563333
2021-05-15,11.938334
2021-05-16,11.52
2021-05-17,9.934999
2021-05-18,10.419999
2021-05-19,9.733334
2021-05-20,10.821667
2021-05-21,11.065
2021-05-22,11.005
2021-05-23,10.683333
2021-05-24,11.651666
2021-05-25,11.029999
2021-05-26,12.29
2021-05-27,12.328334
2021-05-28,10.831666
2021-05-29,9.658334
2021-05-30,9.171666
2021-05-31,10.698334
2021-06-01,10.263333
2021-06-02,12.763333
2021-06-03,13.826667
2021-06-04,15.383332
2021-06-05,17.196665
2021-06-06,15.881667
2021-06-07,16.359999
2021-06-08,17.175
2021-06-09,16.936666
2021-06-10,15.573334
2021-06-11,16.401667
2021-06-12,16.678333
2021-06-13,12.558333
2021-06-14,13.896667
2021-06-15,15.295001
2021-06-16,18.596666
2021-06-17,20.64
2021-06-18,21.688332
2021-06-19,22.46
2021-06-20,22.991667
2021-06-21,23.515
2021-06-22,22.146666
2021-06-23,20.416666
2021-06-24,22.845
2021-06-25,19.045
2021-06-26,18.025
2021-06-27,17.943333
2021-06-28,19.675001
2021-06-29,21.365
2021-06-30,19.986666
2021-07-01,17.710001
2021-07-02,16.550001
2021-07-03,17.338333
2021-07-04,17.545
2021-07-05,18.516665
2021-07-06,20.589998
2021-07-07,22.998335
2021-07-08,22.711664
2021-07-09,22.474998
2021-07-10,18.516665
2021-07-11,18.991667
2021-07-12,19.321667
2021-07-13,22.811666
2021-07-14,23.231665
2021-07-15,21.181665
2021-07-16,20.836666
2021-07-17,21.235
2021-07-18,20.578333
2021-07-19,19.826666
2021-07-20,16.696665
2021-07-21,16.78
2021-07-22,16.608332
2021-07-23,17.361666
2021-07-24,19.103333
2021-07-25,19.765
2021-07-26,21.81
2021-07-27,22.451666
2021-07-28,22.77833
2021-07-29,20.849998
2021-07-30,20.851667
2021-07-31,19.859999
2021-08-01,18.175
2021-08-02,15.753334
2021-08-03,16.063334
2021-08-04,16.646666
2021-08-05,15.811667
2021-08-06,14.848332
2021-08-07,18.401667
2021-08-08,18.968332
2021-08-09,18.001667
2021-08-10,20.414999
2021-08-11,18.273333
2021-08-12,16.846666
2021-08-13,19.258333
2021-08-14,22.005
2021-08-15,22.585
2021-08-16,22.285002
2021-08-17,15.2300005
2021-08-18,13.928333
2021-08-19,16.093332
2021-08-20,17.761665
2021-08-21,16.681665
2021-08-22,17.94
2021-08-23,17.203333
2021-08-24,13.361667
2021-08-25,11.294999
2021-08-26,11.568333
2021-08-27,11.766666
2021-08-28,11.976666
2021-08-29,12.376666
2021-08-30,11.743333
2021-08-31,12.526666
2021-09-01,13.203334
2021-09-02,14.18
2021-09-03,14.3533325
2021-09-04,14.224999
2021-09-05,12.464999
2021-09-06,11.491666
2021-09-07,14.246666
2021-09-08,15.493333
2021-09-09,15.834999
2021-09-10,15.891665
2021-09-11,16.49
2021-09-12,16.788332
2021-09-13,16.546667
2021-09-14,15.61
2021-09-15,17.025
2021-09-16,18.341665
2021-09-17,14.405
2021-09-18,11.959999
2021-09-19,8.561667
2021-09-20,8.981667
2021-09-21,7.815
2021-09-22,8.0199995
2021-09-23,11.625
2021-09-24,13.235
2021-09-25,15.209999
2021-09-26,15.416667
2021-09-27,14.3533325
2021-09-28,12.471667
2021-09-29,10.701668
2021-09-30,9.586666
2021-10-01,8.821667
2021-10-02,12.13
2021-10-03,13.825
2021-10-04,15.831666
2021-10-05,16.925
2021-10-06,13.094998
2021-10-07,10.456666
2021-10-08,5.901666
2021-10-09,4.1433334
2021-10-10,3.3499997
2021-10-11,5.3483334
2021-10-12,6.716667
2021-10-13,4.4283333
2021-10-14,5.985
2021-10-15,8.315
2021-10-16,6.0749993
2021-10-17,4.771666
2021-10-18,5.968333
2021-10-19,9.400001
2021-10-20,13.87
2021-10-21,12.336666
2021-10-22,8.835
2021-10-23,5.7066665
2021-10-24,4.465
2021-10-25,6.711666
2021-10-26,6.205
2021-10-27,7.316666
2021-10-28,8.166667
2021-10-29,10.141666
2021-10-30,12.048332
2021-10-31,11.709999
2021-11-01,10.755
2021-11-02,7.623333
2021-11-03,8.673333
2021-11-04,11.296666
2021-11-05,6.1983333
2021-11-06,4.365
2021-11-07,5.8916664
2021-11-08,6.0716667
2021-11-09,4.4066668
2021-11-10,6.486666
2021-11-11,6.0016665
2021-11-12,3.205
2021-11-13,3.11
2021-11-14,3.2749999
2021-11-15,4.125
2021-11-16,3.5049999
2021-11-17,2.5800002
2021-11-18,4.625
2021-11-19,6.3249993
2021-11-20,7.9216666
2021-11-21,6.615
2021-11-22,4.0416665
2021-11-23,1.4816666
2021-11-24,0.4133333
2021-11-25,1.4933333
2021-11-26,1.6883334
2021-11-27,0.69000006
2021-11-28,0.82166666
2021-11-29,-0.9850001
2021-11-30,0.028333306
2021-12-01,2.5533333
2021-12-02,4.1866665
2021-12-03,-0.6966667
2021-12-04,-0.47500002
2021-12-05,0.58
2021-12-06,-0.91666657
2021-12-07,-2.435
2021-12-08,-3.7899997
2021-12-09,-2.8933334
2021-12-10,-1.9683332
2021-12-11,-2.1699998
2021-12-12,-4.22
2021-12-13,-3.45
2021-12-14,-0.16833334
2021-12-15,1.9083333
2021-12-16,3.9383333
2021-12-17,2.965
2021-12-18,1.2983333
2021-12-19,3.2866666
2021-12-20,-0.28333333
2021-12-21,-5.6649995
2021-12-22,-7.5449996
2021-12-23,-5.22
2021-12-24,2.1433334
2021-12-25,-1.4599999
2021-12-26,-10.328334
2021-12-27,-9.2283325
2021-12-28,-4.088333
2021-12-29,-1.1533333
2021-12-30,3.3733332
2021-12-31,8.495
