time,DEF01
2021-01-01,1.2733332
2021-01-02,2.5433333
2021-01-03,2.2666667
2021-01-04,1.9766666
2021-01-05,2.45
2021-01-06,0.94666666
2021-01-07,0.48666668
2021-01-08,0.7133333
2021-01-09,0.91333324
2021-01-10,0.52666664
2021-01-11,2.34
2021-01-12,2.8333333
2021-01-13,1.4766668
2021-01-14,0.98999995
2021-01-15,-0.9066667
2021-01-16,-2.2666667
2021-01-17,-2.86
2021-01-18,1.5166665
2021-01-19,4.18
2021-01-20,6.933333
2021-01-21,7.343333
2021-01-22,5.2233334
2021-01-23,1.3633332
2021-01-24,0.74666667
2021-01-25,0.5233333
2021-01-26,-0.0033333339
2021-01-27,1.4466667
2021-01-28,1.2066666
2021-01-29,-1.2366666
2021-01-30,-2.18
2021-01-31,-7.4233327
2021-02-01,-4.3466663
2021-02-02,-0.51666665
2021-02-03,1.0566666
2021-02-04,0.39333332
2021-02-05,0.18
2021-02-06,-1.4466667
2021-02-07,-4.8699994
2021-02-08,-6.3799996
2021-02-09,-8.256667
2021-02-10,-5.2866664
2021-02-11,-6.246666
2021-02-12,-7.0466666
2021-02-13,-9.44
2021-02-14,-9.32
2021-02-15,-4.0866666
2021-02-16,2.5133333
2021-02-17,5.4466667
2021-02-18,6.3700004
2021-02-19,5.8266664
2021-02-20,7.47
2021-02-21,8.736667
2021-02-22,8.266666
2021-02-23,11.376667
2021-02-24,11.616666
2021-02-25,10.776668
2021-02-26,7.033333
2021-02-27,4.6333337
2021-02-28,3.493333
2021-03-01,3.36
2021-03-02,0.9766666
2021-03-03,5.11
2021-03-04,2.9366665
2021-03-05,0.8999999
2021-03-06,1.3466667
2021-03-07,2.7933333
2021-03-08,1.2966667
2021-03-09,1.7199999
2021-03-10,3.9366665
2021-03-11,7.09
2021-03-12,6.3266664
2021-03-13,5.52
2021-03-14,5.143333
2021-03-15,4.7466664
2021-03-16,3.87
2021-03-17,2.3999999
2021-03-18,0.8166666
2021-03-19,0.48
2021-03-20,1.2533332
2021-03-21,5.9666667
2021-03-22,4.973333
2021-03-23,5.523333
2021-03-24,7.763334
2021-03-25,7.7433333
2021-03-26,10.009999
2021-03-27,5.7099996
2021-03-28,7.056666
2021-03-29,13.363334
2021-03-30,12.589999
2021-03-31,13.169999
2021-04-01,9.203334
2021-04-02,5.22
2021-04-03,5.49
2021-04-04,4.236666
2021-04-05,3.0433333
2021-04-06,1.0066667
2021-04-07,1.9933332
2021-04-08,3.53
2021-04-09,6.6633334
2021-04-10,5.9266667
2021-04-11,7.08
2021-04-12,4.33
2021-04-13,3.99
2021-04-14,3.8133333
2021-04-15,4.36
2021-04-16,6.6066666
2021-04-17,8.349999
2021-04-18,7.35
2021-04-19,8.756667
2021-04-20,9.266666
2021-04-21,8.036666
2021-04-22,6.843333
2021-04-23,8.206666
2021-04-24,6.806666
2021-04-25,5.1
2021-04-26,4.6766663
2021-04-27,6.376667
2021-04-28,10.476666
2021-04-29,8.406667
2021-04-30,8.383333
2021-05-01,8.423333
2021-05-02,7.903333
2021-05-03,6.283333
2021-05-04,9.323333
2021-05-05,7.4933333
2021-05-06,6.7833333
2021-05-07,6.0966663
2021-05-08,8.886666
2021-05-09,19.133331
2021-05-10,20.189999
2021-05-11,14.1033325
2021-05-12,12.006667
2021-05-13,10.936666
2021-05-14,9.473332
2021-05-15,10.236667
2021-05-16,11.543334
2021-05-17,12.023334
2021-05-18,11.506667
2021-05-19,10.743332
2021-05-20,11.69
2021-05-21,12.18
2021-05-22,11.13
2021-05-23,11.063333
2021-05-24,14.766666
2021-05-25,11.026666
2021-05-26,11.066667
2021-05-27,11.123333
2021-05-28,11.083333
2021-05-29,10.71
2021-05-30,14.399999
2021-05-31,15.073333
2021-06-01,16.426666
2021-06-02,17.583334
2021-06-03,20.26
2021-06-04,21.69
2021-06-05,20.019999
2021-06-06,18.326666
2021-06-07,18.33
2021-06-08,19.16
2021-06-09,19.5
2021-06-10,20.439999
2021-06-11,20.68
2021-06-12,17.373333
2021-06-13,15.07
2021-06-14,18.713331
2021-06-15,17.536667
2021-06-16,20.099998
2021-06-17,25.816666
2021-06-18,26.423332
2021-06-19,26.003332
2021-06-20,23.58
2021-06-21,19.339998
2021-06-22,15.823334
2021-06-23,16.156668
2021-06-24,17.13
2021-06-25,17.023333
2021-06-26,18.253332
2021-06-27,19.949999
2021-06-28,22.783333
2021-06-29,20.176666
2021-06-30,17.186666
2021-07-01,15.656667
2021-07-02,18.063334
2021-07-03,17.913332
2021-07-04,19.936666
2021-07-05,18.473333
2021-07-06,20.413332
2021-07-07,19.763332
2021-07-08,19.186666
2021-07-09,16.4
2021-07-10,18.503334
2021-07-11,21.433332
2021-07-12,21.683332
2021-07-13,23.126665
2021-07-14,20.806665
2021-07-15,21.236666
2021-07-16,21.756666
2021-07-17,22.283333
2021-07-18,20.153334
2021-07-19,16.503334
2021-07-20,17.16
2021-07-21,18.103333
2021-07-22,16.81
2021-07-23,15.683333
2021-07-24,21.19
2021-07-25,22.839998
2021-07-26,21.816666
2021-07-27,20.966667
2021-07-28,19.34
2021-07-29,17.8
2021-07-30,18.83
2021-07-31,17.456667
2021-08-01,17.146666
2021-08-02,15.796666
2021-08-03,16.716667
2021-08-04,17.483334
2021-08-05,18.383333
2021-08-06,17.94333
2021-08-07,18.396666
2021-08-08,17.286667
2021-08-09,16.476667
2021-08-10,15.889999
2021-08-11,16.783333
2021-08-12,20.199999
2021-08-13,21.536667
2021-08-14,18.703333
2021-08-15,19.356667
2021-08-16,15.44
2021-08-17,14.496666
2021-08-18,16.106667
2021-08-19,16.713333
2021-08-20,16.073334
2021-08-21,17.143333
2021-08-22,16.44
2021-08-23,17.093332
2021-08-24,14.8966675
2021-08-25,14.613332
2021-08-26,14.663333
2021-08-27,14.420001
2021-08-28,14.763332
2021-08-29,15.746666
2021-08-30,16.483332
2021-08-31,16.176666
2021-09-01,16.483332
2021-09-02,14.446667
2021-09-03,14.793332
2021-09-04,13.669999
2021-09-05,12.719998
2021-09-06,14.22
2021-09-07,15.783333
2021-09-08,17.096666
2021-09-09,18.626665
2021-09-10,19.413332
2021-09-11,18.403334
2021-09-12,17.496668
2021-09-13,14.133332
2021-09-14,15.936666
2021-09-15,16.949999
2021-09-16,16.206667
2021-09-17,14.349999
2021-09-18,14.153333
2021-09-19,12.573334
2021-09-20,12.0
2021-09-21,11.576667
2021-09-22,13.62
2021-09-23,13.829999
2021-09-24,14.493333
2021-09-25,16.993334
2021-09-26,18.12
2021-09-27,18.01
2021-09-28,14.123333
2021-09-29,11.223332
2021-09-30,11.75
2021-10-01,13.0199995
2021-10-02,13.786667
2021-10-03,18.39
2021-10-04,12.94
2021-10-05,10.349999
2021-10-06,11.5599985
2021-10-07,9.239999
2021-10-08,8.856667
2021-10-09,8.053333
2021-10-10,6.183333
2021-10-11,9.36
2021-10-12,8.166667
2021-10-13,6.7066665
2021-10-14,11.556666
2021-10-15,10.793332
2021-10-16,8.663333
2021-10-17,9.176666
2021-10-18,10.87
2021-10-19,12.63
2021-10-20,15.529999
2021-10-21,10.580001
2021-10-22,6.84
2021-10-23,7.7866664
2021-10-24,7.093333
2021-10-25,6.9500003
2021-10-26,11.266666
2021-10-27,13.143333
2021-10-28,10.696667
2021-10-29,9.05
2021-10-30,9.786666
2021-10-31,13.333333
2021-11-01,10.716667
2021-11-02,7.293333
2021-11-03,6.363333
2021-11-04,7.3033333
2021-11-05,8.163333
2021-11-06,8.653333
2021-11-07,9.12
2021-11-08,8.696667
2021-11-09,7.8766665
2021-11-10,5.0899997
2021-11-11,7.75
2021-11-12,6.8700004
2021-11-13,5.7099996
2021-11-14,6.7566667
2021-11-15,5.7433333
2021-11-16,4.7599998
2021-11-17,5.193333
2021-11-18,8.21
2021-11-19,11.703332
2021-11-20,10.243333
2021-11-21,7.2466664
2021-11-22,3.0566666
2021-11-23,6.5733333
2021-11-24,6.626667
2021-11-25,4.616667
2021-11-26,3.3500001
2021-11-27,2.7799997
2021-11-28,1.7800001
2021-11-29,1.8166666
2021-11-30,4.06
2021-12-01,6.1666665
2021-12-02,1.06
2021-12-03,1.05
2021-12-04,2.9166667
2021-12-05,1.0799999
2021-12-06,0.043333333
2021-12-07,0.06666667
2021-12-08,0.79333335
2021-12-09,-0.21333332
2021-12-10,0.55
2021-12-11,1.4366666
2021-12-12,3.7166665
2021-12-13,8.793333
2021-12-14,7.68
2021-12-15,8.876667
2021-12-16,7.1166663
2021-12-17,6.22
2021-12-18,6.646666
2021-12-19,6.0266666
2021-12-20,-0.50666666
2021-12-21,-2.95
2021-12-22,-3.4233334
2021-12-23,-1.4833332
2021-12-24,1.3866667
2021-12-25,-6.8933334
2021-12-26,-7.9799995
2021-12-27,-2.51
2021-12-28,1.3633333
2021-12-29,3.7833335
2021-12-30,9.839999
2021-12-31,12.363334
