time,DE21D
2021-04-20,8.469999
2021-04-21,9.1475
2021-04-22,4.99
2021-04-23,5.065
2021-04-24,5.415
2021-04-25,3.8899999
2021-04-26,4.99
2021-04-27,6.6674995
2021-04-28,10.3575
2021-04-29,8.8075
2021-04-30,6.6974998
2021-05-01,7.675
2021-05-02,5.6799994
2021-05-03,6.8525
2021-05-04,8.474999
2021-05-05,5.1275
2021-05-06,5.2425
2021-05-07,5.0249996
2021-05-08,8.1425
2021-05-09,17.38
2021-05-10,16.4275
2021-05-11,13.059999
2021-05-12,12.295
2021-05-13,11.6625
2021-05-14,11.579999
2021-05-15,9.1025
2021-05-16,9.719999
2021-05-17,9.7175
2021-05-18,9.327499
2021-05-19,8.932499
2021-05-20,11.275
2021-05-21,12.3225
2021-05-22,9.14
2021-05-23,9.61
2021-05-24,10.94
2021-05-25,8.055
2021-05-26,8.879999
2021-05-27,9.309999
2021-05-28,11.7325
2021-05-29,10.437499
2021-05-30,12.5275
2021-05-31,14.48
2021-06-01,15.1875
2021-06-02,17.715
2021-06-03,17.282501
2021-06-04,17.9875
2021-06-05,18.05
2021-06-06,15.455
2021-06-07,16.045
2021-06-08,17.0
2021-06-09,18.835
2021-06-10,18.5175
2021-06-11,19.27
2021-06-12,17.06
2021-06-13,14.372499
2021-06-14,17.5625
2021-06-15,18.324999
2021-06-16,20.7075
2021-06-17,23.775
2021-06-18,23.365002
2021-06-19,23.734999
2021-06-20,21.95
2021-06-21,17.8125
2021-06-22,13.625
2021-06-23,15.860001
2021-06-24,16.01
2021-06-25,16.720001
2021-06-26,17.537498
2021-06-27,19.664999
2021-06-28,20.247501
2021-06-29,18.797499
2021-06-30,16.157501
2021-07-01,12.9725
2021-07-02,14.304998
2021-07-03,17.127499
2021-07-04,17.189999
2021-07-05,16.255001
2021-07-06,17.0875
2021-07-07,17.317501
2021-07-08,16.6575
2021-07-09,15.655001
2021-07-10,17.224998
2021-07-11,16.217499
2021-07-12,18.28
2021-07-13,18.3825
2021-07-14,15.65
2021-07-15,17.685
2021-07-16,17.092499
2021-07-17,18.5225
2021-07-18,19.1675
2021-07-19,15.9125
2021-07-20,14.5425
2021-07-21,15.6375
2021-07-22,17.55
2021-07-23,17.8925
2021-07-24,18.35
2021-07-25,19.165
2021-07-26,19.0375
2021-07-27,17.635
2021-07-28,17.2975
2021-07-29,16.297499
2021-07-30,17.6775
2021-07-31,16.117498
2021-08-01,15.535
2021-08-02,14.995
2021-08-03,13.537499
2021-08-04,15.599999
2021-08-05,15.8525
2021-08-06,15.934999
2021-08-07,16.215
2021-08-08,14.947499
2021-08-09,14.7225
2021-08-10,15.2074995
2021-08-11,16.7875
2021-08-12,18.835001
2021-08-13,19.8675
2021-08-14,18.8025
2021-08-15,18.294998
2021-08-16,14.49
2021-08-17,12.877501
2021-08-18,14.8375
2021-08-19,15.969999
2021-08-20,16.0825
2021-08-21,17.02
2021-08-22,16.61
2021-08-23,14.845
2021-08-24,13.282499
2021-08-25,14.445
2021-08-26,13.875
2021-08-27,12.545
2021-08-28,13.349999
2021-08-29,13.925
2021-08-30,15.1175
2021-08-31,14.884999
2021-09-01,13.585001
2021-09-02,13.662499
2021-09-03,15.5775
2021-09-04,13.974999
2021-09-05,14.415
2021-09-06,15.7575
2021-09-07,16.2425
2021-09-08,16.685
2021-09-09,18.235
2021-09-10,18.455
2021-09-11,16.994999
2021-09-12,15.7525
2021-09-13,13.924999
2021-09-14,16.252499
2021-09-15,17.572498
2021-09-16,14.474998
2021-09-17,13.695
2021-09-18,13.329999
2021-09-19,11.385
2021-09-20,8.754999
2021-09-21,10.094999
2021-09-22,11.804999
2021-09-23,13.73
2021-09-24,14.9325
2021-09-25,14.367499
2021-09-26,16.210001
2021-09-27,15.782499
2021-09-28,11.4975
2021-09-29,9.425
2021-09-30,9.407499
2021-10-01,10.945
2021-10-02,13.1775
2021-10-03,16.86
2021-10-04,10.902499
2021-10-05,10.684999
2021-10-06,10.0525
2021-10-07,10.0525
2021-10-08,9.029999
2021-10-09,7.7825
2021-10-10,5.5299997
2021-10-11,7.935
2021-10-12,7.7599998
2021-10-13,7.645
2021-10-14,9.905
2021-10-15,8.24
2021-10-16,5.3199997
2021-10-17,6.17
2021-10-18,6.545
2021-10-19,10.3324995
2021-10-20,13.055
2021-10-21,9.2075
2021-10-22,6.0399995
2021-10-23,4.4299994
2021-10-24,4.1425
2021-10-25,5.7824993
2021-10-26,9.762499
2021-10-27,9.775
2021-10-28,8.115
2021-10-29,8.157499
2021-10-30,7.2249994
2021-10-31,12.3475
2021-11-01,9.367499
2021-11-02,7.0325
2021-11-03,6.0175
2021-11-04,5.9049997
2021-11-05,6.4975
2021-11-06,6.035
2021-11-07,7.0474997
2021-11-08,6.6575
2021-11-09,5.7275
2021-11-10,2.0575
2021-11-11,1.5975
2021-11-12,2.8899999
2021-11-13,3.2575
2021-11-14,6.1649995
2021-11-15,4.5525
2021-11-16,3.2549999
2021-11-17,4.2974997
2021-11-18,6.255
2021-11-19,8.862499
2021-11-20,8.3675
2021-11-21,5.6549997
2021-11-22,2.29
2021-11-23,1.4675
2021-11-24,3.9325
2021-11-25,2.625
2021-11-26,1.6274999
2021-11-27,0.63
2021-11-28,-0.095
2021-11-29,0.5175
2021-11-30,3.7624998
2021-12-01,5.5425
2021-12-02,1.1499999
2021-12-03,-0.73499995
2021-12-04,1.185
2021-12-05,1.8875
2021-12-06,0.8325
2021-12-07,1.18
2021-12-08,1.66
2021-12-09,1.4999999
2021-12-10,0.9725
2021-12-11,-0.7725
2021-12-12,2.0175
2021-12-13,5.3424997
2021-12-14,5.7225
2021-12-15,6.2749996
2021-12-16,6.0149994
2021-12-17,5.8449993
2021-12-18,5.0299997
2021-12-19,4.4199996
2021-12-20,-0.1625
2021-12-21,-4.8399997
2021-12-22,-5.3999996
2021-12-23,-1.605
2021-12-24,5.9474998
2021-12-25,-3.3624997
2021-12-26,-4.325
2021-12-27,0.825
2021-12-28,5.0074997
2021-12-29,7.095
2021-12-30,11.4725
2021-12-31,11.717499
