time,DEE08
2021-01-01,8.01625
2021-01-02,5.8487496
2021-01-03,5.99125
2021-01-04,5.1675
2021-01-05,4.85875
2021-01-06,4.42875
2021-01-07,4.645
2021-01-08,4.6037498
2021-01-09,6.045
2021-01-10,4.3575
2021-01-11,4.18625
2021-01-12,4.175
2021-01-13,5.8999996
2021-01-14,6.12125
2021-01-15,7.64875
2021-01-16,7.3849998
2021-01-17,9.125
2021-01-18,8.971251
2021-01-19,8.48625
2021-01-20,6.3462496
2021-01-21,11.5512495
2021-01-22,13.50375
2021-01-23,10.465
2021-01-24,14.266249
2021-01-25,14.88625
2021-01-26,14.24
2021-01-27,16.39125
2021-01-28,18.493752
2021-01-29,19.17
2021-01-30,15.692499
2021-01-31,14.106249
2021-02-01,18.36625
2021-02-02,16.145
2021-02-03,12.824999
2021-02-04,11.79
2021-02-05,12.69375
2021-02-06,12.4225
2021-02-07,11.945
2021-02-08,12.47875
2021-02-09,10.81875
2021-02-10,14.307501
2021-02-11,14.46875
2021-02-12,15.752501
2021-02-13,14.3425
2021-02-14,10.66375
2021-02-15,9.64875
2021-02-16,10.934999
2021-02-17,10.978749
2021-02-18,10.38875
2021-02-19,11.855
2021-02-20,11.078749
2021-02-21,12.36125
2021-02-22,11.987499
2021-02-23,11.768749
2021-02-24,11.651251
2021-02-25,11.83125
2021-02-26,11.655
2021-02-27,10.62375
2021-02-28,11.763749
2021-03-01,11.085
2021-03-02,10.85875
2021-03-03,11.751249
2021-03-04,11.533751
2021-03-05,11.10625
2021-03-06,10.8825
2021-03-07,10.077499
2021-03-08,10.9725
2021-03-09,10.699999
2021-03-10,10.33625
2021-03-11,13.3175
2021-03-12,14.035
2021-03-13,11.7975
2021-03-14,12.83125
2021-03-15,11.22125
2021-03-16,10.924999
2021-03-17,11.267499
2021-03-18,8.90875
2021-03-19,7.97
2021-03-20,7.5074997
2021-03-21,8.91875
2021-03-22,10.3225
2021-03-23,11.12375
2021-03-24,12.43375
2021-03-25,13.18
