time,BG422
2021-01-01,2.1499999
2021-01-02,2.84
2021-01-03,2.06
2021-01-04,1.12
2021-01-05,1.42
2021-01-06,1.61
2021-01-07,0.94
2021-01-08,0.96
2021-01-09,1.2099999
2021-01-10,1.5999999
2021-01-11,2.1499999
2021-01-12,4.2
2021-01-13,2.37
2021-01-14,0.53
2021-01-15,0.17
2021-01-16,-0.28
2021-01-17,0.59
2021-01-18,4.44
2021-01-19,5.85
2021-01-20,8.389999
2021-01-21,8.179999
2021-01-22,4.64
2021-01-23,2.54
2021-01-24,1.01
2021-01-25,-0.19
2021-01-26,2.48
2021-01-27,2.3899999
2021-01-28,4.0
2021-01-29,6.93
2021-01-30,0.39999998
2021-01-31,-1.56
2021-02-01,2.03
2021-02-02,5.67
2021-02-03,8.8
2021-02-04,6.66
2021-02-05,5.7
2021-02-06,2.3899999
2021-02-07,-4.2
2021-02-08,-7.62
2021-02-09,-10.76
2021-02-10,-10.32
2021-02-11,-6.72
2021-02-12,-11.139999
2021-02-13,-9.67
2021-02-14,-5.4
2021-02-15,2.3899999
2021-02-16,6.48
2021-02-17,8.5
2021-02-18,8.42
2021-02-19,7.27
2021-02-20,12.21
2021-02-21,13.24
2021-02-22,11.7699995
2021-02-23,14.12
2021-02-24,14.36
2021-02-25,13.29
2021-02-26,7.37
2021-02-27,4.11
2021-02-28,5.18
2021-03-01,3.4399998
2021-03-02,7.12
2021-03-03,8.25
2021-03-04,3.27
2021-03-05,1.36
2021-03-06,0.14
2021-03-07,0.68
2021-03-08,2.8899999
2021-03-09,3.73
2021-03-10,6.04
2021-03-11,8.88
2021-03-12,6.6299996
2021-03-13,6.3599997
2021-03-14,5.08
2021-03-15,5.46
2021-03-16,5.62
2021-03-17,3.03
2021-03-18,2.23
2021-03-19,2.86
2021-03-20,2.23
2021-03-21,5.46
2021-03-22,5.12
2021-03-23,6.7999997
2021-03-24,7.7799997
2021-03-25,7.95
2021-03-26,10.36
2021-03-27,5.69
2021-03-28,9.2
2021-03-29,13.34
2021-03-30,13.04
2021-03-31,14.95
2021-04-01,11.53
2021-04-02,5.19
2021-04-03,6.1
2021-04-04,4.75
2021-04-05,2.79
2021-04-06,0.90999997
2021-04-07,1.6899999
2021-04-08,3.4299998
2021-04-09,7.54
2021-04-10,7.83
2021-04-11,5.87
2021-04-12,2.47
2021-04-13,3.6
2021-04-14,2.6299999
2021-04-15,4.0699997
2021-04-16,6.19
2021-04-17,6.2799997
2021-04-18,8.679999
2021-04-19,9.82
2021-04-20,11.05
2021-04-21,9.639999
2021-04-22,6.08
2021-04-23,5.98
2021-04-24,6.41
2021-04-25,4.97
2021-04-26,6.37
2021-04-27,8.12
2021-04-28,11.5199995
2021-04-29,10.17
2021-04-30,7.3599997
2021-05-01,8.389999
2021-05-02,6.41
2021-05-03,8.45
2021-05-04,9.75
2021-05-05,6.22
2021-05-06,6.73
2021-05-07,6.2599998
2021-05-08,9.96
2021-05-09,20.869999
2021-05-10,18.5
2021-05-11,13.65
2021-05-12,13.29
2021-05-13,12.809999
2021-05-14,12.96
2021-05-15,10.86
2021-05-16,11.49
2021-05-17,10.99
2021-05-18,10.309999
2021-05-19,10.26
2021-05-20,12.219999
2021-05-21,13.799999
2021-05-22,10.2699995
2021-05-23,11.349999
2021-05-24,13.49
2021-05-25,9.3
2021-05-26,10.78
2021-05-27,10.08
2021-05-28,12.54
2021-05-29,10.92
2021-05-30,13.719999
2021-05-31,15.549999
2021-06-01,16.83
2021-06-02,19.64
2021-06-03,20.56
2021-06-04,20.52
2021-06-05,18.73
2021-06-06,15.589999
2021-06-07,16.44
2021-06-08,17.75
2021-06-09,19.88
2021-06-10,20.59
2021-06-11,20.529999
2021-06-12,17.77
2021-06-13,15.16
2021-06-14,19.789999
2021-06-15,18.76
2021-06-16,21.97
2021-06-17,26.82
2021-06-18,25.4
2021-06-19,24.58
2021-06-20,22.199999
2021-06-21,17.199999
2021-06-22,14.559999
2021-06-23,15.94
2021-06-24,16.369999
2021-06-25,17.55
2021-06-26,19.34
2021-06-27,20.43
2021-06-28,21.289999
2021-06-29,20.67
2021-06-30,16.94
2021-07-01,13.57
2021-07-02,16.39
2021-07-03,18.89
2021-07-04,17.69
2021-07-05,17.18
2021-07-06,19.6
2021-07-07,18.73
2021-07-08,17.49
2021-07-09,17.72
2021-07-10,18.4
2021-07-11,18.57
2021-07-12,20.72
2021-07-13,19.859999
2021-07-14,18.05
2021-07-15,18.92
2021-07-16,17.71
2021-07-17,19.6
