time,DED44
2021-01-01,1.0
2021-01-02,3.185
2021-01-03,3.3999999
2021-01-04,4.395
2021-01-05,3.025
2021-01-06,3.935
2021-01-07,1.23
2021-01-08,0.37499997
2021-01-09,0.605
2021-01-10,0.185
2021-01-11,5.06
2021-01-12,7.785
2021-01-13,5.005
2021-01-14,7.075
2021-01-15,2.295
2021-01-16,2.965
2021-01-17,5.755
2021-01-18,4.575
2021-01-19,8.155
2021-01-20,9.0
2021-01-21,5.89
2021-01-22,3.78
2021-01-23,2.205
2021-01-24,-0.125
2021-01-25,2.335
2021-01-26,2.59
2021-01-27,6.45
2021-01-28,9.299999
2021-01-29,9.264999
2021-01-30,6.0499997
2021-01-31,2.27
2021-02-01,4.0
2021-02-02,8.004999
2021-02-03,8.94
2021-02-04,6.185
2021-02-05,8.474999
2021-02-06,5.7799997
2021-02-07,2.465
2021-02-08,-1.6949999
2021-02-09,-1.3
2021-02-10,-0.22
2021-02-11,-2.38
2021-02-12,-0.86
2021-02-13,-1.845
2021-02-14,1.41
2021-02-15,7.055
2021-02-16,8.844999
2021-02-17,8.934999
2021-02-18,8.945
2021-02-19,7.06
2021-02-20,11.695
2021-02-21,11.92
2021-02-22,9.65
2021-02-23,9.955
2021-02-24,13.664999
2021-02-25,10.605
2021-02-26,6.7599998
2021-02-27,5.88
2021-02-28,6.205
2021-03-01,6.33
2021-03-02,6.1499996
2021-03-03,6.33
2021-03-04,5.79
2021-03-05,4.38
2021-03-06,3.02
2021-03-07,3.1799998
2021-03-08,3.9
2021-03-09,6.935
2021-03-10,6.1949997
2021-03-11,9.5
2021-03-12,7.385
2021-03-13,7.825
2021-03-14,6.665
2021-03-15,9.23
2021-03-16,8.549999
2021-03-17,7.435
2021-03-18,6.515
2021-03-19,7.51
2021-03-20,6.2649994
2021-03-21,8.13
2021-03-22,6.755
2021-03-23,6.8149996
2021-03-24,8.045
2021-03-25,8.26
2021-03-26,9.83
2021-03-27,7.055
2021-03-28,9.815001
2021-03-29,12.504999
2021-03-30,13.184999
2021-03-31,14.3949995
2021-04-01,10.924999
2021-04-02,7.7749996
2021-04-03,6.9049997
2021-04-04,7.6349998
2021-04-05,6.12
2021-04-06,3.5349998
2021-04-07,2.695
2021-04-08,6.79
2021-04-09,8.1449995
2021-04-10,6.5199995
2021-04-11,5.35
2021-04-12,4.08
2021-04-13,5.26
2021-04-14,5.95
2021-04-15,5.34
2021-04-16,5.435
2021-04-17,6.4049997
2021-04-18,6.885
2021-04-19,8.32
2021-04-20,9.3949995
2021-04-21,8.9
2021-04-22,7.6349998
2021-04-23,8.835
2021-04-24,9.705
2021-04-25,8.27
2021-04-26,7.68
2021-04-27,7.755
2021-04-28,8.68
2021-04-29,7.63
2021-04-30,7.515
2021-05-01,7.3149996
2021-05-02,7.625
2021-05-03,8.87
2021-05-04,10.735
2021-05-05,8.1
2021-05-06,6.625
2021-05-07,8.27
2021-05-08,11.76
2021-05-09,15.514999
2021-05-10,13.6
2021-05-11,11.735
2021-05-12,12.254999
2021-05-13,12.07
2021-05-14,10.26
2021-05-15,11.059999
2021-05-16,11.195
2021-05-17,12.58
2021-05-18,11.17
2021-05-19,12.27
2021-05-20,10.23
2021-05-21,11.6449995
2021-05-22,11.485
2021-05-23,9.360001
2021-05-24,10.789999
2021-05-25,10.73
2021-05-26,10.795
2021-05-27,12.674999
2021-05-28,13.445
2021-05-29,15.209999
2021-05-30,13.865
2021-05-31,15.73
2021-06-01,17.71
2021-06-02,19.41
2021-06-03,18.369999
2021-06-04,14.41
2021-06-05,15.514999
2021-06-06,16.09
2021-06-07,16.445
2021-06-08,16.505001
2021-06-09,17.275
2021-06-10,18.244999
2021-06-11,18.625
2021-06-12,17.935
2021-06-13,18.99
2021-06-14,20.54
2021-06-15,18.575
2021-06-16,20.84
2021-06-17,19.675
2021-06-18,16.185
2021-06-19,14.254999
2021-06-20,15.42
2021-06-21,13.224999
2021-06-22,14.2
2021-06-23,13.7
2021-06-24,14.45
2021-06-25,17.14
2021-06-26,16.675
2021-06-27,17.575
2021-06-28,17.145
2021-06-29,16.215
2021-06-30,14.82
2021-07-01,15.459999
2021-07-02,18.3
2021-07-03,18.335
2021-07-04,17.869999
2021-07-05,16.775
2021-07-06,16.439999
2021-07-07,16.24
2021-07-08,17.064999
2021-07-09,17.8
2021-07-10,15.904999
2021-07-11,16.18
2021-07-12,17.465
2021-07-13,18.145
2021-07-14,18.619999
2021-07-15,17.79
2021-07-16,17.77
2021-07-17,19.775
2021-07-18,21.52
2021-07-19,22.07
2021-07-20,22.27
2021-07-21,22.22
2021-07-22,21.185
2021-07-23,19.21
2021-07-24,19.455
2021-07-25,18.494999
2021-07-26,19.16
2021-07-27,18.375
2021-07-28,18.689999
2021-07-29,17.075
2021-07-30,16.66
2021-07-31,17.169998
2021-08-01,16.6
2021-08-02,15.955
2021-08-03,16.134998
2021-08-04,16.365
2021-08-05,17.029999
2021-08-06,18.15
2021-08-07,16.664999
2021-08-08,16.61
2021-08-09,16.97
2021-08-10,17.55
2021-08-11,17.119999
2021-08-12,18.595001
2021-08-13,17.52
2021-08-14,18.89
2021-08-15,18.529999
2021-08-16,15.945
2021-08-17,14.574999
2021-08-18,18.164999
2021-08-19,16.875
2021-08-20,17.43
2021-08-21,18.25
2021-08-22,17.919998
2021-08-23,17.665
2021-08-24,17.829998
2021-08-25,17.294998
2021-08-26,16.494999
2021-08-27,15.92
2021-08-28,16.154999
2021-08-29,15.555
2021-08-30,15.945
2021-08-31,16.875
2021-09-01,16.43
2021-09-02,17.325
2021-09-03,17.625
2021-09-04,17.01
2021-09-05,19.42
2021-09-06,20.275
2021-09-07,21.7
2021-09-08,21.86
2021-09-09,20.275
2021-09-10,19.689999
2021-09-11,18.57
2021-09-12,16.23
2021-09-13,16.555
2021-09-14,18.45
2021-09-15,17.615
2021-09-16,16.785
2021-09-17,17.075
2021-09-18,18.555
2021-09-19,17.235
2021-09-20,16.29
2021-09-21,15.2
2021-09-22,15.334999
2021-09-23,15.67
2021-09-24,17.475
2021-09-25,16.795
2021-09-26,17.315
2021-09-27,16.395
2021-09-28,14.449999
2021-09-29,12.545
2021-09-30,11.445
2021-10-01,15.584999
2021-10-02,11.5
2021-10-03,13.76
2021-10-04,13.69
2021-10-05,13.235
2021-10-06,13.264999
2021-10-07,13.789999
2021-10-08,15.45
2021-10-09,13.155
2021-10-10,13.165
2021-10-11,12.085
2021-10-12,11.485
2021-10-13,12.105
2021-10-14,12.934999
2021-10-15,12.29
2021-10-16,11.934999
2021-10-17,12.7699995
2021-10-18,12.955
2021-10-19,18.279999
2021-10-20,16.294998
2021-10-21,10.414999
2021-10-22,9.129999
2021-10-23,11.205
2021-10-24,12.0199995
2021-10-25,13.24
2021-10-26,12.045
2021-10-27,14.789999
2021-10-28,13.539999
2021-10-29,13.58
2021-10-30,12.01
2021-10-31,10.88
2021-11-01,11.139999
2021-11-02,8.055
2021-11-03,6.595
2021-11-04,8.184999
2021-11-05,7.21
2021-11-06,9.605
2021-11-07,10.724999
2021-11-08,7.625
2021-11-09,11.775
2021-11-10,11.139999
2021-11-11,11.73
2021-11-12,10.69
2021-11-13,11.695
2021-11-14,11.7
2021-11-15,10.27
2021-11-16,8.365
2021-11-17,9.61
2021-11-18,8.88
2021-11-19,11.084999
