time,NL414
2021-01-01,-0.029999997
2021-01-02,2.56
2021-01-03,2.5475001
2021-01-04,3.2174997
2021-01-05,2.5825
2021-01-06,2.9574997
2021-01-07,-0.12499999
2021-01-08,-0.15249999
2021-01-09,0.6999999
2021-01-10,0.8625
2021-01-11,5.2799997
2021-01-12,7.12
2021-01-13,4.29
2021-01-14,7.3124995
2021-01-15,1.2875
2021-01-16,3.4175
2021-01-17,5.5549994
2021-01-18,4.2749996
2021-01-19,8.475
2021-01-20,9.4625
2021-01-21,4.9275
2021-01-22,3.3474998
2021-01-23,1.2975
2021-01-24,-1.0975
2021-01-25,0.9625
2021-01-26,2.025
2021-01-27,6.7200003
2021-01-28,9.44
2021-01-29,9.18
2021-01-30,5.255
2021-01-31,1.3024999
2021-02-01,2.7899997
2021-02-02,7.415
2021-02-03,8.3725
2021-02-04,5.6274996
2021-02-05,7.6475
2021-02-06,4.5375
2021-02-07,2.2525
2021-02-08,-1.2275
2021-02-09,-0.60249996
2021-02-10,-0.08500001
2021-02-11,-2.0024998
2021-02-12,-0.6475
2021-02-13,-1.3249999
2021-02-14,1.7349999
2021-02-15,7.4175
2021-02-16,9.182499
2021-02-17,8.3825
2021-02-18,8.59
2021-02-19,6.5499997
2021-02-20,11.1275
2021-02-21,11.037499
2021-02-22,8.1925
2021-02-23,8.6575
2021-02-24,13.1875
2021-02-25,10.2625
2021-02-26,6.31
2021-02-27,5.8424997
2021-02-28,5.62
2021-03-01,5.5474997
2021-03-02,5.6475
2021-03-03,5.7149997
2021-03-04,4.8975
2021-03-05,4.1675
2021-03-06,2.6125
2021-03-07,2.97
2021-03-08,4.9125
2021-03-09,6.705
2021-03-10,7.0975
2021-03-11,9.5625
2021-03-12,7.1724997
2021-03-13,7.2574997
2021-03-14,6.7124996
2021-03-15,9.424999
2021-03-16,10.139999
2021-03-17,7.1699996
2021-03-18,6.5699997
2021-03-19,8.3575
2021-03-20,7.13
2021-03-21,8.372499
2021-03-22,6.9775
2021-03-23,7.3774996
2021-03-24,8.3875
2021-03-25,7.895
2021-03-26,9.74
2021-03-27,6.2875
2021-03-28,10.2175
2021-03-29,13.4925
2021-03-30,12.84
2021-03-31,14.102499
2021-04-01,10.5525
2021-04-02,7.3999996
2021-04-03,6.6375
2021-04-04,7.8274994
2021-04-05,6.1075
2021-04-06,3.4
2021-04-07,2.1425
2021-04-08,7.2
2021-04-09,8.102499
2021-04-10,5.9125
2021-04-11,4.4474998
2021-04-12,4.0975
2021-04-13,5.805
2021-04-14,6.565
2021-04-15,5.2825003
2021-04-16,5.3549995
2021-04-17,6.2574997
2021-04-18,7.4574995
2021-04-19,9.209999
2021-04-20,9.964999
2021-04-21,9.57
2021-04-22,7.2925
2021-04-23,9.0425
2021-04-24,9.562499
2021-04-25,8.1775
2021-04-26,7.87
2021-04-27,8.17
2021-04-28,8.5375
2021-04-29,6.7
2021-04-30,7.285
2021-05-01,6.7325
2021-05-02,8.0525
2021-05-03,8.8375
2021-05-04,10.029999
2021-05-05,7.205
2021-05-06,6.695
2021-05-07,8.5425
2021-05-08,10.747499
2021-05-09,15.215
2021-05-10,12.8675
2021-05-11,10.764999
2021-05-12,11.969999
2021-05-13,11.965
2021-05-14,10.367499
2021-05-15,11.110001
2021-05-16,11.129999
2021-05-17,12.659999
2021-05-18,10.6275
2021-05-19,12.674999
2021-05-20,9.7675
2021-05-21,11.2175
2021-05-22,11.0425
2021-05-23,8.685
2021-05-24,9.7575
2021-05-25,10.5824995
2021-05-26,10.789999
2021-05-27,12.959999
2021-05-28,13.702499
2021-05-29,16.0525
2021-05-30,13.8175
2021-05-31,15.5675
2021-06-01,17.4925
2021-06-02,19.345
2021-06-03,18.695
2021-06-04,14.57
2021-06-05,15.6725
2021-06-06,17.185
2021-06-07,17.367498
2021-06-08,16.809998
2021-06-09,17.517498
2021-06-10,19.345001
2021-06-11,19.5975
2021-06-12,17.6925
2021-06-13,19.369999
2021-06-14,20.7075
2021-06-15,18.4975
2021-06-16,20.5725
2021-06-17,19.114998
2021-06-18,14.6775
2021-06-19,13.63
2021-06-20,14.549999
2021-06-21,12.5925
2021-06-22,13.9175
2021-06-23,14.09
2021-06-24,15.3425
2021-06-25,17.2125
2021-06-26,16.98
2021-06-27,16.904999
2021-06-28,16.7225
2021-06-29,16.377499
2021-06-30,15.49
2021-07-01,15.965
2021-07-02,18.7225
2021-07-03,18.8125
2021-07-04,18.4575
2021-07-05,16.9175
2021-07-06,15.98
2021-07-07,17.3325
2021-07-08,17.55
2021-07-09,18.345
2021-07-10,16.2275
2021-07-11,16.012499
2021-07-12,17.385
2021-07-13,18.2925
2021-07-14,19.154999
2021-07-15,17.779999
2021-07-16,18.75
2021-07-17,21.4375
2021-07-18,22.8625
2021-07-19,23.455
2021-07-20,23.7175
2021-07-21,22.89
2021-07-22,22.552498
2021-07-23,19.974998
2021-07-24,19.0625
2021-07-25,18.7375
2021-07-26,19.949999
2021-07-27,19.4975
2021-07-28,18.1675
2021-07-29,17.1425
2021-07-30,16.48
2021-07-31,17.182499
2021-08-01,16.915
2021-08-02,15.54
2021-08-03,15.8775
2021-08-04,16.7025
2021-08-05,16.67
2021-08-06,18.005
2021-08-07,16.365
2021-08-08,16.575
2021-08-09,16.8975
2021-08-10,17.5825
2021-08-11,17.3275
2021-08-12,18.27
2021-08-13,17.567501
2021-08-14,18.4725
2021-08-15,18.217499
2021-08-16,15.465
2021-08-17,14.96
2021-08-18,18.2175
2021-08-19,16.895
2021-08-20,17.4025
2021-08-21,18.0
2021-08-22,18.165
2021-08-23,17.935
2021-08-24,17.1225
2021-08-25,16.974998
2021-08-26,16.4775
2021-08-27,15.0875
2021-08-28,15.415
2021-08-29,15.115
2021-08-30,15.622499
2021-08-31,15.872499
2021-09-01,15.91
2021-09-02,16.949999
2021-09-03,16.925
2021-09-04,16.435
2021-09-05,19.16
2021-09-06,20.2325
2021-09-07,21.7475
2021-09-08,21.7475
2021-09-09,19.6925
2021-09-10,19.192501
2021-09-11,18.797499
2021-09-12,15.869999
2021-09-13,16.4525
2021-09-14,17.6475
2021-09-15,17.4225
2021-09-16,16.5625
2021-09-17,16.6075
2021-09-18,18.02
2021-09-19,16.5025
2021-09-20,15.2074995
2021-09-21,15.089999
2021-09-22,15.844999
2021-09-23,15.929999
2021-09-24,17.295
2021-09-25,16.954998
2021-09-26,16.955002
2021-09-27,16.16
2021-09-28,14.0375
2021-09-29,11.897499
2021-09-30,11.692499
2021-10-01,15.147499
2021-10-02,10.539999
2021-10-03,12.54
2021-10-04,13.285
2021-10-05,12.352499
2021-10-06,12.737499
2021-10-07,15.009999
2021-10-08,15.2975
2021-10-09,13.58
2021-10-10,13.46
2021-10-11,11.46
2021-10-12,11.637499
2021-10-13,12.32
2021-10-14,13.247499
2021-10-15,12.02
2021-10-16,12.044999
2021-10-17,13.014999
2021-10-18,12.6325
2021-10-19,17.625
2021-10-20,15.6449995
2021-10-21,9.6725
2021-10-22,9.327499
2021-10-23,10.827499
2021-10-24,12.365
2021-10-25,12.76
2021-10-26,11.7425
2021-10-27,14.762499
2021-10-28,13.4475
2021-10-29,12.8825
2021-10-30,11.1775
2021-10-31,10.0825
2021-11-01,10.765
2021-11-02,7.2299995
2021-11-03,5.115
2021-11-04,7.0649996
2021-11-05,5.725
2021-11-06,10.1
2021-11-07,10.2225
2021-11-08,7.08
2021-11-09,12.0824995
2021-11-10,10.73
2021-11-11,11.085
2021-11-12,10.24
2021-11-13,11.502501
2021-11-14,10.434999
2021-11-15,10.015
2021-11-16,7.225
2021-11-17,8.9625
2021-11-18,8.692499
2021-11-19,10.7275
2021-11-20,9.83
2021-11-21,6.5325
2021-11-22,5.6400003
2021-11-23,4.5975
2021-11-24,4.99
2021-11-25,4.4725
2021-11-26,5.1025
