time,PL219
2021-01-01,3.0335712
2021-01-02,4.9357142
2021-01-03,2.6042857
2021-01-04,2.5749996
2021-01-05,-0.016428573
2021-01-06,-3.1000001
2021-01-07,-0.9328571
2021-01-08,-2.302857
2021-01-09,1.1171429
2021-01-10,1.7842857
2021-01-11,2.0657141
2021-01-12,3.6699998
2021-01-13,3.6007144
2021-01-14,3.6707141
2021-01-15,0.15571429
2021-01-16,-7.546428
2021-01-17,0.7864286
2021-01-18,-1.2692856
2021-01-19,-2.962143
2021-01-20,-1.2749999
2021-01-21,1.1321428
2021-01-22,-3.3757145
2021-01-23,-7.2085714
2021-01-24,-2.0407143
2021-01-25,-1.2135714
2021-01-26,-2.8621428
2021-01-27,1.1242857
2021-01-28,3.3207142
2021-01-29,3.6264286
2021-01-30,1.8485714
2021-01-31,2.0007143
2021-02-01,7.0542855
2021-02-02,8.4021435
2021-02-03,8.602143
2021-02-04,6.8028574
2021-02-05,4.325
2021-02-06,6.852857
2021-02-07,8.405714
2021-02-08,5.2049994
2021-02-09,7.970714
2021-02-10,5.2349997
2021-02-11,3.7628572
2021-02-12,-1.5749999
2021-02-13,-9.495
2021-02-14,-7.355
2021-02-15,-2.9935715
2021-02-16,1.5628573
2021-02-17,2.1157143
2021-02-18,-3.7764285
2021-02-19,-1.5957143
2021-02-20,-4.6492853
2021-02-21,-0.9078571
2021-02-22,-1.4928571
2021-02-23,10.745
2021-02-24,8.182857
2021-02-25,1.28
2021-02-26,4.5092854
2021-02-27,-1.5071428
2021-02-28,-2.412857
2021-03-01,1.0535713
2021-03-02,2.9957144
2021-03-03,0.8299999
2021-03-04,3.687857
2021-03-05,1.0292857
2021-03-06,-0.5742857
2021-03-07,6.0121427
2021-03-08,2.5014284
2021-03-09,0.75214285
2021-03-10,1.1985714
2021-03-11,1.7885714
2021-03-12,-3.4935718
2021-03-13,-4.6064286
2021-03-14,-1.5635713
2021-03-15,-0.7228571
2021-03-16,0.6814285
2021-03-17,5.844285
2021-03-18,2.5649998
2021-03-19,-0.4814286
2021-03-20,-4.1392856
2021-03-21,-0.18714286
2021-03-22,0.093571424
2021-03-23,-3.8328571
2021-03-24,-1.2064285
2021-03-25,-1.8857143
2021-03-26,-0.15285714
2021-03-27,-2.182857
2021-03-28,-5.1907144
2021-03-29,-1.2950001
2021-03-30,-0.11357145
2021-03-31,2.3835714
2021-04-01,4.0485716
2021-04-02,2.2014287
2021-04-03,2.1407142
2021-04-04,1.542857
2021-04-05,8.162143
2021-04-06,4.093571
2021-04-07,6.448571
2021-04-08,7.645
2021-04-09,5.5135717
2021-04-10,2.3857143
2021-04-11,3.2957141
2021-04-12,7.2999997
2021-04-13,0.11214285
2021-04-14,1.8414285
2021-04-15,5.605
2021-04-16,9.335
2021-04-17,13.265715
2021-04-18,12.790715
2021-04-19,13.9042845
2021-04-20,11.0435705
2021-04-21,10.337858
2021-04-22,6.074286
2021-04-23,5.802857
2021-04-24,8.547857
2021-04-25,11.179284
2021-04-26,12.256429
2021-04-27,6.135714
2021-04-28,12.727143
2021-04-29,14.845714
2021-04-30,11.507142
2021-05-01,13.562858
2021-05-02,11.821427
2021-05-03,13.783571
2021-05-04,13.843572
2021-05-05,7.882142
2021-05-06,8.992857
2021-05-07,11.010714
2021-05-08,10.17
2021-05-09,16.412142
2021-05-10,10.689285
2021-05-11,11.344285
2021-05-12,12.662145
2021-05-13,14.745
2021-05-14,14.737142
2021-05-15,13.809285
2021-05-16,13.927856
2021-05-17,12.402856
2021-05-18,11.638572
2021-05-19,10.85357
2021-05-20,12.561427
2021-05-21,18.41643
2021-05-22,16.569286
2021-05-23,11.141428
2021-05-24,13.815001
2021-05-25,13.119287
2021-05-26,10.888572
2021-05-27,13.393572
2021-05-28,11.455
2021-05-29,12.519285
2021-05-30,8.474999
2021-05-31,13.057142
2021-06-01,14.611428
2021-06-02,16.118572
2021-06-03,15.568571
2021-06-04,17.91857
2021-06-05,13.317143
2021-06-06,11.816428
2021-06-07,8.937142
2021-06-08,12.059999
2021-06-09,14.847143
2021-06-10,14.214999
2021-06-11,14.179285
2021-06-12,14.350714
2021-06-13,11.232858
2021-06-14,17.738571
2021-06-15,19.53143
2021-06-16,18.575714
2021-06-17,16.504286
2021-06-18,20.552856
2021-06-19,21.204285
2021-06-20,25.240713
2021-06-21,22.92357
2021-06-22,21.774286
2021-06-23,19.402859
2021-06-24,17.035
2021-06-25,15.572144
2021-06-26,15.626428
2021-06-27,18.777143
2021-06-28,17.852142
2021-06-29,19.02857
2021-06-30,17.92357
2021-07-01,19.688572
2021-07-02,19.729998
2021-07-03,21.130001
2021-07-04,22.746428
2021-07-05,19.48643
2021-07-06,19.991428
2021-07-07,22.01
2021-07-08,23.151428
2021-07-09,19.82857
2021-07-10,19.143572
2021-07-11,18.859999
2021-07-12,22.67357
2021-07-13,23.910715
2021-07-14,19.34357
2021-07-15,21.212856
2021-07-16,18.302141
2021-07-17,20.15643
2021-07-18,23.74357
2021-07-19,20.755001
2021-07-20,23.08
2021-07-21,21.725
2021-07-22,16.205
2021-07-23,15.321428
2021-07-24,18.213572
2021-07-25,18.057858
2021-07-26,24.715715
2021-07-27,24.225714
2021-07-28,21.194284
2021-07-29,16.309284
2021-07-30,18.675001
2021-07-31,21.037142
2021-08-01,20.507856
2021-08-02,19.426428
2021-08-03,20.689999
2021-08-04,20.832142
2021-08-05,21.930002
2021-08-06,22.938572
2021-08-07,27.16857
2021-08-08,24.001429
2021-08-09,22.549286
2021-08-10,19.588572
2021-08-11,19.042856
2021-08-12,20.852858
2021-08-13,22.187857
2021-08-14,20.222141
2021-08-15,21.109999
2021-08-16,20.26357
2021-08-17,16.48357
2021-08-18,17.559284
2021-08-19,18.709286
2021-08-20,20.722857
2021-08-21,20.502855
2021-08-22,21.477858
2021-08-23,17.420713
2021-08-24,17.473572
2021-08-25,21.74357
2021-08-26,24.014286
2021-08-27,20.857859
2021-08-28,19.54857
2021-08-29,18.670715
2021-08-30,21.191427
2021-08-31,21.557142
2021-09-01,17.261429
2021-09-02,11.822856
2021-09-03,14.695
2021-09-04,12.936427
2021-09-05,14.647857
2021-09-06,14.037857
2021-09-07,14.390715
2021-09-08,12.562857
2021-09-09,13.262143
2021-09-10,15.907857
2021-09-11,15.217856
2021-09-12,15.8242855
2021-09-13,17.921429
2021-09-14,18.082857
2021-09-15,17.489286
2021-09-16,17.932856
2021-09-17,14.9871435
2021-09-18,16.491428
2021-09-19,17.421429
2021-09-20,17.63
2021-09-21,14.821428
2021-09-22,11.799286
2021-09-23,12.1378565
2021-09-24,11.945
2021-09-25,11.761429
2021-09-26,10.999285
2021-09-27,13.150713
2021-09-28,12.0978565
2021-09-29,12.558572
2021-09-30,10.809286
2021-10-01,6.664285
2021-10-02,9.178572
2021-10-03,10.914286
2021-10-04,12.829286
2021-10-05,6.8685718
2021-10-06,3.667857
2021-10-07,1.2671429
2021-10-08,2.182857
2021-10-09,2.1535714
2021-10-10,4.3214283
2021-10-11,4.6671424
2021-10-12,5.627857
2021-10-13,6.347857
2021-10-14,7.697857
2021-10-15,10.166428
2021-10-16,10.295
2021-10-17,13.271429
2021-10-18,
2021-10-19,9.541429
2021-10-20,10.536429
2021-10-21,6.3878565
2021-10-22,6.140714
2021-10-23,7.360714
2021-10-24,9.440001
2021-10-25,8.832143
2021-10-26,9.944285
2021-10-27,6.4592857
2021-10-28,10.0978565
2021-10-29,11.547143
2021-10-30,15.427856
2021-10-31,12.916429
2021-11-01,15.480714
2021-11-02,13.859285
2021-11-03,10.682857
2021-11-04,4.7664285
2021-11-05,7.4592853
2021-11-06,7.7235713
2021-11-07,9.724999
2021-11-08,7.828571
2021-11-09,7.181428
2021-11-10,5.5914283
2021-11-11,7.1042852
2021-11-12,7.176429
2021-11-13,10.206429
2021-11-14,3.7957141
2021-11-15,4.8807144
2021-11-16,6.5542855
2021-11-17,4.598572
2021-11-18,0.18571427
2021-11-19,0.12928571
2021-11-20,6.9585714
2021-11-21,7.827857
2021-11-22,2.5171428
2021-11-23,0.78999996
2021-11-24,4.3542857
2021-11-25,5.574286
2021-11-26,2.142857
2021-11-27,0.32928568
2021-11-28,-0.3878571
2021-11-29,1.0557142
2021-11-30,3.6392856
2021-12-01,2.0471427
2021-12-02,-3.222857
2021-12-03,-4.142857
2021-12-04,5.1528573
2021-12-05,9.695
2021-12-06,6.588572
2021-12-07,2.6585715
2021-12-08,11.551429
2021-12-09,5.973572
2021-12-10,5.895
2021-12-11,0.8878571
2021-12-12,1.9764286
2021-12-13,3.3642857
2021-12-14,0.4042857
2021-12-15,-0.9457142
2021-12-16,2.1714284
2021-12-17,-6.0042853
2021-12-18,-3.1457143
2021-12-19,2.580714
2021-12-20,-1.5964285
2021-12-21,-2.065
2021-12-22,-3.8442857
2021-12-23,-5.445714
2021-12-24,-1.2507142
2021-12-25,-11.706429
2021-12-26,0.45857143
2021-12-27,6.577143
2021-12-28,8.622857
2021-12-29,4.0864286
2021-12-30,1.3171427
2021-12-31,0.29142857
