time,EL533
2021-01-01,-0.7212069
2021-01-02,-1.1246551
2021-01-03,-1.804138
2021-01-04,-6.261379
2021-01-05,-8.740345
2021-01-06,-7.3156896
2021-01-07,-7.6286206
2021-01-08,-11.582068
2021-01-09,-21.959826
2021-01-10,-20.54655
2021-01-11,-16.030346
2021-01-12,-17.14707
2021-01-13,-22.171036
2021-01-14,-27.886723
2021-01-15,-25.008276
2021-01-16,-20.850689
2021-01-17,-8.46569
2021-01-18,-5.318276
2021-01-19,-5.0722413
2021-01-20,-7.607586
2021-01-21,-12.161034
2021-01-22,-11.962759
2021-01-23,-4.727931
2021-01-24,0.33534485
2021-01-25,0.3572414
2021-01-26,0.21293104
2021-01-27,-1.0272415
2021-01-28,-1.657069
2021-01-29,-3.0868964
2021-01-30,-4.37069
2021-01-31,-5.547414
2021-02-01,-8.880344
2021-02-02,-16.383965
2021-02-03,-15.573448
2021-02-04,-13.15569
2021-02-05,-15.1643095
2021-02-06,-12.706552
2021-02-07,-9.043448
2021-02-08,-15.580344
2021-02-09,-18.554138
2021-02-10,-20.373102
2021-02-11,-21.560688
2021-02-12,-15.445517
2021-02-13,-9.992068
2021-02-14,-15.362242
2021-02-15,-14.013448
2021-02-16,-13.9910345
2021-02-17,-25.072412
2021-02-18,-23.749828
2021-02-19,-16.136896
2021-02-20,-14.310172
2021-02-21,-14.921896
2021-02-22,-18.368103
2021-02-23,-17.184828
2021-02-24,-10.883448
2021-02-25,-2.316207
2021-02-26,0.8698275
2021-02-27,-0.6139655
2021-02-28,-0.43931034
2021-03-01,1.738276
2021-03-02,-0.5487931
2021-03-03,-2.2594826
2021-03-04,-5.6429305
2021-03-05,-10.083965
2021-03-06,-9.892931
2021-03-07,-8.341724
2021-03-08,-15.654137
2021-03-09,-22.926033
2021-03-10,-21.452587
2021-03-11,-16.184137
2021-03-12,-8.176034
2021-03-13,-3.7205172
2021-03-14,0.03603448
2021-03-15,0.43965518
2021-03-16,-0.04155172
2021-03-17,-2.5981035
2021-03-18,-5.915344
2021-03-19,-10.7410345
2021-03-20,-6.590862
2021-03-21,-0.6108621
2021-03-22,-5.072586
2021-03-23,-4.997931
2021-03-24,4.442931
2021-03-25,2.2815518
2021-03-26,0.11655172
2021-03-27,-0.44362068
2021-03-28,3.9594827
2021-03-29,2.2568965
2021-03-30,4.201552
2021-03-31,2.9803448
2021-04-01,1.9115516
2021-04-02,0.043448277
2021-04-03,0.86137927
2021-04-04,1.5531034
2021-04-05,1.7151723
2021-04-06,0.2577586
2021-04-07,1.4853448
2021-04-08,-0.13310345
2021-04-09,-0.40258622
2021-04-10,1.9022415
2021-04-11,2.3727586
2021-04-12,4.939828
2021-04-13,5.0268965
2021-04-14,2.285
2021-04-15,1.5953448
2021-04-16,3.3899999
2021-04-17,4.7391376
2021-04-18,5.387414
2021-04-19,4.64
2021-04-20,3.8189654
2021-04-21,3.1756897
2021-04-22,2.5368965
2021-04-23,2.663793
2021-04-24,2.800345
2021-04-25,2.2312067
2021-04-26,2.6160345
2021-04-27,0.81068957
2021-04-28,0.30741376
2021-04-29,0.9715517
2021-04-30,1.6020689
2021-05-01,0.6115517
2021-05-02,1.5018964
2021-05-03,4.1746554
2021-05-04,3.669655
2021-05-05,1.6382759
2021-05-06,0.77827585
2021-05-07,0.57327586
2021-05-08,2.0606897
2021-05-09,5.4027586
2021-05-10,6.5470686
2021-05-11,15.176552
2021-05-12,17.042242
2021-05-13,18.059309
2021-05-14,14.172069
2021-05-15,14.477758
2021-05-16,13.680517
2021-05-17,16.143448
2021-05-18,16.569828
2021-05-19,20.738792
2021-05-20,13.995689
2021-05-21,12.182758
2021-05-22,6.678104
2021-05-23,9.855517
2021-05-24,5.1860347
2021-05-25,6.10931
2021-05-26,7.6720686
2021-05-27,7.18138
2021-05-28,8.561551
2021-05-29,6.9470687
2021-05-30,8.076724
2021-05-31,9.49138
2021-06-01,12.700861
2021-06-02,15.306551
2021-06-03,17.723274
2021-06-04,18.788275
2021-06-05,18.67207
2021-06-06,18.644138
2021-06-07,14.897758
2021-06-08,15.006724
