time,FRI13
2021-11-19,9.499285
2021-11-20,10.3478565
2021-11-21,7.680714
2021-11-22,4.623572
2021-11-23,2.4071429
2021-11-24,5.5471425
2021-11-25,2.7707143
2021-11-26,2.99
2021-11-27,1.6821429
2021-11-28,0.9264285
2021-11-29,0.4192857
2021-11-30,2.6228569
2021-12-01,3.760714
2021-12-02,3.8992856
2021-12-03,0.35571426
2021-12-04,0.72999996
2021-12-05,0.18428572
2021-12-06,-0.2657143
2021-12-07,-0.7107143
2021-12-08,-1.26
2021-12-09,-1.5821428
2021-12-10,-0.79928577
2021-12-11,-1.8064287
2021-12-12,-0.73785716
2021-12-13,2.8692856
2021-12-14,5.4078565
2021-12-15,6.6699996
2021-12-16,6.6949997
2021-12-17,4.838571
2021-12-18,4.3292856
2021-12-19,5.489285
2021-12-20,1.482857
2021-12-21,-0.7442857
2021-12-22,-1.8985713
2021-12-23,-2.6757143
2021-12-24,2.4664285
2021-12-25,-5.5407143
2021-12-26,-8.3550005
2021-12-27,-6.374286
2021-12-28,-2.947857
2021-12-29,2.307857
2021-12-30,7.335
2021-12-31,11.642858
