time,CH024
2021-01-01,4.3771424
2021-01-02,4.9614286
2021-01-03,5.337143
2021-01-04,3.97
2021-01-05,3.4042857
2021-01-06,4.274286
2021-01-07,4.067143
2021-01-08,2.4757142
2021-01-09,-0.030000014
2021-01-10,-0.4042857
2021-01-11,-0.43285713
2021-01-12,0.47857144
2021-01-13,-0.5042857
2021-01-14,-3.7757144
2021-01-15,-3.7342856
2021-01-16,-5.9914284
2021-01-17,-6.897143
2021-01-18,-4.9157143
2021-01-19,-1.0242857
2021-01-20,0.39857143
2021-01-21,5.4285707
2021-01-22,6.378571
2021-01-23,4.595714
2021-01-24,5.942857
2021-01-25,3.3242857
2021-01-26,-1.7842857
2021-01-27,-2.4471428
2021-01-28,0.24714284
2021-01-29,4.63
2021-01-30,6.8714285
2021-01-31,4.6671424
2021-02-01,5.7528567
2021-02-02,7.734286
2021-02-03,10.015715
2021-02-04,8.744286
2021-02-05,8.75
2021-02-06,9.587143
2021-02-07,9.267143
2021-02-08,7.5485716
2021-02-09,5.355714
2021-02-10,5.2014284
2021-02-11,6.885714
2021-02-12,-6.7085714
2021-02-13,-9.432857
2021-02-14,-11.584285
2021-02-15,-5.912857
2021-02-16,-4.1242857
2021-02-17,-0.19714284
2021-02-18,3.042857
2021-02-19,2.4799998
2021-02-20,3.0014286
2021-02-21,4.682857
2021-02-22,5.464286
2021-02-23,8.469999
2021-02-24,7.514286
2021-02-25,8.317142
2021-02-26,10.421428
2021-02-27,5.4942856
2021-02-28,3.4185715
2021-03-01,3.4071426
2021-03-02,5.624286
2021-03-03,7.102857
2021-03-04,7.1414285
2021-03-05,4.001428
2021-03-06,1.1457142
2021-03-07,1.8657142
2021-03-08,3.5271428
2021-03-09,1.4628571
2021-03-10,0.5885714
2021-03-11,1.7414285
2021-03-12,1.8414285
2021-03-13,5.1671424
2021-03-14,4.922857
2021-03-15,1.9342855
2021-03-16,-0.19714284
2021-03-17,0.31285715
2021-03-18,-0.95714283
2021-03-19,-0.26857144
2021-03-20,-1.1371428
2021-03-21,1.0600001
2021-03-22,-1.9885714
2021-03-23,-2.99
2021-03-24,0.24714284
2021-03-25,0.7128571
2021-03-26,1.732857
2021-03-27,3.3785713
2021-03-28,5.761429
2021-03-29,6.66
2021-03-30,6.1228566
2021-03-31,7.325714
2021-04-01,9.49
2021-04-02,8.190001
2021-04-03,8.332857
2021-04-04,2.6671429
2021-04-05,4.36
2021-04-06,5.525714
2021-04-07,0.87857145
